Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1,4:57,3,2,MIN 48,0,7,Kirk Cousins pass complete short middle to Irv Smith Jr. for 5 yards (tackle by Nick Kwiatkoski),1.420,2.460
1,4:19,1,10,CHI 47,0,7,Dalvin Cook right guard for no gain (tackle by Abdullah Anderson),2.460,1.910
1,3:44,2,10,CHI 47,0,7,Dalvin Cook left tackle for no gain (tackle by Danny Trevathan and Nick Williams),1.910,1.220
1,3:14,3,10,CHI 47,0,7,Kirk Cousins pass incomplete deep right intended for Adam Thielen,1.220,0.130
1,3:08,4,10,CHI 47,0,7,"Britton Colquitt punts 37 yards, fair catch by Tarik Cohen at CHI-10. Penalty on Duke Shelley: Offensive Holding, 5 yards",0.130,0.380
1,3:02,1,10,CHI 5,0,7,David Montgomery right tackle for 3 yards (tackle by Eric Kendricks),-0.380,-0.560
1,2:21,2,7,CHI 8,0,7,Chase Daniel pass complete short middle to Allen Robinson for 13 yards (tackle by Trae Waynes),-0.560,0.340
1,1:45,1,10,CHI 21,0,7,David Montgomery left tackle for 4 yards (tackle by Eric Kendricks),0.340,0.340
1,1:00,2,6,CHI 25,0,7,"Chase Daniel pass complete deep left to Allen Robinson for 42 yards (tackle by Anthony Barr). Penalty on Allen Robinson: Offensive Pass Interference, 10 yards (no play)",0.340,-1.140
1,0:18,2,16,CHI 15,0,7,Chase Daniel pass complete short middle to Allen Robinson for 9 yards (tackle by Xavier Rhodes),-1.140,-0.490
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,CHI 24,0,7,Chase Daniel pass complete short right to Allen Robinson for 13 yards (tackle by Xavier Rhodes),-0.490,1.400
2,14:29,1,10,CHI 37,0,7,David Montgomery right tackle for 3 yards (tackle by Anthony Barr),1.400,1.260
2,13:50,2,7,CHI 40,0,7,Chase Daniel pass complete short right to Adam Shaheen for 5 yards (tackle by Trae Waynes),1.260,1.220
2,13:21,3,2,CHI 45,0,7,Chase Daniel pass incomplete short left intended for Anthony Miller,1.220,-0.390
2,13:17,4,2,CHI 45,0,7,"Pat O'Donnell punts 45 yards, returned by Marcus Sherels for no gain (tackle by Sherrick McManis). Penalty on Linval Joseph: Offensive Holding, 5 yards",-0.390,0.380
2,13:07,1,10,MIN 5,0,7,Kirk Cousins pass complete short left to C.J. Ham for 2 yards (tackle by Eddie Jackson),-0.380,-0.630
2,12:29,2,8,MIN 7,0,7,Dalvin Cook left guard for 1 yard (tackle by Danny Trevathan),-0.630,-1.070
2,11:51,3,7,MIN 8,0,7,"Penalty on Aaron Lynch: Neutral Zone Infraction, 5 yards (no play)",-1.070,-0.480
2,11:39,3,2,MIN 13,0,7,Dalvin Cook left guard for 4 yards (tackle by Eddie Jackson),-0.480,-0.060
2,11:10,1,10,MIN 17,0,7,Dalvin Cook right tackle for 4 yards (tackle by Kyle Fuller),-0.060,0.080
2,10:36,2,6,MIN 21,0,7,Kirk Cousins sacked by Roy Robertson-Harris for -10 yards,0.080,-2.120
2,9:53,3,16,MIN 11,0,7,"Kirk Cousins pass incomplete short middle intended for Dalvin Cook. Penalty on Eddie Jackson: Unnecessary Roughness, 15 yards",-2.120,0.670
2,9:49,1,10,MIN 26,0,7,Dalvin Cook right tackle for 3 yards (tackle by Danny Trevathan and Nick Williams),0.670,0.540
2,9:10,2,7,MIN 29,0,7,"Kirk Cousins pass incomplete short right intended for Irv Smith Jr. (defended by Ha Ha Clinton-Dix). Penalty on Khalil Mack: Defensive Holding, 5 yards (no play)",0.540,1.200
2,9:03,1,10,MIN 34,0,7,Kirk Cousins pass complete short middle to C.J. Ham for 4 yards (tackle by Nick Kwiatkoski),1.200,1.200
2,8:25,2,6,MIN 38,0,7,"Alexander Mattison right tackle for 3 yards (tackle by Danny Trevathan). Penalty on Isaiah Irving: Illegal Use of Hands, 5 yards",1.200,1.990
2,8:00,1,10,MIN 46,0,7,Kirk Cousins pass complete short right to Alexander Mattison for 8 yards (tackle by Nick Kwiatkoski),1.990,2.530
2,7:25,2,2,CHI 46,0,7,Alexander Mattison left guard for 2 yards (tackle by Nick Williams and Jonathan Harris),2.530,2.650
2,6:42,1,10,CHI 44,0,7,"Kirk Cousins pass complete short middle to Stefon Diggs for 10 yards (tackle by Prince Amukamara). Stefon Diggs fumbles (forced by Prince Amukamara), recovered by Ha Ha Clinton-Dix at CHI-20",2.650,-0.280
2,6:36,1,10,CHI 20,0,7,"Chase Daniel pass incomplete short right intended for Tarik Cohen (defended by Anthony Barr). Penalty on Shamar Stephen: Roughing the Passer, 15 yards (no play)",0.280,1.270
2,6:30,1,10,CHI 35,0,7,Chase Daniel pass complete short left to Javon Wims for 7 yards (tackle by Xavier Rhodes),1.270,1.670
2,5:51,2,3,CHI 42,0,7,Chase Daniel pass complete short left to Allen Robinson for 6 yards,1.670,2.130
2,5:21,1,10,CHI 48,0,7,Tarik Cohen right end for 4 yards (tackle by Anthony Harris),2.130,2.120
2,4:42,2,6,MIN 48,0,7,Chase Daniel pass complete short left to Tarik Cohen for -3 yards (tackle by Xavier Rhodes),2.120,1.020
2,4:05,3,9,CHI 49,0,7,Chase Daniel pass complete short middle to David Montgomery for 10 yards (tackle by Xavier Rhodes),1.020,2.850
2,3:32,1,10,MIN 41,0,7,David Montgomery right tackle for 4 yards (tackle by Harrison Smith),2.850,2.850
2,2:55,2,6,MIN 37,0,7,Chase Daniel pass incomplete deep left intended for Tarik Cohen,2.850,2.150
2,2:48,,,,,,Timeout #1 by Chicago Bears,,
2,2:48,3,6,MIN 37,0,7,Chase Daniel pass complete short middle to Javon Wims for 3 yards (tackle by Harrison Smith),2.150,1.090
2,2:02,,,,,,Timeout #1 by Minnesota Vikings,,
2,2:02,4,3,MIN 34,0,7,Chase Daniel pass complete short middle to Anthony Miller for 5 yards (tackle by Mackensie Alexander),1.090,3.640
2,1:58,1,10,MIN 29,0,7,Tarik Cohen right guard for 1 yard (tackle by Linval Joseph),3.640,3.240
2,1:17,2,9,MIN 28,0,7,Chase Daniel pass incomplete short right intended for Trey Burton (defended by Trae Waynes),3.240,2.540
2,1:12,3,9,MIN 28,0,7,Chase Daniel pass complete short right to Trey Burton for 11 yards (tackle by Eric Kendricks),2.540,4.440
2,0:35,1,10,MIN 17,0,7,Chase Daniel pass incomplete short middle intended for Tarik Cohen,4.440,3.850
2,0:31,2,10,MIN 17,0,7,Chase Daniel pass complete short right to Allen Robinson for 7 yards (tackle by Trae Waynes),3.850,4.340
2,0:27,,,,,,Timeout #2 by Chicago Bears,,
2,0:27,3,3,MIN 10,0,7,Chase Daniel right end for 2 yards (tackle by Danielle Hunter),4.340,2.990
2,0:04,,,,,,Timeout #3 by Chicago Bears,,
2,0:04,4,1,MIN 8,0,10,Eddy Pineiro 25 yard field goal good,2.990,3.000
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,0,10,"Pat O'Donnell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,0,10,"Kirk Cousins sacked by Khalil Mack for -9 yards. Kirk Cousins fumbles (forced by Khalil Mack), recovered by Nick Williams at MIN-16 (tackle by Riley Reiff)",0.610,-4.510
3,14:54,1,10,MIN 16,0,10,David Montgomery right tackle for 2 yards (tackle by Mackensie Alexander),4.510,4.210
3,14:12,2,8,MIN 14,0,10,Chase Daniel sacked by Shamar Stephen for -7 yards,4.210,2.610
3,13:36,3,15,MIN 21,0,10,Chase Daniel pass complete short right to David Montgomery for 1 yard (tackle by Ifeadi Odenigbo),2.610,2.120
3,12:52,4,14,MIN 20,0,13,Eddy Pineiro 38 yard field goal good,2.120,3.000
3,12:47,,,CHI 35,0,13,"Pat O'Donnell kicks off 65 yards, touchback.",0.000,0.610
3,12:47,1,10,MIN 25,0,13,Dalvin Cook left tackle for 4 yards (tackle by Nick Kwiatkoski and Danny Trevathan),0.610,0.600
3,12:15,2,6,MIN 29,0,13,Kirk Cousins pass complete short left to C.J. Ham for 4 yards (tackle by Nick Kwiatkoski),0.600,0.430
3,11:36,3,2,MIN 33,0,13,Kirk Cousins pass incomplete short right. Penalty on Brian O'Neill: Offensive Holding (Declined),0.430,-1.180
3,11:26,4,2,MIN 33,0,13,"Britton Colquitt punts 51 yards, fair catch by Tarik Cohen at CHI-16",-1.180,0.140
3,11:18,1,10,CHI 16,0,13,Chase Daniel pass complete short middle to Trey Burton for 5 yards (tackle by Anthony Harris),-0.140,0.150
3,10:45,2,5,CHI 21,0,13,Chase Daniel pass complete short left to David Montgomery for 3 yards (tackle by Xavier Rhodes),0.150,-0.320
3,10:06,3,2,CHI 24,0,13,Cordarrelle Patterson right tackle for 1 yard (tackle by Eric Kendricks),-0.320,-1.700
3,9:22,4,1,CHI 25,0,13,"Pat O'Donnell punts 40 yards, returned by Marcus Sherels for -1 yards (tackle by Cordarrelle Patterson)",-1.700,-1.200
3,9:13,1,10,MIN 34,0,13,Dalvin Cook left tackle for 2 yards (tackle by Danny Trevathan and Nick Williams),1.200,0.930
3,8:39,2,8,MIN 36,0,13,Kirk Cousins pass incomplete deep middle intended for Adam Thielen (defended by Kyle Fuller),0.930,0.230
3,8:34,3,8,MIN 36,0,13,Kirk Cousins sacked by and Khalil Mack for -7 yards. Penalty on Riley Reiff: Offensive Holding (Declined),0.230,-1.440
3,8:11,4,15,MIN 29,0,13,"Britton Colquitt punts 50 yards, fair catch by Tarik Cohen at CHI-21",-1.440,-0.340
3,8:03,1,10,CHI 21,0,13,Chase Daniel pass complete deep right to Javon Wims for 37 yards (tackle by Trae Waynes). Penalty on Xavier Rhodes: Defensive Holding (Declined),0.340,2.790
3,7:37,1,10,MIN 42,0,13,David Montgomery right guard for 3 yards (tackle by Everson Griffen),2.790,2.650
3,6:52,2,7,MIN 39,0,13,"Penalty on Everson Griffen: Neutral Zone Infraction, 5 yards (no play)",2.650,3.320
3,6:41,2,2,MIN 34,0,13,Cordarrelle Patterson right end for 3 yards (tackle by Ben Gedeon),3.320,3.510
3,6:09,1,10,MIN 31,0,13,David Montgomery left tackle for 7 yards (tackle by Anthony Harris and Mike Hughes),3.510,3.910
3,5:29,2,3,MIN 24,0,13,Chase Daniel left end for 4 yards (tackle by Eric Kendricks and Xavier Rhodes),3.910,4.240
3,4:44,1,10,MIN 20,0,13,Chase Daniel pass complete short right to J.P. Holtz for 7 yards (tackle by Mike Hughes),4.240,4.830
3,4:07,2,3,MIN 13,0,13,David Montgomery right tackle for 1 yard (tackle by Eric Kendricks),4.830,4.340
3,3:12,,,,,,Timeout #1 by Chicago Bears,,
3,3:12,3,2,MIN 12,0,13,Chase Daniel pass incomplete short right intended for Tarik Cohen,4.340,2.760
3,3:07,4,2,MIN 12,0,16,Eddy Pineiro 30 yard field goal good,2.760,3.000
3,3:04,,,CHI 35,0,16,"Pat O'Donnell kicks off 65 yards, touchback.",0.000,0.610
3,3:04,1,10,MIN 25,0,16,Kirk Cousins pass complete short right to Adam Thielen for no gain (tackle by Kyle Fuller),0.610,0.060
3,2:39,2,10,MIN 25,0,16,Kirk Cousins sacked by Nick Williams for -8 yards,0.060,-1.930
3,1:56,3,18,MIN 17,0,16,Kirk Cousins pass complete short right to Stefon Diggs for 14 yards (tackle by Kyle Fuller),-1.930,-1.310
3,1:49,4,4,MIN 31,0,16,Kirk Cousins pass complete deep right to Stefon Diggs for 39 yards (tackle by Kyle Fuller),-1.310,3.580
3,1:25,1,10,CHI 30,0,16,"Penalty on Riley Reiff: False Start, 5 yards (no play)",3.580,3.250
3,1:16,1,15,CHI 35,0,16,Kirk Cousins pass complete short right to Dalvin Cook for -1 yards (tackle by Nick Kwiatkoski),3.250,2.220
3,0:40,2,16,CHI 36,0,16,"Kirk Cousins sacked by Nick Kwiatkoski for -11 yards. Kirk Cousins fumbles (forced by Nick Kwiatkoski), recovered by Brian O'Neill at MIN-43 (tackle by Nick Kwiatkoski)",2.220,-0.960
3,0:20,3,35,MIN 45,0,16,Kirk Cousins pass complete short right to Kyle Rudolph for 12 yards (tackle by Kevin Pierre-Louis),-0.960,0.400
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,23,CHI 43,0,16,"Britton Colquitt punts 38 yards, fair catch by Tarik Cohen at CHI-5",0.400,0.380
4,14:53,1,10,CHI 5,0,16,David Montgomery left guard for 4 yards (tackle by Ben Gedeon and Eric Kendricks),-0.380,-0.490
4,14:18,2,6,CHI 9,0,16,David Montgomery right guard for 3 yards (tackle by Jayron Kearse),-0.490,-0.600
4,13:39,3,3,CHI 12,0,16,Chase Daniel pass incomplete short right intended for David Montgomery,-0.600,-2.490
4,13:35,4,3,CHI 12,0,16,"Pat O'Donnell punts 64 yards, returned by Marcus Sherels for 4 yards (tackle by Sherrick McManis)",-2.490,-0.810
4,13:24,1,10,MIN 28,0,16,"Dalvin Cook left tackle for 2 yards (tackle by Nick Kwiatkoski). Penalty on Riley Reiff: Offensive Holding, 10 yards",0.810,0.280
4,13:02,1,18,MIN 20,0,16,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Buster Skrine),0.280,-0.010
4,12:33,2,12,MIN 26,0,16,Kirk Cousins sacked by Nick Williams for -6 yards,-0.010,-1.480
4,11:48,3,18,MIN 20,0,16,Kirk Cousins pass complete short left to Dalvin Cook for 3 yards (tackle by Kevin Pierre-Louis),-1.480,-1.830
4,11:00,4,15,MIN 23,0,16,"Britton Colquitt punts 59 yards, returned by Tarik Cohen for 16 yards (tackle by Irv Smith Jr.)",-1.830,-1.200
4,10:48,1,10,CHI 34,0,16,David Montgomery left guard for 2 yards (tackle by Shamar Stephen),1.200,0.930
4,10:08,2,8,CHI 36,0,16,David Montgomery right guard for 5 yards (tackle by Ben Gedeon),0.930,0.890
4,9:23,3,3,CHI 41,0,16,Chase Daniel pass complete short left to Allen Robinson for 4 yards (tackle by Mackensie Alexander),0.890,1.930
4,8:41,1,10,CHI 45,0,16,David Montgomery right tackle for 2 yards (tackle by Ben Gedeon),1.930,1.650
4,7:59,2,8,CHI 47,0,16,Tarik Cohen left guard for -3 yards (tackle by Stephen Weatherly),1.650,0.560
4,7:21,3,11,CHI 44,0,16,Chase Daniel pass incomplete short left intended for Javon Wims (defended by Xavier Rhodes),0.560,-0.460
4,7:17,4,11,CHI 44,0,16,Pat O'Donnell punts 48 yards downed by Sherrick McManis,-0.460,0.380
4,7:06,1,10,MIN 8,0,16,Dalvin Cook right guard for 1 yard (tackle by Roy Robertson-Harris),-0.380,-0.710
4,6:43,2,9,MIN 9,0,16,Kirk Cousins pass complete short left to Stefon Diggs for 12 yards (tackle by Ha Ha Clinton-Dix),-0.710,0.340
4,6:21,1,10,MIN 21,0,16,Kirk Cousins pass complete short middle to Dalvin Cook for 12 yards (tackle by Buster Skrine),0.340,1.140
4,6:02,1,10,MIN 33,0,16,"Kirk Cousins pass complete short right to Dalvin Cook for 7 yards (tackle by Nick Williams). Penalty on Dakota Dozier: Offensive Holding, 10 yards",1.140,0.940
4,5:39,1,13,MIN 30,0,16,Kirk Cousins pass complete short right to Stefon Diggs for 23 yards (tackle by Ha Ha Clinton-Dix),0.940,2.460
4,5:16,1,10,CHI 47,0,16,Kirk Cousins pass complete short right to Stefon Diggs for 3 yards (tackle by Kyle Fuller),2.460,2.320
4,4:49,2,7,CHI 44,0,16,Kirk Cousins pass complete short right to Ameer Abdullah for 8 yards (tackle by Danny Trevathan),2.320,3.180
4,4:18,1,10,CHI 36,0,16,Kirk Cousins pass incomplete short middle intended for Ameer Abdullah,3.180,2.640
4,4:14,2,10,CHI 36,0,16,Kirk Cousins pass complete short right to Olabisi Johnson for 9 yards (tackle by Kyle Fuller),2.640,3.140
4,4:09,3,1,CHI 27,0,16,Kirk Cousins pass complete short right to Olabisi Johnson for 16 yards (tackle by Ha Ha Clinton-Dix),3.140,4.840
4,3:40,1,10,CHI 11,0,16,Dalvin Cook left end for 9 yards (tackle by Danny Trevathan),4.840,5.850
4,3:06,2,1,CHI 2,0,16,Kirk Cousins pass incomplete short left intended for Adam Thielen (defended by Prince Amukamara),5.850,5.120
4,3:02,3,1,CHI 2,6,16,"Dalvin Cook right tackle for 2 yards, touchdown",5.120,7.000
4,2:58,,,CHI 2,6,16,"Two Point Attempt: Kirk Cousins pass complete to Stefon Diggs, conversion fails",1.000,-1.000
4,2:58,,,MIN 35,6,16,"Dan Bailey kicks onside 25 yards,",0.000,1.600
4,2:58,1,10,CHI 40,6,16,David Montgomery right guard for no gain (tackle by Danielle Hunter),1.600,1.050
4,2:56,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:56,2,10,CHI 40,6,16,David Montgomery right guard for no gain (tackle by Ben Gedeon),1.050,0.370
4,2:51,,,,,,Timeout #2 by Minnesota Vikings,,
4,2:51,3,10,CHI 40,6,16,David Montgomery left guard for 4 yards (tackle by Eric Kendricks and Harrison Smith),0.370,-0.460
4,2:44,,,,,,Timeout #3 by Minnesota Vikings,,
4,2:43,4,6,CHI 44,6,16,"Pat O'Donnell punts 44 yards, returned by Marcus Sherels for 9 yards (tackle by Nick Kwiatkoski)",-0.460,-0.340
4,2:33,1,10,MIN 21,6,16,Kirk Cousins pass incomplete short right intended for Dalvin Cook,0.340,-0.200
4,2:30,2,10,MIN 21,6,16,Kirk Cousins pass complete short left to Olabisi Johnson for 4 yards (tackle by Prince Amukamara),-0.200,-0.360
4,2:25,3,6,MIN 25,6,16,Kirk Cousins pass complete short left to Dalvin Cook for 1 yard (tackle by Kevin Pierre-Louis),-0.360,-1.630
4,2:20,4,5,MIN 26,6,16,Kirk Cousins pass incomplete short middle intended for Adam Thielen,-1.630,-3.840
4,2:17,1,10,MIN 26,6,16,David Montgomery right guard for 2 yards (tackle by Eric Kendricks),3.840,3.570
4,2:00,2,8,MIN 24,6,16,Chase Daniel left end for -3 yards (tackle by Everson Griffen),3.570,2.480
4,1:15,3,11,MIN 27,6,16,David Montgomery left guard for -1 yards (tackle by Jaleel Johnson),2.480,1.590
4,0:30,,,,,,Timeout #2 by Chicago Bears,,
4,0:30,4,12,MIN 28,6,16,David Montgomery right guard for 1 yard (tackle by Danielle Hunter),1.590,-0.740
4,0:24,1,10,MIN 27,6,16,Kirk Cousins pass complete short right to Ameer Abdullah for 6 yards (tackle by Kevin Pierre-Louis),0.740,1.010
4,0:01,2,4,MIN 33,6,16,Kirk Cousins pass complete short left to Olabisi Johnson for 6 yards (tackle by Buster Skrine),1.010,1.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
