Quarter,Time,Tm,Detail,MIN,CHI
1.0,7:44,Bears,Tarik Cohen 10 yard pass from Chase Daniel (Eddy Pineiro kick),0,7
2.0,0:00,Bears,Eddy Pineiro 25 yard field goal,0,10
3.0,12:47,Bears,Eddy Pineiro 38 yard field goal,0,13
,3:04,Bears,Eddy Pineiro 30 yard field goal,0,16
4.0,2:58,Vikings,Dalvin Cook 2 yard rush (pass failed),6,16
