Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
2,8:19,2,12,STL 35,7,14,"Penalty on Richie Incognito: False Start, 5 yards (no play)",0.590,-0.090
2,8:00,2,17,STL 30,7,14,Marc Bulger pass complete short right to Steven Jackson for 1 yard (tackle by Warrick Holdman),-0.090,-0.620
2,7:14,3,16,STL 31,7,14,Marc Bulger pass incomplete deep right intended for Torry Holt,-0.620,-1.310
2,7:05,4,16,STL 31,7,14,Matt Turk punts no gain,-1.310,-5.370
2,6:59,1,8,STL 8,7,14,Ladell Betts right end for 2 yards (tackle by Jimmy Kennedy),5.370,4.950
2,6:21,2,6,STL 6,13,14,"Ladell Betts left end for 6 yards, touchdown",4.950,7.000
2,,,,STL 2,14,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,14,14,"Shaun Suisham kicks off 72 yards, returned by Willie Ponder for 21 yards (tackle by Vernon Fox)",0.000,0.150
2,6:07,1,10,STL 19,14,14,Marc Bulger pass complete deep right to Isaac Bruce for 24 yards (tackle by Warrick Holdman),0.150,1.800
2,5:45,1,10,STL 43,14,14,Steven Jackson middle for 8 yards (tackle by Andre Carter),1.800,2.330
2,5:08,2,2,WAS 49,14,14,Steven Jackson left end for -1 yards (tackle by Andre Carter),2.330,1.490
2,4:41,3,3,,14,14,Steven Jackson right end for 1 yard (tackle by Demetric Evans),1.490,0.000
2,3:57,4,2,WAS 49,14,14,Matt Turk punts 25 yards,0.000,-0.540
2,3:49,1,10,WAS 24,14,14,Jason Campbell pass incomplete short left intended for Chris Cooley,0.540,0.000
2,3:44,2,10,WAS 24,14,14,Ladell Betts right guard for 23 yards (tackle by O.J. Atogwe),0.000,2.060
2,3:07,1,10,WAS 47,14,14,Jason Campbell pass incomplete short right intended for James Thrash,2.060,1.520
2,3:01,2,10,WAS 47,14,14,Ladell Betts right tackle for -5 yards (tackle by Jimmy Kennedy),1.520,0.170
2,2:23,3,15,WAS 42,14,14,Jason Campbell pass complete short right to Ladell Betts for 21 yards (tackle by O.J. Atogwe and Corey Chavous),0.170,3.120
2,2:00,1,10,STL 37,14,14,Ladell Betts left end for 13 yards (tackle by Ronald Bartell),3.120,3.970
2,1:53,1,10,STL 24,14,14,T.J. Duckett right tackle for -2 yards (tackle by Leonard Little),3.970,3.160
2,1:40,,,,14,14,Timeout #1 by Washington Redskins,0.000,3.160
2,1:40,2,12,STL 26,14,14,Jason Campbell pass complete short middle to Chris Cooley for 19 yards (tackle by Brandon Chillar),3.160,5.600
2,1:04,1,7,STL 7,14,14,Ladell Betts left end for -2 yards (tackle by Will Witherspoon),5.600,4.380
2,0:30,2,9,STL 9,20,14,"Jason Campbell pass complete short left to Chris Cooley for 9 yards, touchdown",4.380,7.000
2,,,,STL 2,21,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,21,14,"Shaun Suisham kicks off 60 yards, returned by Willie Ponder for 17 yards (tackle by Vernon Fox)",0.000,0.740
2,0:16,1,10,STL 27,21,14,Steven Jackson middle for 2 yards (tackle by Sean Taylor),0.740,0.470
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,21,14,"Jeff Wilkins kicks off 61 yards, returned by Rock Cartwright for 19 yards (tackle by Tye Hill)",0.000,0.810
3,14:55,1,10,WAS 28,21,14,Ladell Betts left tackle for 3 yards (tackle by Will Witherspoon),0.810,0.670
3,14:25,2,7,WAS 31,21,14,Jason Campbell pass complete short right to Santana Moss for 8 yards (tackle by Tye Hill),0.670,1.530
3,13:44,1,10,WAS 39,21,14,Jason Campbell pass complete short right to Chris Cooley for 7 yards (tackle by Dexter Coakley),1.530,1.930
3,13:04,2,3,WAS 46,21,14,Ladell Betts left tackle for 6 yards (tackle by O.J. Atogwe),1.930,2.390
3,12:41,1,10,STL 48,21,14,Ladell Betts left tackle for 4 yards (tackle by Brandon Green),2.390,2.390
3,12:05,2,6,STL 44,21,14,Ladell Betts left tackle for no gain (tackle by Dexter Coakley),2.390,1.690
3,11:24,3,6,STL 44,21,14,Jason Campbell left end for 7 yards (tackle by Fakhir Brown),1.690,3.120
3,10:58,1,10,STL 37,21,14,"Jason Campbell pass incomplete short middle intended for T.J. Duckett (defended by Will Witherspoon). Penalty on Dexter Coakley: Illegal Contact, 5 yards (no play)",3.120,3.450
3,10:49,1,10,STL 32,21,14,T.J. Duckett right end for 4 yards (tackle by Dexter Coakley),3.450,3.440
3,10:08,2,6,STL 28,21,14,Jason Campbell pass complete short left to T.J. Duckett for 19 yards (tackle by O.J. Atogwe),3.440,5.140
3,9:37,1,9,STL 9,21,14,Ladell Betts right tackle for 2 yards (tackle by Leonard Little),5.140,4.760
3,8:56,2,7,STL 7,27,14,"Ladell Betts left end for 7 yards, touchdown",4.760,7.000
3,,,,STL 2,28,14,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,28,14,"Shaun Suisham kicks off 70 yards, returned by Willie Ponder for 18 yards (tackle by Vernon Fox)",0.000,0.040
3,8:42,1,10,STL 18,28,14,Marc Bulger pass incomplete deep right intended for Torry Holt,0.040,-0.490
3,8:36,2,10,STL 18,28,14,Marc Bulger pass complete short right to Dominique Byrd for 12 yards (tackle by Sean Taylor),-0.490,0.940
3,7:55,1,10,STL 30,28,14,Steven Jackson right tackle for no gain (tackle by Warrick Holdman and Phillip Daniels),0.940,0.390
3,7:16,2,10,STL 30,28,14,Marc Bulger pass complete short right to Madison Hedgecock for 6 yards (tackle by Sean Taylor),0.390,0.500
3,6:42,3,4,STL 36,28,20,"Marc Bulger pass complete short middle to Steven Jackson for 64 yards, touchdown",0.500,7.000
3,,,,WAS 2,28,21,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,28,21,"Jeff Wilkins kicks off 67 yards, returned by Rock Cartwright for 18 yards (tackle by Jon Alston)",0.000,0.340
3,6:24,1,10,WAS 21,28,21,Antwaan Randle El left end for 4 yards (tackle by Brandon Chillar),0.340,0.340
3,5:49,2,6,WAS 25,28,21,Ladell Betts middle for -2 yards (tackle by Ronald Bartell),0.340,-0.630
3,5:08,3,8,WAS 23,28,21,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,-0.630,-1.830
3,5:05,4,8,WAS 23,28,21,"Derrick Frost punts 50 yards, returned by Shaun McDonald for 4 yards (tackle by Reed Doughty)",-1.830,-1.000
3,4:54,1,10,STL 31,28,21,Marc Bulger pass complete deep left to Torry Holt for 22 yards (tackle by Carlos Rogers),1.000,2.460
3,4:33,1,10,WAS 47,28,21,Steven Jackson middle for 8 yards (tackle by Vernon Fox),2.460,2.990
3,3:53,2,2,WAS 39,28,21,Steven Jackson right guard for 4 yards (tackle by Lemar Marshall),2.990,3.250
3,3:17,1,10,WAS 35,28,21,Steven Jackson right tackle for 8 yards (tackle by Sean Taylor),3.250,3.780
3,2:37,2,2,WAS 27,28,21,Steven Jackson left tackle for 17 yards (tackle by Lemar Marshall),3.780,4.910
3,2:00,1,10,WAS 10,28,21,Marc Bulger pass incomplete short right intended for Stephen Davis,4.910,4.190
3,1:54,2,10,WAS 10,28,27,"Marc Bulger pass complete short middle to Stephen Davis for 10 yards, touchdown",4.190,7.000
3,,,,WAS 2,28,28,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,28,28,"Jeff Wilkins kicks off 66 yards, returned by Rock Cartwright for 27 yards (tackle by Madison Hedgecock)",0.000,1.000
3,1:43,1,10,WAS 31,28,28,Jason Campbell pass complete short right to Chris Cooley for 15 yards (tackle by Brandon Chillar),1.000,1.990
3,1:10,1,10,WAS 46,28,28,Ladell Betts left end for 7 yards (tackle by O.J. Atogwe),1.990,2.400
3,0:34,2,3,STL 47,28,28,Jason Campbell pass incomplete deep right intended for Antwaan Randle El,2.400,1.690
3,0:28,3,3,STL 47,28,28,Jason Campbell pass incomplete short right intended for Antwaan Randle El,1.690,0.130
3,0:20,4,3,STL 47,28,28,"Derrick Frost punts 37 yards, fair catch by Dane Looker",0.130,0.380
3,0:14,1,10,STL 10,28,28,Marc Bulger pass complete short left to Isaac Bruce for 9 yards (tackle by Warrick Holdman),-0.380,0.240
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,STL 19,28,28,Steven Jackson left guard for 10 yards (tackle by Rocky McIntosh),0.240,0.870
4,14:22,1,10,STL 29,28,28,Steven Jackson left tackle for 1 yard (tackle by Andre Carter),0.870,0.460
4,13:44,2,9,STL 30,28,28,Marc Bulger pass complete short left to Aaron Walker for 11 yards (tackle by Rocky McIntosh),0.460,1.660
4,13:06,1,10,STL 41,28,28,Stephen Davis right guard for 1 yard (tackle by Lemar Marshall),1.660,1.260
4,12:31,2,9,STL 42,28,28,Marc Bulger pass incomplete deep left intended for Torry Holt,1.260,0.560
4,12:24,3,9,STL 42,28,28,Marc Bulger middle for 29 yards (tackle by Carlos Rogers),0.560,3.640
4,11:37,1,10,WAS 29,28,28,Steven Jackson left tackle for 3 yards (tackle by Rocky McIntosh),3.640,3.510
4,11:07,2,7,WAS 26,28,28,Steven Jackson left tackle for 2 yards (tackle by Cornelius Griffin),3.510,3.070
4,10:24,3,5,WAS 24,28,28,Marc Bulger pass complete short middle to Isaac Bruce for 15 yards (tackle by Kenny Wright),3.070,5.140
4,9:42,1,9,WAS 9,28,28,Stephen Davis left guard for 4 yards (tackle by Lemar Marshall and Sean Taylor),5.140,5.150
4,9:02,2,5,WAS 5,28,28,"Penalty on Joe Klopfenstein: False Start, 5 yards (no play)",5.150,4.190
4,8:49,2,10,WAS 10,28,28,Marc Bulger pass incomplete short left intended for Steven Jackson,4.190,3.130
4,8:40,3,10,WAS 10,28,28,"Penalty on Alex Barron: False Start, 5 yards (no play)",3.130,2.930
4,8:40,3,15,WAS 15,28,28,Steven Jackson middle for 12 yards (tackle by Vernon Fox),2.930,3.040
4,8:01,4,3,WAS 3,28,31,Jeff Wilkins 21 yard field goal good,3.040,3.000
4,,,,STL 30,28,31,"Jeff Wilkins kicks off 68 yards, returned by Rock Cartwright for 21 yards (tackle by Kay-Jay Harris)",0.000,0.480
4,7:52,1,10,WAS 23,28,31,Ladell Betts left end for -1 yards (tackle by Leonard Little),0.480,-0.200
4,7:15,2,11,WAS 22,28,31,Jason Campbell pass complete short right to Chris Cooley for 4 yards (tackle by Tye Hill),-0.200,-0.360
4,6:30,3,7,WAS 26,28,31,Jason Campbell pass incomplete short left intended for Ladell Betts,-0.360,-1.630
4,6:23,4,7,WAS 26,28,31,"Derrick Frost punts 42 yards, returned by Shaun McDonald for 1 yard (tackle by Rocky McIntosh)",-1.630,-1.140
4,6:12,1,10,STL 33,28,31,Steven Jackson right end for 1 yard (tackle by Rocky McIntosh),1.140,0.730
4,5:30,2,9,STL 34,28,31,Steven Jackson middle for 1 yard (tackle by Rocky McIntosh),0.730,0.170
4,4:45,,,,28,31,Timeout #1 by St. Louis Rams,0.000,0.170
4,4:45,3,8,STL 35,28,31,"Marc Bulger pass complete short right to Steven Jackson for 5 yards (tackle by Cornelius Griffin). Steven Jackson fumbles (forced by Cornelius Griffin), recovered by Lemar Marshall at STL-39 (tackle by Steven Jackson)",0.170,-2.980
4,4:36,1,10,STL 39,28,31,"Ladell Betts left tackle for 1 yard (tackle by Fakhir Brown). Penalty on Leonard Little: Defensive Offside, 5 yards (no play)",2.980,3.710
4,4:31,1,5,STL 34,28,31,Ladell Betts left tackle for 1 yard (tackle by Brandon Chillar),3.710,3.250
4,3:53,2,4,STL 33,28,31,Jason Campbell pass incomplete short left intended for Chris Cooley (defended by Tye Hill),3.250,2.540
4,3:45,,,,28,31,Timeout #1 by Washington Redskins,0.000,2.540
4,3:45,3,4,STL 33,28,31,Ladell Betts left guard for -1 yards (tackle by Brandon Green),2.540,1.070
4,3:26,,,,28,31,Timeout #2 by Washington Redskins,0.000,1.070
4,3:26,4,5,STL 34,31,31,Shaun Suisham 52 yard field goal good,1.070,3.000
4,,,,WAS 30,31,31,"Shaun Suisham kicks off 68 yards, returned by Willie Ponder for 16 yards (tackle by Vernon Fox)",0.000,0.040
4,3:17,1,10,STL 18,31,31,Marc Bulger pass complete short left to Steven Jackson for 9 yards (tackle by Warrick Holdman),0.040,0.820
4,2:48,2,1,STL 27,31,31,Marc Bulger pass incomplete deep left intended for Torry Holt,0.820,-0.020
,,,,,,,"WAS challenged the ruling, and the original play was overturned.",,
4,2:40,3,1,STL 27,31,31,Steven Jackson right guard for no gain (tackle by Warrick Holdman),-0.020,-1.570
4,2:29,4,1,STL 27,31,31,Matt Turk punts 36 yards,-1.570,-1.400
4,2:20,1,10,WAS 37,31,31,Jason Campbell pass complete short left to Ladell Betts for 14 yards (tackle by Fakhir Brown),1.400,2.320
4,2:11,1,10,STL 49,31,31,"Ladell Betts right tackle for 25 yards (tackle by O.J. Atogwe). Ladell Betts fumbles (forced by O.J. Atogwe), recovered by Corey Chavous at STL-13 (tackle by Antwaan Randle El)",2.320,0.320
4,2:02,1,10,STL 13,31,31,Steven Jackson right guard for 4 yards (tackle by Lemar Marshall),-0.320,-0.300
4,1:58,2,6,STL 17,31,31,Marc Bulger pass incomplete short right intended for Joe Klopfenstein (defended by Ade Jimoh),-0.300,-0.940
4,1:53,3,6,STL 17,31,31,Marc Bulger pass complete deep left to Kevin Curtis for 18 yards (tackle by Vernon Fox),-0.940,1.270
4,1:26,1,10,STL 35,31,31,Marc Bulger pass complete short right to Torry Holt for 14 yards (tackle by Ade Jimoh),1.270,2.190
4,1:20,1,10,STL 49,31,31,Marc Bulger pass complete short left to Steven Jackson for 24 yards (tackle by Sean Taylor),2.190,3.780
4,1:11,1,10,WAS 27,31,31,Steven Jackson left guard for 1 yard (tackle by Vernon Fox),3.780,3.370
4,0:34,2,9,WAS 26,31,31,Steven Jackson left tackle for 5 yards (tackle by Vernon Fox),3.370,3.340
4,0:10,,,,31,31,Timeout #2 by St. Louis Rams,0.000,3.340
4,0:10,3,4,WAS 21,31,31,Marc Bulger kneels for -2 yards,3.340,1.950
4,0:04,,,,31,31,Timeout #3 by Washington Redskins,0.000,1.950
4,0:04,4,6,WAS 23,31,31,Jeff Wilkins 41 yard field goal no good,1.950,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,
OT,,,,WAS 30,31,31,"Shaun Suisham kicks off 71 yards, returned by Willie Ponder for 20 yards (tackle by Vernon Fox)",0.000,0.150
OT,14:56,1,10,STL 19,31,31,Steven Jackson right guard for 3 yards (tackle by Renaldo Wynn),0.150,0.070
OT,14:17,2,7,STL 22,31,31,Marc Bulger pass complete deep middle to Isaac Bruce for 27 yards (tackle by Sean Taylor),0.070,2.190
OT,13:35,1,10,STL 49,31,31,Steven Jackson middle for 1 yard (tackle by Rocky McIntosh),2.190,1.780
OT,13:01,2,9,,31,31,Marc Bulger pass incomplete short left intended for Torry Holt,1.780,1.090
OT,12:55,3,9,,31,31,Marc Bulger pass incomplete short right intended for Torry Holt (defended by Kenny Wright),1.090,-0.060
OT,12:50,4,9,,31,31,Matt Turk punts 44 yards,-0.060,0.380
OT,12:40,1,10,WAS 6,31,31,Jason Campbell pass complete short right to Santana Moss for 7 yards (tackle by Will Witherspoon),-0.380,-0.270
OT,12:01,2,3,WAS 13,31,31,Ladell Betts left tackle for 2 yards (tackle by Corey Chavous),-0.270,-0.370
OT,11:25,3,1,WAS 15,31,31,T.J. Duckett right guard for no gain (tackle by Dexter Coakley and Raonall Smith),-0.370,-2.440
OT,10:46,4,1,WAS 15,31,31,"Derrick Frost punts 57 yards, returned by Shaun McDonald for 33 yards (tackle by Khary Campbell)",-2.440,-2.980
OT,10:32,1,10,WAS 39,31,31,Marc Bulger pass complete short left to Torry Holt for 5 yards (tackle by Carlos Rogers),2.980,3.120
OT,10:17,2,5,WAS 34,31,31,Steven Jackson left tackle for 2 yards (tackle by Vernon Fox and Kedric Golston),3.120,2.680
OT,9:44,,,,31,31,Timeout #1 by St. Louis Rams,0.000,2.680
OT,9:44,3,3,WAS 32,31,31,Stephen Davis left guard for 8 yards (tackle by Vernon Fox),2.680,3.970
OT,9:16,1,10,WAS 24,31,31,Steven Jackson right tackle for 3 yards (tackle by Sean Taylor),3.970,3.840
OT,8:34,2,7,WAS 21,31,37,"Steven Jackson left guard for 21 yards, touchdown",3.840,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
