Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
1,8:57,,,DAL 15,7,0,Mason Crosby kicks extra point good,0.000,0.000
1,8:57,,,GNB 35,7,0,"Mason Crosby kicks off 70 yards, returned by Tony Pollard for 25 yards (tackle by Mason Crosby). Penalty on Dalton Schultz: Offensive Holding, 10 yards",0.000,-0.380
1,8:50,1,10,DAL 10,7,0,Ezekiel Elliott right tackle for 12 yards (tackle by Blake Martinez),-0.380,0.410
1,8:14,1,10,DAL 22,7,0,"Ezekiel Elliott up the middle for 6 yards (tackle by B.J. Goodson and Dean Lowry). Penalty on Dalton Schultz: Illegal Shift, 5 yards (no play)",0.410,-0.120
1,7:54,1,15,DAL 17,7,0,Dak Prescott pass incomplete deep right intended for Jason Witten,-0.120,-0.940
1,7:49,2,15,DAL 17,7,0,Dak Prescott pass complete deep right to Amari Cooper for 46 yards (tackle by Jaire Alexander),-0.940,3.120
1,7:18,1,10,GNB 37,7,0,Dak Prescott right end for 3 yards (tackle by Rashan Gary),3.120,2.980
1,6:48,2,7,GNB 34,7,0,Ezekiel Elliott right guard for no gain (tackle by Adrian Amos and Rashan Gary),2.980,2.280
1,6:09,3,7,GNB 34,7,0,Dak Prescott sacked by Za'Darius Smith for -10 yards,2.280,0.330
1,5:30,4,17,GNB 44,7,0,"Chris Jones punts 33 yards, fair catch by Darrius Shepherd at GB-11",0.330,0.370
1,5:23,1,10,GNB 11,7,0,Aaron Rodgers pass complete deep right to Jimmy Graham for 23 yards (tackle by Xavier Woods),-0.370,1.200
1,4:38,1,10,GNB 34,7,0,Aaron Rodgers pass complete short middle to Tra Carson for 8 yards (tackle by Jaylon Smith and Leighton Vander Esch),1.200,1.740
1,3:53,2,2,GNB 42,7,0,Tra Carson up the middle for 7 yards (tackle by Dorance Armstrong),1.740,2.190
1,3:11,1,10,GNB 49,7,0,Tra Carson right end for 2 yards (tackle by Sean Lee),2.190,1.920
1,2:36,2,8,DAL 49,7,0,Aaron Rodgers pass complete deep right to Robert Tonyan for 23 yards (tackle by Xavier Woods),1.920,3.840
1,2:17,1,10,DAL 26,7,0,Aaron Rodgers pass complete short right to Marcedes Lewis for 2 yards (tackle by Chidobe Awuzie),3.840,3.570
1,1:35,2,8,DAL 24,7,0,Aaron Jones left tackle for 15 yards (tackle by Leighton Vander Esch),3.570,5.140
1,0:50,1,9,DAL 9,7,0,Aaron Rodgers pass complete short middle to Geronimo Allison for 6 yards (tackle by Leighton Vander Esch and Byron Jones),5.140,5.530
1,0:07,2,3,DAL 3,13,0,"Aaron Jones up the middle for 3 yards, touchdown",5.530,7.000
1,0:03,,,DAL 15,14,0,Mason Crosby kicks extra point good,0.000,0.000
1,0:03,,,GNB 35,14,0,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
1,0:03,1,10,DAL 25,14,0,Ezekiel Elliott up the middle for 3 yards (tackle by Blake Martinez and Kenny Clark),0.610,0.470
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,DAL 28,14,0,Dak Prescott pass complete deep right to Amari Cooper for 24 yards (tackle by B.J. Goodson),0.470,2.390
2,14:16,1,10,GNB 48,14,0,"Tavon Austin left end for 14 yards (tackle by Kevin King). Tavon Austin fumbles (forced by Kevin King), recovered by Tavon Austin at GB-34",2.390,3.310
2,13:30,1,10,GNB 34,14,0,"Ezekiel Elliott left tackle for 3 yards (tackle by Tramon Williams and Adrian Amos). Penalty on Tavon Austin: Offensive Holding, 10 yards",3.310,2.850
2,13:20,1,17,GNB 41,14,0,Dak Prescott pass complete short middle to Amari Cooper for 6 yards (tackle by Blake Martinez),2.850,2.640
2,12:47,2,11,GNB 35,14,0,Dak Prescott pass short middle intended for Randall Cobb is intercepted by Chandon Sullivan at GB-21 and returned for 7 yards,2.640,-0.810
2,12:36,1,10,GNB 28,14,0,Tra Carson up the middle for 4 yards (tackle by Jaylon Smith),0.810,0.800
2,11:52,2,6,GNB 32,14,0,"Tra Carson up the middle for -2 yards (tackle by Anthony Brown). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (no play)",0.800,-0.550
2,11:30,2,16,GNB 22,14,0,Aaron Rodgers pass incomplete short middle intended for Geronimo Allison (defended by Jaylon Smith),-0.550,-1.220
2,11:26,3,16,GNB 22,14,0,Aaron Rodgers pass incomplete short middle,-1.220,-1.900
2,11:22,4,16,GNB 22,14,0,"JK Scott punts 57 yards, returned by Tavon Austin for 10 yards (tackle by Allen Lazard)",-1.900,-1.000
2,11:10,1,10,DAL 31,14,0,Tony Pollard left tackle for 6 yards (tackle by Preston Smith and Blake Martinez),1.000,1.270
2,10:39,2,4,DAL 37,14,0,Tony Pollard up the middle for 7 yards (tackle by Darnell Savage and Blake Martinez),1.270,1.860
2,10:19,1,10,DAL 44,14,0,Tony Pollard right tackle for 5 yards (tackle by B.J. Goodson),1.860,1.990
2,9:46,2,5,DAL 49,14,0,Tony Pollard up the middle for 1 yard (tackle by B.J. Goodson),1.990,1.420
2,9:08,3,4,DAL 50,14,0,Dak Prescott sacked by Preston Smith for -3 yards,1.420,-0.260
2,8:27,4,7,DAL 47,14,0,Chris Jones punts 34 yards out of bounds,-0.260,-0.150
2,8:22,1,10,GNB 19,14,0,Aaron Jones right end for 16 yards (tackle by Jaylon Smith and Xavier Woods),0.150,1.270
2,7:47,1,10,GNB 35,14,0,Aaron Rodgers pass complete short right to Aaron Jones for 22 yards (tackle by Leighton Vander Esch),1.270,2.720
2,7:03,1,10,DAL 43,14,0,Tra Carson right tackle for 1 yard (tackle by Chidobe Awuzie and Tyrone Crawford),2.720,2.310
2,6:21,2,9,DAL 42,14,0,"Aaron Rodgers pass incomplete deep left intended for Geronimo Allison. Penalty on Robert Quinn: Roughing the Passer, 15 yards (no play)",2.310,3.780
2,6:15,1,10,DAL 27,14,0,Aaron Jones up the middle for 3 yards (tackle by Jeff Heath),3.780,3.640
2,5:30,,,,,,Timeout #1 by Green Bay Packers,,
2,5:30,2,7,DAL 24,14,0,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,3.640,2.940
2,5:25,3,7,DAL 24,14,0,Aaron Rodgers pass complete short left to Jimmy Graham for 12 yards (tackle by Jeff Heath),2.940,4.780
2,4:36,,,,,,Timeout #2 by Green Bay Packers,,
2,4:36,1,10,DAL 12,14,0,Aaron Jones left tackle for 7 yards (tackle by Robert Quinn),4.780,5.410
2,3:53,2,3,DAL 5,14,0,Aaron Jones up the middle for 4 yards (tackle by Leighton Vander Esch and Xavier Woods),5.410,6.970
2,3:12,1,1,DAL 1,14,0,Aaron Jones left tackle for -1 yards (tackle by Jaylon Smith and Leighton Vander Esch),6.970,5.720
2,2:32,2,2,DAL 2,14,0,Aaron Rodgers pass incomplete short right,5.720,4.950
2,2:25,3,2,DAL 2,14,0,Aaron Rodgers pass incomplete short left intended for Geronimo Allison (defended by Robert Quinn),4.950,3.250
2,2:23,4,2,DAL 2,17,0,Mason Crosby 20 yard field goal good,3.250,3.000
2,2:19,,,GNB 35,17,0,"Mason Crosby kicks off 69 yards, returned by Tony Pollard for 28 yards (tackle by Will Redmond)",0.000,0.540
2,2:15,1,10,DAL 24,17,0,Dak Prescott pass incomplete short right,0.540,0.000
2,2:10,2,10,DAL 24,17,0,Dak Prescott pass complete short middle to Michael Gallup for 9 yards (tackle by Kevin King),0.000,0.500
2,2:00,3,1,DAL 33,17,0,Ezekiel Elliott up the middle for 2 yards (tackle by Preston Smith),0.500,1.270
2,1:38,1,10,DAL 35,17,0,Dak Prescott pass complete short right to Michael Gallup for 13 yards (tackle by Kevin King),1.270,2.130
2,1:20,1,10,DAL 48,17,0,Dak Prescott pass complete short left to Amari Cooper for 11 yards,2.130,2.850
2,1:15,,,,,,Timeout #3 by Green Bay Packers,,
2,1:15,1,10,GNB 41,17,0,Ezekiel Elliott up the middle for 5 yards (tackle by Rashan Gary),2.850,2.980
2,0:53,2,5,GNB 36,17,0,Dak Prescott pass incomplete deep left intended for Michael Gallup,2.980,2.280
2,0:50,3,5,GNB 36,17,0,Dak Prescott pass incomplete deep right intended for Randall Cobb,2.280,0.880
2,0:45,4,5,GNB 36,17,0,Brett Maher 54 yard field goal no good,0.880,-1.860
2,0:40,1,10,GNB 44,17,0,Aaron Rodgers pass incomplete deep right intended for Jake Kumerow,1.860,1.320
2,0:33,2,10,GNB 44,17,0,Aaron Rodgers pass incomplete deep middle intended for Marquez Valdes-Scantling,1.320,0.630
2,0:27,3,10,GNB 44,17,0,Aaron Rodgers pass complete short right to Tra Carson for -2 yards (tackle by Jaylon Smith and Tyrone Crawford),0.630,-0.590
2,0:21,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:21,4,12,GNB 42,17,0,"JK Scott punts 48 yards, fair catch by Tavon Austin at DAL-10",-0.590,0.380
2,0:13,1,10,DAL 10,17,0,Ezekiel Elliott left tackle for 7 yards (tackle by Adrian Amos),-0.380,-0.090
2,0:09,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:09,2,3,DAL 17,17,0,Ezekiel Elliott up the middle for 14 yards (tackle by Will Redmond),-0.090,1.000
2,0:03,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:03,1,10,DAL 31,17,0,Dak Prescott pass incomplete short left intended for Randall Cobb,1.000,0.460
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,17,0,"Mason Crosby kicks off 66 yards, returned by Tony Pollard for 20 yards (tackle by Will Redmond)",0.000,0.150
3,14:55,1,10,DAL 19,17,0,Ezekiel Elliott right guard for 4 yards (tackle by Dean Lowry and Oren Burks),0.150,0.210
3,14:22,2,6,DAL 23,17,0,"Dak Prescott pass incomplete deep left intended for Randall Cobb (defended by Tramon Williams). Penalty on Cameron Fleming: Offensive Holding, 10 yards (no play)",0.210,-1.210
3,14:15,2,16,DAL 13,17,0,Dak Prescott pass complete short right to Amari Cooper for 12 yards (tackle by Adrian Amos),-1.210,-0.290
3,13:39,3,4,DAL 25,17,0,Dak Prescott pass incomplete short left intended for Amari Cooper (defended by Jaire Alexander),-0.290,-1.700
3,13:34,4,4,DAL 25,17,0,Chris Jones punts 33 yards downed by Justin March-Lillard,-1.700,-1.730
3,13:26,1,10,GNB 42,17,0,Aaron Rodgers pass complete short left to Danny Vitale for 9 yards (tackle by Xavier Woods),1.730,2.400
3,12:37,2,1,DAL 49,17,0,Tra Carson left tackle for -3 yards (tackle by Christian Covington),2.400,1.290
3,11:54,3,4,GNB 48,17,0,Aaron Rodgers pass complete short middle to Aaron Jones for 12 yards (tackle by Jaylon Smith),1.290,2.920
3,11:13,1,10,DAL 40,17,0,Aaron Rodgers pass incomplete short right,2.920,2.370
3,11:05,2,10,DAL 40,17,0,Aaron Rodgers pass complete short left to Aaron Jones for 8 yards (tackle by Jaylon Smith),2.370,2.740
3,10:17,3,2,DAL 32,17,0,Aaron Rodgers pass complete short left to Geronimo Allison for 22 yards (tackle by Xavier Woods),2.740,4.910
3,9:43,1,10,DAL 10,17,0,"Aaron Rodgers pass incomplete short right intended for Darrius Shepherd (defended by Chidobe Awuzie). Penalty on Anthony Brown: Defensive Holding, 5 yards (no play)",4.910,6.060
3,9:38,1,5,DAL 5,23,0,"Aaron Jones left end for 5 yards, touchdown",6.060,7.000
3,9:33,,,DAL 15,24,0,Mason Crosby kicks extra point good,0.000,0.000
3,9:33,,,GNB 35,24,0,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,9:33,1,10,DAL 25,24,0,Dak Prescott pass complete short right to Michael Gallup for 11 yards (tackle by Kevin King),0.610,1.330
3,9:04,1,10,DAL 36,24,0,Dak Prescott pass complete short middle to Amari Cooper for 7 yards (tackle by Kevin King),1.330,1.740
3,8:42,2,3,DAL 43,24,0,Dak Prescott pass incomplete short middle intended for Michael Gallup (defended by Kevin King),1.740,1.030
3,8:36,3,3,DAL 43,24,0,Dak Prescott left end for 5 yards (tackle by Za'Darius Smith),1.030,2.130
3,7:58,1,10,DAL 48,24,0,Dak Prescott pass incomplete short middle intended for Michael Gallup (defended by Jaire Alexander),2.130,1.580
3,7:54,2,10,DAL 48,24,0,Dak Prescott pass complete short left to Michael Gallup for 20 yards (tackle by Kevin King). Penalty on Za'Darius Smith: Illegal Use of Hands (Declined),1.580,3.450
3,7:40,1,10,GNB 32,24,0,Dak Prescott pass complete deep right to Randall Cobb for 25 yards (tackle by Chandon Sullivan),3.450,5.600
3,7:22,1,7,GNB 7,24,0,Ezekiel Elliott left end for -2 yards (tackle by Will Redmond),5.600,4.380
3,6:43,2,9,GNB 9,24,0,Dak Prescott sacked by Za'Darius Smith for -9 yards,4.380,2.630
3,6:03,3,18,GNB 18,24,0,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,2.630,2.250
3,5:58,4,18,GNB 18,24,3,Brett Maher 36 yard field goal good,2.250,3.000
3,5:54,,,DAL 35,24,3,"Brett Maher kicks off 67 yards, returned by Tremon Smith for 23 yards (tackle by C.J. Goodwin and Jourdan Lewis)",0.000,0.340
3,5:48,1,10,GNB 21,24,3,Aaron Jones right end for 15 yards (tackle by Jeff Heath),0.340,1.330
3,5:16,1,10,GNB 36,24,3,"Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling. Penalty on Anthony Brown: Defensive Pass Interference, 39 yards (no play)",1.330,3.910
3,5:07,1,10,DAL 25,24,3,Aaron Rodgers pass complete short left to Marcedes Lewis for 15 yards (tackle by Dorance Armstrong),3.910,4.910
3,4:23,1,10,DAL 10,24,3,Aaron Rodgers pass complete short right to Jake Kumerow for 9 yards (tackle by Chidobe Awuzie),4.910,5.910
3,3:34,2,1,DAL 1,30,3,"Aaron Jones up the middle for 1 yard, touchdown",5.910,7.000
3,3:30,,,DAL 15,31,3,Mason Crosby kicks extra point good,0.000,0.000
3,3:30,,,GNB 35,31,3,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,3:30,1,10,DAL 25,31,3,Dak Prescott pass incomplete short right intended for Michael Gallup,0.610,0.060
3,3:24,2,10,DAL 25,31,3,Dak Prescott pass complete short middle to Amari Cooper for 11 yards (tackle by Will Redmond),0.060,1.330
3,3:01,1,10,DAL 36,31,3,Dak Prescott pass incomplete short middle intended for Michael Gallup (defended by Preston Smith),1.330,0.790
3,2:58,2,10,DAL 36,31,3,Dak Prescott pass complete short middle to Randall Cobb for 18 yards (tackle by Will Redmond),0.790,2.520
3,2:35,1,10,GNB 46,31,3,Dak Prescott pass complete short middle to Amari Cooper for 6 yards (tackle by Chandon Sullivan),2.520,2.790
3,2:09,2,4,GNB 40,31,9,"Dak Prescott pass complete deep right to Michael Gallup for 40 yards, touchdown, touchdown",2.790,7.000
3,2:00,,,GNB 15,31,10,Brett Maher kicks extra point good,0.000,0.000
3,2:00,,,DAL 35,31,10,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,2:00,1,10,GNB 25,31,10,"Aaron Rodgers pass incomplete short right intended for Geronimo Allison. Penalty on Elgton Jenkins: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,1:53,1,20,GNB 15,31,10,Tra Carson right tackle for 3 yards (tackle by Christian Covington),-0.410,-0.980
3,1:13,2,17,GNB 18,31,10,Aaron Rodgers pass complete short right to Tra Carson for 7 yards,-0.980,-0.620
3,0:32,3,10,GNB 25,31,10,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,-0.620,-1.700
3,0:27,4,10,GNB 25,31,10,JK Scott punts 45 yards out of bounds,-1.700,-0.940
3,0:19,1,10,DAL 30,31,10,"Dak Prescott pass complete deep left to Amari Cooper for 27 yards Penalty on DAL: Unsportsmanlike Conduct, 15 yards",0.940,1.730
3,0:10,1,25,DAL 42,31,10,Dak Prescott pass complete deep left to Ezekiel Elliott for 27 yards (tackle by Will Redmond),1.730,3.510
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 31,31,10,Dak Prescott pass complete short middle to Tavon Austin for 13 yards (tackle by Will Redmond),3.510,4.370
4,14:30,1,10,GNB 18,31,10,Dak Prescott pass complete short right to Jason Witten for 13 yards (tackle by Josh Jackson),4.370,6.060
4,14:05,1,5,GNB 5,31,10,"Penalty on Cameron Fleming: False Start, 5 yards (no play)",6.060,4.910
4,14:03,1,10,GNB 10,31,10,"Dak Prescott pass short left is intercepted by Will Redmond at GB-0 and returned for no gain. Penalty on Za'Darius Smith: Illegal Use of Hands, 5 yards. Penalty on Kenny Clark: Unsportsmanlike Conduct, 3 yards (no play)",4.910,6.740
4,13:56,1,2,GNB 2,31,16,"Ezekiel Elliott right tackle for 2 yards, touchdown",6.740,7.000
4,13:52,,,GNB 15,31,17,Brett Maher kicks extra point good,0.000,0.000
4,13:52,,,DAL 35,31,17,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,13:52,1,10,GNB 25,31,17,Aaron Jones up the middle for 5 yards (tackle by Maliek Collins),0.610,0.740
4,13:11,2,5,GNB 30,31,17,Aaron Jones left tackle for no gain (tackle by Joe Thomas),0.740,0.040
4,12:32,3,5,GNB 30,31,17,"Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling. Penalty on Jeff Heath: Defensive Holding, 5 yards (no play)",0.040,1.270
4,12:26,1,10,GNB 35,31,17,Aaron Rodgers pass incomplete deep right intended for Geronimo Allison (defended by Anthony Brown),1.270,0.720
4,12:21,2,10,GNB 35,31,17,Aaron Rodgers sacked by Dorance Armstrong for -12 yards,0.720,-1.550
4,11:34,3,22,GNB 23,31,17,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",-1.550,-2.510
4,11:21,3,27,GNB 18,31,17,Aaron Rodgers pass complete short left to Aaron Jones for 7 yards (tackle by Joe Thomas),-2.510,-1.700
4,10:37,4,20,GNB 25,31,17,"JK Scott punts 41 yards, fair catch by Tavon Austin at DAL-34",-1.700,-1.200
4,10:29,1,10,DAL 34,31,17,Dak Prescott pass short right intended for Michael Gallup is intercepted by Kevin King at DAL-44 and returned for 15 yards,1.200,-3.640
4,10:21,1,10,DAL 29,31,17,Aaron Jones left end for 5 yards (tackle by Byron Jones),3.640,3.780
4,9:39,2,5,DAL 24,31,17,Aaron Jones right tackle for -2 yards (tackle by Christian Covington),3.780,2.810
4,8:55,3,7,DAL 26,31,17,Aaron Rodgers pass complete short right to Jimmy Graham for 6 yards (tackle by Jeff Heath),2.810,2.270
4,8:11,4,1,DAL 20,34,17,Mason Crosby 38 yard field goal good,2.270,3.000
4,8:07,,,GNB 35,34,17,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,8:07,1,10,DAL 25,34,17,"Dak Prescott pass complete short right to Michael Gallup for 7 yards (tackle by Tramon Williams). Penalty on Za'Darius Smith: Unnecessary Roughness, 15 yards",0.610,2.060
4,7:56,1,10,DAL 47,34,23,"Dak Prescott pass complete short left to Amari Cooper for 53 yards, touchdown",2.060,7.000
4,7:46,,,GNB 15,34,24,Brett Maher kicks extra point good,0.000,0.000
4,7:46,,,DAL 35,34,24,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,7:46,1,10,GNB 25,34,24,Aaron Jones right end for 11 yards (tackle by Xavier Woods),0.610,1.330
4,7:02,1,10,GNB 36,34,24,Aaron Rodgers right end for 3 yards (tackle by DeMarcus Lawrence),1.330,1.200
4,6:14,2,7,GNB 39,34,24,Aaron Jones up the middle for 11 yards (tackle by Leighton Vander Esch),1.200,2.260
4,5:30,1,10,GNB 50,34,24,Aaron Jones left end for -10 yards (tackle by Chidobe Awuzie),2.260,0.360
4,4:37,,,,,,Timeout #1 by Green Bay Packers,,
4,4:37,2,20,GNB 40,34,24,Aaron Rodgers pass complete short right to Tra Carson for 5 yards (tackle by Chidobe Awuzie and Leighton Vander Esch),0.360,0.370
4,4:01,3,15,GNB 45,34,24,Aaron Rodgers sacked by Jaylon Smith for -11 yards,0.370,-1.110
4,3:45,,,,,,Timeout #2 by Dallas Cowboys,,
4,3:45,4,26,GNB 34,34,24,"JK Scott punts 58 yards, returned by Tavon Austin for 9 yards (tackle by Oren Burks). Penalty on Anthony Brown: Running Into the Kicker (Declined)",-1.110,0.060
4,3:33,1,10,DAL 17,34,24,Dak Prescott pass complete short left to Michael Gallup for 13 yards (tackle by Tramon Williams),-0.060,0.940
4,3:08,1,10,DAL 30,34,24,Dak Prescott pass complete short right to Jason Witten for 9 yards (tackle by Blake Martinez),0.940,1.610
4,2:48,2,1,DAL 39,34,24,Dak Prescott pass complete short right to Jason Witten for 7 yards (tackle by Josh Jackson),1.610,1.990
4,2:45,1,10,DAL 46,34,24,"Dak Prescott left end for 14 yards (tackle by Preston Smith). Penalty on Rashan Gary: Roughing the Passer, 15 yards",1.990,3.910
4,2:34,1,10,GNB 25,34,24,Dak Prescott pass incomplete short middle intended for Michael Gallup,3.910,3.360
4,2:29,2,10,GNB 25,34,24,Dak Prescott pass complete short right to Randall Cobb for 10 yards (tackle by Adrian Amos),3.360,4.580
4,2:06,1,10,GNB 15,34,24,Dak Prescott pass incomplete short right,4.580,3.950
4,2:00,2,10,GNB 15,34,24,Dak Prescott pass incomplete short middle intended for Amari Cooper,3.950,3.100
4,1:56,3,10,GNB 15,34,24,Dak Prescott up the middle for 5 yards (tackle by Blake Martinez),3.100,2.810
4,1:44,,,,,,Timeout #3 by Dallas Cowboys,,
4,1:44,4,5,GNB 10,34,24,"Penalty on Xavier Su'a-Filo: False Start, 5 yards (no play)",2.810,2.440
4,1:44,4,10,GNB 15,34,24,Brett Maher 33 yard field goal no good,2.440,-0.480
4,1:41,1,10,GNB 23,34,24,Aaron Rodgers kneels for -1 yards,0.480,-0.200
4,1:03,2,11,GNB 22,34,24,Aaron Rodgers kneels for -2 yards,-0.200,-1.150
4,0:29,3,13,GNB 20,34,24,Aaron Rodgers kneels for -1 yards,-1.150,-2.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
