#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:31,DAL 25,4,2:05,37,Interception
2,1,8:57,DAL 10,6,3:34,46,Punt
3,1,0:03,DAL 25,6,2:27,40,Interception
4,2,11:10,DAL 31,5,2:48,16,Punt
5,2,2:19,DAL 24,9,1:39,40,Missed FG
6,2,0:13,DAL 10,3,0:13,21,End of Half
7,3,15:00,DAL 19,3,1:34,6,Punt
8,3,9:33,DAL 25,11,3:39,57,Field Goal
9,3,3:30,DAL 25,6,1:30,75,Touchdown
10,3,0:19,DAL 30,5,1:27,70,Touchdown
11,4,10:29,DAL 34,1,0:08,0,Interception
12,4,8:07,DAL 25,2,0:21,75,Touchdown
13,4,3:33,DAL 17,10,1:52,68,Missed FG
