0,1
Game Info,Game Info
Won Toss,Seahawks
Roof,outdoors
Surface,fieldturf
Duration,2:59
Attendance,67011
Weather,"52 degrees, relative humidity 83%, wind 12 mph, wind chill 0"
Vegas Line,Seattle Seahawks -6.5
Over/Under,39.0 (under)
