Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
2,10:28,1,10,TAM 36,0,0,Josh Freeman pass incomplete deep right intended for Maurice Stovall (defended by Marcus Trufant),1.330,0.790
2,10:23,2,10,TAM 36,0,0,Derrick Ward middle for 9 yards (tackle by Jordan Babineaux),0.790,1.290
2,9:46,3,1,TAM 45,0,0,Derrick Ward right tackle for no gain (tackle by David Hawthorne and LeRoy Hill),1.290,-0.390
2,8:51,4,1,TAM 45,0,0,Sam Paulescu punts 40 yards,-0.390,0.220
2,8:40,1,10,SEA 15,0,0,Julius Jones left guard for 8 yards (tackle by Tanard Jackson),-0.220,0.480
2,8:13,2,2,SEA 23,0,0,Julius Jones left tackle for 6 yards (tackle by Barrett Ruud),0.480,0.870
2,7:44,1,10,SEA 29,0,0,Matt Hasselbeck pass complete short right to Justin Griffith for 23 yards (tackle by Aqib Talib),0.870,2.390
2,7:22,1,10,TAM 48,0,0,Julius Jones middle for 2 yards (tackle by Geno Hayes),2.390,2.120
2,6:49,2,8,TAM 46,0,0,"Matt Hasselbeck pass incomplete short left intended for Deon Butler. Penalty on Aqib Talib: Illegal Use of Hands, 5 yards (no play)",2.120,2.850
2,6:44,1,10,TAM 41,0,0,Julius Jones left tackle for 3 yards (tackle by Barrett Ruud),2.850,2.710
2,6:05,2,7,TAM 38,0,0,Matt Hasselbeck pass complete short right to Deon Butler for 6 yards (tackle by Aqib Talib),2.710,2.810
2,5:24,3,1,TAM 32,0,0,Julius Jones left end for 3 yards (tackle by Barrett Ruud),2.810,3.640
2,4:40,1,10,TAM 29,0,6,"Matt Hasselbeck pass complete short right to John Carlson for 29 yards, touchdown",3.640,7.000
2,,,,TAM 2,0,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,0,7,"Olindo Mare kicks off 70 yards, returned by Kareem Huggins for 30 yards (tackle by Will Herring)",0.000,0.940
2,4:25,1,10,TAM 30,0,7,Josh Freeman pass complete short right to Kellen Winslow for 15 yards (tackle by Deon Grant),0.940,1.930
2,3:51,1,10,TAM 45,0,7,Cadillac Williams left end for 2 yards (tackle by Brandon Mebane),1.930,1.650
2,3:07,2,8,TAM 47,0,7,Josh Freeman pass incomplete deep left intended for Jerramy Stevens (defended by Lawyer Milloy),1.650,0.960
2,3:01,3,8,TAM 47,0,7,Josh Freeman pass incomplete short left intended for Kellen Winslow,0.960,-0.260
2,2:58,4,8,TAM 47,0,7,"Sam Paulescu punts 53 yards, touchback",-0.260,-0.280
2,2:49,1,10,SEA 20,0,7,Justin Forsett right tackle for 5 yards (tackle by Ronde Barber),0.280,0.410
2,2:15,2,5,SEA 25,0,7,Matt Hasselbeck pass complete short left to Justin Forsett for 4 yards (tackle by Quincy Black),0.410,0.230
2,2:00,3,1,SEA 29,0,7,Justin Griffith middle for 3 yards (tackle by Tim Crowder),0.230,1.070
2,1:37,1,10,SEA 32,0,7,Matt Hasselbeck pass incomplete,1.070,0.530
2,1:32,2,10,SEA 32,0,7,Matt Hasselbeck sacked by Geno Hayes for -4 yards,0.530,-0.690
2,1:00,3,14,SEA 28,0,7,Matt Hasselbeck pass incomplete intended for Justin Forsett is intercepted by Geno Hayes at SEA-26 and returned for 1 yard,-0.690,-3.910
2,0:52,1,10,SEA 25,0,7,Josh Freeman pass complete short left to Kellen Winslow for 11 yards (tackle by Marcus Trufant),3.910,4.650
2,0:36,,,,0,7,Timeout #2 by Tampa Bay Buccaneers,0.000,4.650
2,0:36,1,10,SEA 14,0,7,Josh Freeman left end for 1 yard (tackle by Jordan Babineaux),4.650,4.160
2,0:30,2,9,SEA 13,0,7,Josh Freeman pass complete short left to Maurice Stovall for 3 yards (tackle by Jordan Babineaux),4.160,3.820
2,0:23,,,,0,7,Timeout #3 by Tampa Bay Buccaneers,0.000,3.820
2,0:23,3,6,SEA 10,0,7,Josh Freeman pass incomplete short middle intended for Sammie Stroughter (defended by Lawyer Milloy),3.820,2.790
2,0:20,4,6,SEA 10,3,7,Connor Barth 28 yard field goal good,2.790,3.000
2,,,,TAM 30,3,7,"Connor Barth kicks off 70 yards, touchback",0.000,0.280
2,0:15,1,10,SEA 20,3,7,Justin Forsett right tackle for no gain (tackle by Quincy Black),0.280,-0.270
Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,3,7,"Olindo Mare kicks off 69 yards, returned by Kareem Huggins for 22 yards (tackle by Roy Lewis)",0.000,0.480
3,14:52,1,10,TAM 23,3,7,Cadillac Williams middle for 5 yards (tackle by David Hawthorne and Deon Grant),0.480,0.610
3,14:15,2,5,TAM 28,3,7,Josh Freeman pass complete short right to Kellen Winslow for 21 yards (tackle by Jordan Babineaux),0.610,2.190
3,13:53,1,10,TAM 49,3,7,Cadillac Williams left guard for 20 yards (tackle by Jordan Babineaux),2.190,3.510
3,13:11,1,10,SEA 31,3,7,Cadillac Williams middle for no gain (tackle by Aaron Curry and Colin Cole),3.510,2.970
3,12:39,2,10,SEA 31,3,7,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",2.970,2.290
3,12:24,2,15,SEA 36,3,7,Josh Freeman middle for 2 yards (tackle by David Hawthorne and Darryl Tapp),2.290,1.880
3,11:40,3,13,SEA 34,3,7,Josh Freeman pass complete short right to Antonio Bryant for 13 yards (tackle by Marcus Trufant),1.880,4.170
3,11:04,1,10,SEA 21,3,7,Cadillac Williams right tackle for 1 yard (tackle by Patrick Kerney),4.170,3.760
3,10:20,2,9,SEA 20,3,7,"Penalty on Donald Penn: False Start, 5 yards (no play)",3.760,3.090
3,10:05,2,14,SEA 25,3,7,"Josh Freeman middle for 8 yards (tackle by David Hawthorne). Penalty on Jeremy Zuttah: Offensive Holding, 10 yards (no play)",3.090,1.740
3,9:39,2,24,SEA 35,3,7,Josh Freeman pass complete short left to Sammie Stroughter for 8 yards (tackle by Lawyer Milloy),1.740,2.150
3,8:55,3,16,SEA 27,3,7,Josh Freeman pass incomplete short right intended for Kellen Winslow,2.150,1.670
3,8:49,4,16,SEA 27,6,7,Connor Barth 45 yard field goal good,1.670,3.000
3,,,,TAM 30,6,7,"Connor Barth kicks off 68 yards, returned by Ben Obomanu for 16 yards (tackle by Quincy Black)",0.000,0.040
3,8:37,1,10,SEA 18,6,7,"Julius Jones left tackle for 2 yards (tackle by Sabby Piscitelli). Penalty on T.J. Houshmandzadeh: Illegal Formation, 5 yards (no play)",0.040,-0.450
3,8:21,1,15,SEA 13,6,7,Julius Jones left end for -1 yards (tackle by Geno Hayes). Penalty on Rob Sims: Offensive Holding (Declined),-0.450,-1.220
3,8:02,2,16,SEA 12,6,7,Matt Hasselbeck pass incomplete deep left intended for Deion Branch is intercepted by Tanard Jackson at SEA-28 and returned for 6 yards,-1.220,-4.110
3,7:52,1,10,SEA 22,12,7,"Josh Freeman pass complete short left to Cadillac Williams for 22 yards, touchdown",4.110,7.000
3,,,,SEA 2,13,7,Connor Barth kicks extra point good,0.000,0.000
3,,,,TAM 30,13,7,"Connor Barth kicks off 67 yards, returned by Justin Forsett for 16 yards (tackle by Corey Lynch)",0.000,0.150
3,7:38,1,10,SEA 19,13,7,Matt Hasselbeck pass incomplete short left intended for Deion Branch,0.150,-0.390
3,7:35,2,10,SEA 19,13,7,Matt Hasselbeck pass incomplete deep right intended for Deion Branch,-0.390,-1.070
3,7:30,3,10,SEA 19,13,7,Matt Hasselbeck pass incomplete short right intended for Deon Butler,-1.070,-2.140
3,7:26,4,10,SEA 19,13,7,"Jon Ryan punts 51 yards, returned by Sammie Stroughter for 33 yards (tackle by Jon Ryan)",-2.140,-3.120
3,7:11,1,10,SEA 37,13,7,Derrick Ward left tackle for 3 yards (tackle by Darryl Tapp),3.120,2.980
3,6:39,2,7,SEA 34,13,7,Derrick Ward middle for -3 yards (tackle by Darryl Tapp),2.980,1.880
3,5:58,3,10,SEA 37,13,7,Josh Freeman pass complete short middle to Sammie Stroughter for 16 yards (tackle by Jordan Babineaux),1.880,4.170
3,5:20,1,10,SEA 21,13,7,Derrick Ward middle for 1 yard (tackle by Brandon Mebane),4.170,3.760
3,4:43,2,9,SEA 20,13,7,Josh Freeman pass complete short left to Antonio Bryant for 2 yards (tackle by Josh Wilson),3.760,3.310
3,4:07,3,7,SEA 18,13,7,Josh Freeman pass complete short right to Sammie Stroughter for 9 yards (tackle by Josh Wilson),3.310,5.140
3,3:29,1,9,SEA 9,13,7,Derrick Ward right tackle for 3 yards (tackle by David Hawthorne),5.140,4.950
3,2:52,2,6,SEA 6,13,7,Josh Freeman pass incomplete short right intended for Antonio Bryant,4.950,4.040
3,2:48,3,6,SEA 6,19,7,"Josh Freeman pass complete short right to Derrick Ward for 6 yards, touchdown",4.040,7.000
3,2:41,,,,19,7,Timeout #1 by Seattle Seahawks,0.000,0.000
3,,,,,21,7,"Two Point Attempt: Josh Freeman right guard, conversion succeeds",1.000,1.000
3,,,,TAM 30,21,7,"Connor Barth kicks off 70 yards, touchback",0.000,0.280
3,2:41,1,10,SEA 20,21,7,Matt Hasselbeck pass complete short left to John Carlson for 15 yards (tackle by Quincy Black),0.280,1.270
3,2:06,1,10,SEA 35,21,7,Matt Hasselbeck pass complete short right to Deion Branch for 8 yards (tackle by Aqib Talib),1.270,1.800
3,1:44,2,2,SEA 43,21,7,Julius Jones right guard for 6 yards (tackle by Dre Moore),1.800,2.190
3,1:12,1,10,SEA 49,21,7,Matt Hasselbeck pass complete to Julius Jones for -3 yards (tackle by Quincy Black),2.190,1.240
3,0:35,2,13,SEA 46,21,7,Matt Hasselbeck pass incomplete short left intended for Deon Butler,1.240,0.560
3,0:31,3,13,SEA 46,21,7,Matt Hasselbeck pass incomplete deep left intended for T.J. Houshmandzadeh,0.560,-0.320
3,0:25,4,13,SEA 46,21,7,"Jon Ryan punts 39 yards, returned by Sammie Stroughter for 17 yards (tackle by Will Herring)",-0.320,-1.070
3,0:13,1,10,TAM 32,21,7,Josh Freeman pass complete short right to Kellen Winslow for 21 yards (tackle by Josh Wilson),1.070,2.460
Quarter,Time,Down,ToGo,Location,TAM,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 47,21,7,Derrick Ward right tackle for 3 yards (tackle by Brandon Mebane and Colin Cole),2.460,2.320
4,14:16,2,7,SEA 44,21,7,Derrick Ward left end for no gain (tackle by LeRoy Hill and David Hawthorne),2.320,1.620
4,13:36,3,7,SEA 44,21,7,Josh Freeman pass complete short middle to Antonio Bryant for 20 yards (tackle by Deon Grant),1.620,3.970
4,12:59,1,10,SEA 24,21,7,Derrick Ward left tackle for no gain (tackle by David Hawthorne and Brandon Mebane),3.970,3.430
4,12:15,2,10,SEA 24,21,7,Derrick Ward right end for 3 yards (tackle by Lawrence Jackson and David Hawthorne),3.430,3.140
4,11:32,3,7,SEA 21,21,7,Josh Freeman pass incomplete deep right intended for Brian Clark (defended by Josh Wilson),3.140,2.060
4,11:25,4,7,SEA 21,24,7,Connor Barth 39 yard field goal good,2.060,3.000
4,,,,TAM 30,24,7,"Connor Barth kicks off 65 yards, returned by Josh Wilson for 14 yards (tackle by Adam Hayward). Penalty on Owen Schmitt: Illegal Block Above the , 10 yards",0.000,-0.380
4,11:13,1,10,SEA 10,24,7,"Matt Hasselbeck pass incomplete short left intended for Deon Butler. Penalty on Elbert Mack: Defensive Holding, 5 yards (no play)",-0.380,-0.220
4,11:09,1,10,SEA 15,24,7,Matt Hasselbeck pass complete short right to John Carlson for 6 yards (tackle by Geno Hayes),-0.220,0.210
4,10:45,2,4,SEA 21,24,7,Justin Forsett left end for 2 yards (tackle by Stylez G. White),0.210,-0.390
4,10:25,3,2,SEA 23,24,7,Justin Forsett right tackle for 3 yards (tackle by Chris Hovan),-0.390,0.670
4,10:04,1,10,SEA 26,24,7,Matt Hasselbeck pass complete short left to John Carlson for 5 yards (tackle by Ronde Barber),0.670,0.810
4,9:41,2,5,SEA 31,24,7,Matt Hasselbeck pass complete short middle to T.J. Houshmandzadeh for 15 yards (tackle by Corey Lynch),0.810,1.990
4,9:17,1,10,SEA 46,24,7,Matt Hasselbeck pass complete short right to Deon Butler for 7 yards (tackle by Aqib Talib),1.990,2.400
4,9:10,2,3,TAM 47,24,7,Matt Hasselbeck pass incomplete deep left intended for Deion Branch is intercepted by Elbert Mack at TAM-6,2.400,0.380
4,8:52,1,10,TAM 6,24,7,Cadillac Williams right tackle for 2 yards (tackle by Colin Cole),-0.380,-0.630
4,8:07,2,8,TAM 8,24,7,Cadillac Williams middle for 23 yards (tackle by Jordan Babineaux),-0.630,1.000
4,7:23,1,10,TAM 31,24,7,Cadillac Williams left tackle for 4 yards (tackle by Patrick Kerney),1.000,1.000
4,6:39,2,6,TAM 35,24,7,Derrick Ward left end for 4 yards (tackle by Deon Grant),1.000,0.830
4,5:51,,,,24,7,Timeout #1 by Tampa Bay Buccaneers,0.000,0.830
4,5:51,3,2,TAM 39,24,7,Josh Freeman pass complete short right to Kellen Winslow for 6 yards (tackle by Deon Grant),0.830,1.930
4,5:09,1,10,TAM 45,24,7,Derrick Ward right tackle for 3 yards (tackle by LeRoy Hill),1.930,1.790
4,4:23,2,7,TAM 48,24,7,Derrick Ward left tackle for 3 yards (tackle by Deon Grant and David Hawthorne),1.790,1.490
4,3:38,3,4,SEA 49,24,7,Cadillac Williams left tackle for 3 yards (tackle by Will Herring and Colin Cole),1.490,0.200
4,3:29,,,,24,7,Timeout #2 by Seattle Seahawks,0.000,0.200
4,3:29,4,1,SEA 46,24,7,"Sam Paulescu punts 38 yards, fair catch by Justin Forsett",0.200,0.380
4,3:20,1,10,SEA 8,24,7,Matt Hasselbeck pass incomplete short right intended for Julius Jones,-0.380,-0.780
4,3:16,2,10,SEA 8,24,7,Matt Hasselbeck pass complete short left to T.J. Houshmandzadeh for 12 yards (tackle by Ronde Barber),-0.780,0.280
4,2:55,1,10,SEA 20,24,7,Matt Hasselbeck pass incomplete short left intended for Julius Jones,0.280,-0.270
4,2:47,2,10,SEA 20,24,7,"Matt Hasselbeck pass complete short right to John Carlson for 5 yards (tackle by Barrett Ruud). Penalty on Ray Willis: Offensive Holding, 10 yards (no play)",-0.270,-1.510
4,2:40,2,20,SEA 10,24,7,Matt Hasselbeck pass complete short middle to Deion Branch for 5 yards (tackle by Sabby Piscitelli),-1.510,-1.860
4,2:19,3,15,SEA 15,24,7,Matt Hasselbeck pass complete short left to Deion Branch for 8 yards (tackle by Ronde Barber),-1.860,-1.830
4,2:00,4,7,SEA 23,24,7,Matt Hasselbeck pass complete short middle to Deon Butler for 17 yards (tackle by Barrett Ruud),-1.830,1.600
4,1:40,1,10,SEA 40,24,7,Matt Hasselbeck pass complete short right to John Carlson for 9 yards (tackle by Ronde Barber and Aqib Talib),1.600,2.270
4,1:06,2,1,SEA 49,24,7,Matt Hasselbeck pass complete short middle to John Carlson for 9 yards (tackle by Ronde Barber and Adam Hayward),2.270,2.790
4,0:45,,,,24,7,Timeout #2 by Tampa Bay Buccaneers,0.000,2.790
4,0:45,1,10,TAM 42,24,7,Matt Hasselbeck pass complete short middle to Deion Branch for 7 yards (tackle by Barrett Ruud),2.790,3.190
4,0:29,2,3,TAM 35,24,7,Matt Hasselbeck pass complete short right to Julius Jones for 3 yards (tackle by Adam Hayward),3.190,3.450
4,0:23,1,10,TAM 32,24,7,Matt Hasselbeck pass complete short middle to John Carlson for 13 yards (tackle by Barrett Ruud),3.450,4.310
4,0:13,,,,24,7,Timeout #3 by Seattle Seahawks,0.000,4.310
4,0:13,1,10,TAM 19,24,7,Matt Hasselbeck pass incomplete deep left intended for Deion Branch is intercepted by Elbert Mack at TAM-0,4.310,-0.280
4,0:07,1,10,TAM 20,24,7,Josh Freeman kneels for -2 yards,0.280,-0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
