Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Antwaan Randle El,PIT,0,0,,0,0,4,49,12.3,0,0
Chidi Iwuoma,PIT,0,0,,0,0,1,3,3.0,0,0
Quincy Morgan,PIT,1,22,22.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Dennis Northcutt,CLE,0,0,,0,0,1,8,8.0,0,0
Josh Cribbs,CLE,6,126,21.0,0,0,0,0,,0,0
Aaron Shea,CLE,1,7,7.0,0,0,0,0,,0,0
