Quarter,Time,Tm,Detail,PIT,CLE
1.0,7:48,Steelers,Jerome Bettis 2 yard rush (Jeff Reed kick),7,0
,3:30,Steelers,Hines Ward 7 yard pass from Ben Roethlisberger (Jeff Reed kick),14,0
2.0,13:21,Steelers,Jeff Reed 26 yard field goal,17,0
,2:17,Steelers,Jeff Reed 31 yard field goal,20,0
3.0,9:02,Steelers,Willie Parker 80 yard rush (Jeff Reed kick),27,0
,1:05,Steelers,Verron Haynes 15 yard rush (Jeff Reed kick),34,0
4.0,6:16,Steelers,Quincy Morgan 31 yard pass from Charlie Batch (Jeff Reed kick),41,0
