Player,Pos
Jake Plummer,QB
Reuben Droughns,RB
Patrick Hape,FB
Rod Smith,WR
Ashley Lelie,WR
Dwayne Carswell,TE
Matt Lepsis,LT
Ben Hamilton,LG
Tom Nalen,C
Cooper Carlisle,RG
George Foster,RT
Marco Coleman,LDE
Mario Fatafehi,LDT
Monsanto Pope,RDT
Reggie Hayward,RDE
D.J. Williams,LOLB
Al Wilson,MLB
Champ Bailey,LCB
Kelly Herndon,RCB
Kenoy Kennedy,SS
John Lynch,FS
Roc Alexander,DB
