Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 65 yards, returned by Devin Duvernay for 23 yards (tackle by E.J. Speed and Zaire Franklin)",,
1,14:55,1,10,BAL 23,0,0,Lamar Jackson pass complete short middle to Devin Duvernay for 5 yards (tackle by Shaquille Leonard),,
1,14:15,2,5,BAL 28,0,0,Lamar Jackson sacked by Tyquan Lewis for no gain,,
1,13:35,3,5,BAL 28,0,0,Lamar Jackson pass incomplete short left intended for Sammy Watkins (defended by Xavier Rhodes),,
1,13:31,4,5,BAL 28,0,0,"Sam Koch punts 49 yards, returned by Nyheim Hines for 6 yards (tackle by Nick Moore)",,
1,13:22,1,10,IND 29,0,0,"Penalty on Eric Fisher: False Start, 5 yards (accepted) (no play)",,
1,13:22,1,15,IND 24,0,0,Carson Wentz pass incomplete short right intended for Mo Alie-Cox,,
1,13:15,2,15,IND 24,0,0,Carson Wentz pass incomplete short right intended for Jonathan Taylor,,
1,13:11,3,15,IND 24,6,0,"Carson Wentz pass complete short middle to Jonathan Taylor for 76 yards, touchdown",,
1,12:56,,,BAL 15,7,0,Rodrigo Blankenship kicks extra point good,,
1,12:59,,,IND 35,7,0,"Rigoberto Sanchez kicks off 62 yards, returned by Devin Duvernay for 23 yards (tackle by Julian Blackmon and E.J. Speed)",,
1,12:53,1,10,BAL 26,7,0,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Isaiah Rodgers),,
1,12:13,2,5,BAL 31,7,0,Latavius Murray up the middle for no gain (tackle by Tyquan Lewis and Shaquille Leonard),,
1,11:28,3,5,BAL 31,7,0,"Lamar Jackson pass complete short left to Mark Andrews for 7 yards (tackle by Bobby Okereke) IND challenged the pass completion ruling, and the original play was overturned. Lamar Jackson pass incomplete short left intended for Mark Andrews",,
1,11:26,4,5,BAL 31,7,0,"Sam Koch punts 53 yards, fair catch by Nyheim Hines at IND-16",,
1,11:19,1,10,IND 16,7,0,Carson Wentz pass complete short middle to Jonathan Taylor for 11 yards (tackle by Patrick Queen),,
1,10:42,1,10,IND 27,7,0,Jonathan Taylor left end for 3 yards (tackle by Tyus Bowser),,
1,9:59,2,7,IND 30,7,0,Nyheim Hines right tackle for 11 yards (tackle by Odafe Oweh),,
1,9:13,1,10,IND 41,7,0,Carson Wentz pass complete short left to Ashton Dulin for 15 yards (tackle by Anthony Averett),,
1,8:30,1,10,BAL 44,7,0,Nyheim Hines right guard for 4 yards (tackle by Justin Madubuike and Tyus Bowser),,
1,7:51,2,6,BAL 40,7,0,Jonathan Taylor right tackle for 4 yards (tackle by Tyus Bowser and Justin Ellis),,
1,7:08,3,2,BAL 36,7,0,Carson Wentz pass complete short middle to Parris Campbell for 6 yards (tackle by Malik Harrison),,
1,6:27,1,10,BAL 30,7,0,Carson Wentz pass complete short middle to Mo Alie-Cox for 8 yards (tackle by Chuck Clark and Chris Board),,
1,5:42,2,2,BAL 22,7,0,Nyheim Hines left guard for 3 yards (tackle by Tyus Bowser),,
1,5:02,1,10,BAL 19,7,0,"Carson Wentz pass complete (tackle by Chris Board and Brandon Williams). Penalty on Michael Pittman: Offensive Pass Interference, 10 yards (accepted) (no play)",,
1,4:28,1,20,BAL 29,7,0,Carson Wentz pass complete short middle to Kylen Granson for 15 yards (tackle by Chuck Clark and Brandon Stephens),,
1,3:47,2,6,BAL 15,7,0,"Carson Wentz sacked by Odafe Oweh for -5 yards. Carson Wentz fumbles (forced by Odafe Oweh), recovered by Brandon Williams at BAL-19 (tackle by Odafe Oweh)",,
1,3:38,1,10,BAL 19,7,0,Devonta Freeman left guard for 1 yard (tackle by Shaquille Leonard),,
1,3:03,2,9,BAL 20,7,0,Lamar Jackson pass complete short middle to Mark Andrews for 17 yards (tackle by Xavier Rhodes and Bobby Okereke),,
1,2:21,1,10,BAL 37,7,0,Ty'Son Williams right tackle for 3 yards (tackle by Taylor Stallworth and Shaquille Leonard),,
1,1:40,2,7,BAL 40,7,0,Lamar Jackson scrambles up the middle for 3 yards (tackle by Taylor Stallworth),,
1,0:57,3,4,BAL 43,7,0,Lamar Jackson right end for 2 yards (tackle by Shaquille Leonard),,
1,0:19,4,2,BAL 45,7,0,"Sam Koch punts 47 yards, returned by Nyheim Hines for 13 yards (tackle by Brandon Stephens and Kristian Welch)",,
1,0:07,1,10,IND 21,7,0,Marlon Mack left tackle for 13 yards (tackle by Odafe Oweh),,
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 33,7,0,Carson Wentz pass incomplete short middle intended for Zach Pascal (defended by Tavon Young),,
2,14:56,2,10,IND 34,7,0,Carson Wentz pass incomplete short middle intended for Marlon Mack,,
2,14:52,3,10,IND 34,7,0,Carson Wentz pass complete short left to Parris Campbell for 11 yards (tackle by Anthony Averett),,
2,14:26,1,10,IND 45,7,0,Carson Wentz pass complete short middle to Marlon Mack for 7 yards (tackle by Patrick Queen),,
2,13:48,2,3,BAL 48,7,0,Marlon Mack left guard for 2 yards (tackle by Calais Campbell and Brandon Stephens),,
2,13:09,3,1,BAL 46,7,0,Jonathan Taylor right guard for 2 yards (tackle by Pernell McPhee and Marlon Humphrey),,
2,12:24,1,10,BAL 44,7,0,Jonathan Taylor left guard for -1 yards (tackle by Chuck Clark and Brandon Williams),,
2,11:40,2,11,BAL 45,7,0,Marlon Mack right end for 2 yards (tackle by Brandon Williams and Pernell McPhee),,
2,10:56,3,9,BAL 43,7,0,Carson Wentz sacked by Tavon Young for -7 yards,,
2,10:15,4,17,IND 50,7,0,"Rigoberto Sanchez punts 38 yards, fair catch by Devin Duvernay at BAL-12",,
2,10:09,1,10,BAL 12,7,0,Ty'Son Williams left end for -2 yards (tackle by Grover Stewart),,
2,9:28,2,12,BAL 10,7,0,Lamar Jackson scrambles left end for 13 yards (tackle by Al-Quadin Muhammad),,
2,8:41,1,10,BAL 23,7,0,Lamar Jackson pass complete short middle to Devin Duvernay for 15 yards (tackle by Julian Blackmon),,
2,8:17,1,10,BAL 38,7,0,Lamar Jackson up the middle for 4 yards (tackle by Shaquille Leonard),,
2,7:43,2,6,BAL 42,7,0,Latavius Murray up the middle for 3 yards (tackle by Shaquille Leonard and Tyquan Lewis),,
2,7:03,3,3,BAL 45,7,0,Lamar Jackson right tackle for -1 yards (tackle by Kenny Moore),,
2,6:21,4,4,BAL 44,7,0,"Sam Koch punts 49 yards, returned by Nyheim Hines for 11 yards (tackle by Anthony Levine)",,
2,6:11,1,10,IND 18,7,0,Jonathan Taylor right guard for 2 yards (tackle by Chris Board and Patrick Queen),,
2,5:28,2,8,IND 20,7,0,"Carson Wentz pass complete short middle to Ashton Dulin for -2 yards (tackle by Tavon Young). Penalty on Kylen Granson: Offensive Holding, 10 yards (declined)",,
2,5:06,3,10,IND 18,7,0,Carson Wentz pass complete short middle to Michael Pittman for 5 yards (tackle by Justin Houston and Chuck Clark),,
2,4:34,4,5,IND 23,7,0,"Rigoberto Sanchez punts 52 yards, returned by Devin Duvernay for no gain (tackle by Ashton Dulin and Khari Willis). Penalty on Kristian Welch: Offensive Holding, 10 yards (accepted)",,
2,4:25,1,10,BAL 15,7,0,Lamar Jackson pass complete short middle to Sammy Watkins for 28 yards (tackle by Xavier Rhodes),,
2,3:48,1,10,BAL 43,7,0,Lamar Jackson left end for 9 yards (tackle by Xavier Rhodes),,
2,3:14,2,2,IND 49,7,0,Latavius Murray right guard for 2 yards (tackle by Shaquille Leonard and Grover Stewart),,
2,2:27,1,10,IND 46,7,0,Lamar Jackson pass complete short middle to Sammy Watkins for 7 yards (tackle by Al-Quadin Muhammad),,
2,2:00,2,3,IND 39,7,0,Lamar Jackson pass complete deep right to Mark Andrews for 28 yards (tackle by Isaiah Rodgers),,
2,1:54,1,10,IND 11,7,0,Lamar Jackson pass complete to Mark Andrews for 2 yards (tackle by Bobby Okereke),,
2,1:48,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:48,2,8,IND 9,7,0,Latavius Murray right tackle for 4 yards (tackle by Al-Quadin Muhammad and Tyquan Lewis),,
2,1:43,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:43,3,4,IND 5,7,0,Lamar Jackson pass incomplete short left intended for Marquise Brown,,
2,1:39,4,4,IND 5,7,3,Justin Tucker 23 yard field goal good,,
2,1:36,,,BAL 35,7,3,"Justin Tucker kicks off 65 yards, touchback.",,
2,1:36,1,10,IND 25,7,3,"Carson Wentz pass complete short right to Nyheim Hines for no gain (tackle by Anthony Averett). Penalty on Odafe Oweh: Defensive Offside, 5 yards (accepted) (no play)",,
2,1:33,1,5,IND 30,7,3,Carson Wentz pass complete short left to Michael Pittman for 9 yards (tackle by Anthony Averett and Tyus Bowser),,
2,1:15,1,10,IND 39,7,3,Carson Wentz pass incomplete short right intended for Parris Campbell,,
2,1:09,2,10,IND 39,7,3,"Carson Wentz pass incomplete short left intended for Parris Campbell. Penalty on Anthony Averett: Defensive Pass Interference, 9 yards (accepted) (no play)",,
2,1:05,1,10,IND 48,7,3,Carson Wentz pass complete short left to Parris Campbell for 16 yards (tackle by Anthony Averett),,
2,0:43,1,10,BAL 36,7,3,Carson Wentz pass incomplete short left intended for Zach Pascal,,
2,0:39,2,10,BAL 36,7,3,Carson Wentz pass complete short right to Michael Pittman for -1 yards (tackle by Tavon Young),,
2,0:12,3,11,BAL 37,7,3,Carson Wentz pass incomplete short right intended for Parris Campbell (defended by Marlon Humphrey),,
2,0:10,4,11,BAL 37,7,3,Carson Wentz pass complete short left to Michael Pittman for 13 yards (tackle by Anthony Averett),,
2,0:03,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:03,1,10,BAL 24,7,3,"Rigoberto Sanchez yard field goal no good. Penalty on Marlon Humphrey: Defensive Offside, 5 yards (accepted) (no play)",,
2,0:00,1,5,BAL 19,10,3,Rodrigo Blankenship 37 yard field goal good,,
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,3,"Justin Tucker kicks off 64 yards, returned by Ashton Dulin for 26 yards (tackle by Ar'Darius Washington and Jordan Richards)",,
3,14:55,1,10,IND 27,10,3,Carson Wentz pass complete short left to Zach Pascal for 31 yards (tackle by Anthony Averett and Brandon Stephens),,
3,14:07,1,10,BAL 42,16,3,"Carson Wentz pass complete deep left to Michael Pittman for 42 yards, touchdown. Penalty on Anthony Averett: Defensive Pass Interference, 15 yards (declined)",,
3,13:59,,,BAL 15,16,3,Rodrigo Blankenship kicks extra point no good,,
3,13:59,,,IND 35,16,3,"Rigoberto Sanchez kicks off 62 yards, returned by Devin Duvernay for 15 yards (tackle by Julian Blackmon). Penalty on Anthony Levine: Offensive Holding, 9 yards (accepted)",,
3,13:53,1,10,BAL 9,16,3,Lamar Jackson pass complete short right to Latavius Murray for 6 yards (tackle by Bobby Okereke),,
3,13:13,2,4,BAL 15,16,3,Ty'Son Williams right guard for no gain (tackle by DeForest Buckner),,
3,12:33,3,4,BAL 15,16,3,Lamar Jackson pass complete short middle to James Proche for 11 yards (tackle by Khari Willis),,
