Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
1,2:27,3,2,SDG 32,7,3,Philip Rivers pass complete short right to Malcom Floyd for 8 yards (tackle by Antonio Cromartie). Penalty on Antonio Cromartie: Defensive Holding (Declined),0.370,1.600
1,2:10,1,10,SDG 40,7,3,Mike Tolbert right end for 5 yards (tackle by Eric Smith),1.600,1.730
1,1:31,2,5,SDG 45,7,3,Philip Rivers pass incomplete short right intended for Vincent Jackson (defended by Antonio Cromartie),1.730,1.030
1,1:28,3,5,SDG 45,7,3,Philip Rivers pass complete short right to Antonio Gates for 12 yards (tackle by Kyle Wilson),1.030,2.720
1,0:48,1,10,NYJ 43,7,3,Ryan Mathews right end for no gain (tackle by Calvin Pace),2.720,2.180
1,0:06,2,10,NYJ 43,7,3,Philip Rivers pass complete short middle to Antonio Gates for 12 yards (tackle by Jim Leonhard),2.180,3.510
Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 31,7,3,Philip Rivers pass complete deep right to Vincent Jackson for 15 yards (tackle by Darrelle Revis),3.510,4.510
2,14:16,1,10,NYJ 16,7,3,Mike Tolbert right end for 4 yards (tackle by Eric Smith),4.510,4.570
2,13:41,2,6,NYJ 12,7,3,Mike Tolbert right tackle for 8 yards (tackle by Eric Smith),4.570,6.280
2,13:04,1,4,NYJ 4,7,3,Philip Rivers pass incomplete short right intended for Mike Tolbert,6.280,5.340
2,12:59,2,4,NYJ 4,7,3,Mike Tolbert right tackle for 2 yards (tackle by Eric Smith),5.340,4.950
2,12:15,3,2,NYJ 2,13,3,"Philip Rivers pass complete short right to Antonio Gates for 2 yards, touchdown",4.950,7.000
2,,,,NYJ 2,14,3,Nick Novak kicks extra point good,0.000,0.000
2,,,,SDG 35,14,3,"Nick Novak kicks off 68 yards, returned by Joe McKnight for 26 yards (tackle by Andrew Gachkar)",0.000,0.480
2,12:04,1,10,NYJ 23,14,3,Shonn Greene left guard for 9 yards (tackle by Steve Gregory),0.480,1.150
2,11:23,2,1,NYJ 32,14,3,"Shonn Greene left tackle for 3 yards (tackle by Takeo Spikes and Antonio Garay). Penalty on Santonio Holmes: Illegal Formation, 5 yards (no play)",1.150,0.470
2,10:56,2,6,NYJ 27,14,3,"Mark Sanchez pass incomplete short left intended for Santonio Holmes. Penalty on Quentin Jammer: Defensive Pass Interference, 14 yards (no play)",0.470,1.660
2,10:50,1,10,NYJ 41,14,3,"Penalty on Antonio Garay: Defensive Offside, 5 yards (no play)",1.660,2.390
2,10:50,1,5,NYJ 46,14,3,Shonn Greene up the middle for 5 yards (tackle by Takeo Spikes and Donald Butler),2.390,2.320
2,10:14,1,10,SDG 49,14,3,Shonn Greene right tackle for 5 yards (tackle by Travis LaBoy),2.320,2.460
2,9:34,2,5,SDG 44,14,3,Mark Sanchez pass complete short right to Santonio Holmes for 16 yards (tackle by Quentin Jammer),2.460,3.710
2,8:51,1,10,SDG 28,14,3,"Mark Sanchez pass incomplete short right intended for Santonio Holmes. Penalty on Donald Butler: Defensive Pass Interference, 3 yards (no play)",3.710,3.910
2,8:46,1,10,SDG 25,14,3,Mark Sanchez pass complete short right to LaDainian Tomlinson for 19 yards (tackle by Eric Weddle),3.910,5.830
2,8:07,,,,14,3,Timeout #1 by New York Jets,0.000,5.830
2,8:07,1,6,SDG 6,14,3,"Penalty on Jacques Cesaire: Neutral Zone Infraction, 3 yards (no play)",5.830,6.510
2,8:07,1,3,SDG 3,14,3,Mark Sanchez pass incomplete short left intended for Plaxico Burress,6.510,5.530
2,8:04,,,,14,3,Timeout #1 by San Diego Chargers,0.000,5.530
2,8:04,2,3,SDG 3,14,3,LaDainian Tomlinson left guard for no gain (tackle by Antonio Garay),5.530,4.720
2,7:22,3,3,SDG 3,14,9,"Mark Sanchez pass complete short right to Plaxico Burress for 3 yards, touchdown",4.720,7.000
2,,,,SDG 2,14,10,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 35,14,10,"Nick Folk kicks off 69 yards, returned by Richard Goodman for 17 yards (tackle by Josh Mauga)",0.000,-0.320
2,7:12,1,10,SDG 13,14,10,Mike Tolbert left tackle for 29 yards (tackle by Jim Leonhard),-0.320,1.730
2,6:33,1,10,SDG 42,14,10,Philip Rivers pass complete short left to Randy McMichael for 7 yards (tackle by Bart Scott and Josh Mauga),1.730,2.130
2,5:45,2,3,SDG 49,14,10,Ryan Mathews right tackle for 2 yards (tackle by Muhammad Wilkerson),2.130,1.690
2,5:09,3,1,NYJ 49,14,10,Philip Rivers pass complete deep left to Malcom Floyd for 28 yards (tackle by Antonio Cromartie),1.690,4.170
2,4:46,1,10,NYJ 21,14,10,Philip Rivers pass complete short right to Randy McMichael for 8 yards (tackle by David Harris),4.170,4.950
2,4:08,2,2,NYJ 13,14,10,Ryan Mathews right tackle for 1 yard (tackle by David Harris),4.950,4.490
2,3:27,3,1,NYJ 12,14,10,Mike Tolbert right tackle for 4 yards (tackle by Eric Smith and Jim Leonhard),4.490,5.370
2,2:53,1,8,NYJ 8,14,10,Philip Rivers pass incomplete short right intended for Jacob Hester,5.370,4.570
2,2:53,,,,14,10,Timeout #2 by New York Jets,0.000,4.570
2,2:48,2,8,NYJ 8,14,10,"Philip Rivers pass incomplete short middle intended for Antonio Gates. Penalty on Jim Leonhard: Defensive Pass Interference, 7 yards (no play)",4.570,6.970
2,2:40,1,1,NYJ 1,14,10,Mike Tolbert up the middle for no gain (tackle by Brodney Pool),6.970,5.910
2,1:47,2,1,NYJ 1,14,10,Mike Tolbert right guard for no gain (tackle by Eric Smith),5.910,5.170
2,1:22,3,1,NYJ 1,20,10,"Mike Tolbert right tackle for 1 yard, touchdown",5.170,7.000
2,,,,NYJ 2,21,10,Nick Novak kicks extra point good,0.000,0.000
2,,,,SDG 35,21,10,"Nick Novak kicks off 65 yards, returned by Joe McKnight for 34 yards (tackle by Mike Tolbert)",0.000,1.200
2,1:10,1,10,NYJ 34,21,10,Mark Sanchez pass complete short left to Dustin Keller for 5 yards (tackle by Takeo Spikes),1.200,1.330
2,1:10,2,5,NYJ 39,21,10,Mark Sanchez pass incomplete deep middle intended for Dustin Keller,1.330,0.630
2,0:45,3,5,NYJ 39,21,10,Mark Sanchez pass complete short middle to Jeremy Kerley for 9 yards (tackle by Steve Gregory),0.630,2.130
2,0:45,1,10,NYJ 48,21,10,Mark Sanchez spiked the ball,2.130,1.580
2,0:32,,,,21,10,Timeout #2 by San Diego Chargers,0.000,1.580
2,0:32,2,10,NYJ 48,21,10,Mark Sanchez pass incomplete short left intended for LaDainian Tomlinson,1.580,0.890
2,0:29,3,10,NYJ 48,21,10,Mark Sanchez pass incomplete deep right intended for Jeremy Kerley,0.890,-0.190
2,0:23,4,10,NYJ 48,21,10,"T.J. Conley punts 32 yards, fair catch by Patrick Crayton",-0.190,-0.280
2,0:17,1,10,SDG 20,21,10,Philip Rivers kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,21,10,"Nick Folk kicks off 69 yards, returned by Richard Goodman for 31 yards (tackle by Donald Strickland)",0.000,0.740
3,14:54,1,10,SDG 27,21,10,Philip Rivers pass complete short right to Ryan Mathews for 6 yards (tackle by Bart Scott),0.740,1.010
3,14:20,2,4,SDG 33,21,10,Ryan Mathews up the middle for 8 yards (tackle by Eric Smith),1.010,1.660
3,13:43,1,10,SDG 41,21,10,Ryan Mathews left tackle for no gain (tackle by Muhammad Wilkerson),1.660,1.120
3,13:02,2,10,SDG 41,21,10,Philip Rivers pass incomplete short left intended for Malcom Floyd,1.120,0.430
3,12:58,3,10,SDG 41,21,10,Philip Rivers pass incomplete short right intended for Vincent Jackson,0.430,-0.650
3,12:52,4,10,SDG 41,21,10,"Mike Scifres punts 49 yards, returned by Jeremy Kerley for 7 yards (tackle by Donald Butler). Penalty on Donald Strickland: Illegal Block Above the Waist, 8 yards",-0.650,0.380
3,12:40,1,10,NYJ 9,21,10,Shonn Greene right guard for 3 yards (tackle by Vaughn Martin and Antonio Garay),-0.380,-0.560
3,12:03,2,7,NYJ 12,21,10,Mark Sanchez right tackle for 25 yards (tackle by Antoine Cason),-0.560,1.400
3,11:24,1,10,NYJ 37,21,10,"Penalty on Cam Thomas: Neutral Zone Infraction, 5 yards (no play)",1.400,2.130
3,11:08,1,5,NYJ 42,21,10,Joe McKnight left tackle for 4 yards (tackle by Donald Butler),2.130,2.070
3,10:37,2,1,NYJ 46,21,10,Shonn Greene right guard for 2 yards (tackle by Donald Butler),2.070,2.130
3,9:53,1,10,NYJ 48,21,10,Mark Sanchez sacked by Shaun Phillips for -8 yards,2.130,0.500
3,9:19,2,18,NYJ 40,21,10,Mark Sanchez pass incomplete deep left intended for Jeremy Kerley,0.500,-0.160
3,9:11,3,18,NYJ 40,21,10,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 12 yards (tackle by Takeo Spikes),-0.160,0.070
3,8:35,4,6,SDG 48,21,10,"T.J. Conley punts 42 yards, fair catch by Patrick Crayton",0.070,0.380
3,8:28,1,10,SDG 6,21,10,Ryan Mathews up the middle for no gain (tackle by Marcus Dixon),-0.380,-0.780
3,7:52,2,10,SDG 6,21,10,Philip Rivers pass incomplete short right intended for Vincent Jackson,-0.780,-1.420
3,7:46,3,10,SDG 6,21,10,Philip Rivers pass incomplete deep left intended for Malcom Floyd,-1.420,-2.490
3,7:40,4,10,SDG 6,21,10,"Mike Scifres punts 39 yards. Penalty on Ellis Lankster: Offensive Holding, 10 yards",-2.490,-1.930
3,7:30,1,10,NYJ 45,21,10,Shonn Greene right guard for 10 yards (tackle by Eric Weddle),1.930,2.590
3,7:02,1,10,SDG 45,21,10,Mark Sanchez pass incomplete short left intended for Matthew Mulligan,2.590,2.040
3,6:54,2,10,SDG 45,21,10,Mark Sanchez pass complete short middle to Shonn Greene for 5 yards (tackle by Shaun Phillips and Antonio Garay),2.040,2.010
3,6:12,3,5,SDG 40,21,10,Mark Sanchez pass complete short right to Jeremy Kerley for 10 yards (tackle by Quentin Jammer),2.010,3.580
3,5:32,1,10,SDG 30,21,10,Joe McKnight left end for 3 yards (tackle by Eric Weddle),3.580,3.440
3,4:51,2,7,SDG 27,21,10,Mark Sanchez pass incomplete deep right intended for Dustin Keller,3.440,2.740
3,4:43,3,7,SDG 27,21,10,Mark Sanchez pass complete short right to Jeremy Kerley for 8 yards (tackle by Steve Gregory),2.740,4.310
3,4:17,1,10,SDG 19,21,10,Shonn Greene right end for 15 yards (tackle by Steve Gregory),4.310,6.280
3,3:47,1,4,SDG 4,21,10,Shonn Greene up the middle for no gain (tackle by Na'il Diggs),6.280,5.340
3,3:02,2,4,SDG 4,21,16,"Mark Sanchez pass complete short left to Plaxico Burress for 4 yards, touchdown",5.340,7.000
3,,,,SDG 2,21,17,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 35,21,17,"Nick Folk kicks off 69 yards, returned by Richard Goodman for 20 yards (tackle by Emanuel Cook)",0.000,-0.140
3,2:52,1,10,SDG 16,21,17,Philip Rivers pass incomplete short right intended for Vincent Jackson (defended by Darrelle Revis),-0.140,-0.660
3,2:47,2,10,SDG 16,21,17,Ryan Mathews up the middle for 3 yards (tackle by David Harris and Brodney Pool),-0.660,-0.950
3,2:03,3,7,SDG 19,21,17,Philip Rivers pass incomplete short middle intended for Antonio Gates,-0.950,-2.140
3,1:59,4,7,SDG 19,21,17,"Mike Scifres punts 55 yards, returned by Joe McKnight for 7 yards (tackle by Randy McMichael). Penalty on Richard Goodman: Face Mask (15 Yards), 15 yards",-2.140,-2.130
3,1:45,1,10,NYJ 48,21,17,"Mark Sanchez pass complete short left to Jeremy Kerley for 11 yards (tackle by Quentin Jammer). Penalty on Nick Mangold: Ineligible Downfield Pass, 5 yards (no play)",2.130,1.800
3,1:18,1,15,NYJ 43,21,17,"Shonn Greene left end for no gain. Penalty on Nick Mangold: Offensive Holding, 10 yards (no play)",1.800,1.140
3,0:49,1,25,NYJ 33,21,17,Mark Sanchez pass incomplete deep middle intended for Santonio Holmes,1.140,-0.440
3,0:43,2,25,NYJ 33,21,17,Shonn Greene up the middle for 3 yards (tackle by Shaun Phillips and Takeo Spikes),-0.440,-0.690
Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,22,NYJ 36,21,17,Mark Sanchez pass incomplete short middle intended for Dustin Keller,-0.690,-0.980
4,14:54,4,22,NYJ 36,21,17,"T.J. Conley punts 36 yards, returned by Patrick Crayton for no gain. Penalty on Patrick Crayton: Invalid Fair Catch Signal, 5 yards",-0.980,-0.480
4,14:45,1,10,SDG 23,21,17,Philip Rivers pass complete short left to Ryan Mathews for 9 yards (tackle by Eric Smith),0.480,1.150
4,14:12,2,1,SDG 32,21,17,Ryan Mathews right tackle for 8 yards (tackle by Ropati Pitoitua),1.150,1.600
4,13:33,1,10,SDG 40,21,17,Philip Rivers pass incomplete,1.600,1.050
4,13:26,2,10,SDG 40,21,17,Philip Rivers pass incomplete deep left intended for Vincent Jackson (defended by Darrelle Revis),1.050,0.370
4,13:19,3,10,SDG 40,21,17,Philip Rivers pass complete deep right to Randy McMichael for 30 yards (tackle by Brodney Pool),0.370,3.580
4,12:33,1,10,NYJ 30,21,17,Mike Tolbert right guard for -1 yards (tackle by Muhammad Wilkerson),3.580,2.900
4,11:47,,,,21,17,Timeout #1 by San Diego Chargers,0.000,2.900
4,11:47,2,11,NYJ 31,21,17,Mike Tolbert right tackle for 6 yards (tackle by Antonio Cromartie),2.900,3.010
4,11:09,3,5,NYJ 25,21,17,Philip Rivers pass incomplete short left intended for Vincent Jackson is intercepted by Darrelle Revis at NYJ-17 and returned for 64 yards (tackle by Randy McMichael),3.010,-4.310
4,10:56,1,10,SDG 19,21,17,Shonn Greene left end for 10 yards (tackle by Steve Gregory),4.310,5.140
4,10:14,1,9,SDG 9,21,17,Shonn Greene right end for -2 yards (tackle by Quentin Jammer),5.140,4.020
4,9:39,2,11,SDG 11,21,17,"Mark Sanchez pass incomplete short right intended for Dustin Keller. Penalty on Takeo Spikes: Defensive Holding, 5 yards (no play)",4.020,5.830
4,9:31,1,6,SDG 6,21,17,Mark Sanchez pass incomplete short middle intended for Jeremy Kerley (defended by Steve Gregory),5.830,4.950
4,9:28,2,6,SDG 6,21,17,Shonn Greene right guard for 3 yards (tackle by Na'il Diggs),4.950,4.720
4,8:44,3,3,SDG 3,21,23,"Mark Sanchez pass complete short middle to Plaxico Burress for 3 yards, touchdown",4.720,7.000
4,,,,SDG 2,21,24,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,21,24,"Nick Folk kicks off 65 yards, returned by Richard Goodman for 23 yards (tackle by Marquice Cole)",0.000,0.480
4,8:36,1,10,SDG 23,21,24,Ryan Mathews right guard for 4 yards (tackle by Bart Scott),0.480,0.470
4,7:58,2,6,SDG 27,21,24,Philip Rivers pass complete short right to Antonio Gates for 10 yards (tackle by Antonio Cromartie),0.470,1.400
4,7:19,1,10,SDG 37,21,24,Ryan Mathews right end for 2 yards (tackle by Darrelle Revis and Sione Pouha),1.400,1.130
4,6:32,2,8,SDG 39,21,24,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",1.130,0.450
4,6:18,2,13,SDG 34,21,24,Philip Rivers pass complete short right to Ryan Mathews for 7 yards (tackle by Calvin Pace),0.450,0.700
4,5:34,3,6,SDG 41,21,24,Philip Rivers pass incomplete deep middle intended for Vincent Jackson is intercepted by Kyle Wilson at NYJ-43 and returned for 10 yards (tackle by Vincent Jackson),0.700,-2.460
4,5:23,1,10,SDG 47,21,24,Shonn Greene right tackle for 7 yards (tackle by Quentin Jammer and Steve Gregory),2.460,2.860
4,4:39,2,3,SDG 40,21,24,Shonn Greene right tackle for no gain (tackle by Antonio Garay),2.860,2.150
4,3:57,3,3,SDG 40,21,24,"Mark Sanchez pass incomplete deep right intended for Santonio Holmes. Penalty on Quentin Jammer: Defensive Pass Interference, 20 yards (no play)",2.150,4.240
4,3:52,1,10,SDG 20,21,24,Shonn Greene left tackle for 5 yards (tackle by Antonio Garay),4.240,4.450
4,3:09,2,5,SDG 15,21,24,Joe McKnight right tackle for 4 yards (tackle by Shaun Phillips),4.450,4.590
4,2:27,3,1,SDG 11,21,24,Mark Sanchez left end for 1 yard (tackle by Corey Liuget),4.590,4.910
4,2:00,1,10,SDG 10,21,24,Shonn Greene right end for 7 yards (tackle by Donald Butler),4.910,5.530
4,1:51,2,3,SDG 3,21,24,Shonn Greene right tackle for no gain (tackle by Na'il Diggs),5.530,4.720
4,1:48,,,,21,24,Timeout #2 by San Diego Chargers,0.000,4.720
4,1:48,3,3,SDG 3,21,24,Mark Sanchez sacked by Shaun Phillips for -9 yards,4.720,2.630
4,1:40,,,,21,24,Timeout #3 by San Diego Chargers,0.000,2.630
4,1:40,4,12,SDG 12,21,27,Nick Folk 30 yard field goal good,2.630,3.000
4,,,,NYJ 35,21,27,"Nick Folk kicks off 66 yards, returned by Richard Goodman for 25 yards (tackle by Ellis Lankster)",0.000,0.540
4,1:29,1,10,SDG 24,21,27,Philip Rivers pass complete short middle to Antonio Gates for 18 yards (tackle by Donald Strickland),0.540,1.730
4,0:59,1,10,SDG 42,21,27,Philip Rivers pass complete short left to Patrick Crayton for 3 yards (tackle by Kyle Wilson),1.730,1.590
4,0:37,2,7,SDG 45,21,27,Philip Rivers pass complete short left to Ryan Mathews for 4 yards (tackle by Eric Smith),1.590,1.420
4,0:37,3,3,SDG 49,21,27,Philip Rivers pass incomplete deep right intended for Vincent Brown,1.420,-0.130
4,0:11,4,3,SDG 49,21,27,Philip Rivers pass incomplete short right intended for Antonio Gates,-0.130,-2.320
4,0:03,1,10,SDG 49,21,27,Mark Sanchez kneels for -1 yards,2.320,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
