Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
2,11:14,3,1,ATL 12,7,14,Warrick Dunn left tackle for 6 yards (tackle by Tim Terry),-0.370,0.040
2,10:30,1,10,ATL 18,7,14,"Michael Vick for 7 yards (tackle by John Randle and Rich Owens). Penalty on Brian Finneran: Illegal Shift, 5 yards (no play)",0.040,-0.450
2,10:01,1,15,ATL 13,7,14,Michael Vick pass incomplete intended for Alge Crumpler,-0.450,-1.140
2,9:56,2,15,ATL 13,7,14,Warrick Dunn middle for 31 yards (tackle by Marcus Bell),-1.140,1.860
2,9:02,1,10,ATL 44,7,14,,1.860,1.530
2,8:44,1,15,ATL 39,7,14,T.J. Duckett right tackle for 7 yards (tackle by Orlando Huff),1.530,1.590
2,8:03,2,8,ATL 46,7,14,T.J. Duckett left tackle for 2 yards (tackle by Anthony Simmons),1.590,1.160
2,7:20,3,6,ATL 48,7,14,"Penalty on John Randle: Unsportsmanlike Conduct, 15 yards (no play)",1.160,3.120
2,7:04,1,10,SEA 37,7,14,Warrick Dunn left tackle for 1 yard (tackle by Orlando Huff),3.120,2.710
2,6:27,2,9,SEA 36,7,14,Michael Vick pass incomplete intended for Trevor Gaylor is intercepted by Ken Lucas at SEA-27 and returned for 40 yards,2.710,-3.380
2,6:18,1,10,ATL 33,7,14,Matt Hasselbeck middle for 6 yards (tackle by Keith Brooking),3.380,3.650
2,5:46,2,4,ATL 27,7,14,Shaun Alexander for 3 yards (tackle by Keith Brooking and Sam Rogers),3.650,3.340
2,5:10,3,1,ATL 24,7,14,Shaun Alexander left tackle for no gain (tackle by Patrick Kerney and Travis Hall),3.340,2.020
2,4:46,4,1,ATL 24,7,14,Matt Hasselbeck middle for no gain (tackle by Travis Hall),2.020,-0.540
2,4:37,1,10,ATL 24,7,14,Warrick Dunn right end for no gain (tackle by Orlando Huff),0.540,0.000
2,3:50,2,10,ATL 24,7,14,Michael Vick pass complete to Warrick Dunn for -4 yards (tackle by Antonio Cochran),0.000,-1.220
2,3:08,3,14,ATL 20,7,14,Michael Vick pass incomplete intended for Brian Finneran,-1.220,-2.030
2,3:03,4,14,ATL 20,7,14,"Chris Mohr punts 54 yards, muffed catch by Darrell Jackson, recovered by Harold Blackmon and returned for no gain",-2.030,-0.540
2,2:53,1,10,SEA 24,7,14,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.540,0.000
2,2:49,2,10,SEA 24,7,14,"Matt Hasselbeck sacked by Ed Jasper for -5 yards. Matt Hasselbeck fumbles (forced by Ed Jasper), recovered by Chris Draft at SEA-24",0.000,-3.970
2,2:42,1,10,SEA 24,7,14,Michael Vick for 4 yards (tackle by Shawn Springs),3.970,3.970
2,2:00,2,6,SEA 20,7,14,"Michael Vick pass complete to Shawn Jefferson for 5 yards (tackle by Shawn Springs). Penalty on Rocky Bernard: Defensive Offside, 5 yards (no play)",3.970,4.850
2,1:55,2,1,SEA 15,7,14,Michael Vick pass complete to Brian Finneran for 6 yards (tackle by Orlando Huff),4.850,5.140
2,1:19,1,9,SEA 9,7,14,Warrick Dunn left tackle for 5 yards (tackle by Chad Eaton),5.140,5.340
2,0:37,2,4,SEA 4,7,14,Michael Vick for 1 yard,5.340,4.720
2,0:31,3,3,SEA 3,7,14,Michael Vick for -1 yards (tackle by John Hilliard),4.720,3.030
2,0:27,4,4,SEA 4,7,17,Jay Feely 22 yard field goal good,3.030,3.000
2,0:27,,,ATL 30,7,17,"Jay Feely kicks off 66 yards, returned by Reggie Tongue for 27 yards (tackle by Kevin McCadam)",0.000,1.000
2,0:16,1,10,SEA 31,7,17,Matt Hasselbeck pass complete to Koren Robinson for 14 yards (tackle by Ellis Johnson),1.000,1.930
2,0:06,1,10,SEA 31,,,Timeout #2 by Seattle Seahawks,1.000,1.930
2,0:06,1,10,SEA 45,7,17,Matt Hasselbeck pass complete to Darrell Jackson for 30 yards (tackle by Ashley Ambrose),1.930,3.910
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,7,17,"Jay Feely kicks off 64 yards, returned by Heath Evans for 20 yards (tackle by Juran Bolden)",0.000,0.670
3,14:54,1,10,SEA 26,7,17,Matt Hasselbeck pass complete to Koren Robinson for 12 yards (tackle by Gerald McBurrows),0.670,1.470
3,14:23,1,10,SEA 38,7,17,Shaun Alexander middle for 22 yards (tackle by Keion Carpenter),1.470,2.920
3,13:43,1,10,ATL 40,7,17,Matt Hasselbeck pass complete to Darrell Jackson for 15 yards (tackle by Keion Carpenter),2.920,3.910
3,13:03,1,10,ATL 25,7,17,Matt Hasselbeck pass incomplete intended for Darrell Jackson,3.910,3.360
3,12:57,2,10,ATL 25,7,17,Shaun Alexander middle for 1 yard (tackle by John Holecek),3.360,2.810
3,12:16,3,9,ATL 24,7,17,"Matt Hasselbeck pass complete to James Williams for 17 yards (tackle by Fred Weary). Penalty on Ashley Ambrose: Face Mask (5 Yards), 4 yards",2.810,6.510
3,11:44,1,3,ATL 3,7,17,"Penalty on Itula Mili: False Start, 5 yards (no play)",6.510,5.370
3,11:28,1,8,ATL 8,7,17,Shaun Alexander left end for 3 yards (tackle by Chris Draft),5.370,5.150
3,11:05,2,5,ATL 5,13,17,"Matt Hasselbeck pass complete to Jerramy Stevens for 5 yards, touchdown",5.150,7.000
3,11:05,,,ATL 5,14,17,Rian Lindell kicks extra point good,0.000,0.000
3,11:05,,,SEA 30,14,17,"Rian Lindell kicks off 62 yards, returned by Allen Rossum for 13 yards (tackle by Terreal Bierria)",0.000,0.340
3,10:56,1,10,ATL 21,14,17,Warrick Dunn right tackle for 1 yard (tackle by Chad Eaton),0.340,-0.070
3,10:17,2,9,ATL 22,14,17,Warrick Dunn middle for 2 yards (tackle by Chad Eaton),-0.070,-0.490
3,9:42,3,7,ATL 24,14,17,Michael Vick pass complete to Warrick Dunn for 3 yards (tackle by Anthony Simmons),-0.490,-1.570
3,9:21,3,7,ATL 24,,,Timeout #1 by Atlanta Falcons,-0.490,-1.570
3,9:21,4,4,ATL 27,14,17,"Chris Mohr punts 46 yards, returned by Darrell Jackson for 9 yards (tackle by Derek Rackley)",-1.570,-1.330
3,9:10,1,10,SEA 36,14,17,Matt Hasselbeck pass incomplete intended for Jerramy Stevens (defended by Gerald McBurrows),1.330,0.790
3,9:03,2,10,SEA 36,14,17,Shaun Alexander right end for 3 yards (tackle by Ray Buchanan),0.790,0.500
3,8:25,3,7,SEA 39,14,17,Matt Hasselbeck pass complete to Koren Robinson for 23 yards (tackle by Kevin Mathis),0.500,3.050
3,7:39,1,10,ATL 38,14,17,Matt Hasselbeck sacked by Ellis Johnson for 0 yards,3.050,2.510
3,7:01,2,10,ATL 38,14,17,Shaun Alexander left end for 9 yards (tackle by Keith Brooking),2.510,3.010
3,6:23,3,1,ATL 29,14,17,Shaun Alexander right tackle for -1 yards (tackle by Keion Carpenter),3.010,1.500
3,5:44,4,2,ATL 30,14,17,Shaun Alexander left tackle for no gain (tackle by Matt Stewart),1.500,-0.940
3,5:31,1,10,ATL 30,14,17,Michael Vick pass complete to Warrick Dunn for 5 yards (tackle by John Hilliard),0.940,1.070
3,4:52,2,5,ATL 35,14,17,Warrick Dunn right tackle for -1 yards (tackle by John Hilliard and Rocky Bernard),1.070,0.230
3,4:12,3,6,ATL 34,20,17,"Michael Vick sacked by Willie Williams for -7 yards. Michael Vick fumbles (forced by Willie Williams), recovered by Willie Williams at ATL-25 and returned for 25 yards, touchdown",0.230,-7.000
3,4:02,,,ATL 34,21,17,Rian Lindell kicks extra point good,0.000,0.000
3,4:02,,,SEA 30,21,17,"Rian Lindell kicks off 65 yards, returned by Allen Rossum for 17 yards (tackle by D.D. Lewis)",0.000,0.410
3,3:59,1,10,ATL 22,21,17,Michael Vick for 1 yard (tackle by Antonio Cochran),0.410,0.000
3,3:30,2,9,ATL 23,21,17,Michael Vick pass complete to Alge Crumpler for 18 yards (tackle by Ken Lucas),0.000,1.660
3,2:40,1,10,ATL 41,21,17,Michael Vick sacked by John Randle for -8 yards,1.660,0.040
3,2:05,2,18,ATL 33,21,17,"Penalty on Trevor Gaylor: False Start, 5 yards (no play)",0.040,-0.640
3,1:42,2,23,ATL 28,21,17,Michael Vick pass incomplete intended for Trevor Gaylor,-0.640,-1.290
3,1:35,3,23,ATL 28,21,17,Michael Vick pass incomplete intended for Bob Christian,-1.290,-1.500
3,1:28,4,23,ATL 28,21,17,"Chris Mohr punts 50 yards, returned by Darrell Jackson for 14 yards (tackle by Artie Ulmer)",-1.500,-1.330
3,1:17,1,10,SEA 36,21,17,Matt Hasselbeck pass incomplete intended for Koren Robinson,1.330,0.790
3,1:14,2,10,SEA 36,21,17,Matt Hasselbeck pass complete to Koren Robinson for 4 yards (tackle by Ashley Ambrose),0.790,0.630
3,0:36,3,6,SEA 40,21,17,Matt Hasselbeck pass complete to Koren Robinson for 13 yards (tackle by Ray Buchanan),0.630,2.460
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 47,21,17,"Shaun Alexander middle for 7 yards (tackle by Gerald McBurrows). Shaun Alexander fumbles (forced by Gerald McBurrows), recovered by John Thierry at ATL-37",2.460,-1.400
4,14:54,1,10,ATL 37,21,17,Michael Vick for 3 yards (tackle by Tim Terry),1.400,1.260
4,14:20,2,7,ATL 40,21,17,Warrick Dunn middle for 1 yard (tackle by Rocky Bernard),1.260,0.700
4,13:36,3,6,ATL 41,21,17,Michael Vick pass incomplete intended for Brian Finneran,0.700,-0.650
4,13:31,4,6,ATL 41,21,17,Chris Mohr punts 36 yards,-0.650,-0.540
4,13:18,1,10,SEA 24,21,17,Koren Robinson left end for 10 yards (tackle by Chris Draft),0.540,1.200
4,12:45,1,10,SEA 34,21,17,Shaun Alexander left tackle for 4 yards (tackle by Matt Stewart),1.200,1.200
4,12:14,2,6,SEA 38,21,17,Matt Hasselbeck pass complete to Koren Robinson for 7 yards (tackle by Ashley Ambrose),1.200,1.930
4,11:32,1,10,SEA 45,21,17,Shaun Alexander left tackle for 2 yards (tackle by Chris Draft),1.930,1.650
4,10:49,2,8,SEA 47,21,17,"Matt Hasselbeck pass complete to Darrell Jackson for 7 yards (tackle by Keion Carpenter). Penalty on Sam Rogers: Defensive Offside, 5 yards (no play)",1.650,2.330
4,10:26,2,3,ATL 48,21,17,Heath Evans middle for 4 yards (tackle by Keith Brooking),2.330,2.650
4,9:48,1,10,ATL 44,21,17,Matt Hasselbeck pass complete to Darrell Jackson for 5 yards,2.650,2.780
4,9:23,2,5,ATL 39,21,17,Shaun Alexander left end for -3 yards (tackle by Chris Draft),2.780,1.690
4,8:41,3,8,ATL 42,21,17,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,1.690,0.460
4,8:38,4,8,ATL 42,21,17,Jeff Feagles punts 37 yards,0.460,0.380
4,8:29,1,10,ATL 6,21,17,Michael Vick pass complete to Brian Finneran for 4 yards (tackle by Anthony Simmons),-0.380,-0.490
4,7:52,2,6,ATL 10,21,17,"Michael Vick for 2 yards (tackle by Chad Eaton). Penalty on Travis Claridge: Offensive Holding, 6 yards",-0.490,-0.780
4,7:22,2,10,ATL 6,21,17,Michael Vick for 4 yards (tackle by Antonio Cochran),-0.780,-0.950
4,6:43,3,6,ATL 10,21,17,Michael Vick pass complete to Trevor Gaylor for 28 yards (tackle by Willie Williams),-0.950,1.470
4,6:15,1,10,ATL 38,21,17,Michael Vick pass incomplete intended for Trevor Gaylor,1.470,0.920
4,6:07,2,10,ATL 38,21,17,Michael Vick for 4 yards (tackle by Anthony Simmons),0.920,0.760
4,5:26,3,6,ATL 42,21,17,Michael Vick pass incomplete intended for Trevor Gaylor,0.760,-0.590
4,5:20,4,6,ATL 42,21,17,"Chris Mohr punts 47 yards, returned by Darrell Jackson for 9 yards (tackle by Derek Rackley)",-0.590,-0.280
4,5:10,1,10,SEA 20,21,17,Shaun Alexander middle for 2 yards (tackle by Matt Stewart and Travis Hall),0.280,0.000
4,4:29,2,8,SEA 22,21,17,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,0.000,-0.690
4,4:25,2,8,SEA 22,,,Timeout #2 by Atlanta Falcons,0.000,-0.690
4,4:25,3,8,SEA 22,21,17,Matt Hasselbeck pass complete to Koren Robinson for 35 yards (tackle by Ray Buchanan),-0.690,2.720
4,4:18,1,10,ATL 43,21,17,Shaun Alexander middle for 1 yard (tackle by Chris Draft),2.720,2.310
4,3:36,2,9,ATL 42,21,17,Heath Evans middle for 5 yards (tackle by Keith Brooking),2.310,2.280
4,2:58,3,4,ATL 37,21,17,Matt Hasselbeck pass complete to Darrell Jackson for 4 yards (tackle by Ashley Ambrose),2.280,3.380
4,2:53,1,10,ATL 33,21,17,Shaun Alexander middle for -1 yards (tackle by Ed Jasper),3.380,2.700
4,2:48,1,10,ATL 33,,,Timeout #3 by Atlanta Falcons,3.380,2.700
4,2:48,2,11,ATL 34,21,17,Shaun Alexander middle for 5 yards (tackle by Keith Brooking),2.700,2.680
4,2:05,3,6,ATL 29,21,17,Shaun Alexander right tackle for 3 yards (tackle by Patrick Kerney),2.680,1.840
4,2:00,3,6,ATL 29,,,Timeout #1 by Seattle Seahawks,2.680,1.840
4,2:00,4,3,ATL 26,24,17,Rian Lindell 43 yard field goal good,1.840,3.000
4,2:00,,,SEA 30,24,17,"Rian Lindell kicks off 68 yards, returned by Allen Rossum for 21 yards (tackle by Alex Bannister)",0.000,0.480
4,1:51,1,10,ATL 23,24,17,Michael Vick pass incomplete intended for Brian Finneran,0.480,-0.070
4,1:46,2,10,ATL 23,24,17,Michael Vick pass complete to Alge Crumpler for 19 yards (tackle by Marcus Robertson),-0.070,1.730
4,1:26,1,10,ATL 42,24,17,Michael Vick pass incomplete,1.730,1.190
4,1:25,2,10,ATL 42,24,17,Michael Vick pass complete to Alge Crumpler for 16 yards (tackle by Marcus Robertson),1.190,2.790
4,1:18,1,10,SEA 42,24,17,Michael Vick pass complete to Brian Finneran for 28 yards (tackle by Ken Lucas and Shawn Springs),2.790,4.650
4,0:58,1,10,SEA 14,24,17,Michael Vick pass incomplete,4.650,4.000
4,0:57,2,10,SEA 14,24,17,"Penalty on Kynan Forney: False Start, 5 yards (no play)",4.000,3.370
4,0:57,2,15,SEA 19,24,17,Michael Vick pass incomplete intended for Warrick Dunn,3.370,2.730
4,0:53,3,15,SEA 19,24,17,Michael Vick pass complete to Trevor Gaylor for 7 yards (tackle by Anthony Simmons),2.730,2.630
4,0:21,4,8,SEA 12,24,23,"Michael Vick pass complete to Trevor Gaylor for 12 yards, touchdown",2.630,7.000
4,0:21,,,SEA 12,24,24,Jay Feely kicks extra point good,0.000,0.000
4,0:21,,,ATL 30,24,24,"Jay Feely kicks off 70 yards, returned by James Williams for 21 yards (tackle by Gerald McBurrows)",0.000,0.340
4,0:12,1,10,SEA 21,24,24,Matt Hasselbeck pass complete to Shaun Alexander for 15 yards (tackle by Keith Brooking),0.340,1.330
4,0:02,1,10,SEA 21,,,Timeout #2 by Seattle Seahawks,0.340,1.330
4,0:02,1,10,SEA 36,24,24,Matt Hasselbeck pass incomplete intended for Jerramy Stevens (defended by Ray Buchanan),1.330,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
,,,,,,,"Falcons won the coin toss, Falcons to receive the overtime kickoff.",,
OT,15:00,,,SEA 30,24,24,"Rian Lindell kicks off 69 yards, returned by Allen Rossum for 17 yards (tackle by Terreal Bierria)",0.000,0.040
OT,14:55,1,10,ATL 18,24,24,Michael Vick pass complete to Alge Crumpler for 2 yards (tackle by Reggie Tongue),0.040,-0.130
OT,14:14,2,8,ATL 20,24,24,Warrick Dunn middle for 3 yards (tackle by Willie Williams and Marcus Bell),-0.130,-0.530
OT,13:37,3,5,ATL 23,24,24,Michael Vick pass complete to Brian Finneran for 7 yards (tackle by Willie Williams),-0.530,0.940
OT,13:12,1,10,ATL 30,24,24,"Michael Vick pass incomplete intended for Trevor Gaylor. Penalty on Doug Evans: Defensive Holding, 5 yards (no play)",0.940,1.270
OT,13:05,1,10,ATL 35,24,24,Michael Vick pass incomplete,1.270,0.720
OT,12:58,2,10,ATL 35,24,24,"Michael Vick pass complete to Warrick Dunn for 19 yards (tackle by John Randle). Penalty on Trevor Gaylor: Offensive Holding, 10 yards",0.720,1.940
OT,12:28,2,1,ATL 44,24,24,Michael Vick for 2 yards (tackle by Rocky Bernard),1.940,1.990
OT,11:50,1,10,ATL 46,24,24,Michael Vick pass complete to Trevor Gaylor for 13 yards (tackle by John Randle),1.990,2.850
OT,11:14,1,10,SEA 41,24,24,Michael Vick for 3 yards (tackle by Rocky Bernard),2.850,2.710
OT,10:35,2,7,SEA 38,24,24,Warrick Dunn middle for 5 yards (tackle by Antonio Cochran),2.710,2.680
OT,9:51,3,2,SEA 33,24,24,Michael Vick for 12 yards (tackle by Reggie Tongue),2.680,4.170
OT,9:22,1,10,SEA 21,24,24,Warrick Dunn left tackle for 6 yards (tackle by Marcus Robertson),4.170,4.550
OT,8:34,2,4,SEA 15,24,24,Michael Vick for -3 yards (tackle by Doug Evans),4.550,3.310
OT,8:18,2,4,SEA 15,,,Timeout #1 by Seattle Seahawks,4.550,3.310
OT,8:18,3,7,SEA 18,24,24,Jay Feely 36 yard field goal no good,3.310,-0.670
OT,8:13,1,10,SEA 26,24,24,Shaun Alexander middle for 3 yards (tackle by Ed Jasper),0.670,0.540
OT,7:37,2,7,SEA 29,24,24,Matt Hasselbeck pass complete to Jerramy Stevens for 1 yard (tackle by Sam Rogers),0.540,-0.030
OT,6:58,3,6,SEA 30,24,24,Matt Hasselbeck pass complete to Koren Robinson for 21 yards (tackle by Keith Brooking),-0.030,2.320
OT,6:20,1,10,ATL 49,24,24,Shaun Alexander right tackle for 3 yards (tackle by Matt Stewart),2.320,2.190
OT,5:40,2,7,ATL 46,24,24,Matt Hasselbeck pass complete to Darrell Jackson for 16 yards (tackle by Keion Carpenter),2.190,3.580
OT,5:04,1,10,ATL 30,24,24,Mack Strong middle for 3 yards (tackle by Chris Draft and Keith Brooking),3.580,3.440
OT,4:32,2,7,ATL 27,30,24,"Shaun Alexander for 27 yards, touchdown",3.440,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
