Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
1,3:30,1,10,JAX 44,7,0,David Garrard pass incomplete deep left intended for Matt Jones (defended by Jabari Greer),1.860,1.320
1,3:25,2,10,JAX 44,7,0,David Garrard pass complete short right to Dennis Northcutt for 14 yards (tackle by Terrence McGee),1.320,2.790
1,2:45,1,10,BUF 42,7,0,Fred Taylor left end for 1 yard (tackle by Paul Posluszny),2.790,2.380
1,2:03,2,9,BUF 41,7,0,David Garrard pass complete short middle to Reggie Williams for 8 yards (tackle by Paul Posluszny),2.380,2.740
1,1:20,3,1,BUF 33,7,0,David Garrard up the middle for 2 yards (tackle by Kyle Williams),2.740,3.510
1,0:41,1,10,BUF 31,7,0,David Garrard pass complete short left to Maurice Jones-Drew for 15 yards (tackle by Copeland Bryan),3.510,4.510
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 16,7,0,David Garrard pass complete short left to Maurice Jones-Drew for 5 yards (tackle by Donte Whitner),4.510,4.760
2,14:18,2,5,BUF 11,7,0,Fred Taylor up the middle for 1 yard (tackle by Jabari Greer),4.760,4.170
2,13:30,3,4,BUF 10,7,0,David Garrard pass incomplete short left intended for Matt Jones (defended by Jabari Greer),4.170,2.840
2,13:25,4,4,BUF 10,7,3,Josh Scobee 28 yard field goal good,2.840,3.000
2,,,,JAX 30,7,3,"Josh Scobee kicks off 69 yards, returned by Terrence McGee for 19 yards (tackle by Montell Owens)",0.000,0.280
2,13:16,1,10,BUF 20,7,3,Marshawn Lynch up the middle for 4 yards (tackle by Daryl Smith),0.280,0.270
2,12:49,2,6,BUF 24,7,3,Trent Edwards pass complete short middle to Josh Reed for 5 yards (tackle by Reggie Nelson),0.270,0.230
2,12:07,,,,7,3,Timeout #1 by Buffalo Bills,0.000,0.230
2,12:07,3,1,BUF 29,7,3,Trent Edwards pass complete short left to Fred Jackson for 33 yards (tackle by Reggie Nelson),0.230,3.050
2,11:24,1,10,JAX 38,7,3,Marshawn Lynch right end for no gain (tackle by Brian Williams),3.050,2.510
2,10:47,2,10,JAX 38,7,3,Marshawn Lynch right end for 5 yards (tackle by Rashean Mathis),2.510,2.480
2,10:05,3,5,JAX 33,7,3,Trent Edwards pass complete short left to Josh Reed for 16 yards (tackle by Drayton Florence),2.480,4.440
2,9:18,1,10,JAX 17,7,3,Trent Edwards pass complete short right to Josh Reed for 7 yards (tackle by Reggie Nelson),4.440,5.100
2,8:39,2,3,JAX 10,7,3,Fred Jackson up the middle for 3 yards (tackle by Rob Meier),5.100,5.600
2,7:57,1,7,JAX 7,7,3,Marshawn Lynch up the middle for 3 yards (tackle by Mike Peterson),5.600,5.340
2,7:13,2,4,JAX 4,7,3,Marshawn Lynch left end for 1 yard (tackle by Brian Williams),5.340,4.720
2,6:34,3,3,JAX 3,7,3,Trent Edwards pass incomplete short right intended for Robert Royal. Penalty on Marshawn Lynch: Offensive Pass Interference (Declined),4.720,3.040
2,6:24,4,3,JAX 3,10,3,Rian Lindell 21 yard field goal good,3.040,3.000
2,,,,BUF 30,10,3,"Rian Lindell kicks off 69 yards, returned by Brian Witherspoon for 31 yards (tackle by Bryan Scott). Penalty on Pierson Prioleau: Offensive Holding, 10 yards",0.000,0.410
2,6:15,1,10,JAX 22,10,3,Fred Taylor up the middle for 6 yards (tackle by Terrence McGee),0.410,0.680
2,5:38,2,4,JAX 28,10,3,Fred Taylor up the middle for -4 yards (tackle by Chris Kelsay),0.680,-0.560
2,4:56,3,8,JAX 24,10,3,David Garrard up the middle for 11 yards (tackle by Kawika Mitchell),-0.560,1.270
2,4:09,1,10,JAX 35,10,3,David Garrard pass complete short right to Dennis Northcutt for 13 yards (tackle by Terrence McGee),1.270,2.130
2,3:27,1,10,JAX 48,10,3,David Garrard pass incomplete,2.130,1.580
2,3:20,,,,10,3,Timeout #1 by Jacksonville Jaguars,0.000,1.580
2,3:20,2,10,JAX 48,10,3,David Garrard pass incomplete short middle intended for Reggie Williams,1.580,0.890
2,3:15,3,10,JAX 48,10,3,David Garrard pass incomplete short middle intended for Marcedes Lewis,0.890,-0.190
2,3:08,4,10,JAX 48,10,3,"Adam Podlesh punts 52 yards, touchback",-0.190,-0.280
2,2:59,1,10,BUF 20,10,3,Marshawn Lynch up the middle for 4 yards (tackle by Drayton Florence),0.280,0.270
2,2:17,2,6,BUF 24,10,3,Marshawn Lynch up the middle for 2 yards (tackle by Paul Spicer and Tony McDaniel),0.270,-0.160
2,2:00,3,4,BUF 26,10,3,Trent Edwards pass incomplete short middle intended for Josh Reed,-0.160,-1.630
2,1:55,4,4,BUF 26,10,3,"Brian Moorman punts 51 yards, returned by Maurice Jones-Drew for 15 yards (tackle by John DiGiorgio)",-1.630,-1.470
2,1:43,1,10,JAX 38,10,3,David Garrard pass complete short middle to Dennis Northcutt for 9 yards (tackle by Paul Posluszny),1.470,2.140
2,1:22,2,1,JAX 47,10,3,David Garrard pass complete short right to Reggie Williams for 12 yards (tackle by Donte Whitner),2.140,2.850
2,0:57,1,10,BUF 41,10,3,David Garrard pass complete short right to Marcedes Lewis for 13 yards (tackle by Paul Posluszny),2.850,3.710
2,0:57,,,,10,3,Timeout #2 by Jacksonville Jaguars,0.000,3.710
2,0:49,1,10,BUF 28,10,3,David Garrard pass complete short right to Maurice Jones-Drew for 5 yards (tackle by Paul Posluszny),3.710,3.840
2,0:27,2,5,BUF 23,10,3,David Garrard right end for 7 yards (tackle by Terrence McGee),3.840,4.510
2,0:14,,,,10,3,Timeout #3 by Jacksonville Jaguars,0.000,4.510
2,0:14,1,10,BUF 16,10,3,David Garrard pass incomplete deep right intended for Mike Sims-Walker is intercepted by Terrence McGee,4.510,-0.280
2,0:09,1,10,BUF 20,10,3,Trent Edwards kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,10,3,"Rian Lindell kicks off 67 yards, returned by Brian Witherspoon for 19 yards (tackle by Copeland Bryan). Penalty on Blake Costanzo: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,BUF 25,10,3,"Rian Lindell kicks off 76 yards, returned by Brian Witherspoon for 27 yards (tackle by Bryan Scott)",0.000,0.670
3,14:51,1,10,JAX 26,10,3,Fred Taylor up the middle for 8 yards (tackle by Keith Ellison),0.670,1.210
3,14:23,2,2,JAX 34,10,3,Fred Taylor up the middle for 2 yards (tackle by Kawika Mitchell),1.210,1.330
3,13:40,1,10,JAX 36,10,3,David Garrard pass complete short right to Matt Jones for 9 yards (tackle by Terrence McGee),1.330,2.010
3,13:03,2,1,JAX 45,10,3,Maurice Jones-Drew up the middle for no gain (tackle by Donte Whitner),2.010,1.290
3,12:24,3,1,JAX 45,10,3,David Garrard pass incomplete short left intended for Greg Estandia (defended by Marcus Stroud),1.290,-0.390
3,12:20,4,1,JAX 45,10,3,"Maurice Jones-Drew up the middle for 9 yards (tackle by Ko Simpson). Penalty on Paul Posluszny: Face Mask (15 Yards), 15 yards",-0.390,3.510
3,11:59,1,10,BUF 31,10,3,David Garrard pass complete short right to Matt Jones for 12 yards (tackle by Jabari Greer),3.510,4.310
3,11:36,1,10,BUF 19,10,3,Fred Taylor up the middle for no gain (tackle by Donte Whitner),4.310,3.750
3,10:55,,,,10,3,Timeout #1 by Jacksonville Jaguars,0.000,3.750
3,10:55,2,10,BUF 19,10,3,David Garrard pass complete short middle to Reggie Williams for 14 yards (tackle by Ko Simpson),3.750,6.060
3,10:14,1,5,BUF 5,10,3,Maurice Jones-Drew up the middle for 3 yards (tackle by Chris Kelsay),6.060,5.720
3,9:35,2,2,BUF 2,10,9,"Maurice Jones-Drew up the middle for 2 yards, touchdown",5.720,7.000
3,,,,BUF 2,10,10,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,10,10,"Josh Scobee kicks onside 9 yards, recovered by Pierson Prioleau (onside kick successful)",0.000,1.530
3,9:30,1,10,JAX 39,10,10,Fred Taylor right end for 13 yards (tackle by Donte Whitner),1.530,2.390
3,8:46,1,10,BUF 48,10,10,Fred Taylor up the middle for 12 yards (tackle by Terrence McGee),2.390,3.180
3,8:10,1,10,BUF 36,10,10,Maurice Jones-Drew up the middle for 4 yards (tackle by Kyle Williams),3.180,3.180
3,7:33,2,6,BUF 32,10,10,Maurice Jones-Drew left end for -1 yards (tackle by Jabari Greer and Kyle Williams),3.180,2.350
3,6:53,3,7,BUF 33,10,10,David Garrard right end for 1 yard (tackle by Ashton Youboty),2.350,1.250
3,6:11,4,6,BUF 32,10,13,Josh Scobee 50 yard field goal good,1.250,3.000
3,,,,JAX 30,10,13,"Josh Scobee kicks off 70 yards, returned by Leodis McKelvin for 21 yards (tackle by Gerald Sensabaugh)",0.000,0.340
3,5:59,1,10,BUF 21,10,13,Trent Edwards pass complete short right to Fred Jackson for 26 yards (tackle by Brian Williams),0.340,2.060
3,5:34,1,10,BUF 47,10,13,Trent Edwards pass complete short left to Marshawn Lynch for 8 yards (tackle by Clint Ingram),2.060,2.600
3,5:03,2,2,JAX 45,10,13,Marshawn Lynch left end for no gain (tackle by Paul Spicer),2.600,1.880
3,4:14,3,2,JAX 45,10,13,"Trent Edwards pass complete short left to Fred Jackson for 3 yards (tackle by Gerald Sensabaugh). Penalty on Mike Peterson: Defensive Holding, 5 yards (no play)",1.880,2.920
3,3:48,,,,10,13,Timeout #1 by Buffalo Bills,0.000,2.920
3,3:48,1,10,JAX 40,10,13,"Trent Edwards sacked by Quentin Groves for -7 yards. Trent Edwards fumbles (forced by Quentin Groves), recovered by Reggie Hayward at BUF-49 and returned for 4 yards",2.920,-3.180
,,,,,,,"BUF challenged the fumble ruling, and the play was upheld.",,
3,3:35,1,10,BUF 36,10,13,Fred Taylor up the middle for 1 yard (tackle by Terrence McGee),3.180,2.770
3,2:55,2,9,BUF 35,10,13,David Garrard pass complete short middle to Matt Jones for 8 yards (tackle by Jabari Greer),2.770,3.140
3,2:26,3,1,BUF 27,10,13,Maurice Jones-Drew up the middle for no gain (tackle by Bryan Scott),3.140,1.820
3,1:43,4,1,BUF 27,10,13,David Garrard left guard for 2 yards (tackle by Aaron Schobel),1.820,3.910
3,1:05,1,10,BUF 25,10,13,David Garrard pass incomplete deep left intended for Matt Jones,3.910,3.360
3,0:59,2,10,BUF 25,10,13,"Fred Taylor up the middle for 1 yard (tackle by Paul Posluszny). Penalty on Khalif Barnes: Offensive Holding, 10 yards (no play)",3.360,2.010
3,0:36,2,20,BUF 35,10,13,David Garrard for 9 yards,2.010,2.540
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,BUF 26,10,13,David Garrard pass complete short right to Fred Taylor for 5 yards (tackle by Ko Simpson),2.540,2.080
4,14:36,4,6,BUF 21,10,16,Josh Scobee 39 yard field goal good,2.080,3.000
4,,,,JAX 30,10,16,"Josh Scobee kicks off 71 yards, returned by Leodis McKelvin for 22 yards (tackle by Brian Iwuh)",0.000,0.340
4,14:26,1,10,BUF 21,10,16,Marshawn Lynch up the middle for 2 yards (tackle by Derrick Harvey),0.340,0.070
4,13:51,2,8,BUF 23,10,16,Trent Edwards pass complete short middle to Lee Evans for 12 yards (tackle by Gerald Sensabaugh),0.070,1.270
4,13:14,1,10,BUF 35,10,16,Trent Edwards pass complete short middle to James Hardy for 5 yards (tackle by Mike Peterson),1.270,1.400
4,12:35,2,5,BUF 40,10,16,Marshawn Lynch left end for 8 yards (tackle by Brian Williams),1.400,2.130
4,12:06,1,10,BUF 48,10,16,Fred Jackson up the middle for 2 yards (tackle by Tony McDaniel),2.130,1.850
4,11:29,2,8,,10,16,Trent Edwards pass incomplete short right intended for Robert Royal,1.850,1.160
4,11:21,3,8,,10,16,Trent Edwards pass complete short right to Fred Jackson for -2 yards (tackle by Brian Williams),1.160,-0.190
4,10:41,4,10,BUF 48,10,16,"Brian Moorman punts 41 yards, fair catch by Dennis Northcutt",-0.190,0.370
4,10:34,1,10,JAX 11,10,16,David Garrard pass complete short left to Matt Jones for 11 yards (tackle by Jabari Greer),-0.370,0.410
4,10:05,1,10,JAX 22,10,16,Fred Taylor left end for 3 yards (tackle by Aaron Schobel),0.410,0.270
4,9:22,2,7,JAX 25,10,16,Fred Taylor up the middle for 3 yards (tackle by Kyle Williams),0.270,-0.030
4,8:41,3,4,JAX 28,10,16,David Garrard pass complete short left to Reggie Williams for 2 yards (tackle by Ashton Youboty),-0.030,-1.370
4,8:11,4,2,JAX 30,10,16,"Adam Podlesh punts 49 yards, returned by Roscoe Parrish for 5 yards (tackle by Pierson Prioleau)",-1.370,-0.670
4,8:00,1,10,BUF 26,10,16,Marshawn Lynch up the middle for -2 yards (tackle by John Henderson and Paul Spicer),0.670,-0.140
4,7:24,2,12,BUF 24,10,16,Trent Edwards pass complete short right to Roscoe Parrish for 12 yards (tackle by Brian Williams),-0.140,1.330
4,6:38,1,10,BUF 36,10,16,Trent Edwards pass incomplete short right intended for James Hardy,1.330,0.790
4,6:34,2,10,BUF 36,10,16,Trent Edwards pass complete short left to Fred Jackson for 9 yards (tackle by Daryl Smith),0.790,1.290
4,5:50,3,1,BUF 45,10,16,Fred Jackson up the middle for 7 yards (tackle by Quentin Groves),1.290,2.390
4,5:11,1,10,JAX 48,10,16,Marshawn Lynch up the middle for 4 yards (tackle by Mike Peterson),2.390,2.390
4,4:33,2,6,JAX 44,10,16,Trent Edwards pass incomplete deep right intended for Roscoe Parrish,2.390,1.690
4,4:27,3,6,JAX 44,10,16,Trent Edwards pass complete deep left to Lee Evans for 37 yards (tackle by Gerald Sensabaugh),1.690,5.600
4,4:10,1,7,JAX 7,16,16,"Trent Edwards pass complete short right to James Hardy for 7 yards, touchdown",5.600,7.000
,,,,,,,"JAX challenged the pass completion ruling, and the play was upheld.",,
4,,,,JAX 2,17,16,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,17,16,"Rian Lindell kicks off 70 yards, touchback",0.000,0.280
4,4:10,1,10,JAX 20,17,16,David Garrard pass incomplete short left intended for Matt Jones,0.280,-0.270
4,4:06,2,10,JAX 20,17,16,David Garrard pass incomplete short middle intended for Dennis Northcutt,-0.270,-0.960
4,4:01,3,10,JAX 20,17,16,David Garrard sacked by Kyle Williams for -10 yards,-0.960,-2.490
4,3:35,4,20,JAX 10,17,16,"Adam Podlesh punts 49 yards, returned by Roscoe Parrish for 27 yards (tackle by Adam Podlesh)",-2.490,-3.450
4,3:21,1,10,JAX 32,17,16,Marshawn Lynch up the middle for 1 yard (tackle by Brian Williams),3.450,3.040
4,2:36,2,9,JAX 31,17,16,Trent Edwards pass complete short left to Derek Schouman for 11 yards (tackle by Mike Peterson),3.040,4.240
4,2:09,,,,17,16,Timeout #3 by Jacksonville Jaguars,0.000,4.240
4,2:09,1,10,JAX 20,17,16,Marshawn Lynch up the middle for 1 yard (tackle by Paul Spicer),4.240,3.820
4,2:00,2,9,JAX 19,17,16,Trent Edwards sacked by Reggie Hayward for -8 yards,3.820,2.080
4,1:15,3,17,JAX 27,17,16,Marshawn Lynch up the middle for no gain (tackle by Rob Meier and Mike Peterson),2.080,1.670
4,0:29,,,,17,16,Timeout #3 by Buffalo Bills,0.000,1.670
4,0:29,4,17,JAX 27,20,16,Rian Lindell 45 yard field goal good,1.670,3.000
4,,,,BUF 30,20,16,"Rian Lindell kicks off 49 yards, returned by Greg Jones for 10 yards (tackle by Blake Costanzo)",0.000,1.000
4,0:21,1,10,JAX 31,20,16,David Garrard pass incomplete deep left intended for Matt Jones,1.000,0.460
4,0:14,2,10,JAX 31,20,16,David Garrard pass incomplete short left intended for Matt Jones. Penalty on Matt Jones: Illegal Forward Pass,0.460,1.660
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
