Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
4,3:06,1,10,CLE 23,33,28,William Green right guard for 3 yards (tackle by Kendrell Bell and Casey Hampton),0.480,0.340
4,3:06,1,10,CLE 23,,,Timeout #2 by Pittsburgh Steelers,0.480,0.340
4,2:55,2,7,CLE 26,33,28,Kelly Holcomb pass incomplete intended for Quincy Morgan (defended by Dewayne Washington),0.340,-0.360
4,2:55,3,7,CLE 26,33,28,"Penalty on Kelly Holcomb: Delay of Game, 5 yards (no play)",-0.360,-1.020
4,2:49,3,12,CLE 21,33,28,Kelly Holcomb pass incomplete intended for Dennis Northcutt,-1.020,-1.960
4,2:42,4,12,CLE 21,33,28,"Chris Gardocki punts 40 yards, fair catch by Antwaan Randle El",-1.960,-1.530
4,2:35,1,10,PIT 39,33,28,Tommy Maddox pass complete to Plaxico Burress for 24 yards (tackle by Anthony Henry),1.530,3.120
4,2:35,1,10,CLE 37,33,28,Tommy Maddox pass incomplete intended for Plaxico Burress,3.120,2.570
4,1:56,2,10,CLE 37,33,28,Tommy Maddox pass complete to Hines Ward for 10 yards (tackle by Lewis Sanders),2.570,3.780
4,1:48,1,10,CLE 27,33,28,Tommy Maddox pass complete to Plaxico Burress for 17 yards (tackle by Corey Fuller),3.780,4.910
4,1:08,1,10,CLE 10,33,28,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Lewis Sanders),4.910,5.530
4,0:58,1,10,CLE 10,,,Timeout #3 by Pittsburgh Steelers,4.910,5.530
4,0:58,2,3,CLE 3,33,34,"Chris Fuamatu-Ma'afala middle for 3 yards, touchdown",5.530,7.000
4,0:58,2,,CLE 3,33,36,"Two Point Attempt: Antwaan Randle El pass complete to Jerame Tuman, conversion succeeds",1.000,1.000
4,0:58,,,PIT 30,33,36,"Jeff Reed kicks off 60 yards, returned by Andre' Davis for 14 yards (tackle by Chris Hope)",0.000,0.540
4,0:50,1,10,CLE 24,33,36,Kelly Holcomb pass complete to Kevin Johnson for 14 yards,0.540,1.470
4,0:43,1,10,CLE 38,33,36,Kelly Holcomb pass incomplete intended for Kevin Johnson (defended by Jason Gildon),1.470,0.920
4,0:39,2,10,CLE 38,33,36,Kelly Holcomb pass complete to Jamel White for 7 yards (tackle by Hank Poteat),0.920,1.160
4,0:19,3,3,CLE 45,33,36,Kelly Holcomb pass complete to Dennis Northcutt for 10 yards (tackle by Lee Flowers),1.160,2.590
4,0:08,1,10,PIT 45,33,36,Kelly Holcomb pass incomplete,2.590,2.040
4,0:07,2,10,PIT 45,33,36,Kelly Holcomb pass complete to Andre King for 16 yards (tackle by Deshea Townsend and Brent Alexander),2.040,1.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
