Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
2,2:04,4,9,TAM 24,0,0,Jeff Wilkins 42 yard field goal no good,1.870,-1.070
2,2:00,1,10,TAM 32,0,0,Michael Pittman for 11 yards,1.070,1.800
2,1:53,1,10,TAM 43,0,0,Jeff Garcia pass incomplete short right intended for Ike Hilliard,1.800,1.250
2,1:47,2,10,TAM 43,0,0,Jeff Garcia pass incomplete deep left intended for Alex Smith,1.250,0.560
2,1:39,3,10,TAM 43,0,0,Jeff Garcia pass complete short middle to Ike Hilliard for 15 yards (tackle by Corey Chavous),0.560,2.790
2,1:06,1,10,STL 42,0,0,Jeff Garcia pass incomplete short middle intended for Michael Clayton,2.790,2.240
2,0:53,2,10,STL 42,0,0,Jeff Garcia pass incomplete short right intended for Michael Pittman,2.240,1.550
2,0:50,3,10,STL 42,0,0,"Jeff Garcia pass complete short left to Michael Clayton for 12 yards (tackle by Brandon Chillar). Michael Clayton fumbles (forced by Brandon Chillar), recovered by Alex Smith at STL-30",1.550,3.510
2,0:45,,,,0,0,Timeout #1 by Tampa Bay Buccaneers,0.000,3.510
2,0:45,1,10,STL 31,0,0,Jeff Garcia pass complete short right to Joey Galloway for 8 yards (tackle by Will Witherspoon),3.510,4.050
2,0:27,,,,0,0,Timeout #2 by Tampa Bay Buccaneers,0.000,4.050
2,0:27,2,2,STL 23,0,0,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",4.050,3.370
2,0:27,2,7,STL 28,0,0,Jeff Garcia pass complete short right to Alex Smith for 11 yards (tackle by Corey Chavous),3.370,4.440
2,0:20,1,10,STL 17,0,0,Jeff Garcia spiked the ball,4.440,3.850
2,0:12,2,10,STL 17,0,0,Michael Pittman up the middle for 8 yards (tackle by James Hall),3.850,4.570
2,0:07,,,,0,0,Timeout #3 by Tampa Bay Buccaneers,0.000,4.570
2,0:07,3,2,STL 9,0,3,Matt Bryant 27 yard field goal good,4.570,3.000
2,,,,TAM 30,0,3,"Matt Bryant kicks off 45 yards, returned by Travis Minor for 3 yards (tackle by Ryan Nece)",0.000,0.940
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,0,3,"Jeff Wilkins kicks off 59 yards, returned by Mark Jones for 36 yards",0.000,2.060
3,14:50,1,10,TAM 47,0,3,Cadillac Williams up the middle for 7 yards (tackle by Ronald Bartell),2.060,2.460
3,14:19,2,3,STL 46,0,3,Cadillac Williams left guard for 4 yards (tackle by Ronald Bartell),2.460,2.790
3,13:34,1,10,STL 42,0,3,"Jeff Garcia pass incomplete short left intended for Michael Pittman. Penalty on Ronald Bartell: Defensive Holding, 5 yards (no play)",2.790,3.120
3,13:26,1,10,STL 37,0,3,Cadillac Williams up the middle for 2 yards (tackle by James Hall and Will Witherspoon),3.120,2.840
3,12:45,2,8,STL 35,0,3,Jeff Garcia pass complete short right to Joey Galloway for 10 yards (tackle by Lenny Walls),2.840,3.910
3,12:07,1,10,STL 25,0,3,Cadillac Williams right guard for 5 yards (tackle by Chris Draft),3.910,4.040
3,11:20,2,5,STL 20,0,3,Cadillac Williams right end for 13 yards (tackle by Ronald Bartell),4.040,5.600
3,10:48,1,7,STL 7,0,9,"Cadillac Williams right tackle for 7 yards, touchdown",5.600,7.000
3,,,,STL 2,0,10,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,0,10,"Matt Bryant kicks off 68 yards, returned by Dante Hall for 17 yards (tackle by B.J. Askew)",0.000,0.150
3,10:35,1,10,STL 19,0,10,Marc Bulger pass complete short left to Torry Holt for 16 yards (tackle by Tanard Jackson),0.150,1.270
3,10:00,1,10,STL 35,0,10,Steven Jackson left guard for 5 yards (tackle by Chris Hovan),1.270,1.400
3,9:24,2,5,STL 40,0,10,Steven Jackson up the middle for 1 yard (tackle by Derrick Brooks and Jovan Haye),1.400,0.830
3,8:41,3,4,STL 41,0,10,"Marc Bulger pass complete short right to Steven Jackson for 1 yard (tackle by Derrick Brooks). Steven Jackson fumbles (forced by Derrick Brooks), recovered by Torry Holt at STL-47",0.830,2.060
3,7:53,1,10,STL 47,0,10,Steven Jackson right guard for 14 yards (tackle by Jermaine Phillips),2.060,2.980
3,7:22,1,10,TAM 39,0,10,"Marc Bulger pass complete short right to Randy McMichael for 2 yards (tackle by Phillip Buchanon). Penalty on Derrick Brooks: Unnecessary Roughness, 15 yards",2.980,4.110
3,7:03,1,10,TAM 22,0,10,Marc Bulger pass complete short left to Drew Bennett for no gain,4.110,3.560
3,6:25,2,10,TAM 22,0,10,"Marc Bulger pass complete short right to Dante Hall for 2 yards (tackle by Barrett Ruud). Penalty on Ronde Barber: Taunting, 10 yards",3.560,4.910
3,5:54,1,10,TAM 10,0,10,Marc Bulger pass incomplete deep right intended for Drew Bennett is intercepted by Phillip Buchanon and returned for 19 yards (tackle by Adam Goldberg),4.910,0.320
3,5:42,1,10,TAM 13,0,10,Cadillac Williams right tackle for 2 yards (tackle by Will Witherspoon),-0.320,-0.570
3,5:23,2,8,TAM 15,0,10,Jeff Garcia sacked by Todd Johnson for -11 yards,-0.570,-2.470
3,4:50,3,19,TAM 4,0,10,Michael Pittman right tackle for 3 yards (tackle by Leonard Little and Brandon Chillar),-2.470,-2.490
3,4:14,4,16,TAM 7,0,10,"Josh Bidwell punts 57 yards, returned by Dante Hall for 10 yards (tackle by Tanard Jackson)",-2.490,-1.990
3,4:00,1,10,STL 46,0,10,Steven Jackson right tackle for 9 yards (tackle by Jermaine Phillips),1.990,2.670
3,3:23,2,1,TAM 45,0,10,Steven Jackson left guard for 6 yards (tackle by Tanard Jackson),2.670,2.980
3,2:46,1,10,TAM 39,0,10,Steven Jackson left guard for 4 yards (tackle by Barrett Ruud),2.980,2.980
3,2:06,2,6,TAM 35,0,10,Marc Bulger pass complete short right to Steven Jackson for 10 yards (tackle by Greg Peterson),2.980,3.910
3,1:30,1,10,TAM 25,0,10,Steven Jackson up the middle for -3 yards (tackle by Cato June),3.910,2.960
3,0:47,2,13,TAM 28,0,10,Marc Bulger pass incomplete short right intended for Travis Minor,2.960,2.280
3,0:43,3,13,TAM 28,0,10,Marc Bulger pass complete short right to Steven Jackson for 3 yards (tackle by Cato June),2.280,1.800
3,0:05,4,10,TAM 25,0,10,Jeff Wilkins 43 yard field goal no good,1.800,-1.140
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 33,0,10,"Cadillac Williams left guard for no gain (tackle by Clifton Ryan). Cadillac Williams fumbles (forced by Clifton Ryan), recovered by O.J. Atogwe at TAM-33 (tackle by B.J. Askew)",1.140,-3.380
,,,,,,,"TAM challenged the runner was down by contact ruling, and the play was upheld.",,
4,14:51,1,10,TAM 33,0,10,Steven Jackson right tackle for 4 yards (tackle by Cato June),3.380,3.380
4,14:17,2,6,TAM 29,0,10,Marc Bulger pass complete short left to Isaac Bruce for no gain,3.380,2.680
4,13:35,3,6,TAM 29,0,10,Marc Bulger pass complete deep middle to Torry Holt for 18 yards (tackle by Phillip Buchanon),2.680,4.840
4,12:59,1,10,TAM 11,0,10,Steven Jackson right guard for 2 yards (tackle by Greg Spires and Cato June),4.840,4.510
4,12:22,2,8,TAM 9,0,10,Steven Jackson up the middle for 2 yards (tackle by Kevin Carter),4.510,3.980
4,11:40,3,6,TAM 7,0,10,Marc Bulger pass incomplete short middle intended for Drew Bennett,3.980,2.980
4,11:36,4,6,TAM 7,3,10,Jeff Wilkins 25 yard field goal good,2.980,3.000
4,,,,STL 30,3,10,"Jeff Wilkins kicks off 70 yards, touchback",0.000,0.280
4,11:31,1,10,TAM 20,3,10,Jeff Garcia pass complete short right to Ike Hilliard for 17 yards (tackle by Chris Draft),0.280,1.400
4,10:45,1,10,TAM 37,3,10,Jeff Garcia pass complete short right to Michael Pittman for 16 yards (tackle by Chris Draft),1.400,2.460
4,9:55,1,10,STL 47,3,10,Earnest Graham right end for 4 yards (tackle by Leonard Little),2.460,2.450
4,9:12,2,6,STL 43,3,10,Jeff Garcia pass complete short left to Michael Pittman for 15 yards (tackle by Ronald Bartell),2.450,3.710
4,8:46,1,10,STL 28,3,10,Earnest Graham right guard for 20 yards (tackle by O.J. Atogwe),3.710,5.370
4,8:03,1,8,STL 8,3,16,"Earnest Graham right end for 8 yards, touchdown",5.370,7.000
4,,,,STL 2,3,17,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,3,17,"Matt Bryant kicks off 69 yards, returned by Dante Hall for 17 yards (tackle by Greg Peterson)",0.000,0.040
4,7:44,1,10,STL 18,3,17,Steven Jackson up the middle for 5 yards (tackle by Kevin Carter and Chris Hovan),0.040,0.280
4,7:19,2,5,STL 23,3,17,Marc Bulger pass incomplete short right intended for Randy McMichael,0.280,-0.530
4,7:14,3,5,STL 23,3,17,Marc Bulger sacked by Greg Peterson and Kevin Carter for -7 yards,-0.530,-2.390
4,6:51,4,12,STL 16,3,17,"Donnie Jones punts 59 yards, returned by Mark Jones for 35 yards (tackle by Richard Owens)",-2.390,-2.920
4,6:36,1,10,STL 40,3,17,Michael Pittman up the middle for 8 yards (tackle by Brandon Chillar),2.920,3.450
4,5:52,2,2,STL 32,3,17,Earnest Graham up the middle for 4 yards (tackle by La'Roi Glover),3.450,3.710
4,5:07,1,10,STL 28,3,23,"Earnest Graham up the middle for 28 yards, touchdown. Penalty on Corey Chavous: Face Mask (15 Yards), 15 yards",3.710,7.000
4,,,,STL 2,3,24,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 45,3,24,"Matt Bryant kicks off 55 yards, touchback",0.000,0.280
4,5:00,1,10,STL 20,3,24,Steven Jackson up the middle for 3 yards (tackle by Barrett Ruud and Gaines Adams),0.280,0.140
4,4:31,2,7,STL 23,3,24,Marc Bulger pass complete short middle to Randy McMichael for 11 yards (tackle by Barrett Ruud),0.140,1.200
4,4:08,1,10,STL 34,3,24,Marc Bulger pass incomplete short middle intended for Randy McMichael is intercepted by Barrett Ruud at STL-39 and returned for 2 yards (tackle by Randy McMichael),1.200,-3.120
4,4:01,1,10,STL 37,3,24,Earnest Graham left guard for 2 yards (tackle by Clifton Ryan and Chris Draft),3.120,2.840
4,3:19,2,8,STL 35,3,24,Earnest Graham left guard for 5 yards (tackle by Leonard Little),2.840,2.810
4,3:12,,,,3,24,Timeout #1 by St. Louis Rams,0.000,2.810
4,3:12,3,3,STL 30,3,24,Michael Clayton right end for 5 yards (tackle by Will Witherspoon),2.810,3.910
4,3:06,1,10,STL 25,3,24,Michael Pittman right tackle for 6 yards (tackle by Corey Chavous),3.910,4.200
4,2:21,2,4,STL 19,3,24,Michael Pittman up the middle for 8 yards (tackle by O.J. Atogwe),4.200,4.840
4,2:00,1,10,STL 11,3,24,Earnest Graham right end for 4 yards (tackle by O.J. Atogwe),4.840,4.890
4,2:00,2,6,STL 7,3,24,Jeff Garcia kneels for no gain,4.890,3.980
4,0:38,3,6,STL 7,3,24,Jeff Garcia kneels for -1 yards,3.980,2.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
