Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 69 yards, returned by Josh Cribbs for 36 yards (tackle by Matt Slater)",0.000,1.400
1,14:50,1,10,CLE 37,0,0,Colt McCoy pass complete deep middle to Mohamed Massaquoi for 21 yards (tackle by Devin McCourty),1.400,2.790
1,14:05,1,10,NWE 42,0,0,Peyton Hillis right guard for 18 yards (tackle by Devin McCourty and Brandon Meriweather),2.790,3.970
1,13:26,1,10,NWE 24,0,0,Mike Bell right tackle for 2 yards (tackle by Vince Wilfork),3.970,3.700
1,12:42,2,8,NWE 22,0,0,Mike Bell left tackle for 1 yard (tackle by Mike Wright and Jerod Mayo),3.700,3.140
1,11:59,3,7,NWE 21,0,0,Colt McCoy pass incomplete deep right intended for Chansi Stuckey (defended by Jonathan Wilhite),3.140,2.060
1,11:53,4,7,NWE 21,0,3,Phil Dawson 38 yard field goal good,2.060,3.000
1,,,,CLE 30,0,3,"Phil Dawson kicks off 51 yards, muffed catch by Sammy Morris, recovered by Ray Ventrone at NWE-19.",0.000,4.310
1,11:47,1,10,NWE 19,0,3,Colt McCoy pass complete short right to Evan Moore for 17 yards (tackle by Devin McCourty),4.310,6.740
1,11:17,1,2,NWE 2,0,9,"Peyton Hillis right guard for 2 yards, touchdown",6.740,7.000
1,,,,NWE 2,0,10,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,0,10,"Phil Dawson kicks off 66 yards, returned by Brandon Tate for 28 yards (tackle by Mike Adams)",0.000,1.070
1,11:05,1,10,NWE 32,0,10,BenJarvus Green-Ellis left guard for 3 yards (tackle by Ahtyba Rubin and Eric Barton),1.070,0.930
1,10:23,2,7,NWE 35,0,10,Tom Brady pass incomplete short right intended for Rob Gronkowski,0.930,0.230
1,10:19,3,7,NWE 35,0,10,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Mike Adams),0.230,-1.040
1,10:14,4,7,NWE 35,0,10,Zoltan Mesko punts 38 yards,-1.040,-0.740
1,10:08,1,10,CLE 27,0,10,Peyton Hillis left guard for 8 yards (tackle by Jerod Mayo and Brandon Meriweather),0.740,1.280
1,9:27,2,2,CLE 35,0,10,Colt McCoy pass incomplete short middle intended for Ben Watson (defended by James Sanders),1.280,0.560
1,9:22,3,2,CLE 35,0,10,Peyton Hillis right guard for 1 yard (tackle by Jermaine Cunningham and Brandon Spikes),0.560,-0.980
1,8:45,4,1,CLE 36,0,10,Colt McCoy middle for 3 yards (tackle by Myron Pryor),-0.980,1.530
1,8:00,,,,0,10,Timeout #1 by Cleveland Browns,0.000,1.530
1,8:00,1,10,CLE 39,0,10,"Peyton Hillis for 16 yards (tackle by Jermaine Cunningham). Peyton Hillis fumbles (forced by Jermaine Cunningham), recovered by Brandon Meriweather at NWE-36 (tackle by Mohamed Massaquoi)",1.530,-1.330
1,7:50,1,10,NWE 36,0,10,BenJarvus Green-Ellis right tackle for 2 yards (tackle by Abram Elam),1.330,1.060
1,7:12,2,8,NWE 38,0,10,Tom Brady pass complete short right to Deion Branch for 10 yards (tackle by Eric Wright),1.060,2.130
1,6:54,1,10,NWE 48,0,10,BenJarvus Green-Ellis left tackle for 2 yards (tackle by Scott Fujita),2.130,1.850
1,6:10,2,8,,0,10,BenJarvus Green-Ellis left guard for -1 yards (tackle by Chris Gocong),1.850,1.020
1,5:29,3,9,NWE 49,0,10,Tom Brady pass incomplete deep left intended for Danny Woodhead,1.020,-0.130
1,5:24,4,9,NWE 49,0,10,"Zoltan Mesko punts 51 yards, touchback",-0.130,-0.280
1,5:17,1,10,CLE 20,0,10,Colt McCoy pass complete short left to Peyton Hillis for 3 yards (tackle by Brandon Meriweather),0.280,0.140
1,4:42,2,7,CLE 23,0,10,Peyton Hillis left guard for 5 yards (tackle by Jerod Mayo and Vince Wilfork),0.140,0.100
1,3:56,3,2,CLE 28,0,10,Peyton Hillis right guard for 8 yards (tackle by James Sanders),0.100,1.330
1,3:15,1,10,CLE 36,0,10,Colt McCoy pass complete short middle to Mohamed Massaquoi for 22 yards (tackle by Jerod Mayo),1.330,2.790
1,2:32,1,10,NWE 42,0,10,Colt McCoy pass incomplete deep right intended for Josh Cribbs,2.790,2.240
1,2:25,2,10,NWE 42,0,10,Peyton Hillis right guard for 3 yards (tackle by Brandon Spikes and Jerod Mayo),2.240,1.950
1,1:40,,,,0,10,Timeout #2 by Cleveland Browns,0.000,1.950
1,1:40,3,7,NWE 39,0,10,"Penalty on Floyd Womack: False Start, 5 yards (no play)",1.950,1.290
1,1:40,3,12,NWE 44,0,10,Colt McCoy pass incomplete deep left intended for Ben Watson,1.290,0.330
1,1:31,4,12,NWE 44,0,10,"Reggie Hodges punts 34 yards, fair catch by Wes Welker",0.330,0.380
1,1:24,1,10,NWE 10,0,10,Tom Brady pass incomplete short left intended for Rob Gronkowski,-0.380,-0.780
1,1:20,2,10,NWE 10,0,10,BenJarvus Green-Ellis left tackle for 5 yards (tackle by Scott Fujita),-0.780,-0.840
1,0:35,3,5,NWE 15,0,10,Tom Brady pass incomplete short right intended for Brandon Tate,-0.840,-2.440
1,0:29,4,5,NWE 15,0,10,"Zoltan Mesko punts 36 yards, fair catch by Josh Cribbs",-2.440,-2.190
1,0:23,1,10,CLE 49,0,10,Peyton Hillis left tackle for 2 yards (tackle by Brandon Meriweather),2.190,1.920
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NWE 49,0,10,Colt McCoy pass complete short right to Chansi Stuckey for 4 yards (tackle by Jonathan Wilhite),1.920,1.750
2,14:28,3,4,NWE 45,0,10,Colt McCoy pass complete short left to Chansi Stuckey for 2 yards (tackle by Jonathan Wilhite),1.750,0.400
2,13:51,4,2,NWE 43,0,10,"Reggie Hodges punts 22 yards, fair catch by Wes Welker",0.400,-0.340
2,13:44,1,10,NWE 21,0,10,Tom Brady sacked by Ahtyba Rubin for -9 yards,0.340,-1.440
2,13:25,2,19,NWE 12,0,10,Tom Brady pass complete deep middle to Rob Gronkowski for 22 yards (tackle by Abram Elam),-1.440,1.200
2,12:57,1,10,NWE 34,0,10,Danny Woodhead left tackle for 7 yards (tackle by Abram Elam and Marcus Benard),1.200,1.600
2,12:23,2,3,NWE 41,0,10,Tom Brady pass incomplete short left intended for Wes Welker,1.600,0.890
2,12:18,3,3,NWE 41,0,10,Tom Brady pass complete short left to Danny Woodhead for 26 yards (tackle by T.J. Ward),0.890,3.380
2,11:42,1,10,CLE 33,0,10,Danny Woodhead right tackle for 6 yards (tackle by Raymond Ventrone),3.380,3.650
2,11:15,2,4,CLE 27,0,10,BenJarvus Green-Ellis right tackle for 3 yards (tackle by Abram Elam),3.650,3.340
2,10:47,3,1,CLE 24,0,10,BenJarvus Green-Ellis right guard for no gain (tackle by Chris Gocong),3.340,2.020
2,10:05,4,1,CLE 24,0,10,Tom Brady pass complete short left to Sammy Morris for 22 yards (tackle by Abram Elam),2.020,6.740
2,9:25,1,2,CLE 2,0,10,BenJarvus Green-Ellis left tackle for no gain (tackle by Ahtyba Rubin),6.740,5.720
2,8:48,2,2,CLE 2,6,10,"Tom Brady pass complete short left to Aaron Hernandez for 2 yards, touchdown",5.720,7.000
2,,,,CLE 2,7,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,10,"Stephen Gostkowski kicks off 40 yards, returned by Marcus Benard for 10 yards (tackle by Danny Woodhead)",0.000,1.600
2,8:36,1,10,CLE 40,7,10,Peyton Hillis left guard for 4 yards (tackle by Jerod Mayo),1.600,1.590
2,8:00,2,6,CLE 44,7,10,Josh Cribbs right tackle for 1 yard (tackle by Rob Ninkovich),1.590,1.030
2,7:16,3,5,CLE 45,7,10,Colt McCoy pass complete short right to Mohamed Massaquoi for 7 yards (tackle by Devin McCourty),1.030,2.390
2,6:35,1,10,NWE 48,7,10,Josh Cribbs right tackle for 1 yard,2.390,1.980
2,6:35,2,9,NWE 47,7,10,Colt McCoy pass complete deep left to Ben Watson for 24 yards (tackle by Kyle Arrington and James Sanders),1.980,4.040
2,5:06,1,10,NWE 23,7,10,Colt McCoy pass incomplete deep right intended for Ben Watson,4.040,3.500
2,5:01,2,10,NWE 23,7,10,Peyton Hillis right guard for 6 yards (tackle by Vince Wilfork and Rob Ninkovich),3.500,3.660
2,4:16,3,4,NWE 17,7,10,Colt McCoy pass complete short right to Josh Cribbs for 6 yards (tackle by Devin McCourty),3.660,4.840
2,3:30,1,10,NWE 11,7,16,"Chansi Stuckey left end for 11 yards, touchdown",4.840,7.000
2,,,,NWE 2,7,17,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,7,17,"Phil Dawson kicks off 51 yards, returned by Dan Connolly for 11 yards (tackle by Nick Sorensen)",0.000,0.940
2,3:18,1,10,NWE 30,7,17,Tom Brady pass incomplete deep middle intended for Deion Branch,0.940,0.390
2,3:12,2,10,NWE 30,7,17,"Penalty on Shaun Rogers: Defensive Offside, 5 yards (no play)",0.390,1.070
2,3:09,2,5,NWE 35,7,17,Danny Woodhead left tackle for 6 yards (tackle by Scott Fujita),1.070,1.660
2,2:43,1,10,NWE 41,7,17,Danny Woodhead right guard for no gain (tackle by Matt Roth),1.660,1.120
2,2:03,2,10,NWE 41,7,17,Tom Brady pass complete short left to Wes Welker for 4 yards (tackle by T.J. Ward and Sheldon Brown),1.120,0.960
2,1:57,3,6,NWE 45,7,17,Tom Brady pass complete short middle to Aaron Hernandez for 22 yards (tackle by T.J. Ward),0.960,3.380
2,1:34,1,10,CLE 33,7,17,Danny Woodhead left tackle for 3 yards (tackle by Derreck Robinson and Abram Elam),3.380,3.240
2,1:01,2,7,CLE 30,7,17,Tom Brady pass complete short middle to Wes Welker for 10 yards (tackle by T.J. Ward),3.240,4.240
2,0:37,1,10,CLE 20,7,17,Tom Brady pass complete short right to Wes Welker for 11 yards (tackle by T.J. Ward and Joe Haden),4.240,5.140
2,0:30,,,,7,17,Timeout #1 by New England Patriots,0.000,5.140
2,0:30,1,9,CLE 9,7,17,"Tom Brady pass complete short right to Rob Gronkowski for 6 yards (tackle by Abram Elam). Rob Gronkowski fumbles (forced by Abram Elam), recovered by Abram Elam at CLE-2",5.140,0.380
2,0:22,1,10,CLE 2,7,17,Colt McCoy middle for 1 yard (tackle by Brandon Spikes),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,7,17,"Phil Dawson kicks off 54 yards, returned by Sammy Morris for 4 yards (tackle by T.J. Ward)",0.000,0.280
3,14:55,1,10,NWE 20,7,17,Tom Brady pass complete short middle to Aaron Hernandez for 10 yards (tackle by Eric Wright),0.280,0.940
3,14:16,1,10,NWE 30,7,17,Danny Woodhead right guard for 6 yards (tackle by Shaun Rogers and Scott Fujita),0.940,1.200
3,13:52,2,4,NWE 36,7,17,Danny Woodhead right tackle for 12 yards (tackle by Abram Elam and Ahtyba Rubin),1.200,2.130
3,13:19,1,10,NWE 48,7,17,Tom Brady pass incomplete deep middle intended for Aaron Hernandez (defended by Eric Wright),2.130,1.580
3,13:14,2,10,NWE 48,7,17,"Penalty on Aaron Hernandez: False Start, 5 yards (no play)",1.580,0.910
3,13:14,2,15,NWE 43,7,17,Tom Brady pass incomplete short right intended for Brandon Tate,0.910,0.230
3,13:09,3,15,NWE 43,7,17,Tom Brady pass incomplete deep middle intended for Aaron Hernandez,0.230,-0.520
3,13:04,4,15,NWE 43,7,17,Zoltan Mesko punts 42 yards (tackle by James Sanders),-0.520,-0.810
3,12:53,1,10,CLE 28,7,17,Peyton Hillis left guard for 5 yards (tackle by Jermaine Cunningham and Brandon Deaderick),0.810,0.940
3,12:12,2,5,CLE 33,7,17,Peyton Hillis left guard for 5 yards (tackle by James Sanders),0.940,1.470
3,11:28,1,10,CLE 38,7,17,Peyton Hillis left guard for 4 yards (tackle by Brandon Spikes and Jerod Mayo),1.470,1.460
3,10:48,2,6,CLE 42,7,17,Peyton Hillis right guard for 5 yards (tackle by Vince Wilfork and Jermaine Cunningham),1.460,1.420
3,10:07,3,1,CLE 47,7,17,Peyton Hillis left tackle for 3 yards (tackle by Kyle Arrington),1.420,2.260
3,9:23,1,10,,7,17,Mike Bell left guard for 3 yards (tackle by Ron Brace),2.260,2.120
3,8:40,2,7,NWE 47,7,17,Colt McCoy pass complete short right to Mohamed Massaquoi for 8 yards (tackle by Devin McCourty),2.120,2.980
3,8:00,1,10,NWE 39,7,17,Peyton Hillis left guard for 8 yards (tackle by Kyle Arrington),2.980,3.520
3,7:19,2,2,NWE 31,7,17,Colt McCoy pass complete deep right to Brian Robiskie for 20 yards (tackle by Kyle Arrington),3.520,4.840
3,7:19,1,10,NWE 11,7,17,"Penalty on CLE: Delay of Game, 5 yards (no play)",4.840,4.340
3,6:05,1,15,NWE 16,7,23,"Colt McCoy left end for 16 yards, touchdown",4.340,7.000
,,,,,,,"NWE challenged the runner broke the plane ruling, and the play was upheld.",,
3,,,,NWE 2,7,24,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,7,24,"Phil Dawson kicks off 47 yards, fair catch by Alge Crumpler",0.000,0.480
3,5:53,1,10,NWE 23,7,24,Tom Brady pass complete short right to Rob Gronkowski for 14 yards (tackle by Scott Fujita),0.480,1.400
3,5:32,1,10,NWE 37,7,24,Tom Brady pass complete short middle to Deion Branch for 11 yards (tackle by T.J. Ward),1.400,2.130
3,5:01,1,10,NWE 48,7,24,Danny Woodhead right tackle for 3 yards (tackle by Shaun Rogers and Eric Barton),2.130,1.990
3,4:29,2,7,CLE 49,7,24,"Tom Brady pass incomplete short left intended for Danny Woodhead. Penalty on Rob Gronkowski: Offensive Holding, 10 yards (no play)",1.990,0.640
3,4:23,2,17,NWE 41,7,24,Tom Brady pass complete short right to Rob Gronkowski for 5 yards (tackle by Scott Fujita),0.640,0.630
3,3:51,3,12,NWE 46,7,24,Tom Brady pass incomplete deep middle intended for Brandon Tate (defended by Joe Haden),0.630,-0.320
3,3:43,4,12,NWE 46,7,24,"Zoltan Mesko punts 40 yards, returned by Josh Cribbs for 5 yards (tackle by Matt Slater)",-0.320,-0.150
3,3:33,1,10,CLE 19,7,24,Peyton Hillis right guard for 4 yards (tackle by Tully Banta-Cain and Myron Pryor),0.150,0.210
3,2:56,2,6,CLE 23,7,24,Peyton Hillis right guard for 3 yards (tackle by Ron Brace and Myron Pryor),0.210,-0.160
3,2:11,3,3,CLE 26,7,24,Colt McCoy pass complete short left to Peyton Hillis for 4 yards (tackle by Jerod Mayo),-0.160,0.940
3,1:42,1,10,CLE 30,7,24,Peyton Hillis left tackle for 4 yards (tackle by Brandon Deaderick),0.940,0.930
3,0:58,2,6,CLE 34,7,24,Mike Bell right guard for 3 yards (tackle by Jerod Mayo and Brandon Spikes),0.930,0.630
3,0:12,3,3,CLE 37,7,24,Colt McCoy pass complete deep right to Peyton Hillis for 29 yards (tackle by Brandon Meriweather),0.630,3.310
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 34,7,24,Peyton Hillis left tackle for 2 yards (tackle by Tully Banta-Cain),3.310,3.040
4,14:22,2,8,NWE 32,7,24,Colt McCoy pass complete short right to Josh Cribbs for 7 yards (tackle by James Sanders),3.040,3.270
4,13:36,3,1,NWE 25,7,24,Lawrence Vickers right guard for 2 yards (tackle by Rob Ninkovich),3.270,4.040
4,12:53,1,10,NWE 23,7,24,Peyton Hillis left guard for 5 yards (tackle by Ron Brace),4.040,4.210
4,12:08,2,5,NWE 18,7,24,Mike Bell right guard for -3 yards (tackle by Ron Brace),4.210,3.070
4,11:27,3,8,NWE 21,7,24,Mike Bell right guard for 1 yard (tackle by Rob Ninkovich and Brandon Spikes),3.070,2.120
4,10:49,4,7,NWE 20,7,27,Phil Dawson 37 yard field goal good,2.120,3.000
4,,,,CLE 30,7,27,"Phil Dawson kicks off 44 yards, returned by Alge Crumpler for 5 yards (tackle by Blake Costanzo)",0.000,1.000
4,10:38,1,10,NWE 31,7,27,Tom Brady pass complete short right to Danny Woodhead for 12 yards (tackle by Joe Haden),1.000,1.800
4,10:23,1,10,NWE 43,7,27,Tom Brady middle for 1 yard (tackle by Chris Gocong),1.800,1.390
4,9:57,2,9,NWE 44,7,27,Tom Brady pass incomplete short right intended for Danny Woodhead,1.390,0.690
4,9:52,3,9,NWE 44,7,27,Tom Brady pass complete short right to Brandon Tate for 12 yards,0.690,2.650
4,9:38,1,10,CLE 44,7,27,Danny Woodhead left guard for 11 yards (tackle by Eric Wright),2.650,3.380
4,9:05,1,10,CLE 33,7,27,"Penalty on Deion Branch: False Start, 5 yards (no play)",3.380,3.050
4,8:37,1,15,CLE 38,7,27,Tom Brady pass incomplete short middle intended for Wes Welker,3.050,2.160
4,8:33,2,15,CLE 38,7,27,Tom Brady pass incomplete short left intended for Danny Woodhead,2.160,1.490
4,8:29,3,15,CLE 38,7,27,Tom Brady pass complete short middle to Aaron Hernandez for 13 yards (tackle by Eric Wright),1.490,1.930
4,8:01,4,2,CLE 25,7,27,Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by Eric Wright),1.930,4.650
4,7:37,1,10,CLE 14,7,27,Tom Brady pass incomplete short middle intended for Aaron Hernandez,4.650,4.000
4,7:31,2,10,CLE 14,7,27,Tom Brady pass incomplete short right intended for Deion Branch,4.000,3.110
4,7:27,3,10,CLE 14,7,27,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Mike Adams),3.110,2.510
4,7:23,4,10,CLE 14,7,27,"Tom Brady pass incomplete short middle intended for Rob Gronkowski. Penalty on Raymond Ventrone: Defensive Pass Interfere, 13 yards (no play)",2.510,6.970
4,7:18,1,1,CLE 1,7,27,BenJarvus Green-Ellis right guard for no gain (tackle by Chris Gocong),6.970,5.910
4,6:42,2,1,CLE 1,13,27,"Tom Brady pass complete short right to Aaron Hernandez for 1 yard, touchdown",5.910,7.000
4,,,,CLE 2,14,27,Wes Welker kicks extra point good,0.000,0.000
4,,,,NWE 30,14,27,"Wes Welker kicks off 45 yards, returned by Josh Cribbs for 15 yards (tackle by Dane Fletcher)",0.000,1.600
4,6:31,1,10,CLE 40,14,27,Peyton Hillis left guard for -5 yards (tackle by Gerard Warren),1.600,0.380
4,5:48,2,15,CLE 35,14,27,Peyton Hillis right guard for 15 yards (tackle by Tully Banta-Cain),0.380,2.260
4,5:00,1,10,,14,27,Peyton Hillis left guard for 2 yards (tackle by Gerard Warren and Brandon Spikes),2.260,1.980
4,4:16,2,8,NWE 48,14,27,Peyton Hillis right tackle for 9 yards (tackle by Brandon Meriweather),1.980,2.980
4,3:29,1,10,NWE 39,14,27,Peyton Hillis left guard for 4 yards (tackle by Tully Banta-Cain),2.980,2.980
4,2:47,2,6,NWE 35,14,33,"Peyton Hillis right tackle for 35 yards, touchdown",2.980,7.000
4,,,,NWE 2,14,34,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,14,34,"Phil Dawson kicks off 40 yards, returned by Dan Connolly for 8 yards (tackle by Raymond Ventrone)",0.000,1.470
4,2:34,1,10,NWE 38,14,34,Brian Hoyer pass incomplete short middle intended for Aaron Hernandez,1.470,0.920
4,2:29,2,10,NWE 38,14,34,Brian Hoyer pass incomplete deep middle intended for Julian Edelman is intercepted by Eric Wright at CLE-40,0.920,-1.600
4,2:20,1,10,CLE 40,14,34,Peyton Hillis right guard for 3 yards (tackle by Tully Banta-Cain),1.600,1.460
4,2:00,2,7,CLE 43,14,34,Lawrence Vickers right guard for 2 yards (tackle by Tully Banta-Cain),1.460,1.030
4,1:16,3,5,CLE 45,14,34,Lawrence Vickers right guard for 2 yards (tackle by Brandon Spikes and Shawn Crable),1.030,-0.260
4,0:31,4,3,CLE 47,14,34,Reggie Hodges punts 51 yards,-0.260,0.380
4,0:20,1,10,NWE 2,14,34,Brian Hoyer kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
