Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
1,9:26,4,15,WAS 18,0,0,"Tress Way punts 58 yards, returned by Velus Jones for 10 yards (tackle by Armani Rogers and Jeremy Reaves)",-2.240,-1.200
1,9:16,1,10,CHI 34,0,0,Justin Fields pass complete short left to Cole Kmet for 15 yards (tackle by Darrick Forrest),1.200,2.190
1,8:35,1,10,CHI 49,0,0,"Justin Fields pass complete short middle to Cole Kmet for no gain (tackle by Kamren Curl and John Ridgeway). Penalty on Larry Borom: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.190,1.860
1,8:12,1,15,CHI 44,0,0,David Montgomery left end for 7 yards (tackle by Cole Holcomb),1.860,1.920
1,7:39,2,8,WAS 49,0,0,Justin Fields pass complete short middle to Dante Pettis for 19 yards (tackle by Kamren Curl),1.920,3.580
1,7:03,1,10,WAS 30,0,0,Justin Fields scrambles right end for 5 yards (tackle by Kamren Curl),3.580,3.710
1,6:27,2,5,WAS 25,0,0,David Montgomery right guard for 2 yards (tackle by Rachad Wildgoose),3.710,3.270
1,5:48,3,3,WAS 23,0,0,Justin Fields pass complete short left to Darnell Mooney for 2 yards (tackle by Bobby McCain),3.270,2.210
1,5:10,4,1,WAS 21,0,0,Justin Fields up the middle for 2 yards (tackle by Cole Holcomb),2.210,4.310
1,4:32,1,10,WAS 19,0,0,David Montgomery right tackle for 5 yards (tackle by James Smith-Williams),4.310,4.530
1,3:49,2,5,WAS 14,0,0,Velus Jones left end for 8 yards (tackle by Rachad Wildgoose),4.530,5.830
1,3:10,1,6,WAS 6,0,0,David Montgomery left guard for 1 yard (tackle by Kamren Curl),5.830,5.150
1,2:27,2,5,WAS 5,0,0,Justin Fields pass short middle (defended by Efe Obada) intended for Cole Kmet is intercepted by Jonathan Allen at WAS-5 and returned for 1 yard (tackle by Teven Jenkins),5.150,0.380
1,2:18,1,10,WAS 6,0,0,Brian Robinson left guard for no gain (tackle by Roquan Smith) (no play),-0.380,-0.490
1,1:51,1,13,WAS 3,0,0,Brian Robinson right tackle for 3 yards (tackle by Joe Thomas and Armon Watts),-0.490,-0.780
1,1:14,2,10,WAS 6,0,0,Carson Wentz pass complete short middle to Cole Turner for 18 yards (tackle by Eddie Jackson),-0.780,0.540
1,0:36,1,10,WAS 24,0,0,Brian Robinson left end for 5 yards (tackle by Nicholas Morrow and Armon Watts),0.540,0.670
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,WAS 29,0,0,Carson Wentz pass incomplete short left intended for J.D. McKissic,0.670,-0.030
2,14:56,3,5,WAS 29,0,0,Carson Wentz sacked by Roquan Smith for -5 yards,-0.030,-1.770
2,14:13,4,10,WAS 24,0,0,"Tress Way punts 51 yards, returned by Velus Jones for 6 yards (tackle by Khaleke Hudson and David Mayo)",-1.770,-1.000
2,14:01,1,10,CHI 31,0,0,Khalil Herbert left end for 63 yards (tackle by Casey Toohill and Efe Obada),1.000,5.830
2,13:10,1,6,WAS 6,0,0,Justin Fields scrambles left end for no gain (tackle by Darrick Forrest) (no play),5.830,6.510
2,12:51,1,3,WAS 3,0,0,Khalil Herbert left guard for no gain (tackle by Bobby McCain and Montez Sweat),6.510,5.530
2,12:13,2,3,WAS 3,0,0,Justin Fields pass incomplete short right intended for Ryan Griffin,5.530,4.720
2,12:06,3,3,WAS 3,0,0,Justin Fields scrambles left tackle for 2 yards (tackle by Bobby McCain and Darrick Forrest),4.720,3.550
2,11:25,4,1,WAS 1,0,0,Khalil Herbert left guard for no gain (tackle by Montez Sweat and Cole Holcomb),3.550,0.380
2,11:18,1,10,WAS 1,0,0,Brian Robinson left guard for 1 yard (tackle by Roquan Smith),-0.380,-0.710
2,10:34,2,9,WAS 2,0,0,Brian Robinson left tackle for 4 yards (tackle by Nicholas Morrow and Jaylon Johnson),-0.710,-0.840
2,9:52,3,5,WAS 6,0,0,Carson Wentz pass complete short left to Terry McLaurin for 17 yards (tackle by Jaquan Brisker and Eddie Jackson),-0.840,0.480
2,9:13,1,10,WAS 23,0,0,Carson Wentz pass incomplete short right intended for Antonio Gibson (defended by Kyler Gordon),0.480,-0.070
2,9:06,2,10,WAS 23,0,0,Carson Wentz pass complete short right to Cole Turner for 5 yards (tackle by Kyler Gordon),-0.070,-0.100
2,8:19,3,5,WAS 28,0,0,Carson Wentz pass incomplete deep left intended for Dyami Brown,-0.100,-1.500
2,8:14,4,5,WAS 28,0,0,Tress Way punts 49 yards downed by Jeremy Reaves,-1.500,-0.480
2,8:03,1,10,CHI 23,0,0,Justin Fields pass complete deep right to Darnell Mooney for 26 yards (tackle by Benjamin St-Juste),0.480,2.190
2,7:31,1,10,CHI 49,0,0,David Montgomery left end for 3 yards (tackle by Cole Holcomb),2.190,2.050
2,6:53,2,7,WAS 48,0,0,David Montgomery left guard for 4 yards (tackle by Jonathan Allen),2.050,1.880
2,6:14,3,3,WAS 44,0,0,Justin Fields pass incomplete deep right intended for Darnell Mooney,1.880,0.330
2,6:09,4,3,WAS 44,0,0,"Trenton Gill punts 27 yards, fair catch by Dax Milne at WAS-17",0.330,0.060
2,6:01,1,10,WAS 17,0,0,Carson Wentz pass complete short right to Terry McLaurin for 14 yards (tackle by Roquan Smith),-0.060,1.000
2,5:25,1,10,WAS 31,0,0,Brian Robinson left guard for 3 yards (tackle by Armon Watts and Nicholas Morrow),1.000,0.870
2,4:43,2,7,WAS 34,0,0,Carson Wentz pass complete short right to Curtis Samuel for 3 yards (tackle by Kindle Vildor),0.870,0.560
2,3:57,3,4,WAS 37,0,0,Carson Wentz pass incomplete short right intended for J.D. McKissic,0.560,-0.910
2,3:54,4,4,WAS 37,0,0,"Tress Way punts 42 yards, fair catch by Velus Jones at CHI-21",-0.910,-0.340
2,3:47,1,10,CHI 21,0,0,Khalil Herbert right guard for 1 yard (tackle by Jamin Davis),0.340,-0.070
2,3:19,2,9,CHI 22,0,0,Justin Fields pass complete short left to Darnell Mooney for 5 yards (tackle by Jamin Davis),-0.070,-0.100
2,2:38,3,4,CHI 27,0,0,Justin Fields pass incomplete short right intended for Darnell Mooney,-0.100,-1.570
2,2:34,4,4,CHI 27,0,0,"Trenton Gill punts 54 yards, returned by Dax Milne for 14 yards (tackle by Khari Blasingame). Penalty on Christian Holmes: Offensive Holding, 10 yards (accepted)",-1.570,-0.480
2,2:23,1,10,WAS 23,0,0,Terry McLaurin right end for 5 yards (tackle by Kindle Vildor),0.480,0.610
2,2:00,2,5,WAS 28,0,0,Carson Wentz pass incomplete short right intended for Cam Sims (defended by Kindle Vildor),0.610,-0.100
2,1:56,3,5,WAS 28,0,0,"Carson Wentz pass incomplete deep left intended for Curtis Samuel. Penalty on Kyler Gordon: Defensive Pass Interference, 17 yards (accepted) (no play)",-0.100,1.930
2,1:50,1,10,WAS 45,0,0,Carson Wentz pass incomplete short left intended for J.D. McKissic,1.930,1.380
2,1:46,2,10,WAS 45,0,0,"Carson Wentz pass incomplete deep left intended for Terry McLaurin. Penalty on Jaylon Johnson: Defensive Pass Interference, 15 yards (accepted) (no play)",1.380,2.920
2,1:41,1,10,CHI 40,0,0,Carson Wentz pass incomplete deep middle intended for Curtis Samuel,2.920,2.370
2,1:36,2,10,CHI 40,0,0,J.D. McKissic left tackle for 16 yards (tackle by Eddie Jackson),2.370,3.970
2,1:10,1,10,CHI 24,0,0,J.D. McKissic left guard for 4 yards (tackle by Angelo Blackson),3.970,3.970
2,0:58,,,,,,Timeout #1 by Washington Commanders,,
2,0:58,2,6,CHI 20,0,0,Carson Wentz pass incomplete short middle intended for Curtis Samuel,3.970,3.270
2,0:54,3,6,CHI 20,0,0,Carson Wentz pass incomplete deep left intended for Terry McLaurin (defended by Jaylon Johnson),3.270,2.150
2,0:50,4,6,CHI 20,3,0,Joey Slye 38 yard field goal good,2.150,3.000
2,0:46,,,WAS 35,3,0,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,0:46,1,10,CHI 25,3,0,Justin Fields sacked by Kamren Curl for no gain,0.610,0.060
2,0:37,2,10,CHI 25,3,0,Justin Fields scrambles left tackle for 4 yards (tackle by Jonathan Allen),0.060,-0.100
2,0:30,,,,,,Timeout #1 by Chicago Bears,,
2,0:30,3,6,CHI 29,3,0,Justin Fields scrambles right end for 11 yards (tackle by Benjamin St-Juste and Cole Holcomb),-0.100,1.600
2,0:18,,,,,,Timeout #2 by Washington Commanders,,
2,0:18,1,10,CHI 40,3,0,Justin Fields pass incomplete short left intended for Dante Pettis,1.600,1.050
2,0:14,2,10,CHI 40,3,0,Justin Fields pass complete short middle to Dante Pettis for 15 yards (tackle by Rachad Wildgoose),1.050,2.590
2,0:05,,,,,,Timeout #2 by Chicago Bears,,
2,0:05,1,10,WAS 45,3,0,Justin Fields pass incomplete deep middle (defended by Bobby McCain),2.590,2.040
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,0,"Cairo Santos kicks off 67 yards, returned by Antonio Gibson for 27 yards (tackle by Elijah Hicks and Jack Sanborn)",0.000,0.610
3,14:55,1,10,WAS 25,3,0,Brian Robinson left end for 4 yards (tackle by Armon Watts and Roquan Smith),0.610,0.600
3,14:18,2,6,WAS 29,3,0,Brian Robinson left end for 7 yards (tackle by Roquan Smith),0.600,1.330
3,13:35,1,10,WAS 36,3,0,"Terry McLaurin right end for 6 yards. Terry McLaurin fumbles (forced by Eddie Jackson), recovered by Terry McLaurin at WAS-42 (tackle by Eddie Jackson)",1.330,1.600
3,12:49,2,4,WAS 42,3,0,Antonio Gibson right guard for 2 yards (tackle by Roquan Smith and Jaquan Brisker),1.600,1.160
3,12:07,3,2,WAS 44,3,0,Carson Wentz sacked by Al-Quadin Muhammad for no gain,1.160,-0.460
3,11:27,4,2,WAS 44,3,0,Tress Way punts 50 yards downed by Christian Holmes,-0.460,0.380
3,11:13,1,10,CHI 6,3,0,David Montgomery left guard for 2 yards (tackle by Jamin Davis),-0.380,-0.630
3,10:31,2,8,CHI 8,3,0,Justin Fields pass incomplete deep right intended for Darnell Mooney,-0.630,-1.190
3,10:28,3,8,CHI 8,3,0,Justin Fields pass complete short left to Velus Jones for 10 yards (tackle by James Smith-Williams and Cole Holcomb),-1.190,0.040
3,9:53,1,10,CHI 18,3,0,David Montgomery left end for 3 yards (tackle by Efe Obada),0.040,0.010
3,9:21,2,7,CHI 21,3,0,Justin Fields pass complete short left to Darnell Mooney for 4 yards (tackle by Kendall Fuller),0.010,-0.270
3,8:49,3,3,CHI 25,3,0,David Montgomery right end for 13 yards (tackle by Rachad Wildgoose and Efe Obada),-0.270,1.470
3,8:19,1,10,CHI 38,3,0,Justin Fields pass complete short right to Darnell Mooney for 21 yards (tackle by Darrick Forrest),1.470,2.850
3,7:42,1,10,WAS 41,3,0,Equanimeous St. Brown left end for 1 yard (tackle by Kendall Fuller),2.850,2.440
3,7:23,2,9,WAS 40,3,6,"Justin Fields pass complete deep left to Dante Pettis for 40 yards, touchdown Penalty on WAS: Defensive Too Many Men on Field, 5 yards (declined)",2.440,7.000
3,7:16,,,WAS 15,3,7,Cairo Santos kicks extra point good,0.000,0.000
3,7:16,,,CHI 35,3,7,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,7:16,1,10,WAS 25,3,7,Carson Wentz pass complete short left to Terry McLaurin for 10 yards (tackle by Jaylon Johnson),0.610,1.270
3,6:36,1,10,WAS 35,3,7,Antonio Gibson left end for 18 yards (tackle by Eddie Jackson),1.270,2.460
3,6:00,1,10,CHI 47,3,7,Carson Wentz pass complete short middle to Dax Milne for 5 yards (tackle by Nicholas Morrow),2.460,2.590
3,5:22,2,5,CHI 42,3,7,Carson Wentz pass complete short right to Antonio Gibson for 8 yards (tackle by Roquan Smith),2.590,3.310
3,4:53,1,10,CHI 34,3,7,Antonio Gibson right tackle for 3 yards (tackle by Roquan Smith),3.310,3.180
3,4:10,2,7,CHI 31,3,7,Antonio Gibson left end for 9 yards (tackle by Kyler Gordon),3.180,4.110
3,3:25,1,10,CHI 22,3,7,Carson Wentz pass complete short left to Antonio Gibson for 5 yards (tackle by Kyler Gordon and Nicholas Morrow),4.110,4.290
3,2:50,2,5,CHI 17,3,7,Brian Robinson left end for 4 yards (tackle by Roquan Smith and Jaquan Brisker),4.290,4.390
3,2:02,3,1,CHI 13,3,7,Brian Robinson left tackle for 3 yards (tackle by Robert Quinn),4.390,4.910
3,1:17,1,10,CHI 10,3,7,Carson Wentz pass complete short middle to Curtis Samuel for 3 yards (tackle by Kyler Gordon),4.910,4.760
3,0:39,2,7,CHI 7,3,7,Carson Wentz left end for 2 yards (tackle by Kyler Gordon),4.760,4.260
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,CHI 5,3,7,"Penalty on Cam Sims: False Start, 5 yards (accepted) (no play)",4.260,3.130
4,15:00,3,10,CHI 10,3,7,Carson Wentz pass incomplete short middle intended for Curtis Samuel (defended by Justin Jones),3.130,2.760
4,14:55,4,10,CHI 10,6,7,Joey Slye 28 yard field goal good,2.760,3.000
4,14:51,,,WAS 35,6,7,"Joey Slye kicks off 65 yards, returned by Velus Jones for 22 yards (tackle by Christian Holmes and Darrick Forrest)",0.000,0.410
4,14:45,1,10,CHI 22,6,7,Justin Fields scrambles left guard for 1 yard (tackle by Daron Payne and Casey Toohill),0.410,0.000
4,14:05,2,9,CHI 23,6,7,Khalil Herbert left end for 1 yard (tackle by Kendall Fuller),0.000,-0.560
4,13:23,3,8,CHI 24,6,7,Justin Fields scrambles right guard for 10 yards (tackle by Rachad Wildgoose),-0.560,1.200
4,12:40,1,10,CHI 34,6,7,Khalil Herbert left guard for 6 yards (tackle by Kendall Fuller),1.200,1.470
4,11:59,2,4,CHI 40,6,7,Khalil Herbert up the middle for 3 yards (tackle by Cole Holcomb and Daron Payne),1.470,1.160
4,11:20,3,1,CHI 43,6,7,Justin Fields sacked by Montez Sweat for -13 yards,1.160,-1.370
4,10:47,4,14,CHI 30,6,7,"Trenton Gill punts 51 yards, returned by Dax Milne for 14 yards (tackle by Khalil Herbert)",-1.370,-1.140
4,10:34,1,10,WAS 33,6,7,Brian Robinson left tackle for -2 yards (tackle by Mike Pennel),1.140,0.320
4,9:58,2,12,WAS 31,6,7,Carson Wentz pass complete short left to Cam Sims for 6 yards (tackle by Jaylon Johnson),0.320,0.430
4,9:11,3,6,WAS 37,6,7,Carson Wentz pass complete short middle to Antonio Gibson for 5 yards (tackle by Nicholas Morrow),0.430,-0.590
4,8:18,4,1,WAS 42,6,7,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",-0.590,-0.910
4,8:18,4,6,WAS 37,6,7,"Tress Way punts 57 yards, recovered by Christian Holmes at CHI-6",-0.910,5.830
4,8:06,1,6,CHI 6,6,7,Brian Robinson left guard for 5 yards (tackle by Kyler Gordon),5.830,5.910
4,7:25,2,1,CHI 1,12,7,"Brian Robinson left guard for 1 yard, touchdown",5.910,7.000
4,7:21,,,CHI 2,12,7,Two Point Attempt: Carson Wentz pass incomplete intended for Curtis Samuel,1.000,-1.000
4,7:21,,,WAS 35,12,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,7:21,1,10,CHI 25,12,7,Justin Fields scrambles left end for 5 yards (tackle by Rachad Wildgoose),0.610,0.740
4,6:44,2,5,CHI 30,12,7,Justin Fields right end for no gain (tackle by Montez Sweat),0.740,0.040
4,6:13,3,5,CHI 30,12,7,"Justin Fields sacked by Jonathan Allen for no gain. Penalty on Benjamin St-Juste: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.040,1.270
4,5:49,1,10,CHI 35,12,7,David Montgomery right end for 6 yards (tackle by Cole Holcomb),1.270,1.530
4,5:17,2,4,CHI 41,12,7,David Montgomery left end for 6 yards (tackle by Cole Holcomb),1.530,2.060
4,4:36,1,10,CHI 47,12,7,David Montgomery left tackle for 2 yards (tackle by Jonathan Allen),2.060,1.790
4,4:00,2,8,CHI 49,12,7,David Montgomery right tackle for 9 yards (tackle by Kamren Curl),1.790,2.790
4,3:19,1,10,WAS 42,12,7,Justin Fields pass incomplete short right intended for Cole Kmet,2.790,2.240
4,3:16,2,10,WAS 42,12,7,Ihmir Smith-Marsette left end for -1 yards (tackle by Montez Sweat),2.240,1.420
4,2:39,3,11,WAS 43,12,7,Justin Fields pass incomplete short left intended for Dante Pettis,1.420,0.400
4,2:34,4,11,WAS 43,12,7,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.400,0.070
4,2:34,4,16,WAS 48,12,7,Justin Fields pass incomplete short middle intended for Ihmir Smith-Marsette,0.070,-2.130
4,2:28,1,10,WAS 48,12,7,Brian Robinson left tackle for 16 yards (tackle by Nicholas Morrow),2.130,3.180
4,2:16,,,,,,Timeout #1 by Chicago Bears,,
4,2:16,1,10,CHI 36,12,7,Brian Robinson right tackle for 1 yard (tackle by Jaquan Brisker and Armon Watts),3.180,2.770
4,2:09,,,,,,Timeout #2 by Chicago Bears,,
4,2:09,2,9,CHI 35,12,7,Brian Robinson left guard for 2 yards (tackle by Al-Quadin Muhammad and Nicholas Morrow),2.770,2.350
4,2:00,3,7,CHI 33,12,7,Antonio Gibson right guard for 3 yards (tackle by Armon Watts),2.350,1.460
4,1:54,,,,,,Timeout #3 by Chicago Bears,,
4,1:54,4,4,CHI 30,12,7,Joey Slye 48 yard field goal no good,1.460,-1.470
4,1:49,1,10,CHI 38,12,7,"Justin Fields sacked by Jonathan Allen for -5 yards. Justin Fields fumbles (forced by Jonathan Allen), recovered by David Montgomery at CHI-33 (tackle by Jonathan Allen)",1.470,0.250
4,1:30,2,15,CHI 33,12,7,Justin Fields pass complete short right to Dante Pettis for 10 yards,0.250,0.890
4,1:26,3,5,CHI 43,12,7,Justin Fields pass complete short right to David Montgomery for 13 yards (tackle by Darrick Forrest and Cole Holcomb),0.890,2.650
4,1:05,1,10,WAS 44,12,7,Justin Fields scrambles left end for 39 yards (tackle by Rachad Wildgoose),2.650,6.060
4,0:52,,,,,,Timeout #1 by Washington Commanders,,
4,0:52,1,5,WAS 5,12,7,Justin Fields scrambles right end for 1 yard (tackle by Cole Holcomb),6.060,5.340
4,0:45,2,4,WAS 4,12,7,Justin Fields pass incomplete short right intended for Darnell Mooney (defended by James Smith-Williams),5.340,4.490
4,0:42,3,4,WAS 4,12,7,Justin Fields pass incomplete short right intended for Dante Pettis (defended by Darrick Forrest),4.490,3.030
4,0:35,,,,,,Timeout #2 by Washington Commanders,,
4,0:35,4,4,WAS 4,12,7,Justin Fields pass complete short right to Darnell Mooney for 3 yards (tackle by Benjamin St-Juste),3.030,0.380
4,0:30,1,10,WAS 1,12,7,Carson Wentz up the middle for no gain (tackle by Roquan Smith),-0.380,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
