Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,ATL 30,0,0,"Michael Koenen kicks off 58 yards, returned by Josh Cribbs for 13 yards (tackle by Chris Owens)",0.000,0.610
1,14:55,1,10,CLE 25,0,0,Seneca Wallace pass complete short right to Peyton Hillis for 15 yards (tackle by Thomas DeCoud),0.610,1.600
1,14:31,1,10,CLE 40,0,0,Peyton Hillis right guard for 3 yards (tackle by William Moore),1.600,1.460
1,14:01,2,7,CLE 43,0,0,"Peyton Hillis left guard for 1 yard (tackle by Jonathan Babineaux). Peyton Hillis fumbles (forced by Jonathan Babineaux), recovered by William Moore at CLE-47 (tackle by Joe Thomas)",1.460,-2.460
1,13:52,1,10,CLE 47,0,0,Michael Turner right guard for 6 yards (tackle by Ahtyba Rubin and Robaire Smith),2.460,2.720
1,13:15,2,4,CLE 41,0,0,Matt Ryan pass incomplete short left intended for Tony Gonzalez,2.720,2.010
1,13:10,3,4,CLE 41,0,0,Matt Ryan sacked by Marcus Benard for -5 yards,2.010,0.200
1,12:37,4,9,CLE 46,0,0,"Penalty on Sean Weatherspoon: False Start, 5 yards (no play)",0.200,-0.130
1,12:11,4,14,ATL 49,0,0,"Michael Koenen punts 42 yards, fair catch by Josh Cribbs",-0.130,0.380
1,12:02,1,10,CLE 9,0,0,Seneca Wallace pass complete short right to Mohamed Massaquoi for 12 yards (tackle by Mike Peterson and Brent Grimes),-0.380,0.340
1,11:27,1,10,CLE 21,0,0,Seneca Wallace pass incomplete short left intended for Peyton Hillis,0.340,-0.200
1,11:22,2,10,CLE 21,0,0,Peyton Hillis left end for 3 yards (tackle by Thomas DeCoud and Corey Peters),-0.200,-0.490
1,10:40,3,7,CLE 24,0,0,Seneca Wallace pass complete short right to Robert Royal for 6 yards (tackle by Brent Grimes),-0.490,-1.370
1,10:04,4,1,CLE 30,0,0,Reggie Hodges punts 42 yards,-1.370,-0.870
1,9:54,1,10,ATL 29,0,0,Michael Turner left guard for 4 yards (tackle by Ahtyba Rubin),0.870,0.870
1,9:21,2,6,ATL 33,0,0,Michael Turner left tackle for 7 yards (tackle by Robaire Smith),0.870,1.600
1,8:40,1,10,ATL 40,0,0,Matt Ryan pass incomplete short left intended for Michael Turner,1.600,1.050
1,8:35,2,10,ATL 40,0,0,Matt Ryan pass incomplete short right intended for Tony Gonzalez,1.050,0.370
1,8:31,3,10,ATL 40,0,0,Matt Ryan pass incomplete short left intended for Brian Finneran (defended by Sheldon Brown),0.370,-0.720
1,8:26,4,10,ATL 40,0,0,"Michael Koenen punts 45 yards, muffed catch by Josh Cribbs, recovered by Josh Cribbs and returned for 3 yards (tackle by Jason Snelling)",-0.720,-0.040
1,8:16,1,10,CLE 18,0,0,Jerome Harrison left tackle for 2 yards (tackle by Mike Peterson),0.040,-0.130
1,7:45,2,8,CLE 20,0,0,Jerome Harrison left tackle for 1 yard (tackle by Jonathan Babineaux and Vance Walker),-0.130,-0.790
1,7:04,3,7,CLE 21,0,0,Seneca Wallace pass complete short middle to Josh Cribbs for 8 yards (tackle by Sean Weatherspoon),-0.790,0.870
1,6:18,1,10,CLE 29,0,0,Seneca Wallace sacked by John Abraham for -6 yards,0.870,-0.480
1,5:51,2,16,CLE 23,0,0,Jerome Harrison right guard for 2 yards (tackle by Curtis Lofton and Kroy Biermann),-0.480,-0.890
1,5:51,3,14,CLE 25,0,0,"Penalty on Tony Pashos: False Start, 5 yards (no play)",-0.890,-1.550
1,4:56,3,19,CLE 20,0,0,Lawrence Vickers left guard for 3 yards (tackle by Sean Weatherspoon and John Abraham),-1.550,-1.830
1,4:22,4,16,CLE 23,0,0,"Reggie Hodges punts 57 yards, returned by Eric Weems for 8 yards (tackle by Nick Sorensen)",-1.830,-0.810
1,4:10,1,10,ATL 28,0,0,Michael Turner right guard for 4 yards (tackle by Eric Barton and Ahtyba Rubin),0.810,0.800
1,3:24,2,6,ATL 32,0,0,Matt Ryan pass incomplete short right intended for Roddy White (defended by Eric Wright),0.800,0.100
1,3:20,3,6,ATL 32,0,0,Matt Ryan pass complete short left to Harry Douglas for 11 yards (tackle by Mike Adams),0.100,1.800
1,2:41,1,10,ATL 43,0,0,Jason Snelling left tackle for 4 yards (tackle by Marcus Benard),1.800,1.790
1,2:00,2,6,ATL 47,0,0,Matt Ryan pass incomplete short middle intended for Justin Peelle (defended by Chris Gocong),1.790,1.090
1,1:56,3,6,ATL 47,0,0,"Matt Ryan pass complete short middle to Roddy White for 18 yards (tackle by T.J. Ward). Penalty on Marcus Benard: Roughing the Passer, 15 yards",1.090,4.240
1,1:22,1,10,CLE 20,0,0,Matt Ryan pass incomplete short middle intended for Michael Turner,4.240,3.690
1,1:17,2,10,CLE 20,0,0,"Michael Turner left tackle for 5 yards (tackle by Chris Gocong and Scott Fujita). Penalty on Kenyon Coleman: Unnecessary Roughness, 8 yards",3.690,5.600
1,0:49,1,7,CLE 7,0,0,Michael Turner left tackle for 1 yard (tackle by Eric Barton),5.600,4.950
1,0:08,2,6,CLE 6,0,0,Michael Turner left tackle for no gain (tackle by Matt Roth and Robaire Smith),4.950,4.040
Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,CLE 6,0,0,Matt Ryan pass incomplete short right intended for Brian Finneran,4.040,2.990
2,14:52,4,6,CLE 6,3,0,Matt Bryant 24 yard field goal good,2.990,3.000
2,,,,ATL 30,3,0,"Michael Koenen kicks off 60 yards, returned by Josh Cribbs for 34 yards (tackle by Chris Owens)",0.000,1.860
2,14:39,1,10,CLE 44,3,0,Seneca Wallace pass complete short left to Mohamed Massaquoi for 14 yards (tackle by Dunta Robinson and Sean Weatherspoon),1.860,2.790
2,14:02,1,10,ATL 42,3,0,Seneca Wallace pass complete short right to Chansi Stuckey for 18 yards (tackle by Curtis Lofton),2.790,3.970
2,13:14,1,10,ATL 24,3,0,Seneca Wallace pass incomplete deep left intended for Mohamed Massaquoi,3.970,3.430
2,13:07,2,10,ATL 24,3,0,Seneca Wallace pass complete short right to Ben Watson for 5 yards (tackle by Mike Peterson),3.430,3.410
2,12:25,3,5,ATL 19,3,6,"Seneca Wallace pass complete short left to Peyton Hillis for 19 yards, touchdown",3.410,7.000
2,,,,ATL 2,3,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,3,7,"Phil Dawson kicks off 72 yards, returned by Eric Weems for 20 yards (tackle by Nick Sorensen)",0.000,0.040
2,12:14,1,10,ATL 18,3,7,Michael Turner left tackle for 9 yards (tackle by Ahtyba Rubin and T.J. Ward),0.040,0.820
2,11:30,2,1,ATL 27,3,7,Matt Ryan pass complete deep right to Roddy White for 19 yards (tackle by T.J. Ward),0.820,1.990
2,11:04,1,10,ATL 46,3,7,Michael Turner left tackle for -2 yards (tackle by Robaire Smith and Scott Fujita),1.990,1.180
2,10:22,2,12,ATL 44,3,7,Matt Ryan pass incomplete short right intended for Roddy White,1.180,0.500
2,10:18,3,12,ATL 44,3,7,Matt Ryan pass complete short left to Tony Gonzalez for 16 yards (tackle by Sheldon Brown and Mike Adams),0.500,2.920
2,9:31,1,10,CLE 40,3,7,Jason Snelling right guard for 2 yards (tackle by Kenyon Coleman),2.920,2.640
2,8:54,2,8,CLE 38,3,7,Jason Snelling left guard for 3 yards (tackle by Ahtyba Rubin and Chris Gocong),2.640,2.340
2,8:13,3,5,CLE 35,3,7,Matt Ryan middle for 7 yards (tackle by Abram Elam),2.340,3.710
2,7:36,1,10,CLE 28,3,7,Matt Ryan pass complete short left to Tony Gonzalez for 9 yards (tackle by Sheldon Brown),3.710,4.420
2,7:03,2,1,CLE 19,3,7,Michael Turner right guard for 3 yards (tackle by Sheldon Brown),4.420,4.510
2,6:29,1,10,CLE 16,3,7,Michael Turner left tackle for 2 yards (tackle by David Bowens),4.510,4.210
2,5:52,,,,3,7,Timeout #1 by Cleveland Browns,0.000,4.210
2,5:52,2,8,CLE 14,3,7,Matt Ryan pass complete short left to Jason Snelling for 2 yards (tackle by Sheldon Brown and David Bowens),4.210,3.730
2,5:13,3,6,CLE 12,3,7,Matt Ryan pass incomplete short right intended for Tony Gonzalez,3.730,2.660
2,5:04,4,6,CLE 12,6,7,Matt Bryant 30 yard field goal good,2.660,3.000
2,,,,ATL 30,,,"Michael Koenen kicks off 55 yards, returned by Jerome Harrison for 9 yards (tackle by Coy Wire)",,
2,4:56,1,10,CLE 24,6,7,Seneca Wallace pass complete short right to Mohamed Massaquoi for 9 yards (tackle by Sean Weatherspoon),0.540,1.210
2,4:37,2,1,CLE 33,6,7,Jerome Harrison right guard for -1 yards (tackle by Chauncey Davis and Brent Grimes),1.210,0.370
2,3:50,,,,6,7,Timeout #2 by Cleveland Browns,0.000,0.370
2,3:50,3,2,CLE 32,6,7,"Penalty on Ben Watson: False Start, 5 yards (no play)",0.370,-0.300
2,3:50,3,7,CLE 27,6,7,Seneca Wallace pass incomplete short middle intended for Ben Watson (defended by Sean Weatherspoon),-0.300,-1.570
2,3:47,4,7,CLE 27,6,7,Reggie Hodges punts 40 yards,-1.570,-1.140
2,3:34,1,10,ATL 33,6,7,Michael Turner right guard for 55 yards (tackle by Abram Elam),1.140,4.780
2,2:46,1,10,CLE 12,6,7,Jason Snelling left tackle for no gain (tackle by Eric Barton and Matt Roth),4.780,4.100
2,2:00,2,10,CLE 12,6,7,Matt Ryan pass incomplete short right intended for Roddy White,4.100,3.120
2,1:52,3,10,CLE 12,6,7,Matt Ryan pass incomplete short middle intended for Jason Snelling (defended by Matt Roth),3.120,2.630
2,1:46,4,10,CLE 12,6,7,"Matt Bryant 30 yard field goal no good, blocked by T.J. Ward",2.630,-0.280
2,1:42,1,10,CLE 20,6,7,Seneca Wallace pass complete deep middle to Chansi Stuckey for 19 yards (tackle by Dunta Robinson),0.280,1.530
2,1:13,1,10,CLE 39,6,7,Seneca Wallace pass complete short middle to Peyton Hillis for 14 yards (tackle by Chris Owens and Sean Weatherspoon),1.530,2.460
2,0:48,1,10,ATL 47,6,7,Seneca Wallace pass incomplete short right intended for Peyton Hillis,2.460,1.910
2,0:44,2,10,ATL 47,6,7,Seneca Wallace sacked by John Abraham for -9 yards,1.910,0.040
2,0:25,,,,6,7,Timeout #3 by Cleveland Browns,0.000,0.040
2,0:25,3,19,CLE 44,6,7,Jake Delhomme pass complete short left to Chansi Stuckey for 6 yards (tackle by John Abraham),0.040,-0.060
Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,6,7,"Phil Dawson kicks off 69 yards, returned by Eric Weems for 14 yards (tackle by T.J. Ward)",0.000,-0.220
3,14:55,1,10,ATL 15,6,7,Matt Ryan pass complete short left to Michael Palmer for 11 yards (tackle by Chris Gocong),-0.220,0.670
3,14:13,1,10,ATL 26,6,7,Matt Ryan pass complete short right to Tony Gonzalez for 6 yards (tackle by Matt Roth),0.670,0.940
3,13:52,2,4,ATL 32,6,7,Michael Turner right guard for 2 yards (tackle by Chris Gocong and Kenyon Coleman),0.940,0.500
3,13:13,3,2,ATL 34,6,7,"Matt Ryan sacked by Scott Fujita for -9 yards. Matt Ryan fumbles (forced by Scott Fujita), recovered by Kenyon Coleman at ATL-25",0.500,-3.970
3,13:04,1,10,ATL 24,6,7,Jake Delhomme pass complete short left to Robert Royal for 7 yards (tackle by Dunta Robinson and Kroy Biermann),3.970,4.460
3,12:21,2,3,ATL 17,6,7,Josh Cribbs pass complete short right to Lawrence Vickers for 10 yards (tackle by Brent Grimes),4.460,5.600
3,11:37,1,7,ATL 7,6,7,Jake Delhomme pass incomplete short middle intended for Josh Cribbs (defended by Thomas DeCoud),5.600,4.760
3,11:32,2,7,ATL 7,6,7,Peyton Hillis left guard for 5 yards (tackle by Curtis Lofton and William Moore),4.760,4.950
3,10:48,3,2,ATL 2,6,7,"Jake Delhomme for no gain. Jake Delhomme fumbles, recovered by Peyton Hillis at ATL-2",4.950,3.250
3,10:00,4,2,ATL 2,6,10,Phil Dawson 19 yard field goal good,3.250,3.000
3,,,,CLE 30,,,"Phil Dawson kicks off 70 yards, returned by Eric Weems for 32 yards (tackle by Joe Haden)",,
3,9:51,1,10,ATL 32,6,10,Michael Turner left tackle for 3 yards (tackle by Kenyon Coleman and Robaire Smith),1.070,0.930
3,9:12,2,7,ATL 35,6,10,Matt Ryan pass complete short left to Tony Gonzalez for 5 yards (tackle by Sheldon Brown),0.930,0.890
3,8:42,3,2,ATL 40,6,10,Matt Ryan pass complete short right to Justin Peelle for 15 yards (tackle by Joe Haden),0.890,2.590
3,8:05,1,10,CLE 45,12,10,"Matt Ryan pass complete deep middle to Roddy White for 45 yards, touchdown",2.590,7.000
3,,,,CLE 2,13,10,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 30,13,10,"Michael Koenen kicks off 53 yards, returned by Jerome Harrison for 6 yards (tackle by Brent Grimes)",0.000,0.480
3,7:52,1,10,CLE 23,13,10,Peyton Hillis left tackle for 2 yards (tackle by Curtis Lofton),0.480,0.200
3,7:29,2,8,CLE 25,13,10,Jake Delhomme pass incomplete short right intended for Josh Cribbs,0.200,-0.490
3,7:24,3,8,CLE 25,13,10,Jake Delhomme pass complete short right to Ben Watson for 13 yards (tackle by Brent Grimes),-0.490,1.470
3,6:47,1,10,CLE 38,13,10,Jake Delhomme pass complete short left to Ben Watson for 3 yards (tackle by Stephen Nicholas),1.470,1.330
3,6:09,2,7,CLE 41,13,10,Jake Delhomme pass incomplete deep middle intended for Josh Cribbs,1.330,0.630
3,6:01,3,7,CLE 41,13,10,"Jake Delhomme pass incomplete short middle intended for Mohamed Massaquoi is intercepted by Thomas DeCoud at CLE-40 and returned for -6 yards. Penalty on Dunta Robinson: Defensive Pass Interfere, 15 yards (no play)",0.630,2.650
3,5:52,1,10,ATL 44,13,10,Jake Delhomme pass incomplete short middle intended for Ben Watson,2.650,2.110
3,5:47,2,10,ATL 44,13,10,Jerome Harrison left guard for no gain (tackle by Corey Peters),2.110,1.420
3,5:03,3,10,ATL 44,13,10,Jake Delhomme pass incomplete deep middle intended for Chansi Stuckey. Penalty on Ben Watson: Illegal Formation (Declined),1.420,0.330
3,4:57,4,10,ATL 44,13,10,Reggie Hodges punts 43 yards,0.330,0.380
3,4:46,1,10,ATL 1,13,10,Matt Ryan middle for 1 yard (tackle by Ahtyba Rubin),-0.380,-0.710
3,4:08,2,9,ATL 2,13,10,Ovie Mughelli right guard for 2 yards (tackle by Matt Roth),-0.710,-1.070
3,3:28,3,7,ATL 4,13,10,Matt Ryan pass complete short left to Harry Douglas for 6 yards (tackle by Eric Wright),-1.070,-2.490
3,3:12,4,1,ATL 10,13,10,"Michael Koenen punts 38 yards, fair catch by Josh Cribbs. Penalty on Titus Brown: Offensive Holding, 10 yards",-2.490,-1.730
3,3:04,1,10,CLE 42,13,10,Peyton Hillis left guard for 9 yards (tackle by William Moore),1.730,2.400
3,2:23,2,1,ATL 49,13,10,Jerome Harrison right guard for 2 yards (tackle by Thomas DeCoud and Corey Peters),2.400,2.460
3,1:42,1,10,ATL 47,13,10,Jake Delhomme sacked by Jamaal Anderson for -10 yards,2.460,0.560
3,1:05,2,20,CLE 43,13,10,"Penalty on Jake Delhomme: Delay of Game, 5 yards (no play)",0.560,-0.110
3,1:05,2,25,CLE 38,13,10,Jake Delhomme pass complete short middle to Ben Watson for 10 yards (tackle by Stephen Nicholas and Chris Owens),-0.110,0.560
Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,CLE 48,13,10,Jake Delhomme pass incomplete short left intended for Chansi Stuckey,0.560,-0.190
4,14:54,4,15,CLE 48,13,10,"Reggie Hodges punts 52 yards, touchback",-0.190,-0.280
4,14:46,1,10,ATL 20,13,10,Michael Turner left guard for 3 yards (tackle by T.J. Ward and Chris Gocong),0.280,0.140
4,14:08,2,7,ATL 23,13,10,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Matt Roth),0.140,0.940
4,13:41,1,10,ATL 30,13,10,Michael Turner left guard for 1 yard (tackle by Scott Fujita and Kenyon Coleman),0.940,0.530
4,13:01,2,9,ATL 31,13,10,Matt Ryan pass complete short right to Tony Gonzalez for 5 yards (tackle by Eric Wright),0.530,0.500
4,12:19,3,4,ATL 36,13,10,Matt Ryan pass complete short left to Roddy White for 12 yards (tackle by Sheldon Brown),0.500,2.130
4,11:38,1,10,ATL 48,13,10,Matt Ryan pass complete short middle to Jason Snelling for no gain,2.130,1.580
4,10:56,2,10,ATL 48,13,10,Jason Snelling right guard for 9 yards (tackle by Matt Roth),1.580,2.080
4,10:17,3,1,CLE 43,13,10,Jason Snelling left tackle for no gain (tackle by Eric Barton),2.080,0.400
4,9:57,4,1,CLE 43,13,10,"Penalty on Matt Ryan: Delay of Game, 5 yards (no play)",0.400,0.070
4,9:17,4,6,CLE 48,13,10,"Michael Koenen punts 48 yards, touchback",0.070,-0.280
4,9:08,1,10,CLE 20,13,10,Josh Cribbs left end for 7 yards (tackle by Stephen Nicholas),0.280,0.680
4,8:50,2,3,CLE 27,13,10,Peyton Hillis right guard for 1 yard (tackle by Kroy Biermann and Thomas DeCoud),0.680,0.100
4,8:05,3,2,CLE 28,13,10,Jake Delhomme pass complete short left to Chansi Stuckey for 4 yards (tackle by Chris Owens),0.100,1.070
4,7:41,1,10,CLE 32,13,10,Peyton Hillis right guard for 6 yards (tackle by William Moore and Mike Peterson),1.070,1.340
4,7:01,2,4,CLE 38,13,10,Peyton Hillis left guard for -1 yards (tackle by John Abraham),1.340,0.500
4,6:20,3,5,CLE 37,13,10,Jake Delhomme pass complete short right to Chansi Stuckey for 7 yards (tackle by Chris Owens),0.500,1.860
4,5:35,1,10,CLE 44,13,10,Josh Cribbs right guard for 4 yards (tackle by Curtis Lofton),1.860,1.860
4,4:54,2,6,CLE 48,13,10,Peyton Hillis left tackle for -1 yards (tackle by Brent Grimes and Thomas DeCoud),1.860,1.030
4,4:14,3,7,CLE 47,19,10,"Jake Delhomme pass incomplete is intercepted by Kroy Biermann at CLE-31 and returned for 31 yards, touchdown. Penalty on ATL: Unsportsmanlike Conduct, 15 yards",1.030,-7.000
4,,,,CLE 2,20,10,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 15,20,10,"Michael Koenen kicks off 71 yards, returned by Josh Cribbs for 17 yards (tackle by Brent Grimes). Penalty on Sam Aiken: Offensive Holding, 10 yards",0.000,0.340
4,3:55,1,10,CLE 21,20,10,Jake Delhomme pass complete short left to Mohamed Massaquoi for 6 yards (tackle by Dunta Robinson),0.340,0.610
4,3:50,2,4,CLE 27,20,10,Jake Delhomme pass complete short right to Peyton Hillis for 1 yard (tackle by Stephen Nicholas),0.610,0.040
4,3:27,3,3,CLE 28,20,10,Jake Delhomme pass complete short left to Mohamed Massaquoi for 14 yards (tackle by Dunta Robinson),0.040,1.730
4,3:09,1,10,CLE 42,20,10,Jake Delhomme pass incomplete short middle intended for Evan Moore,1.730,1.190
4,3:04,2,10,CLE 42,20,10,Jake Delhomme pass complete short left to Brian Robiskie for 5 yards (tackle by Dunta Robinson),1.190,1.160
4,2:43,3,5,CLE 47,20,10,Jake Delhomme pass complete short right to Evan Moore for 7 yards (tackle by William Moore),1.160,2.520
4,2:23,1,10,ATL 46,20,10,Jake Delhomme pass incomplete short right intended for Josh Cribbs,2.520,1.980
4,2:17,2,10,ATL 46,20,10,Jake Delhomme pass complete short middle to Ben Watson for 14 yards (tackle by Brian Williams),1.980,3.450
4,2:00,1,10,ATL 32,20,10,"Jake Delhomme pass incomplete deep middle intended for Brian Robiskie. Penalty on Brian Williams: Roughing the Passer, 15 yards (no play)",3.450,4.440
4,1:56,1,10,ATL 17,20,10,Jake Delhomme pass incomplete short middle intended for Chansi Stuckey is intercepted by Stephen Nicholas at ATL-13,4.440,0.320
4,1:50,1,10,ATL 13,20,10,"Michael Turner right guard for 3 yards (tackle by Kenyon Coleman and Scott Fujita). Penalty on Tony Gonzalez: Illegal Formation, 5 yards (no play)",-0.320,-0.570
4,1:44,1,15,ATL 8,20,10,Michael Turner left tackle for 22 yards (tackle by Eric Wright),-0.570,0.940
4,1:38,1,10,ATL 30,20,10,Michael Turner left tackle for 8 yards (tackle by T.J. Ward),0.940,1.470
4,1:31,,,,20,10,Timeout #1 by Cleveland Browns,0.000,1.470
4,1:31,2,2,ATL 38,20,10,Michael Turner left guard for 7 yards (tackle by T.J. Ward and Matt Roth),1.470,1.930
4,1:25,,,,20,10,Timeout #2 by Cleveland Browns,0.000,1.930
4,1:24,1,10,ATL 45,20,10,Matt Ryan kneels for -1 yards,1.930,1.250
4,1:23,,,,20,10,Timeout #3 by Cleveland Browns,0.000,1.250
4,1:23,2,11,ATL 44,20,10,Matt Ryan kneels for -1 yards,1.250,0.430
4,0:41,3,12,ATL 43,20,10,Matt Ryan kneels for -1 yards,0.430,-0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
