#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 18,14,6:49,82,Touchdown
2,1,4:34,KAN 26,7,3:41,73,Field Goal
3,2,15:00,KAN 21,3,0:21,79,Touchdown
4,2,14:28,IND 17,3,1:23,17,Touchdown
5,2,9:14,KAN 19,15,7:23,81,Touchdown
6,2,0:21,IND 45,3,0:21,4,End of Half
7,3,14:54,IND 18,3,1:15,18,Touchdown
8,3,11:47,KAN 22,5,2:47,19,Fumble
9,3,7:32,KAN 20,3,1:42,5,Punt
10,3,5:44,IND 28,4,1:32,4,Field Goal
11,3,2:31,KAN 19,6,2:51,40,Punt
12,4,10:38,KAN 17,11,5:02,58,Field Goal
13,4,4:21,KAN 20,6,2:26,37,Downs
