Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
1,0:21,2,6,IND 34,10,7,Andrew Luck pass incomplete short left intended for Griff Whalen,0.930,0.230
1,0:16,3,6,IND 34,10,7,Andrew Luck pass incomplete short left intended for Griff Whalen (defended by Allen Bailey),0.230,-1.110
1,0:10,4,6,IND 34,10,7,"Pat McAfee punts 51 yards, returned by Dexter McCluster for 6 yards (tackle by Tashard Choice)",-1.110,-0.340
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 21,10,7,Alex Smith pass incomplete short right intended for Dwayne Bowe,0.340,-0.200
2,14:55,2,10,KAN 21,10,7,Alex Smith pass incomplete,-0.200,-0.890
2,14:49,3,10,KAN 21,16,7,"Alex Smith pass complete deep right to Donnie Avery for 79 yards, touchdown",-0.890,7.000
2,14:49,,,IND 2,17,7,Ryan Succop kicks extra point good,0.000,0.000
2,14:49,,,KAN 35,17,7,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,14:39,1,10,IND 20,17,7,"Trent Richardson left end for no gain (tackle by Tamba Hali). Trent Richardson fumbles (forced by Tamba Hali), recovered by Justin Houston at IND-24 and returned for 7 yards (tackle by Andrew Luck)",0.280,-4.440
2,14:28,1,10,IND 17,17,7,Knile Davis up the middle for 13 yards (tackle by Antoine Bethea),4.440,6.280
2,13:48,1,4,IND 4,17,7,Knile Davis left tackle for -1 yards (tackle by Erik Walden),6.280,6.280
2,13:10,1,4,IND 4,17,7,Timeout #1 by Indianapolis Colts,6.280,5.150
2,13:10,2,5,IND 5,23,7,"Alex Smith pass complete short middle to Anthony Sherman for 5 yards, touchdown",5.150,7.000
2,13:10,,,IND 2,24,7,Ryan Succop kicks extra point good,0.000,0.000
2,13:10,,,KAN 35,24,7,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,13:05,1,10,IND 20,24,7,Donald Brown right guard for 3 yards (tackle by Dontari Poe and Justin Houston),0.280,0.140
2,12:40,2,7,IND 23,24,7,Andrew Luck pass incomplete deep right intended for T.Y. Hilton (defended by Marcus Cooper),0.140,-0.560
2,12:33,3,7,IND 23,24,7,Andrew Luck pass complete short middle to Griff Whalen for 17 yards (tackle by Derrick Johnson and Sean Smith),-0.560,1.600
2,12:03,1,10,IND 40,24,7,Donald Brown left tackle for 5 yards (tackle by Husain Abdullah),1.600,1.730
2,11:29,2,5,IND 45,24,7,Andrew Luck pass incomplete short middle intended for Griff Whalen,1.730,1.030
2,11:24,3,5,IND 45,24,7,Andrew Luck pass complete short left to Coby Fleener for 4 yards (tackle by Eric Berry),1.030,-0.130
2,10:48,4,1,IND 49,24,7,Andrew Luck left end for 21 yards (tackle by Kendrick Lewis),-0.130,3.580
2,10:02,1,10,KAN 30,24,7,Andrew Luck pass complete short right to T.Y. Hilton for 11 yards,3.580,4.310
2,9:30,1,10,KAN 19,24,7,Andrew Luck pass incomplete short right intended for T.Y. Hilton,4.310,3.750
2,9:26,2,10,KAN 19,24,7,Andrew Luck pass incomplete short left intended for Griff Whalen (defended by Brandon Flowers),3.750,3.030
2,9:21,3,10,KAN 19,24,7,Andrew Luck pass incomplete short left intended for LaVon Brazill (defended by Justin Houston),3.030,2.180
2,9:18,4,10,KAN 19,24,10,Adam Vinatieri 37 yard field goal good,2.180,3.000
2,9:18,,,IND 35,24,10,"Pat McAfee kicks off 74 yards, returned by Quintin Demps for 28 yards (tackle by Kavell Conner)",0.000,-0.150
2,9:09,1,10,KAN 19,24,10,Knile Davis left end for 7 yards (tackle by LaRon Landry),0.150,0.610
2,8:42,2,3,KAN 26,24,10,Knile Davis left end for 4 yards (tackle by Antoine Bethea),0.610,0.940
2,8:03,1,10,KAN 30,24,10,Alex Smith up the middle for 3 yards (tackle by Corey Lynch and Erik Walden),0.940,0.800
2,7:19,2,7,KAN 33,24,10,Alex Smith up the middle for 6 yards (tackle by Darius Butler),0.800,0.890
2,6:37,3,1,KAN 39,24,10,Alex Smith right end for 7 yards (tackle by Josh Gordy),0.890,1.990
2,5:59,1,10,KAN 46,24,10,Alex Smith pass complete short left to Knile Davis for 1 yard (tackle by Jerrell Freeman),1.990,1.590
2,5:23,2,9,KAN 47,24,10,Alex Smith pass complete short right to Dexter McCluster for 5 yards (tackle by Antoine Bethea),1.590,1.550
2,4:53,3,4,IND 48,24,10,Alex Smith pass complete short middle to Anthony Fasano for 5 yards (tackle by LaRon Landry),1.550,2.720
2,4:12,1,10,IND 43,24,10,Knile Davis right end for 5 yards (tackle by Jerrell Freeman),2.720,2.850
2,3:34,2,5,IND 38,24,10,Alex Smith pass incomplete short left intended for Dexter McCluster (defended by Darius Butler),2.850,2.850
2,3:29,2,5,IND 38,24,10,Timeout #1 by Kansas City Chiefs,2.850,2.150
2,3:29,3,5,IND 38,24,10,Alex Smith pass complete short left to Dexter McCluster for 19 yards,2.150,4.310
2,2:56,1,10,IND 19,24,10,Alex Smith pass complete short middle to Knile Davis for 3 yards (tackle by Jerrell Freeman),4.310,4.180
2,2:11,2,7,IND 16,24,10,Alex Smith pass incomplete short middle intended for Donnie Avery (defended by Jerrell Freeman),4.180,3.410
2,2:06,3,7,IND 16,24,10,Alex Smith up the middle for 8 yards (tackle by Cory Redding),3.410,5.370
2,1:59,1,8,IND 8,24,10,"Alex Smith pass incomplete short right intended for Dwayne Bowe. Penalty on Vontae Davis: Face Mask (15 Yards), 4 yards (no play)",5.370,6.280
2,1:55,1,4,IND 4,30,10,"Knile Davis up the middle for 4 yards, touchdown",6.280,7.000
2,1:55,,,IND 2,31,10,Ryan Succop kicks extra point good,0.000,0.000
2,1:55,,,KAN 35,31,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,1:51,1,10,IND 20,31,10,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Kendrick Lewis),0.280,-0.270
2,1:45,2,10,IND 20,31,10,Andrew Luck up the middle for 9 yards (tackle by Brandon Flowers),-0.270,0.230
2,1:14,3,1,IND 29,31,10,Andrew Luck pass complete short right to Coby Fleener for 1 yard (tackle by Husain Abdullah),0.230,0.230
2,1:02,3,1,IND 29,31,10,Timeout #2 by Indianapolis Colts,0.230,0.940
2,1:02,1,10,IND 30,31,10,"Penalty on Mike Catapano: Neutral Zone Infraction, 5 yards (no play)",0.940,1.670
2,1:02,1,5,IND 35,31,10,Andrew Luck pass complete deep left to T.Y. Hilton for 22 yards,1.670,2.720
2,0:56,1,10,KAN 43,31,10,Andrew Luck sacked by Justin Houston for -7 yards,2.720,1.230
2,0:33,2,17,IND 50,31,10,Andrew Luck pass incomplete short right intended for T.Y. Hilton is intercepted by Brandon Flowers at KAN-38 and returned for 17 yards (tackle by Griff Whalen),1.230,-2.590
2,0:21,1,10,IND 45,31,10,Alex Smith up the middle for 1 yard (tackle by Cory Redding),2.590,2.590
2,0:13,1,10,IND 45,31,10,Timeout #2 by Kansas City Chiefs,2.590,2.180
2,0:13,2,9,IND 44,31,10,Alex Smith pass complete short left to Knile Davis for 3 yards (tackle by Josh McNary),2.180,1.880
2,0:05,3,6,IND 41,31,10,Alex Smith pass incomplete deep right intended for Dwayne Bowe (defended by Antoine Bethea),1.880,0.530
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,31,10,"Ryan Succop kicks off 74 yards, touchback",0.000,-0.280
3,15:00,1,10,IND 20,31,10,Andrew Luck pass incomplete short right intended for Donald Brown is intercepted by Husain Abdullah at IND-22 and returned for 4 yards (tackle by Donald Brown),0.280,-4.370
3,14:54,1,10,IND 18,31,10,Alex Smith pass complete short right to Dexter McCluster for 5 yards (tackle by Josh Gordy),4.370,4.610
3,14:24,2,5,IND 13,31,10,Knile Davis up the middle for 3 yards (tackle by Kelvin Sheppard),4.610,4.510
3,13:44,3,2,IND 10,37,10,"Alex Smith pass complete short right to Knile Davis for 10 yards, touchdown",4.510,7.000
3,13:44,,,IND 2,38,10,Ryan Succop kicks extra point good,0.000,0.000
3,13:44,,,KAN 35,38,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,13:39,1,10,IND 20,38,10,Donald Brown up the middle for 3 yards (tackle by Frank Zombo),0.280,0.140
3,13:20,2,7,IND 23,38,10,Andrew Luck pass complete short left to T.Y. Hilton for 10 yards (tackle by Brandon Flowers),0.140,1.140
3,12:57,1,10,IND 33,38,10,Andrew Luck pass complete short middle to Donald Brown for 11 yards (tackle by Brandon Flowers and Marcus Cooper),1.140,1.860
3,12:29,1,10,IND 44,38,10,Andrew Luck pass complete deep left to Da'Rick Rogers for 46 yards (tackle by Sean Smith),1.860,4.910
3,11:52,1,10,KAN 10,38,16,"Donald Brown up the middle for 10 yards, touchdown",4.910,7.000
3,11:52,,,KAN 2,38,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,11:52,,,IND 35,38,17,"Pat McAfee kicks off 71 yards, returned by Quintin Demps for 28 yards (tackle by Andy Studebaker)",0.000,-0.410
3,11:42,1,10,KAN 22,38,17,Alex Smith sacked by Ricky Jean-Francois for -2 yards,0.410,-0.400
3,11:09,2,12,KAN 20,38,17,Alex Smith pass complete short left to Junior Hemingway for 17 yards (tackle by Antoine Bethea),-0.400,1.400
3,10:31,1,10,KAN 37,38,17,Alex Smith pass complete short right to Knile Davis for 13 yards (tackle by Josh Gordy),1.400,2.260
3,9:54,1,10,,38,17,Knile Davis up the middle for 4 yards (tackle by Ricardo Mathews),2.260,2.250
3,9:11,2,6,IND 46,38,17,Alex Smith sacked by Robert Mathis for -8 yards,2.250,-2.850
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,9:00,1,10,KAN 41,38,17,"Andrew Luck pass incomplete deep left intended for T.Y. Hilton. Penalty on Anthony Castonzo: Illegal Formation, 5 yards (no play)",2.850,2.520
3,8:53,1,15,KAN 46,38,17,Andrew Luck pass complete deep left to T.Y. Hilton for 16 yards,2.520,3.580
3,8:37,1,10,KAN 30,38,17,Andrew Luck pass complete short middle to T.Y. Hilton for 8 yards (tackle by Derrick Johnson),3.580,4.110
3,8:09,2,2,KAN 22,38,17,Andrew Luck pass complete deep left to LaVon Brazill for 19 yards (tackle by Eric Berry and Sean Smith),4.110,6.510
3,7:40,1,3,KAN 3,38,17,Andrew Luck pass incomplete short right intended for Coby Fleener,6.510,5.530
3,7:36,2,3,KAN 3,38,23,"Andrew Luck pass complete short right to Donald Brown for 3 yards, touchdown",5.530,7.000
3,7:36,,,KAN 2,38,24,Adam Vinatieri kicks extra point good,0.000,0.000
3,7:36,,,IND 35,38,24,"Pat McAfee kicks off 69 yards, returned by Quintin Demps for 24 yards (tackle by Sergio Brown)",0.000,-0.280
3,7:26,1,10,KAN 20,38,24,Knile Davis right end for 2 yards (tackle by Jerrell Freeman and Kavell Conner),0.280,0.000
3,6:48,2,8,KAN 22,38,24,Alex Smith right end for 3 yards (tackle by LaRon Landry and Josh Chapman),0.000,-0.300
3,6:04,3,5,KAN 25,38,24,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Josh Gordy),-0.300,-1.700
3,5:58,4,5,KAN 25,38,24,"Dustin Colquitt punts 47 yards, fair catch by Griff Whalen",-1.700,-0.810
3,5:50,1,10,IND 28,38,24,Andrew Luck pass incomplete short left intended for T.Y. Hilton is intercepted by Husain Abdullah at IND-29 and returned for 1 yard,0.810,-3.710
3,5:44,1,10,IND 28,38,24,Alex Smith pass complete short right to Dwayne Bowe for 4 yards (tackle by Vontae Davis),3.710,3.710
3,5:06,2,6,IND 24,38,24,Knile Davis left tackle for no gain (tackle by LaRon Landry and Kelvin Sheppard),3.710,3.010
3,4:22,3,6,IND 24,38,24,Alex Smith pass incomplete,3.010,3.010
3,4:17,3,6,IND 24,38,24,Timeout #1 by Indianapolis Colts,3.010,1.890
3,4:17,4,6,IND 24,41,24,Ryan Succop 42 yard field goal good,1.890,3.000
3,4:17,,,KAN 35,41,24,"Ryan Succop kicks off 70 yards, returned by LaVon Brazill for 25 yards (tackle by Ron Parker)",0.000,-0.280
3,4:08,1,10,IND 20,41,24,Andrew Luck pass complete short middle to Donald Brown for 25 yards (tackle by Eric Berry),0.280,1.930
3,3:35,1,10,IND 45,41,24,Andrew Luck pass complete short right to LaVon Brazill for 30 yards (tackle by Husain Abdullah),1.930,3.910
3,3:05,1,10,KAN 25,41,24,Andrew Luck pass incomplete deep left intended for Da'Rick Rogers (defended by Sean Smith),3.910,3.360
3,3:00,2,10,KAN 25,41,24,Donald Brown up the middle for 13 yards (tackle by Kendrick Lewis and Eric Berry),3.360,4.780
3,2:39,1,10,KAN 12,41,24,Andrew Luck pass incomplete short middle intended for Donald Brown,4.780,4.100
3,2:34,2,10,KAN 12,41,30,"Andrew Luck pass complete short middle to Coby Fleener for 12 yards, touchdown",4.100,7.000
3,2:34,,,KAN 2,41,31,Adam Vinatieri kicks extra point good,0.000,0.000
3,2:34,,,IND 35,41,31,"Pat McAfee kicks off 71 yards, returned by Quintin Demps for 25 yards (tackle by Josh McNary)",0.000,-0.150
3,2:25,1,10,KAN 19,41,31,Alex Smith pass complete deep left to Dwayne Bowe for 21 yards (tackle by Darius Butler),0.150,1.600
3,1:44,1,10,KAN 40,41,31,Alex Smith pass complete short right to Knile Davis for -1 yards (tackle by Jerrell Freeman),1.600,0.920
3,1:04,2,11,KAN 39,41,31,Alex Smith left end for 13 yards (tackle by Darius Butler),0.920,2.390
3,0:22,1,10,IND 48,41,31,"Alex Smith pass incomplete short right intended for Anthony Fasano. Penalty on Josh Gordy: Defensive Holding, 5 yards (no play)",2.390,2.720
3,0:17,1,10,IND 43,41,31,Knile Davis right tackle for 2 yards (tackle by Josh McNary and Erik Walden),2.720,2.450
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,IND 41,41,31,Alex Smith pass incomplete deep right intended for Cyrus Gray,2.450,1.750
4,14:55,3,8,IND 41,41,31,Alex Smith pass incomplete,1.750,0.530
4,14:47,4,8,IND 41,41,31,"Dustin Colquitt punts 31 yards, fair catch by Griff Whalen",0.530,0.380
4,14:40,1,10,IND 10,41,31,Donald Brown up the middle for no gain (tackle by Husain Abdullah),-0.380,-0.780
4,14:19,2,10,IND 10,41,31,Andrew Luck pass incomplete short right intended for LaVon Brazill,-0.780,-1.420
4,14:14,3,10,IND 10,41,31,Andrew Luck pass complete short left to T.Y. Hilton for 16 yards (tackle by Dunta Robinson),-1.420,0.670
4,14:06,1,10,IND 26,41,31,Andrew Luck pass complete short right to T.Y. Hilton for 14 yards,0.670,1.600
4,13:46,1,10,IND 40,41,31,Donald Brown up the middle for 7 yards (tackle by Jaye Howard),1.600,2.000
4,13:19,2,3,IND 47,41,31,Andrew Luck pass complete short left to T.Y. Hilton for 12 yards (tackle by Husain Abdullah),2.000,2.850
4,12:58,1,10,KAN 41,41,31,Donald Brown left tackle for 6 yards (tackle by Jaye Howard),2.850,3.120
4,12:32,2,4,KAN 35,41,31,Andrew Luck left tackle for 12 yards (tackle by Derrick Johnson),3.120,4.040
4,12:03,1,10,KAN 23,41,31,Donald Brown left tackle for 4 yards (tackle by Eric Berry),4.040,4.050
4,11:35,2,6,KAN 19,41,31,Andrew Luck pass complete short right to Griff Whalen for 9 yards (tackle by Marcus Cooper),4.050,4.910
4,11:00,1,10,KAN 10,41,31,Andrew Luck pass complete short right to Donald Brown for 8 yards (tackle by Justin Houston),4.910,5.720
4,10:45,2,2,KAN 2,41,37,"Donald Brown up the middle for -3 yards (tackle by Eric Berry). Donald Brown fumbles (forced by Eric Berry), recovered by Andrew Luck at KAN-5 and returned for 5 yards, touchdown",5.720,7.000
4,10:45,,,KAN 2,41,38,Adam Vinatieri kicks extra point good,0.000,0.000
4,10:45,,,IND 35,41,38,"Pat McAfee kicks off 73 yards, returned by Quintin Demps for 25 yards (tackle by Tashard Choice)",0.000,0.060
4,10:34,1,10,KAN 17,41,38,Alex Smith pass complete short middle to Junior Hemingway for 13 yards (tackle by LaRon Landry),-0.060,0.940
4,9:57,1,10,KAN 30,41,38,Knile Davis up the middle for 5 yards (tackle by Ricardo Mathews and Darius Butler),0.940,1.070
4,9:30,2,5,KAN 35,41,38,Alex Smith pass incomplete short right intended for Anthony Fasano (defended by Erik Walden),1.070,0.370
4,9:26,3,5,KAN 35,41,38,Alex Smith pass complete short right to Dwayne Bowe for 6 yards (tackle by Josh Gordy),0.370,1.660
4,8:48,1,10,KAN 41,41,38,Cyrus Gray right tackle for 2 yards (tackle by Antoine Bethea),1.660,1.390
4,8:07,2,8,KAN 43,41,38,Alex Smith pass complete short right to Anthony Fasano for 1 yard (tackle by Josh Gordy and Jerrell Freeman),1.390,1.390
4,7:24,2,8,KAN 43,41,38,Timeout #1 by Kansas City Chiefs,1.390,0.830
4,7:24,3,7,KAN 44,41,38,Alex Smith pass complete short middle to A.J. Jenkins for 27 yards (tackle by Kavell Conner),0.830,0.830
4,6:49,3,7,KAN 44,41,38,Timeout #2 by Kansas City Chiefs,0.830,3.640
4,6:49,1,10,IND 29,41,38,Dexter McCluster right end for 3 yards (tackle by Antoine Bethea),3.640,3.510
4,6:18,2,7,IND 26,41,38,Alex Smith pass complete short left to Anthony Sherman for -4 yards (tackle by LaRon Landry),3.510,2.280
4,5:46,3,11,IND 30,41,38,Alex Smith pass complete short left to Dexter McCluster for 5 yards,2.280,1.830
4,5:40,4,6,IND 25,44,38,Ryan Succop 43 yard field goal good,1.830,3.000
4,5:40,,,KAN 35,44,38,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,5:36,1,10,IND 20,44,38,Andrew Luck pass incomplete short left intended for T.Y. Hilton,0.280,-0.270
4,5:32,2,10,IND 20,44,38,Andrew Luck up the middle for 5 yards (tackle by Eric Berry),-0.270,-0.300
4,4:58,3,5,IND 25,44,38,Andrew Luck pass complete short right to Coby Fleener for 11 yards (tackle by Eric Berry),-0.300,1.330
4,4:29,1,10,IND 36,44,44,"Andrew Luck pass complete deep middle to T.Y. Hilton for 64 yards, touchdown",1.330,7.000
4,4:29,,,KAN 2,44,45,Adam Vinatieri kicks extra point good,0.000,0.000
4,4:29,,,IND 35,44,45,"Pat McAfee kicks off 73 yards, touchback",0.000,-0.280
4,4:21,1,10,KAN 20,44,45,Alex Smith pass complete short right to Dwayne Bowe for 25 yards (tackle by Corey Lynch),0.280,1.930
4,3:43,1,10,KAN 45,44,45,Alex Smith pass complete short middle to Dwayne Bowe for 13 yards (tackle by Antoine Bethea and Darius Butler),1.930,2.790
4,3:06,1,10,IND 42,44,45,Cyrus Gray right tackle for 3 yards (tackle by Robert Mathis and Ricky Jean-Francois),2.790,2.650
4,2:30,2,7,IND 39,44,45,"Alex Smith pass incomplete. Penalty on Alex Smith: Intentional Grounding, 10 yards",2.650,0.630
4,2:25,3,17,IND 49,44,45,Alex Smith pass complete short middle to Dexter McCluster for 6 yards (tackle by Vontae Davis),0.630,0.630
4,2:00,3,17,IND 49,44,45,Timeout #3 by Kansas City Chiefs,0.630,0.400
4,2:00,4,11,IND 43,44,45,Alex Smith pass incomplete deep right intended for Dwayne Bowe,0.400,-1.800
4,1:55,1,10,IND 43,44,45,Andrew Luck kneels for no gain,1.800,1.250
4,1:15,2,10,IND 43,44,45,Andrew Luck kneels for -1 yards,1.250,0.430
4,0:39,3,11,IND 42,44,45,Andrew Luck kneels for -1 yards,0.430,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
