Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,22,87,1,4,40,1.8,47,2.1,1,22.0
Kenyan Drake,LVR,7,25,0,1,8,1.1,17,2.4,0,
Derek Carr,LVR,2,21,0,1,21,10.5,0,0.0,0,
Marcus Mariota,LVR,2,4,1,1,3,1.5,1,0.5,0,
Zay Jones,LVR,1,4,0,0,4,4.0,0,0.0,0,
Hunter Renfrow,LVR,1,2,0,0,0,0.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,10,36,0,4,12,1.2,24,2.4,0,
Ezekiel Elliott,DAL,9,25,1,2,9,1.0,16,1.8,0,
Dak Prescott,DAL,1,3,0,0,3,3.0,0,0.0,0,
