#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:00,LVR 29,3,1:15,71,Touchdown
2,1,7:38,LVR 25,3,1:28,2,Punt
3,1,5:17,LVR 40,8,3:44,60,Touchdown
4,2,14:43,LVR 22,13,5:57,74,Field Goal
5,2,6:29,LVR 49,3,2:37,5,Punt
6,2,0:25,LVR 25,3,0:25,15,End of Half
7,3,15:00,LVR 25,3,2:08,5,Punt
8,3,10:01,LVR 25,6,2:48,75,Touchdown
9,3,7:00,LVR 25,9,3:32,48,Field Goal
10,3,2:12,LVR 9,6,2:24,44,Punt
11,4,12:00,LVR 25,6,3:42,63,Field Goal
12,4,7:10,LVR 25,5,3:29,4,Punt
13,4,2:54,LVR 25,5,1:02,37,Field Goal
14,4,0:19,LVR 25,1,0:19,-1,End of Half
15,5,8:40,LVR 22,8,4:12,67,Field Goal
