Quarter,Time,Tm,Detail,HOU,JAX
1.0,11:08,Texans,Wali Lundy 1 yard rush (Kris Brown kick),7,0
,4:52,Texans,Kris Brown 25 yard field goal,10,0
2.0,14:48,Jaguars,Josh Scobee 44 yard field goal,10,3
3.0,4:55,Texans,Kris Brown 28 yard field goal,13,3
4.0,4:32,Jaguars,Maurice Jones-Drew 3 yard rush (Josh Scobee kick),13,10
