Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
2,10:33,3,7,CHI 8,0,7,"Thomas Jones right guard for 8 yards (tackle by Jermaine Phillips and Shelton Quarles). Penalty on Ruben Brown: Offensive Holding, 4 yards (no play)",-1.070,-1.540
2,10:12,3,11,CHI 4,0,7,Rex Grossman pass incomplete deep right intended for Muhsin Muhammad,-1.540,-2.490
2,10:07,4,11,CHI 4,0,7,"Brad Maynard punts 49 yards, returned by Mark Jones for 12 yards (tackle by John Gilmore). Penalty on Dante Wesley: Unsportsmanlike Conduct, 15 yards",-2.490,-3.840
2,9:54,1,10,CHI 26,0,7,Cadillac Williams right tackle for no gain (tackle by Lance Briggs),3.840,3.300
2,9:18,2,10,CHI 26,0,7,Bruce Gradkowski pass complete short right to Alex Smith for -1 yards (tackle by Lance Briggs and Charles Tillman),3.300,2.480
2,8:28,3,11,CHI 27,0,7,Bruce Gradkowski pass incomplete short left intended for Paris Warren,2.480,1.670
2,8:24,4,11,CHI 27,3,7,Matt Bryant 45 yard field goal good,1.670,3.000
2,,,,TAM 30,3,7,"Matt Bryant kicks off 35 yards, returned by Darrell McClover for 9 yards (tackle by Wesly Mallard)",0.000,1.860
2,8:13,1,10,CHI 44,3,7,Thomas Jones left guard for 4 yards (tackle by Dewayne White),1.860,1.860
2,7:32,2,6,CHI 48,3,7,Thomas Jones left tackle for 4 yards (tackle by Derrick Brooks and Shelton Quarles),1.860,1.690
2,6:53,3,2,TAM 48,3,7,Rex Grossman pass complete short right to Desmond Clark for 16 yards (tackle by Phillip Buchanon),1.690,3.450
2,6:05,,,,3,7,Timeout #1 by Chicago Bears,0.000,3.450
2,6:05,1,10,TAM 32,3,7,Rex Grossman pass incomplete deep left intended for Muhsin Muhammad,3.450,2.900
2,6:00,2,10,TAM 32,3,7,Thomas Jones right tackle for 6 yards (tackle by Ronde Barber),2.900,3.010
2,5:21,3,4,TAM 26,3,7,Thomas Jones right tackle for 6 yards (tackle by Derrick Brooks),3.010,4.240
2,4:43,1,10,TAM 20,3,7,Rex Grossman pass complete short right to Desmond Clark for 15 yards (tackle by Jermaine Phillips and Kalvin Pearson),4.240,6.060
2,4:03,1,5,TAM 5,3,13,"Thomas Jones right end for 5 yards, touchdown",6.060,7.000
2,,,,TAM 2,3,14,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,3,14,"Robbie Gould kicks off 66 yards, returned by Michael Pittman for 25 yards (tackle by Darrell McClover)",0.000,0.870
2,3:51,1,10,TAM 29,3,14,Tim Rattay pass incomplete short left intended for Alex Smith,0.870,0.330
2,3:44,2,10,TAM 29,3,14,Tim Rattay pass incomplete short middle intended for Anthony Becht,0.330,-0.360
2,3:41,,,,3,14,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.360
2,3:41,3,10,TAM 29,3,14,"Penalty on Anthony Davis: False Start, 5 yards (no play)",-0.360,-1.020
2,3:41,3,15,TAM 24,3,14,Tim Rattay pass complete short left to Paris Warren for 10 yards (tackle by Lance Briggs and Brian Urlacher),-1.020,-1.110
2,3:02,4,5,TAM 34,3,14,"Josh Bidwell punts 39 yards, returned by Devin Hester for no gain",-1.110,-0.740
2,2:50,1,10,CHI 27,3,14,Rex Grossman pass complete short right to John Gilmore for 18 yards (tackle by Will Allen),0.740,1.930
2,2:16,1,10,CHI 45,3,14,Rex Grossman pass incomplete short right intended for Cedric Benson,1.930,1.380
2,2:12,2,10,CHI 45,3,14,Rex Grossman pass incomplete short left intended for Desmond Clark,1.380,0.700
2,2:07,3,10,CHI 45,3,14,Rex Grossman sacked by Ellis Wyms for -1 yards,0.700,-0.460
2,2:00,4,11,CHI 44,3,14,"Brad Maynard punts 51 yards, returned by Mark Jones for 6 yards (tackle by Cameron Worrell)",-0.460,0.370
2,1:50,1,10,TAM 11,3,14,Michael Pittman right guard for no gain (tackle by Chris Harris),-0.370,-0.780
2,1:44,,,,3,14,Timeout #2 by Chicago Bears,0.000,-0.780
2,1:44,2,10,TAM 11,3,14,Tim Rattay pass complete short right to Ike Hilliard for 7 yards (tackle by Charles Tillman),-0.780,-0.600
2,1:38,3,3,TAM 18,3,14,Tim Rattay pass incomplete short right intended for Joey Galloway,-0.600,-2.240
2,1:35,4,3,TAM 18,3,14,Josh Bidwell punts 47 yards,-2.240,-1.270
2,1:28,1,10,CHI 35,3,14,Rex Grossman pass complete short middle to Bernard Berrian for 10 yards (tackle by Phillip Buchanon),1.270,1.930
2,1:06,1,10,CHI 45,3,14,Rex Grossman pass complete short right to Desmond Clark for 25 yards (tackle by Jermaine Phillips and Shelton Quarles),1.930,3.580
2,0:47,1,10,TAM 30,3,14,Rex Grossman pass incomplete intended for Muhsin Muhammad,3.580,3.030
2,0:44,2,10,TAM 30,3,14,Rex Grossman pass complete short middle to Muhsin Muhammad for 18 yards (tackle by Phillip Buchanon and Will Allen),3.030,4.780
2,0:28,1,10,TAM 12,3,14,Rex Grossman spiked the ball,4.780,4.100
2,0:27,2,10,TAM 12,3,20,"Rex Grossman pass complete short middle to Desmond Clark for 12 yards, touchdown",4.100,7.000
2,,,,TAM 2,3,21,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,3,21,"Robbie Gould kicks off 61 yards, returned by Torrie Cox for 20 yards (tackle by Cameron Worrell)",0.000,0.870
2,0:18,1,10,TAM 29,3,21,Tim Rattay pass incomplete short right intended for Maurice Stovall (defended by Ian Scott),0.870,0.330
2,0:15,2,10,TAM 29,3,21,Cadillac Williams right guard for 7 yards (tackle by Brian Urlacher),0.330,0.560
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,21,"Robbie Gould kicks off 62 yards, returned by Torrie Cox for 12 yards (tackle by Brendon Ayanbadejo)",0.000,0.280
3,14:56,1,10,TAM 20,3,21,Cadillac Williams left tackle for 2 yards (tackle by Chris Harris and Alfonso Boone),0.280,0.000
3,14:23,2,8,TAM 22,3,21,Cadillac Williams left tackle for 4 yards (tackle by Alfonso Boone and Ian Scott),0.000,-0.160
3,13:45,3,4,TAM 26,3,21,Tim Rattay pass incomplete short middle intended for Alex Smith (defended by Hunter Hillenmeyer),-0.160,-1.630
3,13:40,4,4,TAM 26,3,21,"Josh Bidwell punts 48 yards, returned by Devin Hester for 32 yards (tackle by Josh Bidwell)",-1.630,-2.790
3,13:25,1,10,TAM 42,3,21,Rex Grossman pass complete short left to Bernard Berrian for -1 yards (tackle by Ronde Barber),2.790,2.110
3,12:41,2,11,TAM 43,3,21,Rex Grossman sacked by Jermaine Phillips for -9 yards,2.110,0.230
3,12:11,3,20,CHI 48,3,21,Rex Grossman pass complete short right to Bernard Berrian for 2 yards (tackle by Ronde Barber),0.230,-0.060
3,11:23,4,18,CHI 50,3,21,"Brad Maynard punts 39 yards, fair catch by Mark Jones",-0.060,0.370
3,11:15,1,10,TAM 11,3,21,Cadillac Williams right guard for 2 yards (tackle by Brian Urlacher and Lance Briggs),-0.370,-0.630
3,10:36,2,8,TAM 13,3,21,Tim Rattay pass complete short right to Mike Alstott for 4 yards (tackle by Ian Scott),-0.630,-0.720
3,10:06,3,4,TAM 17,3,21,"Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",-0.720,0.410
3,9:56,1,10,TAM 22,3,21,Tim Rattay pass incomplete deep left intended for Joey Galloway (defended by Charles Tillman),0.410,-0.130
3,9:50,2,10,TAM 22,3,21,Tim Rattay pass incomplete short right intended for Joey Galloway,-0.130,-0.820
3,9:45,3,10,TAM 22,3,21,Tim Rattay pass complete short right to Ike Hilliard for 4 yards (tackle by Charles Tillman and Brian Urlacher),-0.820,-1.630
3,9:07,4,6,TAM 26,3,21,Josh Bidwell punts 42 yards,-1.630,-1.070
3,9:00,1,10,CHI 32,3,21,Rex Grossman pass complete short right to Muhsin Muhammad for 13 yards (tackle by Ryan Nece and Phillip Buchanon),1.070,1.930
3,8:33,1,10,CHI 45,3,21,"Thomas Jones right guard for 4 yards (tackle by Dewayne White). Penalty on Olin Kreutz: Personal Foul, 15 yards",1.930,-0.100
3,8:10,2,21,CHI 34,3,21,"Thomas Jones right guard for 3 yards (tackle by Julian Jenkins). Penalty on Dewayne White: Unnecessary Roughness, 15 yards",-0.100,2.390
3,7:48,1,10,TAM 48,3,21,Rex Grossman pass incomplete deep right intended for Muhsin Muhammad,2.390,1.850
3,7:42,2,10,TAM 48,3,21,Thomas Jones right tackle for 3 yards (tackle by Shelton Quarles),1.850,1.550
3,7:04,3,7,TAM 45,3,21,Rex Grossman pass complete short middle to Muhsin Muhammad for 20 yards (tackle by Will Allen). Penalty on Greg Spires: Defensive Offside (Declined),1.550,3.910
3,6:44,1,10,TAM 25,3,21,Rex Grossman pass complete short right to Jason McKie for 4 yards (tackle by Juran Bolden),3.910,3.900
3,6:09,2,6,TAM 21,3,21,Thomas Jones left tackle for 1 yard (tackle by Shelton Quarles),3.900,3.340
3,5:30,3,5,TAM 20,3,21,Rex Grossman pass incomplete short middle intended for Rashied Davis (defended by Ronde Barber),3.340,2.170
3,5:27,4,5,TAM 20,3,24,Robbie Gould 38 yard field goal good,2.170,3.000
3,,,,CHI 30,3,24,"Robbie Gould kicks off 58 yards, returned by Torrie Cox for 31 yards (tackle by Danieal Manning)",0.000,1.800
3,5:15,1,10,TAM 43,3,24,Tim Rattay pass incomplete short right intended for Mike Alstott,1.800,1.250
3,5:11,2,10,TAM 43,3,24,Tim Rattay pass complete short left to Michael Pittman for 5 yards (tackle by Brian Urlacher),1.250,1.220
3,4:29,3,5,TAM 48,3,24,"Tim Rattay pass complete deep left to Maurice Stovall for 19 yards (tackle by Ricky Manning). Penalty on Maurice Stovall: Taunting, 15 yards",1.220,2.390
3,4:05,1,10,CHI 48,3,24,Tim Rattay pass complete short right to Michael Pittman for 14 yards (tackle by Chris Harris),2.390,3.310
3,3:38,1,10,CHI 34,3,24,Tim Rattay pass complete short right to Anthony Becht for 4 yards (tackle by Charles Tillman),3.310,3.310
3,3:11,2,6,CHI 30,3,24,Tim Rattay pass complete short right to Cadillac Williams for 5 yards (tackle by Chris Harris),3.310,3.270
3,2:31,3,1,CHI 25,3,24,Mike Alstott right guard for 2 yards (tackle by Alex Brown),3.270,4.040
3,1:54,1,10,CHI 23,3,24,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",4.040,3.710
3,1:32,1,15,CHI 28,3,24,Tim Rattay pass complete short middle to Joey Galloway for 13 yards (tackle by Charles Tillman),3.710,4.750
3,1:11,2,2,CHI 15,3,24,Mike Alstott right guard for 1 yard (tackle by Lance Briggs and Brian Urlacher),4.750,4.280
3,0:32,3,1,CHI 14,9,24,"Mike Alstott right end for 14 yards, touchdown",4.280,7.000
3,,,,,9,24,"Penalty on Charles Tillman: Neutral Zone Infraction, 5 yards",0.000,0.000
3,,,,CHI 2,10,24,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 35,10,24,"Matt Bryant kicks off 58 yards, returned by Devin Hester for 8 yards (tackle by Blue Adams). Devin Hester fumbles (forced by Blue Adams), recovered by Wesly Mallard at CHI-20 and returned for 4 yards (tackle by Darrell McClover)",0.000,-4.510
3,0:17,1,10,CHI 16,10,24,Cadillac Williams left tackle for 4 yards (tackle by Lance Briggs and Charles Tillman),4.510,4.570
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CHI 12,10,24,Mike Alstott left tackle for 3 yards (tackle by Hunter Hillenmeyer and Brian Urlacher),4.570,4.390
4,14:19,3,3,CHI 9,16,24,"Tim Rattay pass complete short left to Alex Smith for 9 yards, touchdown",4.390,7.000
4,,,,CHI 2,17,24,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,17,24,"Matt Bryant kicks off 63 yards, returned by Devin Hester for 16 yards (tackle by Will Allen)",0.000,0.480
4,14:07,1,10,CHI 23,17,24,Rex Grossman pass complete short right to Muhsin Muhammad for 12 yards (tackle by Jermaine Phillips and Phillip Buchanon),0.480,1.270
4,13:28,1,10,CHI 35,17,24,Cedric Benson left tackle for 15 yards (tackle by Phillip Buchanon),1.270,2.260
4,12:58,1,10,CHI 50,17,24,Cedric Benson left tackle for 1 yard (tackle by Jermaine Phillips),2.260,1.850
4,12:19,2,9,TAM 49,17,24,Rex Grossman pass complete short middle to Desmond Clark for 18 yards (tackle by Will Allen),1.850,3.510
4,11:37,1,10,TAM 31,17,24,Rex Grossman pass complete short right to Jason McKie for 14 yards (tackle by Kalvin Pearson),3.510,4.440
4,10:57,1,10,TAM 17,17,24,Cedric Benson left tackle for 3 yards (tackle by Derrick Brooks and Greg Spires),4.440,4.320
4,10:13,2,7,TAM 14,17,24,Rex Grossman pass complete short right to Jason McKie for 10 yards (tackle by Kalvin Pearson),4.320,6.280
4,9:29,1,4,TAM 4,17,30,"Cedric Benson left tackle for 4 yards, touchdown",6.280,7.000
4,,,,TAM 2,17,31,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,17,31,"Robbie Gould kicks off 54 yards, returned by Torrie Cox for 11 yards (tackle by Rashied Davis)",0.000,0.740
4,9:17,1,10,TAM 27,17,31,"Tim Rattay pass incomplete deep left intended for Joey Galloway is intercepted by Chris Harris at TAM-48 and returned for 3 yards. Penalty on Antonio Garay: Personal Foul, 15 yards",0.740,-1.600
4,9:10,1,10,CHI 40,17,31,Cedric Benson left tackle for 2 yards (tackle by Greg Spires),1.600,1.320
4,8:22,2,8,CHI 42,17,31,Cedric Benson left end for 2 yards (tackle by Kalvin Pearson),1.320,0.890
4,7:40,3,6,CHI 44,17,31,Rex Grossman pass incomplete short left intended for Mark Bradley (defended by Dewayne White),0.890,-0.460
4,7:38,4,6,CHI 44,17,31,"Brad Maynard punts 48 yards, returned by Mark Jones for 21 yards (tackle by Rod Wilson). Penalty on Blue Adams: Illegal Block Above the , 5 yards",-0.460,0.380
4,7:25,1,10,TAM 5,17,31,Tim Rattay pass incomplete short right intended for Michael Pittman,-0.380,-0.780
4,7:22,2,10,TAM 5,17,31,Tim Rattay pass complete short right to Alex Smith for 1 yard (tackle by Adewale Ogunleye),-0.780,-1.300
4,6:57,3,9,TAM 6,17,31,Tim Rattay pass complete deep middle to Joey Galloway for 30 yards (tackle by Chris Harris),-1.300,1.330
4,6:28,1,10,TAM 36,17,31,Tim Rattay pass incomplete short right intended for Joey Galloway,1.330,0.790
4,6:24,2,10,TAM 36,23,31,"Tim Rattay pass complete deep middle to Joey Galloway for 64 yards, touchdown",0.790,7.000
4,,,,CHI 2,24,31,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,24,31,"Matt Bryant kicks off 59 yards, returned by Devin Hester for 2 yards (tackle by Wesly Mallard)",0.000,-0.320
4,6:08,1,10,CHI 13,24,31,Thomas Jones right end for 5 yards (tackle by Shelton Quarles),-0.320,-0.140
4,5:32,2,5,CHI 18,24,31,Rex Grossman pass incomplete short right intended for Desmond Clark,-0.140,-0.830
4,5:27,3,5,CHI 18,24,31,Thomas Jones left tackle for 4 yards (tackle by Jermaine Phillips and Derrick Brooks),-0.830,-1.900
4,4:41,4,1,CHI 22,24,31,"Brad Maynard punts 39 yards, returned by Mark Jones for 11 yards (tackle by Darrell McClover)",-1.900,-2.260
4,4:31,1,10,CHI 50,24,31,Tim Rattay pass complete short middle to Maurice Stovall for 6 yards (tackle by Brian Urlacher and Lance Briggs),2.260,2.520
4,3:54,2,4,CHI 44,30,31,"Tim Rattay pass complete short middle to Ike Hilliard for 44 yards, touchdown",2.520,7.000
4,,,,CHI 2,31,31,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,31,31,"Matt Bryant kicks off 70 yards, returned by Devin Hester for 22 yards (tackle by Jermaine Phillips). Devin Hester fumbles (forced by Jermaine Phillips), recovered by Devin Hester at CHI-22",0.000,0.410
4,3:39,1,10,CHI 22,31,31,Rex Grossman pass complete short right to Bernard Berrian for 4 yards (tackle by Phillip Buchanon),0.410,0.410
4,3:10,2,6,CHI 26,31,31,Rex Grossman pass complete short right to Thomas Jones for 1 yard (tackle by Phillip Buchanon),0.410,-0.160
4,2:34,3,5,CHI 27,31,31,Rex Grossman sacked by Dewayne White for -9 yards,-0.160,-2.240
4,2:00,4,14,CHI 18,31,31,"Brad Maynard punts 36 yards, returned by Mark Jones for 4 yards (tackle by Rod Wilson)",-2.240,-2.260
4,1:51,1,10,CHI 50,31,31,Tim Rattay pass incomplete intended for Ike Hilliard (defended by Ian Scott),2.260,1.710
4,1:45,2,10,CHI 50,31,31,Tim Rattay pass complete short middle to Michael Pittman for 6 yards (tackle by Brian Urlacher),1.710,1.820
4,1:31,,,,31,31,Timeout #1 by Tampa Bay Buccaneers,0.000,1.820
4,1:31,3,4,CHI 44,31,31,Tim Rattay pass incomplete short right intended for Mike Alstott,1.820,0.330
4,1:25,4,4,CHI 44,31,31,"Josh Bidwell punts 44 yards, touchback. Penalty on Tyler Everett: Offensive Holding, 10 yards",0.330,0.380
4,1:17,1,10,CHI 10,31,31,Cedric Benson left guard for 9 yards (tackle by Shelton Quarles),-0.380,0.240
4,0:45,2,1,CHI 19,31,31,Cedric Benson left tackle for 5 yards (tackle by Will Allen and Ryan Nece),0.240,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
,,,,,,,"Buccaneers won the coin toss, Buccaneers to receive the overtime kickoff.",,
OT,,,,CHI 30,31,31,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,TAM 20,31,31,Cadillac Williams right guard for 4 yards (tackle by Charles Tillman),0.280,0.270
OT,14:21,2,6,TAM 24,31,31,"Tim Rattay pass complete short right to Alex Smith for 10 yards (tackle by Lance Briggs). Alex Smith fumbles (forced by Lance Briggs), recovered by Ian Scott at TAM-37. Penalty on Jeremy Trueblood: Unsportsmanlike Conduct, 15 yards",0.270,-4.110
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
OT,14:08,1,10,TAM 22,31,31,Cedric Benson right tackle for no gain (tackle by Derrick Brooks),4.110,3.560
OT,13:31,2,10,TAM 22,31,31,Cedric Benson right tackle for 3 yards (tackle by Greg Spires and Shelton Quarles),3.560,3.260
OT,12:50,,,,31,31,Timeout #1 by Tampa Bay Buccaneers,0.000,3.260
OT,12:50,3,7,TAM 19,31,31,Robbie Gould 37 yard field goal no good,3.260,-0.740
OT,12:45,1,10,TAM 27,31,31,Cadillac Williams left tackle for 2 yards (tackle by Alfonso Boone and Adewale Ogunleye),0.740,0.470
OT,12:06,2,8,TAM 29,31,31,Tim Rattay pass complete short middle to Alex Smith for 5 yards (tackle by Brian Urlacher),0.470,0.430
OT,11:21,3,3,TAM 34,31,31,Tim Rattay pass incomplete short left intended for Joey Galloway,0.430,-1.110
OT,11:17,4,3,TAM 34,31,31,"Josh Bidwell punts 45 yards, returned by Devin Hester for 8 yards (tackle by Kalvin Pearson). Devin Hester fumbles, ball out of bounds at CHI-29",-1.110,-0.870
OT,11:06,1,10,CHI 29,31,31,Rex Grossman pass complete short right to Muhsin Muhammad for 14 yards (tackle by Phillip Buchanon),0.870,1.800
OT,10:27,1,10,CHI 43,31,31,Rex Grossman pass complete short right to Jason McKie for 3 yards (tackle by Ryan Nece and Dewayne White),1.800,1.660
OT,9:50,2,7,CHI 46,31,31,Cedric Benson left end for 5 yards (tackle by Shelton Quarles),1.660,1.620
OT,9:06,3,2,TAM 49,31,31,Rex Grossman pass incomplete short left intended for Muhsin Muhammad,1.620,0.000
OT,9:02,4,2,TAM 49,31,31,Brad Maynard punts 47 yards,0.000,0.380
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
OT,8:50,1,10,TAM 2,31,31,Mike Alstott left guard for 4 yards (tackle by Ian Scott),-0.380,-0.490
OT,8:08,2,6,TAM 6,31,31,"Penalty on Anthony Davis: False Start, 3 yards (no play)",-0.490,-0.710
OT,7:50,2,9,TAM 3,31,31,Tim Rattay pass complete to Anthony Becht for 8 yards (tackle by Charles Tillman),-0.710,-0.370
OT,7:06,3,1,TAM 11,31,31,"Penalty on Jerald Sowell: False Start, 5 yards (no play)",-0.370,-0.950
OT,6:42,3,6,TAM 6,31,31,Tim Rattay pass incomplete short right intended for Ike Hilliard,-0.950,-2.490
OT,6:37,4,6,TAM 6,31,31,"Josh Bidwell punts 48 yards, returned by Devin Hester for 4 yards (tackle by Jamie Winborn)",-2.490,-2.260
