Quarter,Time,Tm,Detail,ATL,NOR
1.0,9:27,Falcons,Younghoe Koo 37 yard field goal,3,0
,4:09,Saints,Wil Lutz 29 yard field goal,3,3
2.0,11:09,Falcons,Austin Hooper 8 yard pass from Matt Ryan (Younghoe Koo kick),10,3
,1:31,Falcons,Younghoe Koo 36 yard field goal,13,3
,0:00,Saints,Wil Lutz 47 yard field goal,13,6
3.0,6:05,Saints,Wil Lutz 28 yard field goal,13,9
4.0,14:53,Falcons,Brian Hill 10 yard pass from Matt Ryan (Younghoe Koo kick),20,9
,7:27,Falcons,Younghoe Koo 48 yard field goal,23,9
,2:32,Falcons,Younghoe Koo 30 yard field goal,26,9
