Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2,11:04,1,10,NOR 20,10,3,Drew Brees pass complete short left to Latavius Murray for 1 yard (tackle by De'Vondre Campbell),0.280,-0.130
2,10:25,2,9,NOR 21,10,3,Drew Brees pass incomplete short right intended for Tre'Quan Smith,-0.130,-0.820
2,10:18,3,9,NOR 21,10,3,"Penalty on Larry Warford: False Start, 5 yards (no play)",-0.820,-1.690
2,10:18,3,14,NOR 16,10,3,Drew Brees pass complete short right to Zach Line for 5 yards (tackle by Kendall Sheffield and Damontae Kazee),-1.690,-1.960
2,9:28,4,9,NOR 21,10,3,"Thomas Morstead punts 51 yards, returned by Kenjon Barner for 21 yards (tackle by J.T. Gray)",-1.960,-2.190
2,9:17,1,10,ATL 49,10,3,Devonta Freeman right guard for 2 yards (tackle by A.J. Klein),2.190,1.920
2,8:46,2,8,NOR 49,10,3,"Matt Ryan pass complete short left to Austin Hooper for 5 yards (tackle by Marshon Lattimore and Demario Davis). Penalty on Julio Jones: Offensive Pass Interference, 10 yards (no play)",1.920,0.570
2,8:20,2,18,ATL 41,10,3,Matt Ryan pass complete short middle to Russell Gage for 9 yards (tackle by Eli Apple),0.570,1.090
2,7:44,3,9,ATL 50,10,3,Matt Ryan pass complete short left to Calvin Ridley for 3 yards (tackle by Eli Apple),1.090,0.130
2,6:54,4,6,NOR 47,10,3,"Ryan Allen punts 37 yards, fair catch by Deonte Harris at NO-10",0.130,0.380
2,6:47,1,10,NOR 10,10,3,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Isaiah Oliver),-0.380,0.240
2,6:22,2,1,NOR 19,10,3,Latavius Murray left tackle for 3 yards (tackle by Vic Beasley),0.240,0.410
2,5:41,1,10,NOR 22,10,3,Drew Brees pass complete short middle to Michael Thomas for 14 yards (tackle by Ricardo Allen),0.410,1.330
2,5:00,1,10,NOR 36,10,3,Drew Brees pass complete short right to Zach Line for no gain (tackle by Foyesade Oluokun),1.330,0.790
2,4:19,2,10,NOR 36,10,3,Alvin Kamara right guard for 6 yards (tackle by Tyeler Davison),0.790,0.890
2,3:41,3,4,NOR 42,10,3,Drew Brees sacked by Adrian Clayborn for -10 yards,0.890,-1.240
2,3:00,4,14,NOR 32,10,3,Thomas Morstead punts 51 yards downed by J.T. Gray,-1.240,0.060
2,2:48,1,10,ATL 17,10,3,Matt Ryan pass incomplete short left intended for Julio Jones,-0.060,-0.580
2,2:45,2,10,ATL 17,10,3,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Marcus Williams),-0.580,-1.250
2,2:42,3,10,ATL 17,10,3,Matt Ryan pass complete short left to Christian Blake for 11 yards (tackle by P.J. Williams),-1.250,0.810
2,2:00,1,10,ATL 28,10,3,Matt Ryan pass complete deep right to Julio Jones for 54 yards (tackle by Marcus Williams),0.810,4.370
2,1:51,1,10,NOR 18,10,3,Matt Ryan pass complete short middle to Austin Hooper for 6 yards (tackle by Kiko Alonso and Demario Davis),4.370,4.810
2,1:46,,,,,,Timeout #1 by New Orleans Saints,,
2,1:46,2,4,NOR 12,10,3,Devonta Freeman left guard for 2 yards (tackle by David Onyemata),4.810,4.510
2,1:42,,,,,,Timeout #2 by New Orleans Saints,,
2,1:42,3,2,NOR 10,10,3,Matt Ryan sacked by Demario Davis for -8 yards,4.510,2.250
2,1:35,,,,,,Timeout #3 by New Orleans Saints,,
2,1:35,4,10,NOR 18,13,3,Younghoe Koo 36 yard field goal good,2.250,3.000
2,1:31,,,ATL 35,13,3,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
2,1:31,1,10,NOR 25,13,3,"Drew Brees pass incomplete short right intended for Ted Ginn (defended by Blidi Wreh-Wilson). Penalty on Blidi Wreh-Wilson: Defensive Pass Interference, 8 yards (no play)",0.610,1.140
2,1:27,1,10,NOR 33,13,3,Drew Brees pass complete short middle to Jared Cook for 17 yards (tackle by De'Vondre Campbell). Penalty on Kendall Sheffield: Defensive Holding (Declined),1.140,2.260
2,1:21,1,10,NOR 50,13,3,Drew Brees pass complete short right to Jared Cook for 6 yards (tackle by Blidi Wreh-Wilson),2.260,2.520
2,1:17,2,4,ATL 44,13,3,Drew Brees pass complete short right to Jared Cook for 6 yards (tackle by De'Vondre Campbell),2.520,3.050
2,0:56,1,10,ATL 38,13,3,"Drew Brees pass complete short left to Michael Thomas for 13 yards (tackle by Damontae Kazee and Deion Jones). Penalty on Michael Thomas: Face Mask (15 Yards), 15 yards",3.050,2.920
2,0:48,1,12,ATL 40,13,3,Drew Brees pass complete short middle to Michael Thomas for 7 yards (tackle by Isaiah Oliver),2.920,3.180
2,0:28,2,5,ATL 33,13,3,Drew Brees pass complete short right to Alvin Kamara for 6 yards (tackle by De'Vondre Campbell and Deion Jones),3.180,3.780
2,0:15,1,10,ATL 27,13,3,Drew Brees spiked the ball,3.780,3.230
2,0:15,2,10,ATL 27,13,3,"Drew Brees pass complete short right to Alvin Kamara for 5 yards (tackle by De'Vondre Campbell). Penalty on Erik McCoy: Tripping, 10 yards (no play)",3.230,1.880
2,0:09,2,20,ATL 37,13,3,Drew Brees pass complete short right to Alvin Kamara for 8 yards (tackle by Blidi Wreh-Wilson),1.880,2.280
2,0:05,3,12,ATL 29,13,6,Wil Lutz 47 yard field goal good,2.280,3.000
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,13,6,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,13,6,Drew Brees pass complete short right to Alvin Kamara for 4 yards (tackle by Ricardo Allen),0.610,0.600
3,14:28,2,6,NOR 29,13,6,Taysom Hill right end for 11 yards (tackle by Ricardo Allen and Damontae Kazee),0.600,1.600
3,13:52,1,10,NOR 40,13,6,Alvin Kamara right tackle for 4 yards (tackle by Takkarist McKinley),1.600,1.590
3,13:16,2,6,NOR 44,13,6,Drew Brees pass incomplete deep left intended for Ted Ginn (defended by Kendall Sheffield),1.590,0.890
3,13:10,3,6,NOR 44,13,6,Drew Brees pass complete short right to Michael Thomas for 3 yards (tackle by Isaiah Oliver),0.890,-0.260
3,12:23,4,3,NOR 47,13,6,"Penalty on Terron Armstead: False Start, 5 yards (no play)",-0.260,-0.590
3,12:20,4,8,NOR 42,13,6,Thomas Morstead punts 48 yards downed by J.T. Gray,-0.590,0.380
3,12:11,1,10,ATL 10,13,6,Matt Ryan pass incomplete deep left intended for Calvin Ridley (defended by Marcus Williams),-0.380,-0.780
3,12:04,2,10,ATL 10,13,6,Brian Hill left guard for 5 yards (tackle by David Onyemata),-0.780,-0.840
3,11:22,3,5,ATL 15,13,6,Matt Ryan pass complete short middle to Julio Jones for 12 yards (tackle by P.J. Williams),-0.840,0.740
3,10:43,1,10,ATL 27,13,6,Brian Hill left guard for no gain (tackle by A.J. Klein),0.740,0.200
3,9:59,2,10,ATL 27,13,6,"Penalty on Calvin Ridley: False Start, 5 yards (no play)",0.200,-0.480
3,9:45,2,15,ATL 22,13,6,Matt Ryan pass incomplete short left intended for Russell Gage (defended by Chauncey Gardner-Johnson),-0.480,-1.150
3,9:39,3,15,ATL 22,13,6,Matt Ryan pass incomplete deep right intended for Julio Jones,-1.150,-1.900
3,9:35,4,15,ATL 22,13,6,"Penalty on Josh Harris: False Start, 5 yards (no play)",-1.900,-2.320
3,9:35,4,20,ATL 17,13,6,"Ryan Allen punts 40 yards, returned by Deonte Harris for 19 yards (tackle by Josh Harris)",-2.320,-3.050
3,9:24,1,10,ATL 38,13,6,Latavius Murray right guard for 2 yards (tackle by Foyesade Oluokun),3.050,2.780
3,8:53,2,8,ATL 36,13,6,Drew Brees pass incomplete short right intended for Ted Ginn,2.780,2.080
3,8:48,3,8,ATL 36,13,6,Drew Brees pass complete short left to Tre'Quan Smith for 13 yards (tackle by Damontae Kazee),2.080,4.040
3,8:27,1,10,ATL 23,13,6,Drew Brees pass complete short left to Michael Thomas for 8 yards (tackle by Foyesade Oluokun),4.040,4.750
3,7:47,2,2,ATL 15,13,6,Ted Ginn left end for 5 yards (tackle by Ricardo Allen),4.750,4.910
3,7:14,1,10,ATL 10,13,6,Drew Brees pass incomplete short left intended for Alvin Kamara,4.910,4.190
3,7:11,2,10,ATL 10,13,6,Drew Brees sacked by and Grady Jarrett for -6 yards and Vic Beasley for -6 yards,4.190,2.850
3,6:25,,,,,,Timeout #1 by New Orleans Saints,,
3,6:25,3,16,ATL 16,13,6,Drew Brees pass complete short left to Latavius Murray for 6 yards (tackle by Damontae Kazee),2.850,2.760
3,6:09,4,10,ATL 10,13,9,Wil Lutz 28 yard field goal good,2.760,3.000
3,6:05,,,NOR 35,13,9,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,6:05,1,10,ATL 25,13,9,Brian Hill right end for 15 yards (tackle by Marcus Williams),0.610,1.600
3,5:37,1,10,ATL 40,13,9,Brian Hill right guard for 4 yards (tackle by Kiko Alonso and Shy Tuttle),1.600,1.590
3,5:02,2,6,ATL 44,13,9,Brian Hill left guard for 1 yard (tackle by Shy Tuttle),1.590,1.030
3,4:18,3,5,ATL 45,13,9,"Matt Ryan pass incomplete short middle intended for Calvin Ridley. Penalty on Chauncey Gardner-Johnson: Illegal Use of Hands, 5 yards (no play)",1.030,2.260
3,4:15,1,10,ATL 50,13,9,Brian Hill right guard for no gain (tackle by Demario Davis),2.260,1.710
3,3:43,2,10,ATL 50,13,9,Matt Ryan pass complete short right to Calvin Ridley for 15 yards (tackle by Eli Apple and Marcus Davenport),1.710,3.250
3,3:09,1,10,NOR 35,13,9,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by P.J. Williams),3.250,2.700
3,3:05,2,10,NOR 35,13,9,Matt Ryan pass complete short right to Julio Jones for 13 yards (tackle by P.J. Williams),2.700,4.110
3,2:24,1,10,NOR 22,13,9,Brian Hill left tackle for -2 yards (tackle by Demario Davis),4.110,3.290
3,1:46,2,12,NOR 24,13,9,Matt Ryan pass complete short left to Christian Blake for 4 yards (tackle by Demario Davis),3.290,3.140
3,1:13,3,8,NOR 20,13,9,Matt Ryan right end for 8 yards (tackle by Vonn Bell),3.140,4.780
3,0:41,1,10,NOR 12,13,9,Matt Ryan pass incomplete short right intended for Brian Hill,4.780,4.100
3,0:36,,,,,,Timeout #1 by Atlanta Falcons,,
3,0:36,2,10,NOR 12,13,9,Matt Ryan pass complete short left to Russell Gage for 2 yards (tackle by Marcus Williams),4.100,3.480
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,NOR 10,19,9,"Matt Ryan pass complete short left to Brian Hill for 10 yards, touchdown",3.480,7.000
4,14:53,,,NOR 15,20,9,Younghoe Koo kicks extra point good,0.000,0.000
4,14:53,,,ATL 35,20,9,"Younghoe Koo kicks off 65 yards, returned by Deonte Harris for 46 yards (tackle by Olamide Zaccheaus)",0.000,1.990
4,14:44,1,10,NOR 46,20,9,Alvin Kamara left guard for 6 yards (tackle by Vic Beasley),1.990,2.260
4,14:08,2,4,ATL 48,20,9,"Drew Brees pass complete short left to Alvin Kamara for 12 yards (tackle by De'Vondre Campbell). Penalty on Terron Armstead: Offensive Holding, 10 yards (no play)",2.260,0.910
4,13:33,2,14,NOR 42,20,9,Drew Brees pass incomplete short right intended for Jared Cook,0.910,0.230
4,13:28,3,14,NOR 42,20,9,Drew Brees sacked by Grady Jarrett for -5 yards,0.230,-0.910
4,12:40,4,19,NOR 37,20,9,"Thomas Morstead punts 42 yards, returned by Kenjon Barner for 12 yards (tackle by Craig Robertson)",-0.910,-1.140
4,12:31,1,10,ATL 33,20,9,Brian Hill left end for 10 yards (tackle by Marcus Williams and P.J. Williams),1.140,1.800
4,11:52,1,10,ATL 43,20,9,Brian Hill left tackle for 3 yards (tackle by A.J. Klein),1.800,1.660
4,11:06,2,7,ATL 46,20,9,Matt Ryan pass incomplete short left,1.660,0.960
4,11:02,3,7,ATL 46,20,9,Matt Ryan pass complete short right to Austin Hooper for 9 yards (tackle by J.T. Gray),0.960,2.590
4,10:26,1,10,NOR 45,20,9,Brian Hill left end for 5 yards (tackle by Kiko Alonso),2.590,2.720
4,9:44,2,5,NOR 40,20,9,Matt Ryan pass complete short left to Austin Hooper for -6 yards (tackle by Demario Davis),2.720,1.220
4,9:13,3,11,NOR 46,20,9,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Marcus Williams),1.220,0.200
4,9:07,4,11,NOR 46,20,9,"Ryan Allen punts 34 yards, fair catch by Deonte Harris at NO-12. Penalty on J.T. Gray: Roughing the Kicker, 15 yards (no play)",0.200,3.510
4,9:01,1,10,NOR 31,20,9,Brian Hill right guard for no gain (tackle by Malcom Brown),3.510,2.970
4,8:20,2,10,NOR 31,20,9,Matt Ryan pass incomplete short right,2.970,2.280
4,8:14,3,10,NOR 31,20,9,Brian Hill left guard for 1 yard (tackle by Marcus Davenport and Vonn Bell),2.280,1.410
4,7:33,4,9,NOR 30,23,9,Younghoe Koo 48 yard field goal good,1.410,3.000
4,7:27,,,ATL 35,23,9,"Younghoe Koo kicks off 66 yards, returned by Deonte Harris for 21 yards (tackle by Jaeden Graham)",0.000,0.280
4,7:23,1,10,NOR 20,23,9,Drew Brees pass complete short left to Michael Thomas for 16 yards (tackle by Isaiah Oliver),0.280,1.330
4,6:56,1,10,NOR 36,23,9,Drew Brees sacked by Grady Jarrett for -9 yards,1.330,-0.430
4,6:18,2,19,NOR 27,23,9,Drew Brees pass complete short left to Alvin Kamara for 14 yards (tackle by De'Vondre Campbell and Deion Jones),-0.430,0.760
4,5:35,3,5,NOR 41,23,9,Drew Brees pass incomplete short right intended for Jared Cook,0.760,-0.650
4,5:31,4,5,NOR 41,23,9,Drew Brees sacked by Vic Beasley for -7 yards,-0.650,-3.310
4,5:27,1,10,NOR 34,23,9,"Brian Hill left end for 3 yards (tackle by Vonn Bell). Penalty on Olamide Zaccheaus: Offensive Holding, 10 yards (no play)",3.310,2.650
4,4:57,1,20,NOR 44,23,9,Brian Hill left end for 2 yards (tackle by Demario Davis),2.650,1.690
4,4:11,2,18,NOR 42,23,9,Matt Ryan pass deep right intended for Calvin Ridley is intercepted by Marcus Williams at NO-11 and returned for no gain,1.690,0.370
4,4:05,1,10,NOR 11,23,9,Drew Brees pass complete short middle to Jared Cook for 8 yards (tackle by Kendall Sheffield),-0.370,0.170
4,3:46,2,2,NOR 19,23,9,Drew Brees pass incomplete deep right intended for Ted Ginn,0.170,-0.480
4,3:42,3,2,NOR 19,23,9,Drew Brees pass incomplete deep right intended for Jared Cook,-0.480,-2.140
4,3:38,4,2,NOR 19,23,9,Drew Brees pass incomplete short middle intended for Jared Cook (defended by Jack Crawford),-2.140,-4.370
4,3:33,1,10,NOR 18,23,9,Brian Hill left guard for 3 yards (tackle by Marcus Williams and Kiko Alonso),4.370,4.250
4,2:49,2,7,NOR 15,23,9,Brian Hill right tackle for 2 yards (tackle by David Onyemata),4.250,3.820
4,2:42,,,,,,Timeout #2 by New Orleans Saints,,
4,2:42,3,5,NOR 13,23,9,Brian Hill left guard for 1 yard (tackle by A.J. Klein),3.820,2.710
4,2:35,,,,,,Timeout #3 by New Orleans Saints,,
4,2:35,4,4,NOR 12,26,9,Younghoe Koo 30 yard field goal good,2.710,3.000
4,2:32,,,ATL 35,26,9,"Younghoe Koo kicks off 67 yards, returned by Deonte Harris for 24 yards (tackle by Keith Smith)",0.000,0.410
4,2:26,1,10,NOR 22,26,9,Drew Brees pass complete short right to Alvin Kamara for 1 yard (tackle by Foyesade Oluokun),0.410,0.000
4,2:20,2,9,NOR 23,26,9,Drew Brees pass complete short right to Alvin Kamara for 5 yards (tackle by Blidi Wreh-Wilson),0.000,-0.030
4,2:14,3,4,NOR 28,26,9,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by Kendall Sheffield),-0.030,1.140
4,2:00,1,10,NOR 33,26,9,Drew Brees pass complete short right to Michael Thomas for 18 yards (tackle by Ricardo Allen and Blidi Wreh-Wilson),1.140,2.320
4,1:38,1,10,ATL 49,26,9,Drew Brees pass complete short left to Alvin Kamara for 6 yards (tackle by Foyesade Oluokun),2.320,2.590
4,1:14,2,4,ATL 43,26,9,Drew Brees pass complete short left to Jared Cook for 15 yards (tackle by Isaiah Oliver),2.590,3.710
4,0:51,1,10,ATL 28,26,9,Drew Brees pass complete short middle to Alvin Kamara for 6 yards (tackle by Kendall Sheffield and Foyesade Oluokun),3.710,3.980
4,0:27,2,4,ATL 22,26,9,Drew Brees pass complete short right to Michael Thomas for 13 yards (tackle by Jordan Miller),3.980,5.140
4,0:09,1,9,ATL 9,26,9,Drew Brees spiked the ball,5.140,4.380
4,0:08,2,9,ATL 9,26,9,Drew Brees pass incomplete short left intended for Michael Thomas,4.380,3.360
4,0:05,3,9,ATL 9,26,9,Drew Brees pass incomplete short middle intended for Alvin Kamara,3.360,2.830
4,0:02,4,9,ATL 9,26,9,"Penalty on NOR: Delay of Game, 5 yards (no play)",2.830,2.510
4,0:02,4,14,ATL 14,26,9,Drew Brees pass complete short right to Michael Thomas for 13 yards (tackle by Foyesade Oluokun),2.510,0.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
