Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Brian Hill,ATL,20,61,0,2,25,1.3,36,1.8,0,
Devonta Freeman,ATL,10,38,0,3,17,1.7,21,2.1,0,
Matt Ryan,ATL,2,13,0,2,13,6.5,0,0.0,0,
Kenjon Barner,ATL,1,12,0,1,11,11.0,1,1.0,0,
Calvin Ridley,ATL,1,19,0,1,15,15.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,NOR,5,12,0,2,5,1.0,7,1.4,0,
Alvin Kamara,NOR,4,24,0,0,10,2.5,14,3.5,0,
Ted Ginn Jr.,NOR,1,5,0,1,4,4.0,1,1.0,0,
Taysom Hill,NOR,1,11,0,1,5,5.0,6,6.0,0,
