Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
1,8:55,1,10,NOR 33,0,0,Tim Hasselbeck pass incomplete intended for Zeron Flemister (defended by Jay Bellamy),3.380,2.840
1,8:45,2,10,NOR 33,0,0,Tim Hasselbeck pass complete to Rod Gardner for 6 yards (tackle by Ashley Ambrose),2.840,2.940
1,8:15,3,4,NOR 27,0,0,Tim Hasselbeck pass incomplete intended for Trung Canidate is intercepted by Fred Thomas at NOR-23 and returned for 14 yards (tackle by Tim Hasselbeck),2.940,-1.400
1,8:01,1,10,NOR 37,0,0,Deuce McAllister up the middle for 3 yards (tackle by Renaldo Wynn),1.400,1.260
1,7:37,2,7,NOR 40,0,0,Deuce McAllister for 15 yards (tackle by LaVar Arrington),1.260,2.590
1,7:21,1,10,WAS 45,0,0,Deuce McAllister right end for 1 yard (tackle by Champ Bailey),2.590,2.180
1,6:41,2,9,WAS 44,0,0,Aaron Brooks pass complete to Deuce McAllister for 10 yards (tackle by Jeremiah Trotter),2.180,3.310
1,5:32,1,10,WAS 34,0,0,Aaron Brooks pass incomplete intended for Terrelle Smith,3.310,2.770
1,5:32,2,10,WAS 34,0,0,Aaron Brooks pass incomplete intended for Zachary Hilton,2.770,2.080
1,5:27,3,10,WAS 34,0,0,"Aaron Brooks pass complete to Deuce McAllister for 7 yards (tackle by Darrell Russell). Penalty on Victor Riley: Offensive Holding, 10 yards (no play)",2.080,0.760
1,5:00,3,20,WAS 44,0,0,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by Jessie Armstead),0.760,0.330
1,4:51,4,20,WAS 44,0,0,Mitch Berger punts 36 yards,0.330,0.380
1,4:41,1,10,WAS 8,0,0,Trung Canidate left end for 38 yards (tackle by Fred Thomas),-0.380,1.990
1,4:13,1,10,WAS 46,0,0,Trung Canidate up the middle for 1 yard (tackle by Darren Howard),1.990,1.590
1,3:33,2,9,WAS 47,0,0,Tim Hasselbeck pass incomplete intended for Zeron Flemister,1.590,0.890
1,3:29,3,9,WAS 47,0,0,Tim Hasselbeck pass incomplete intended for Laveranues Coles,0.890,-0.260
1,3:24,4,9,WAS 47,0,0,"Bryan Barker punts 40 yards, returned by Keyuo Craver for 3 yards (tackle by Taylor Jacobs). Penalty on NOR: Defensive 12 On-field (Declined)",-0.260,0.140
1,3:09,1,10,NOR 16,0,0,"Aaron Brooks pass incomplete intended for Joe Horn (defended by Champ Bailey). Penalty on Champ Bailey: Defensive Pass Interference, 40 yards (no play)",-0.140,2.650
1,2:54,1,10,WAS 44,0,0,Deuce McAllister up the middle for 3 yards (tackle by Matt Bowen),2.650,2.520
1,2:34,2,7,WAS 41,0,0,Deuce McAllister right end for 17 yards (tackle by Bruce Smith and Darrell Russell),2.520,3.970
1,1:52,1,10,WAS 24,0,0,Aaron Brooks pass complete to Terrelle Smith for 8 yards (tackle by Jeremiah Trotter),3.970,4.650
1,1:13,2,2,WAS 16,0,0,Deuce McAllister right guard for 8 yards (tackle by Champ Bailey),4.650,5.370
1,0:31,1,8,WAS 8,0,0,Aaron Brooks pass complete to Deuce McAllister for 1 yard (tackle by Rashad Bauman),5.370,4.760
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,WAS 7,6,0,"Aaron Brooks up the middle for 7 yards, touchdown",4.760,7.000
2,,,,WAS 2,7,0,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,7,0,"Mitch Berger kicks off 69 yards, returned by Patrick Johnson for 22 yards (tackle by James Fenderson)",0.000,0.480
2,14:50,1,10,WAS 23,7,0,Tim Hasselbeck pass complete to Rod Gardner for 13 yards (tackle by Fred Thomas),0.480,1.330
2,14:17,1,10,WAS 36,7,0,Tim Hasselbeck pass incomplete intended for Laveranues Coles (defended by Charles Grant),1.330,0.790
2,14:13,2,10,WAS 36,7,0,Trung Canidate right tackle for 4 yards (tackle by Darren Howard),0.790,0.630
2,13:43,3,6,WAS 40,7,0,Ladell Betts up the middle for 7 yards (tackle by Fred Thomas),0.630,2.060
2,13:02,1,10,WAS 47,7,0,Tim Hasselbeck pass complete to Zeron Flemister for 7 yards (tackle by Sedrick Hodge),2.060,2.460
2,12:28,2,3,NOR 46,7,0,Trung Canidate right end for 1 yard (tackle by Johnathan Sullivan),2.460,1.880
2,11:52,3,2,NOR 45,7,0,"Tim Hasselbeck for no gain. Tim Hasselbeck fumbles, recovered by Tim Hasselbeck at NOR-45",1.880,0.270
2,11:13,4,2,NOR 45,7,0,Bryan Barker punts 32 yards,0.270,0.320
2,11:03,1,10,NOR 13,7,0,Deuce McAllister left guard for 1 yard (tackle by Matt Bowen),-0.320,-0.680
2,10:36,2,9,NOR 14,7,0,Aaron Brooks pass complete to Terrelle Smith for 8 yards (tackle by Jeremiah Trotter),-0.680,-0.350
2,10:02,3,1,NOR 22,7,0,Deuce McAllister up the middle for no gain (tackle by Regan Upshaw),-0.350,-1.900
2,9:20,4,1,NOR 22,7,0,"Mitch Berger punts 48 yards, returned by Chad Morton for 4 yards (tackle by James Fenderson). Penalty on Champ Bailey: Offensive Holding, 10 yards",-1.900,-0.540
2,9:05,1,10,WAS 24,7,0,Tim Hasselbeck left end for 4 yards (tackle by Derrick Rodgers),0.540,0.540
2,8:47,2,6,WAS 28,7,0,"Trung Canidate right end for 12 yards (tackle by Tebucky Jones). Penalty on Rod Gardner: Offensive Holding, 10 yards",0.540,0.100
2,8:20,3,4,WAS 30,7,0,"Trung Canidate up the middle for 3 yards (tackle by Tebucky Jones). Penalty on Johnathan Sullivan: Defensive Offside, 5 yards (no play)",0.100,1.270
2,8:00,1,10,WAS 35,7,0,Tim Hasselbeck pass complete to Rod Gardner for 13 yards (tackle by Tebucky Jones),1.270,2.130
2,7:34,1,10,WAS 48,7,0,Tim Hasselbeck pass incomplete intended for Rod Gardner,2.130,1.580
2,7:28,2,10,WAS 48,7,0,Tim Hasselbeck pass complete to Ladell Betts for 10 yards (tackle by Darrin Smith),1.580,2.790
2,6:49,1,10,NOR 42,7,0,"Tim Hasselbeck pass complete to Patrick Johnson for 13 yards (tackle by Jay Bellamy). Penalty on Lennie Friedman: Ineligible Downfield Pass, 5 yards (no play)",2.790,2.460
2,6:24,1,15,NOR 47,7,0,Tim Hasselbeck pass complete to Chad Morton for 8 yards (tackle by Derrick Rodgers),2.460,2.650
2,5:43,2,7,NOR 39,7,0,Tim Hasselbeck pass incomplete intended for Laveranues Coles. Penalty on Lennie Friedman: Ineligible Downfield Pass (Declined),2.650,1.950
2,5:35,3,7,NOR 39,7,0,Tim Hasselbeck pass complete to Laveranues Coles for 14 yards (tackle by Ashley Ambrose),1.950,3.910
2,4:56,1,10,NOR 25,7,0,Tim Hasselbeck pass complete to Laveranues Coles for 21 yards,3.910,6.280
2,4:20,1,4,NOR 4,7,0,Trung Canidate up the middle for 2 yards (tackle by Tebucky Jones),6.280,5.720
2,3:53,,,,7,0,Timeout #1 by Washington Redskins,0.000,5.720
2,3:53,2,2,NOR 2,7,6,"Rock Cartwright right end for 2 yards, touchdown",5.720,7.000
2,,,,NOR 2,7,7,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,7,7,"John Hall kicks off 62 yards, returned by Fred McAfee for 18 yards (tackle by Ifeanyi Ohalete)",0.000,0.670
2,3:44,1,10,NOR 26,7,7,"Deuce McAllister right guard for 52 yards (tackle by Matt Bowen and Darrell Russell). Penalty on Matt Bowen: Personal Foul, 11 yards",0.670,4.840
2,3:17,1,10,WAS 11,7,7,Deuce McAllister up the middle for 3 yards (tackle by Jeremiah Trotter),4.840,4.700
2,2:41,2,7,WAS 8,7,7,Aaron Brooks pass incomplete intended for Joe Horn,4.700,3.760
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
2,2:32,3,7,WAS 8,7,7,Aaron Brooks pass incomplete intended for Joe Horn,3.760,2.960
2,2:29,4,7,WAS 8,10,7,John Carney 25 yard field goal good,2.960,3.000
2,,,,NOR 30,10,13,"Mitch Berger kicks off 64 yards, returned by Chad Morton for 94 yards, touchdown",0.000,7.000
2,,,,NOR 2,10,14,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,10,14,"John Hall kicks off 69 yards, returned by Fred McAfee for 18 yards (tackle by Antonio Pierce)",0.000,0.150
2,2:04,1,10,NOR 19,10,14,Aaron Brooks pass complete to Deuce McAllister for 15 yards (tackle by Matt Bowen),0.150,1.200
2,1:57,1,10,NOR 34,10,14,Aaron Brooks pass incomplete intended for Joe Horn (defended by Matt Bowen),1.200,0.660
2,1:52,2,10,NOR 34,10,14,Aaron Brooks pass complete to Joe Horn for 5 yards (tackle by Rashad Bauman),0.660,0.630
2,1:20,3,5,NOR 39,10,14,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Jeremiah Trotter),0.630,-0.780
2,1:15,4,5,NOR 39,10,14,Mitch Berger punts 41 yards,-0.780,-0.280
2,1:06,1,10,WAS 20,10,14,Trung Canidate up the middle for 5 yards (tackle by Charles Grant and Darrin Smith),0.280,0.410
2,0:42,2,5,WAS 25,10,14,Trung Canidate up the middle for 8 yards (tackle by Kenny Smith). Penalty on Darren Howard: Defensive Offside (Declined),0.410,1.140
2,0:37,1,10,WAS 33,10,14,Tim Hasselbeck pass complete to Ladell Betts for 18 yards (tackle by Tebucky Jones),1.140,2.320
2,0:28,1,10,NOR 49,10,14,Tim Hasselbeck pass incomplete intended for Ladell Betts,2.320,1.780
2,0:22,2,10,NOR 49,10,14,Tim Hasselbeck pass incomplete intended for Kevin Ware,1.780,1.090
2,0:14,3,10,NOR 49,10,14,Tim Hasselbeck pass incomplete intended for Patrick Johnson (defended by Fred Thomas),1.090,0.000
2,0:05,,,,10,14,Timeout #2 by Washington Redskins,0.000,0.000
2,0:05,4,10,NOR 49,10,14,Rock Cartwright left end for 22 yards (tackle by Fakhir Brown),0.000,0.870
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,10,14,"Mitch Berger kicks off 54 yards, returned by Chad Morton for 16 yards (tackle by Roger Knight)",0.000,1.070
3,14:56,1,10,WAS 32,10,14,Trung Canidate left guard for 6 yards (tackle by Jay Bellamy and Orlando Ruff),1.070,1.340
3,14:30,2,4,WAS 38,10,14,Tim Hasselbeck pass incomplete intended for Laveranues Coles,1.340,0.630
3,14:23,3,4,WAS 38,10,14,Trung Canidate right guard for 2 yards (tackle by Darren Howard),0.630,-0.720
3,13:58,4,2,WAS 40,10,14,"Bryan Barker punts 45 yards, returned by Keyuo Craver for 19 yards (tackle by Taylor Jacobs)",-0.720,-1.200
3,13:38,1,10,NOR 34,10,14,"Aaron Brooks pass incomplete. Penalty on Aaron Brooks: Intentional Grounding, 15 yards",1.200,-1.430
3,13:33,2,25,NOR 19,10,14,Deuce McAllister up the middle for 3 yards (tackle by Renaldo Wynn and LaVar Arrington),-1.430,-1.620
3,12:58,3,22,NOR 22,10,14,Aaron Brooks pass incomplete intended for Joe Horn,-1.620,-1.900
3,12:49,4,22,NOR 22,10,14,Mitch Berger punts 40 yards,-1.900,-1.470
3,12:36,1,10,WAS 38,10,14,Tim Hasselbeck pass complete to Patrick Johnson for 13 yards,1.470,2.320
3,12:20,1,10,NOR 49,10,14,Trung Canidate right guard for 6 yards (tackle by Sedrick Hodge),2.320,2.590
3,12:05,2,4,NOR 43,10,14,"Tim Hasselbeck up the middle for 6 yards (tackle by Charles Grant). Tim Hasselbeck fumbles (forced by Charles Grant), recovered by Ashley Ambrose at NOR-35 and returned for 25 yards (tackle by Laveranues Coles). Penalty on Laveranues Coles: Face Mask (15 Yards), 15 yards",2.590,-3.910
3,11:24,1,10,WAS 25,10,14,Deuce McAllister right end for -5 yards (tackle by Bernard Holsey),3.910,2.690
3,10:47,2,15,WAS 30,10,14,Aaron Brooks pass incomplete intended for Deuce McAllister,2.690,2.010
3,10:40,3,15,WAS 30,10,14,Aaron Brooks pass incomplete intended for Joe Horn,2.010,1.410
3,10:34,4,15,WAS 30,10,14,John Carney 48 yard field goal no good,1.410,-1.470
3,10:29,1,10,WAS 38,10,14,Trung Canidate right end for 8 yards (tackle by Kenny Smith and Derrick Rodgers),1.470,2.000
3,9:55,2,2,WAS 46,10,14,Trung Canidate left tackle for 1 yard (tackle by Derrick Rodgers),2.000,1.420
3,9:22,3,1,WAS 47,10,14,Rock Cartwright right end for 1 yard (tackle by Charles Grant),1.420,2.130
3,8:54,1,10,WAS 48,10,14,Tim Hasselbeck pass complete to Bryan Johnson for 8 yards (tackle by Sedrick Hodge),2.130,2.660
3,8:23,2,2,NOR 44,10,14,Tim Hasselbeck pass complete to Laveranues Coles for 12 yards (tackle by Ashley Ambrose),2.660,3.450
3,7:39,1,10,NOR 32,10,14,Tim Hasselbeck pass incomplete intended for Ladell Betts,3.450,2.900
3,7:31,2,10,NOR 32,10,14,Tim Hasselbeck pass complete to Trung Canidate for -6 yards (tackle by Darrin Smith),2.900,1.420
3,6:50,3,16,NOR 38,10,14,Tim Hasselbeck pass complete to Ladell Betts for 11 yards (tackle by Derrick Rodgers),1.420,1.720
3,6:07,4,5,NOR 27,10,17,John Hall 45 yard field goal good,1.720,3.000
3,,,,WAS 30,10,17,"John Hall kicks off 66 yards, returned by Keyuo Craver for 19 yards (tackle by Ifeanyi Ohalete)",0.000,0.480
3,5:49,1,10,NOR 23,10,17,Aaron Brooks pass complete to Jerome Pathon for 11 yards (tackle by Fred Smoot),0.480,1.200
3,5:20,1,10,NOR 34,10,17,Deuce McAllister up the middle for no gain (tackle by Bernard Holsey),1.200,0.660
3,4:50,2,10,NOR 34,10,17,Deuce McAllister left tackle for 4 yards (tackle by Regan Upshaw),0.660,0.500
3,4:08,3,6,NOR 38,10,17,"Aaron Brooks pass complete to Boo Williams for 17 yards (tackle by Ifeanyi Ohalete). Penalty on Regan Upshaw: Roughing the Passer, 15 yards",0.500,3.580
3,3:49,1,10,WAS 30,10,17,Deuce McAllister up the middle for 3 yards (tackle by Regan Upshaw),3.580,3.440
3,3:14,2,7,WAS 27,10,17,Aaron Brooks pass complete to Joe Horn for 5 yards (tackle by Champ Bailey),3.440,3.400
3,2:48,3,2,WAS 22,10,17,Aaron Brooks pass complete to Jerome Pathon for 3 yards (tackle by Jeremiah Trotter),3.400,4.310
3,2:06,1,10,WAS 19,10,17,Deuce McAllister left guard for 2 yards (tackle by Jeremiah Trotter),4.310,4.030
3,1:30,2,8,WAS 17,10,17,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Champ Bailey: Defensive Pass Interference, 14 yards (no play)",4.030,6.510
3,1:23,,,,10,17,Timeout #1 by New Orleans Saints,0.000,6.510
3,1:23,1,3,WAS 3,10,17,Deuce McAllister left guard for no gain (tackle by Jeremiah Trotter),6.510,5.530
3,0:51,2,3,WAS 3,10,17,Aaron Brooks pass incomplete intended for Boo Williams,5.530,4.720
3,0:45,3,3,WAS 3,16,17,"Aaron Brooks up the middle for 3 yards, touchdown",4.720,7.000
3,,,,WAS 2,17,17,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,17,17,Mitch Berger kicks off 69 yards,0.000,1.600
3,0:38,1,10,WAS 40,17,17,Tim Hasselbeck pass incomplete intended for Chad Morton,1.600,1.050
3,0:32,2,10,WAS 40,17,17,Trung Canidate up the middle for 5 yards (tackle by Charles Grant),1.050,1.030
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,WAS 45,17,17,Tim Hasselbeck pass complete to Laveranues Coles for 16 yards (tackle by Tebucky Jones),1.030,2.980
4,14:38,1,10,NOR 39,17,17,Ladell Betts right guard for 1 yard (tackle by Darren Howard),2.980,2.580
4,13:54,2,9,NOR 38,17,17,Tim Hasselbeck pass complete to Ladell Betts for 7 yards (tackle by Orlando Ruff),2.580,2.810
4,13:09,3,2,NOR 31,17,17,Tim Hasselbeck pass incomplete intended for Kevin Ware,2.810,1.400
4,12:58,4,2,NOR 31,17,20,John Hall 49 yard field goal good,1.400,3.000
4,,,,WAS 30,17,20,"John Hall kicks off 62 yards, returned by Keyuo Craver for 52 yards (tackle by Patrick Johnson)",0.000,2.920
4,12:44,1,10,WAS 40,17,20,Deuce McAllister right guard for 8 yards (tackle by Peppi Zellner),2.920,3.450
4,12:22,2,2,WAS 32,17,20,Deuce McAllister right guard for 6 yards (tackle by Peppi Zellner),3.450,3.840
4,11:47,1,10,WAS 26,17,20,Deuce McAllister right tackle for 4 yards (tackle by Martin Chase),3.840,3.840
4,11:11,2,6,WAS 22,17,20,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Rashad Bauman),3.840,3.950
4,10:30,3,1,WAS 17,17,20,Aaron Brooks right guard for 2 yards (tackle by Bernard Holsey),3.950,4.580
4,9:44,1,10,WAS 15,23,20,"Aaron Brooks pass complete to Boo Williams for 15 yards, touchdown",4.580,7.000
4,,,,WAS 2,24,20,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,24,20,"Mitch Berger kicks off 65 yards, returned by Chad Morton for 10 yards",,
4,9:30,1,10,WAS 17,24,20,Tim Hasselbeck pass complete to Laveranues Coles for 4 yards (tackle by Sedrick Hodge),-0.060,0.080
4,9:00,2,6,WAS 21,24,20,Tim Hasselbeck pass complete to Zeron Flemister for 7 yards (tackle by Sedrick Hodge),0.080,0.810
4,8:25,1,10,WAS 28,24,20,Trung Canidate right end for 2 yards (tackle by Sedrick Hodge),0.810,0.530
4,7:56,2,8,WAS 30,24,20,Tim Hasselbeck pass complete to Bryan Johnson for 6 yards (tackle by Orlando Ruff),0.530,0.630
4,7:17,3,2,WAS 36,24,20,Tim Hasselbeck pass incomplete intended for Laveranues Coles,0.630,-0.980
4,7:03,4,2,WAS 36,24,20,Bryan Barker punts 34 yards,-0.980,-0.940
4,6:51,1,10,NOR 30,24,20,Deuce McAllister left end for no gain (tackle by Champ Bailey),0.940,0.390
4,6:13,2,10,NOR 30,24,20,Deuce McAllister left guard for 3 yards (tackle by Jeremiah Trotter),0.390,0.100
4,5:34,3,7,NOR 33,24,20,Aaron Brooks pass complete to Boo Williams for 11 yards (tackle by Matt Bowen),0.100,1.860
4,4:50,1,10,NOR 44,24,20,Deuce McAllister right end for 7 yards (tackle by Jeremiah Trotter),1.860,2.260
4,4:04,2,3,WAS 49,24,20,Deuce McAllister left guard for 2 yards (tackle by Matt Bowen),2.260,1.820
4,3:25,3,1,WAS 47,24,20,Aaron Brooks right guard for 1 yard (tackle by Jessie Armstead),1.820,2.520
4,2:43,1,10,WAS 46,24,20,Aaron Brooks pass incomplete intended for Joe Horn,2.520,1.980
4,2:35,2,10,WAS 46,24,20,Deuce McAllister left tackle for 6 yards (tackle by Jessie Armstead),1.980,2.080
4,2:26,,,,24,20,Timeout #1 by Washington Redskins,0.000,2.080
4,2:26,3,4,WAS 40,24,20,Aaron Brooks pass incomplete intended for Joe Horn,2.080,0.590
4,2:21,4,4,WAS 40,24,20,"Mitch Berger punts 40 yards, touchback",0.590,-0.280
4,2:12,1,10,WAS 20,24,20,Tim Hasselbeck pass complete to Laveranues Coles for 21 yards (tackle by Derrick Rodgers),0.280,1.660
4,2:00,1,10,WAS 41,24,20,Tim Hasselbeck pass incomplete intended for Laveranues Coles,1.660,1.120
4,1:56,2,10,WAS 41,24,20,Tim Hasselbeck pass incomplete intended for Laveranues Coles (defended by Ashley Ambrose),1.120,0.430
4,1:52,3,10,WAS 41,24,20,Tim Hasselbeck pass incomplete intended for Patrick Johnson (defended by Jay Bellamy),0.430,-0.650
4,1:44,,,,24,20,Timeout #2 by Washington Redskins,0.000,-0.650
4,1:44,4,10,WAS 41,24,20,Tim Hasselbeck pass incomplete intended for Taylor Jacobs (defended by Fakhir Brown),-0.650,-2.850
4,1:39,1,10,WAS 41,24,20,Deuce McAllister left end for no gain (tackle by Jessie Armstead),2.850,2.310
4,1:33,,,,24,20,Timeout #3 by Washington Redskins,0.000,2.310
4,1:33,2,10,WAS 41,24,20,Aaron Brooks kneels for -1 yards,2.310,1.490
4,0:56,3,11,WAS 42,24,20,Aaron Brooks kneels for -1 yards,1.490,0.400
4,0:12,,,,24,20,Timeout #2 by New Orleans Saints,0.000,0.400
4,0:12,4,12,WAS 43,24,20,Mitch Berger punts 40 yards,0.400,0.380
4,0:04,1,10,WAS 4,24,20,"Tim Hasselbeck pass complete to Taylor Jacobs for 14 yards, lateral to Laveranues Coles for no gain, lateral to Rock Cartwright for no gain. Rock Cartwright fumbles, recovered by Darren Howard at WAS-18 and returned for 2 yards (tackle by Jon Jansen)",-0.380,0.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
