Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Rhys Lloyd kicks off 55 yards, returned by Luke Lawton for 20 yards (tackle by Antwan Barnes)",0.000,-1.270
1,14:54,1,10,IND 35,0,0,Joseph Addai left tackle for -1 yards (tackle by Ray Lewis and Bart Scott),1.270,0.590
1,14:14,2,11,IND 34,0,0,Peyton Manning pass complete short right to Ben Utecht for 8 yards (tackle by Bart Scott),0.590,0.960
1,13:40,3,3,IND 42,0,0,Peyton Manning pass complete short right to Anthony Gonzalez for 6 yards (tackle by David Pittman),0.960,2.130
1,13:08,1,10,IND 48,0,0,Joseph Addai right guard for 2 yards (tackle by Haloti Ngata),2.130,1.850
1,12:33,2,8,IND 50,0,0,Peyton Manning pass incomplete deep right intended for Anthony Gonzalez,1.850,1.160
1,12:26,3,8,IND 50,0,0,Peyton Manning pass complete short right to Anthony Gonzalez for 15 yards (tackle by David Pittman),1.160,3.250
1,12:04,1,10,BAL 35,0,0,Joseph Addai left end for 1 yard (tackle by Amon Gordon and Ray Lewis),3.250,2.840
1,11:29,2,9,BAL 34,0,0,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Corey Ivy),2.840,2.150
1,11:25,3,9,BAL 34,6,0,"Peyton Manning pass complete deep right to Reggie Wayne for 34 yards, touchdown",2.150,7.000
1,,,,BAL 2,7,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,7,0,"Adam Vinatieri kicks off 56 yards, returned by Yamon Figurs for 12 yards (tackle by Clint Session)",0.000,0.670
1,11:15,1,10,BAL 26,7,0,Kyle Boller pass complete short right to Willis McGahee for -1 yards (tackle by Freddie Keiaho),0.670,-0.010
1,10:37,2,11,BAL 25,7,0,Willis McGahee right guard for 1 yard (tackle by Tyjuan Hagler and Antoine Bethea),-0.010,-0.560
1,9:59,3,10,BAL 26,7,0,"Kyle Boller pass incomplete short right intended for Daniel Wilcox. Penalty on Gary Brackett: Illegal Contact, 5 yards (no play)",-0.560,1.000
1,9:54,1,10,BAL 31,7,0,"Willis McGahee up the middle for no gain (tackle by Robert Mathis). Willis McGahee fumbles (forced by Robert Mathis), recovered by Marlin Jackson at BAL-33 and returned for 21 yards (tackle by Jonathan Ogden)",1.000,-4.780
1,9:44,1,10,BAL 12,7,0,Peyton Manning pass complete short left to Ben Utecht for 11 yards (tackle by Jarret Johnson),4.780,6.970
1,9:11,1,1,BAL 1,13,0,"Joseph Addai up the middle for 1 yard, touchdown",6.970,7.000
1,,,,BAL 2,14,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,14,0,"Adam Vinatieri kicks off 56 yards, returned by Yamon Figurs for 10 yards (tackle by Luke Lawton). Penalty on Mike Anderson: Offensive Holding, 10 yards",0.000,-0.280
1,9:01,1,10,BAL 14,14,0,Kyle Boller pass complete short right to Le'Ron McClain for 9 yards (tackle by Bob Sanders),-0.280,0.550
1,8:30,2,1,BAL 23,14,0,Willis McGahee left guard for no gain (tackle by Bob Sanders and Gary Brackett),0.550,-0.320
1,7:53,3,1,BAL 23,14,0,Kyle Boller up the middle for 2 yards (tackle by Gary Brackett),-0.320,0.610
1,7:18,1,10,BAL 25,14,0,Kyle Boller for 7 yards (tackle by Keyunta Dawson and Bob Sanders),0.610,1.010
1,6:48,2,3,BAL 32,14,0,Willis McGahee left end for 4 yards (tackle by Gary Brackett),1.010,1.330
1,6:18,1,10,BAL 36,14,0,Kyle Boller up the middle for 4 yards (tackle by Gary Brackett),1.330,1.330
1,5:39,2,6,BAL 40,14,0,Willis McGahee right end for 15 yards (tackle by Antoine Bethea),1.330,2.590
1,4:57,1,10,IND 45,14,0,Willis McGahee right guard for 6 yards (tackle by Kelvin Hayden and Keyunta Dawson),2.590,2.850
1,4:22,2,4,IND 39,14,0,Kyle Boller pass incomplete short right intended for Derrick Mason is intercepted by Gary Brackett at IND-32 and returned for 49 yards (tackle by Derrick Mason),2.850,-4.310
1,4:11,1,10,BAL 19,20,0,"Peyton Manning pass complete short left to Joseph Addai for 19 yards, touchdown",4.310,7.000
1,,,,BAL 2,21,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,21,0,"Adam Vinatieri kicks off 52 yards, returned by Yamon Figurs for 9 yards (tackle by Ramon Guzman)",0.000,0.740
1,4:00,1,10,BAL 27,21,0,Musa Smith right tackle for 1 yard (tackle by Tyjuan Hagler),0.740,0.330
1,3:25,2,9,BAL 28,21,0,Musa Smith up the middle for 3 yards (tackle by Kelvin Hayden and Gary Brackett),0.330,0.040
1,2:44,3,6,BAL 31,21,0,Kyle Boller pass complete short middle to Musa Smith for 1 yard (tackle by Bob Sanders),0.040,-1.240
1,2:04,4,5,BAL 32,23,0,"Sam Koch punts no gain, safety",-1.240,-2.000
1,,,,BAL 20,23,0,"Sam Koch kicks off 54 yards, returned by T.J. Rushing for 9 yards (tackle by Mike Anderson)",0.000,1.270
1,1:52,1,10,IND 35,23,0,Joseph Addai left guard for 4 yards (tackle by Ray Lewis and Dwan Edwards),1.270,1.260
1,1:15,2,6,IND 39,23,0,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by Derrick Martin),1.260,2.060
1,1:15,1,10,IND 47,23,0,"Penalty on Jake Scott: False Start, 5 yards (no play)",2.060,1.730
