Quarter,Time,Down,ToGo,Location,OAK,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,BUF 30,0,0,"Mike Hollis kicks off 61 yards, returned by Terry Kirby for 5 yards (tackle by Coy Wire)",0.000,-0.280
1,14:55,1,10,OAK 14,0,0,Charlie Garner right guard for 1 yard (tackle by Eddie Robinson),-0.280,-0.640
1,14:18,2,9,OAK 15,0,0,Rich Gannon pass complete to Tim Brown for 6 yards (tackle by Coy Wire and London Fletcher),-0.640,-0.560
1,13:45,3,3,OAK 21,0,0,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on Coy Wire: Defensive Pass Interference, 2 yards (no play)",-0.560,0.480
1,13:40,1,10,OAK 23,0,0,Charlie Garner middle for 1 yard (tackle by Coy Wire and Keith Newman),0.480,0.070
1,13:04,2,9,OAK 24,0,0,Rich Gannon pass incomplete intended for Jerry Rice,0.070,-0.630
1,12:55,3,9,OAK 24,0,0,Rich Gannon pass complete to Tim Brown for 21 yards (tackle by Chris Watson),-0.630,1.930
1,12:12,1,10,OAK 45,0,0,Rich Gannon pass complete to Charlie Garner for 4 yards (tackle by Pat Williams and Chidi Ahanotu),1.930,1.920
1,11:31,2,6,OAK 49,0,0,Rich Gannon pass incomplete intended for Tim Brown,1.920,1.220
1,11:25,3,6,OAK 49,0,0,"Penalty on Langston Walker: False Start, 5 yards (no play)",1.220,0.560
1,11:25,3,11,OAK 44,0,0,"Rich Gannon for 4 yards (tackle by London Fletcher). Penalty on Jerry Rice: Personal Foul, 15 yards",0.560,-0.890
1,11:08,3,22,OAK 33,0,0,"Shane Lechler punts 39 yards, returned by Charlie Rogers for 12 yards (tackle by Zack Crockett)",-0.890,-1.600
1,10:58,1,10,BUF 40,0,0,Travis Henry left tackle for 2 yards (tackle by Eric Barton),1.600,1.320
1,10:22,2,8,BUF 42,0,0,Drew Bledsoe sacked by Eric Barton for 0 yards,1.320,0.630
1,9:37,3,8,BUF 42,0,0,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Tory James),0.630,-0.590
1,9:29,4,8,BUF 42,0,0,"Brian Moorman punts 45 yards, fair catch by Phillip Buchanon",-0.590,0.320
1,9:20,1,10,OAK 13,0,0,Rich Gannon pass complete to Tim Brown for 11 yards (tackle by Antoine Winfield),-0.320,0.540
1,8:42,1,10,OAK 24,0,0,Charlie Garner middle for 1 yard (tackle by Pat Williams and Ron Edwards),0.540,0.130
1,8:01,2,9,OAK 25,0,0,Rich Gannon pass complete to Jerry Porter for 5 yards (tackle by Pierson Prioleau),0.130,0.100
1,7:23,3,4,OAK 30,0,0,Rich Gannon pass incomplete intended for Tim Brown,0.100,-1.370
1,7:16,4,4,OAK 30,0,0,"Shane Lechler punts 70 yards, touchback",-1.370,-0.280
1,7:02,1,10,BUF 20,0,0,Drew Bledsoe pass incomplete intended for Phillip Crosby,0.280,-0.270
1,6:58,2,10,BUF 20,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.270,-0.960
1,6:54,3,10,BUF 20,0,0,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Terrance Shaw: Illegal Contact, 5 yards (no play)",-0.960,0.610
1,6:50,1,10,BUF 25,0,0,Drew Bledsoe pass complete to Travis Henry for no gain,0.610,0.060
1,6:08,2,10,BUF 25,0,0,Travis Henry middle for -3 yards (tackle by Eric Barton and John Parrella),0.060,-1.020
1,5:26,3,13,BUF 22,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Rod Woodson). Penalty on Larry Centers: Offensive Holding (Declined),-1.020,-1.900
1,5:15,4,13,BUF 22,0,0,"Brian Moorman punts 43 yards, muffed catch by Phillip Buchanon, recovered by Phillip Buchanon and returned for no gain. Penalty on DeLawrence Grant: Defensive Holding, 10 yards",-1.900,-0.610
1,5:04,1,10,OAK 25,0,0,Charlie Garner left tackle for 8 yards (tackle by Nate Clements),0.610,1.140
1,4:35,2,2,OAK 33,0,0,Rich Gannon pass complete to Charlie Garner for 1 yard (tackle by London Fletcher),1.140,0.560
1,4:00,3,1,OAK 34,0,0,Zack Crockett middle for 2 yards (tackle by Justin Bannan),0.560,1.330
1,3:22,1,10,OAK 36,0,0,Rich Gannon pass complete to Terry Kirby for 4 yards (tackle by London Fletcher),1.330,1.330
1,2:46,2,6,OAK 40,0,0,Rich Gannon pass incomplete intended for Jerry Rice (defended by Chris Watson),1.330,0.630
1,2:41,3,6,OAK 40,0,0,Rich Gannon pass complete to Tim Brown for 17 yards (tackle by Pierson Prioleau),0.630,2.720
