Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandon Aiyuk,SFO,10,4,76,0,2,29,7.3,47,11.8,15.8,0,,0,0.0,1,27.5
Christian McCaffrey,SFO,3,3,9,1,1,-9,-3.0,18,6.0,-3.0,0,,0,0.0,0,118.7
Jauan Jennings,SFO,4,2,26,0,2,19,9.5,7,3.5,9.5,0,,0,0.0,0,70.8
Ray-Ray McCloud,SFO,2,1,4,0,0,4,4.0,0,0.0,-1.5,0,,0,0.0,0,56.2
George Kittle,SFO,2,1,1,0,,3,3.0,-2,-2.0,13.5,0,,0,0.0,0,56.2
Kyle Juszczyk,SFO,1,1,9,0,,8,8.0,1,1.0,8.0,0,,0,0.0,0,104.2
Deebo Samuel,SFO,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
Ross Dwelley,SFO,1,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amari Cooper,CLE,8,4,108,0,3,64,16.0,44,11.0,13.0,0,,0,0.0,1,56.2
Elijah Moore,CLE,7,4,19,0,0,3,0.8,16,4.0,6.7,0,,0,0.0,0,62.2
Kareem Hunt,CLE,3,3,24,0,1,-9,-3.0,33,11.0,-3.0,0,,0,0.0,0,100.0
David Njoku,CLE,4,3,24,0,1,5,1.7,19,6.3,4.8,1,3.0,0,0.0,0,89.6
Jerome Ford,CLE,2,2,7,0,0,3,1.5,4,2.0,1.5,0,,0,0.0,0,81.2
Marquise Goodwin,CLE,2,1,4,0,0,4,4.0,0,0.0,14.0,0,,0,0.0,0,56.2
David Bell,CLE,3,1,6,0,1,4,4.0,2,2.0,3.7,0,,0,0.0,1,2.8
Harrison Bryant,CLE,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Donovan Peoples-Jones,CLE,1,0,0,0,,0,,0,,21.0,0,,0,0.0,0,39.6
Jordan Akins,CLE,2,0,0,0,,0,,0,,8.5,0,,0,0.0,0,39.6
