Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,SFO,11,43,0,2,11,1.0,32,2.9,3,3.7
Jordan Mason,SFO,5,27,1,1,11,2.2,16,3.2,2,2.5
Brock Purdy,SFO,3,7,0,1,7,2.3,0,0.0,0,
Ray-Ray McCloud,SFO,2,23,0,2,18,9.0,5,2.5,0,
Elijah Mitchell,SFO,2,-3,0,,-4,-2.0,1,0.5,0,
Deebo Samuel,SFO,2,11,0,,4,2.0,7,3.5,1,2.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerome Ford,CLE,17,84,0,3,24,1.4,60,3.5,6,2.8
Kareem Hunt,CLE,12,47,1,4,27,2.3,20,1.7,0,
P.J. Walker,CLE,3,1,0,1,-6,-2.0,7,2.3,1,3.0
Marquise Goodwin,CLE,1,20,0,1,16,16.0,4,4.0,0,
Elijah Moore,CLE,1,8,0,1,7,7.0,1,1.0,0,
