Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Isaiah Oliver,ATL,0,13,8,61.5%,94,11.8,7.2,1,109.1,8.3,51,43,0,0,0,0.0,0,7,0,0.0%
Deion Jones,ATL,0,7,6,85.7%,57,9.5,8.1,1,140.2,4.0,26,31,2,0,0,0.0,0,9,2,18.2%
Ricardo Allen,ATL,0,4,4,100.0%,57,14.3,14.3,1,158.3,10.0,40,17,2,1,0,0.0,1,7,1,12.5%
Damontae Kazee,ATL,0,4,4,100.0%,40,10.0,10.0,0,108.3,1.8,7,33,1,0,0,0.0,0,6,3,33.3%
Kemal Ishmael,ATL,0,3,3,100.0%,44,14.7,14.7,0,118.7,8.7,26,18,1,0,0,0.0,0,6,0,0.0%
De'Vondre Campbell,ATL,0,4,3,75.0%,35,11.7,8.8,0,101.0,3.0,14,21,5,0,0,0.0,0,5,2,28.6%
Vic Beasley,ATL,0,1,1,100.0%,9,9.0,9.0,0,104.2,3.0,3,6,0,1,1,0.5,3,3,0,0.0%
Takkarist McKinley,ATL,0,1,1,100.0%,12,12.0,12.0,0,116.7,2.0,2,10,0,1,0,0.5,2,1,1,50.0%
Desmond Trufant,ATL,0,2,1,50.0%,12,12.0,6.0,0,68.7,7.0,11,1,0,0,0,0.0,0,1,1,50.0%
Foyesade Oluokun,ATL,0,1,1,100.0%,17,17.0,17.0,0,118.7,6.0,6,11,1,0,0,0.0,0,1,1,50.0%
Keanu Neal,ATL,0,1,1,100.0%,6,6.0,6.0,0,91.7,5.0,5,1,0,0,0,0.0,0,4,0,0.0%
Jack Crawford,ATL,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,0,0.0%
Allen Bailey,ATL,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Adrian Clayborn,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Anthony Walker,IND,0,12,12,100.0%,98,8.2,8.2,1,128.5,5.2,62,36,0,0,0,0.0,0,15,1,6.3%
Bobby Okereke,IND,0,9,7,77.8%,76,10.9,8.4,1,138.9,9.3,59,17,1,0,0,0.0,0,8,0,0.0%
Kenny Moore,IND,0,5,5,100.0%,28,5.6,5.6,0,90.0,3.8,19,9,4,0,0,0.0,0,7,0,0.0%
Clayton Geathers,IND,1,5,4,80.0%,58,14.5,11.6,1,115.0,15.6,53,5,0,0,0,0.0,0,4,0,0.0%
Pierre Desir,IND,0,4,4,100.0%,67,16.8,16.8,0,118.7,12.0,48,19,0,0,0,0.0,0,4,1,20.0%
Rock Ya-Sin,IND,0,5,3,60.0%,48,16.0,9.6,0,92.1,17.8,39,9,0,0,0,0.0,0,2,0,0.0%
Quincy Wilson,IND,0,2,2,100.0%,22,11.0,11.0,1,152.1,11.0,22,0,2,0,0,0.0,0,1,0,0.0%
Malik Hooker,IND,0,1,1,100.0%,10,10.0,10.0,0,108.3,2.0,2,8,0,0,0,0.0,0,2,0,0.0%
Al-Quadin Muhammad,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%
Justin Houston,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Grover Stewart,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,1,100.0%
Kemoko Turay,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Matthew Adams,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Khari Willis,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
