#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:13,JAX 18,2,0:40,18,Touchdown
2,1,10:02,LAC 39,12,4:32,57,Field Goal
3,1,4:33,LAC 42,3,1:35,5,Punt
4,1,2:02,JAX 16,3,1:18,16,Touchdown
5,2,13:36,LAC 38,11,6:24,62,Touchdown
6,2,6:51,LAC 32,3,1:37,8,Punt
7,2,5:14,JAX 6,4,0:49,1,Field Goal
8,2,3:11,LAC 18,3,1:22,-1,Punt
9,2,0:24,LAC 15,1,0:24,-1,End of Half
10,3,15:00,LAC 25,7,2:32,37,Punt
11,3,5:11,LAC 23,7,2:13,45,Field Goal
12,3,0:44,LAC 20,14,6:57,58,Missed FG
13,4,5:25,LAC 25,3,2:16,5,Punt
