Quarter,Time,Down,ToGo,Location,LAC,JAX,Detail,EPB,EPA
1,4:44,4,9,JAX 26,10,0,Logan Cooke punts 32 yards downed by Shaquille Quarterman,-1.630,-1.730
1,4:33,1,10,LAC 42,10,0,Joshua Kelley up the middle for -1 yards (tackle by Roy Robertson-Harris),1.730,1.050
1,3:56,2,11,LAC 41,10,0,Justin Herbert pass complete short middle to Gerald Everett for 6 yards (tackle by Chad Muma and Foyesade Oluokun),1.050,1.160
1,3:14,3,5,LAC 47,10,0,Justin Herbert pass incomplete short left intended for Josh Palmer (defended by Roy Robertson-Harris),1.160,-0.260
1,3:10,4,5,LAC 47,10,0,JK Scott punts 39 yards downed by Chris Rumph,-0.260,0.280
1,2:58,1,10,JAX 14,10,0,Trevor Lawrence pass incomplete deep right intended for Marvin Jones (defended by Asante Samuel),-0.280,-0.750
1,2:51,2,10,JAX 14,10,0,Travis Etienne up the middle for 5 yards (tackle by Sebastian Joseph-Day),-0.750,-0.800
1,2:09,3,5,JAX 19,10,0,Trevor Lawrence pass intended for Evan Engram is intercepted by Asante Samuel at JAC-20 and returned for 4 yards (tackle by Luke Fortner),-0.800,-4.510
1,2:02,1,10,JAX 16,10,0,Austin Ekeler left end for 7 yards (tackle by Andre Cisco),4.510,5.160
1,1:30,2,3,JAX 9,10,0,Austin Ekeler left guard for 3 yards (tackle by Devin Lloyd and Foyesade Oluokun),5.160,5.830
1,0:49,1,6,JAX 6,16,0,"Austin Ekeler left end for 6 yards, touchdown",5.830,7.000
1,0:44,,,JAX 15,17,0,Cameron Dicker kicks extra point good,0.000,0.000
1,0:44,,,LAC 35,17,0,"Cameron Dicker kicks off 65 yards, returned by Jamal Agnew for 25 yards (tackle by Zander Horvath and Cameron Dicker). Penalty on Adam Gotsis: Defensive Holding, 10 yards (accepted)",0.000,-0.220
1,0:37,1,10,JAX 15,17,0,Trevor Lawrence pass complete short right to Zay Jones for 4 yards (tackle by Asante Samuel),-0.220,-0.110
Quarter,Time,Down,ToGo,Location,LAC,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,JAX 19,17,0,Travis Etienne right end for 3 yards (tackle by Drue Tranquill),-0.110,-0.510
2,14:23,3,3,JAX 22,17,0,Trevor Lawrence sacked by and Sebastian Joseph-Day for -6 yards and Kenneth Murray for -6 yards,-0.510,-2.390
2,13:46,4,9,JAX 16,17,0,Logan Cooke punts 46 yards out of bounds,-2.390,-1.470
2,13:36,1,10,LAC 38,17,0,Justin Herbert pass complete short right to Donald Parham for 2 yards (tackle by Josh Allen),1.470,1.190
2,12:53,2,8,LAC 40,17,0,Joshua Kelley up the middle for 3 yards (tackle by Chad Muma and Rayshawn Jenkins),1.190,0.890
2,12:25,3,5,LAC 43,17,0,Justin Herbert pass complete short right to Donald Parham for 12 yards (tackle by Rayshawn Jenkins),0.890,2.590
2,11:46,1,10,JAX 45,17,0,Justin Herbert sacked by Josh Allen for -6 yards,2.590,1.230
2,11:05,2,16,LAC 49,17,0,Austin Ekeler up the middle for 5 yards (tackle by Roy Robertson-Harris and DaVon Hamilton),1.230,1.220
2,10:26,3,11,JAX 46,17,0,Justin Herbert pass complete short middle to Keenan Allen for 23 yards (tackle by Andre Cisco),1.220,4.040
2,9:42,1,10,JAX 23,17,0,Joshua Kelley up the middle for 2 yards (tackle by Josh Allen and Darious Williams),4.040,3.770
2,9:05,2,8,JAX 21,17,0,Justin Herbert pass complete short right to Josh Palmer for 13 yards (tackle by Chad Muma),3.770,5.370
2,8:21,1,8,JAX 8,17,0,"Penalty on Zion Johnson: False Start, 5 yards (accepted) (no play)",5.370,4.530
2,8:03,1,13,JAX 13,17,0,Justin Herbert pass incomplete short middle intended for Donald Parham (defended by Andre Cisco),4.530,3.720
2,7:59,2,13,JAX 13,17,0,Justin Herbert pass complete short right to Austin Ekeler for 4 yards (tackle by Josh Allen and Rayshawn Jenkins),3.720,3.360
2,7:17,3,9,JAX 9,23,0,"Justin Herbert pass complete short right to Gerald Everett for 9 yards, touchdown",3.360,7.000
2,7:12,,,JAX 15,24,0,Cameron Dicker kicks extra point good,0.000,0.000
2,7:12,,,LAC 35,24,0,"Cameron Dicker kicks off 67 yards, returned by Jamal Agnew for 52 yards (tackle by Cameron Dicker)",0.000,2.260
2,7:02,1,10,LAC 50,24,0,Trevor Lawrence pass incomplete deep middle intended for Christian Kirk (defended by Alohi Gilman),2.260,1.710
2,6:55,2,10,LAC 50,24,0,Trevor Lawrence pass incomplete short left intended for Evan Engram (defended by Michael Davis),1.710,1.030
2,6:55,3,10,LAC 50,24,0,Trevor Lawrence pass intended for Evan Engram is intercepted by Asante Samuel at LAC-32 and returned for no gain (tackle by Evan Engram),1.030,-1.070
2,6:51,1,10,LAC 32,24,0,Austin Ekeler left end for no gain (tackle by Foyesade Oluokun),1.070,0.530
2,6:17,2,10,LAC 32,24,0,Joshua Kelley left end for 4 yards (tackle by Foyesade Oluokun),0.530,0.370
2,6:02,3,6,LAC 36,24,0,Justin Herbert pass complete short right to Donald Parham for 4 yards (tackle by Foyesade Oluokun),0.370,-0.720
2,5:34,4,2,LAC 40,24,0,"JK Scott punts 54 yards, recovered by Amen Ogbongbemiga at JAC-6",-0.720,5.830
2,5:14,1,6,JAX 6,24,0,Austin Ekeler left end for 1 yard (tackle by Folorunso Fatukasi and Arden Key),5.830,5.150
2,4:38,2,5,JAX 5,24,0,Justin Herbert pass incomplete short right,5.150,4.260
2,4:31,3,5,JAX 5,24,0,Justin Herbert pass incomplete short middle intended for Keenan Allen,4.260,3.010
2,4:28,4,5,JAX 5,27,0,Cameron Dicker 23 yard field goal good,3.010,3.000
2,4:25,,,LAC 35,27,0,"Cameron Dicker kicks off 43 yards, returned by Chris Manhertz for 6 yards (tackle by Zander Horvath)",0.000,0.810
2,4:23,1,10,JAX 28,27,0,Travis Etienne right end for 3 yards (tackle by Michael Davis and Kyle Van Noy),0.810,0.670
2,3:59,2,7,JAX 31,27,0,Trevor Lawrence pass complete short right to Zay Jones for 5 yards (tackle by Michael Davis),0.670,0.630
2,3:24,3,2,JAX 36,27,0,Trevor Lawrence pass incomplete short right intended for Christian Kirk,0.630,-0.980
2,3:18,4,2,JAX 36,27,0,"Logan Cooke punts 46 yards, fair catch by Bryce Callahan at LAC-18",-0.980,-0.040
2,3:11,1,10,LAC 18,27,0,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by Rayshawn Jenkins),0.040,-0.490
2,3:07,2,10,LAC 18,27,0,Justin Herbert pass complete short middle to Keenan Allen for 9 yards (tackle by Devin Lloyd),-0.490,-0.020
2,2:29,3,1,LAC 27,27,0,"Justin Herbert aborted snap, recovered by Michael Bandy at LAC-17 (tackle by Roy Robertson-Harris)",-0.020,-2.320
2,2:00,4,11,LAC 17,27,0,"JK Scott punts 34 yards, returned by Tevaughn Campbell for 4 yards (tackle by Chris Rumph)",-2.320,-2.460
2,1:49,1,10,LAC 47,27,0,Trevor Lawrence pass complete short right to Travis Etienne for 12 yards (tackle by Khalil Mack and Alohi Gilman),2.460,3.250
2,1:28,1,10,LAC 35,27,0,Trevor Lawrence pass incomplete short right intended for Zay Jones (defended by Michael Davis),3.250,2.700
2,1:22,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:22,2,10,LAC 35,27,0,Travis Etienne left end for 5 yards (tackle by Alohi Gilman and Bryce Callahan),2.700,2.680
2,1:00,3,5,LAC 30,27,0,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by Derwin James),2.680,1.890
2,0:48,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:48,4,1,LAC 26,27,0,Trevor Lawrence pass complete short middle to Marvin Jones for 12 yards (tackle by Alohi Gilman),1.890,4.650
2,0:30,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:30,1,10,LAC 14,27,0,Trevor Lawrence pass complete short right to Zay Jones for 5 yards (tackle by Asante Samuel),4.650,4.900
2,0:28,2,5,LAC 9,27,6,"Trevor Lawrence pass complete short middle to Evan Engram for 9 yards, touchdown",4.900,7.000
2,0:24,,,LAC 15,27,7,Riley Patterson kicks extra point good,0.000,0.000
2,0:24,,,JAX 35,27,7,"Logan Cooke kicks off 65 yards, returned by Michael Bandy for 15 yards",0.000,-0.220
2,0:21,1,10,LAC 15,27,7,Justin Herbert kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,LAC,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,27,7,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAC 25,27,7,Austin Ekeler right end for -4 yards (tackle by Roy Robertson-Harris and DaVon Hamilton),0.610,-0.480
3,14:27,2,14,LAC 21,27,7,Justin Herbert pass complete short middle to Tre' McKitty for 5 yards (tackle by Foyesade Oluokun and Rayshawn Jenkins),-0.480,-0.490
3,13:48,3,9,LAC 26,27,7,"Justin Herbert pass complete short left to Gerald Everett for 25 yards (tackle by Tyson Campbell). Penalty on Travon Walker: Defensive Offside, 5 yards (declined)",-0.490,2.320
3,13:25,1,10,JAX 49,27,7,Justin Herbert pass complete short right to Keenan Allen for 11 yards (tackle by Tyson Campbell),2.320,3.050
3,12:49,1,10,JAX 38,27,7,Justin Herbert pass incomplete short middle intended for Gerald Everett,3.050,2.510
3,12:43,2,10,JAX 38,27,7,Justin Herbert pass incomplete short right intended for Keenan Allen (defended by DaVon Hamilton),2.510,1.820
3,12:39,3,10,JAX 38,27,7,Justin Herbert pass incomplete short left intended for Austin Ekeler,1.820,0.720
3,12:35,4,10,JAX 38,27,7,"JK Scott punts 27 yards, fair catch by Jamal Agnew at JAC-11",0.720,0.370
3,12:28,1,10,JAX 11,27,7,Travis Etienne right end for 3 yards (tackle by Joey Bosa),-0.370,-0.530
3,11:56,2,7,JAX 14,27,7,Trevor Lawrence pass complete short right to Christian Kirk for 10 yards (tackle by Derwin James),-0.530,0.540
3,11:19,1,10,JAX 24,27,7,Trevor Lawrence pass complete short right to Evan Engram for 7 yards (tackle by Michael Davis),0.540,0.940
3,11:06,2,3,JAX 31,27,7,Travis Etienne up the middle for 4 yards (tackle by Sebastian Joseph-Day and Breiden Fehoko),0.940,1.270
3,10:30,1,10,JAX 35,27,7,Trevor Lawrence pass complete short left to Zay Jones for 5 yards (tackle by Michael Davis),1.270,1.400
3,9:55,2,5,JAX 40,27,7,Trevor Lawrence pass complete short middle to Evan Engram for 9 yards (tackle by Bryce Callahan),1.400,2.190
3,9:27,1,10,JAX 49,27,7,Trevor Lawrence pass complete short left to Christian Kirk for 5 yards (tackle by Bryce Callahan and Kenneth Murray),2.190,2.320
3,9:07,2,5,LAC 46,27,7,Trevor Lawrence pass complete short right to Evan Engram for 24 yards (tackle by Bryce Callahan),2.320,4.110
3,8:36,1,10,LAC 22,27,7,Travis Etienne up the middle for 3 yards (tackle by Morgan Fox),4.110,3.970
3,8:01,2,7,LAC 19,27,7,Trevor Lawrence pass incomplete deep left intended for Zay Jones (defended by Asante Samuel),3.970,3.260
3,7:55,3,7,LAC 19,27,7,"Trevor Lawrence sacked by Bryce Callahan for no gain. Penalty on Joey Bosa: Defensive Offside, 5 yards (accepted) (no play)",3.260,4.150
3,7:33,3,2,LAC 14,27,7,Travis Etienne left end for 7 yards (tackle by Asante Samuel),4.150,5.600
3,6:45,1,7,LAC 7,27,7,Trevor Lawrence pass complete short right to Jamal Agnew for 2 yards (tackle by Kyle Van Noy),5.600,5.150
3,6:13,2,5,LAC 5,27,7,Travis Etienne right end for 4 yards (tackle by Kenneth Murray and Derwin James),5.150,5.170
3,5:24,3,1,LAC 1,27,7,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",5.170,4.040
3,5:16,3,6,LAC 6,27,13,"Trevor Lawrence pass complete short left to Marvin Jones for 6 yards, touchdown",4.040,7.000
3,5:11,,,LAC 15,27,14,Riley Patterson kicks extra point good,0.000,0.000
3,5:11,,,JAX 35,27,14,"Riley Patterson kicks off 62 yards, returned by Michael Bandy for 20 yards (tackle by Tim Jones)",0.000,0.480
3,5:06,1,10,LAC 23,27,14,Justin Herbert pass complete deep right to Gerald Everett for 21 yards (tackle by Foyesade Oluokun),0.480,1.860
3,4:44,1,10,LAC 44,27,14,Justin Herbert pass incomplete short right intended for Gerald Everett,1.860,1.320
3,4:39,2,10,LAC 44,27,14,Justin Herbert pass complete short left to Gerald Everett for 25 yards (tackle by K'Lavon Chaisson and Darious Williams),1.320,3.510
3,3:52,1,10,JAX 31,27,14,Austin Ekeler left end for -1 yards (tackle by Devin Lloyd and Roy Robertson-Harris),3.510,2.830
3,3:12,2,11,JAX 32,27,14,Justin Herbert pass incomplete short left intended for Austin Ekeler,2.830,2.150
3,3:07,3,11,JAX 32,27,14,Justin Herbert pass incomplete short right intended for Keenan Allen,2.150,1.240
3,3:02,4,11,JAX 32,30,14,Cameron Dicker 50 yard field goal good,1.240,3.000
3,2:58,,,LAC 35,30,14,"Cameron Dicker kicks off 69 yards, returned by Jamal Agnew for 36 yards (tackle by Troy Reeder)",0.000,1.070
3,2:51,1,10,JAX 32,30,14,Travis Etienne right end for 5 yards (tackle by Kyle Van Noy),1.070,1.200
3,2:15,2,5,JAX 37,30,14,Trevor Lawrence pass complete short right to Marvin Jones for 11 yards (tackle by Derwin James),1.200,2.130
3,1:43,1,10,JAX 48,30,14,Travis Etienne up the middle for 8 yards (tackle by Drue Tranquill and Derwin James),2.130,2.660
3,1:25,2,2,LAC 44,30,14,Travis Etienne up the middle for 5 yards (tackle by Derwin James and Kenneth Murray),2.660,2.980
3,0:50,1,10,LAC 39,30,20,"Trevor Lawrence pass complete deep left to Zay Jones for 39 yards, touchdown",2.980,7.000
3,0:44,,,LAC 2,30,20,Two Point Attempt: Trevor Lawrence pass incomplete intended for Zay Jones,1.000,-1.000
3,0:44,,,JAX 35,30,20,"Penalty on Joey Bosa: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",0.000,-2.260
3,0:44,1,10,JAX 50,30,20,"Riley Patterson kicks off 46 yards, returned by Michael Bandy for 16 yards (tackle by Chris Claybrooks)",2.260,0.280
3,0:36,1,10,LAC 20,30,20,Austin Ekeler left end for no gain (tackle by Roy Robertson-Harris and Travon Walker),0.280,-0.270
Quarter,Time,Down,ToGo,Location,LAC,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,LAC 20,30,20,"Penalty on Foster Sarell: False Start, 5 yards (accepted) (no play)",-0.270,-1.070
4,15:00,2,15,LAC 15,30,20,Justin Herbert pass complete short middle to Josh Palmer for 18 yards (tackle by Andre Cisco),-1.070,1.140
4,14:24,1,10,LAC 33,30,20,Joshua Kelley up the middle for 4 yards (tackle by Josh Allen and Tyson Campbell),1.140,1.130
4,13:47,2,6,LAC 37,30,20,"Justin Herbert sacked by and Folorunso Fatukasi for -7 yards and Travon Walker for -7 yards. Penalty on Travon Walker: Personal Foul / Defense, 15 yards (accepted)",1.130,1.930
4,13:30,1,10,LAC 45,30,20,Austin Ekeler up the middle for 1 yard (tackle by Foyesade Oluokun),1.930,1.520
4,12:53,2,9,LAC 46,30,20,Justin Herbert pass incomplete deep right intended for Keenan Allen,1.520,0.830
4,12:48,3,9,LAC 46,30,20,Justin Herbert scrambles right end for 13 yards (tackle by Rayshawn Jenkins),0.830,2.850
4,11:52,,,,,,Timeout #1 by Los Angeles Chargers,,
4,11:52,1,10,JAX 41,30,20,"Justin Herbert pass incomplete intended for Keenan Allen. Penalty on Zion Johnson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.850,2.520
4,11:52,1,15,JAX 46,30,20,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by Roy Robertson-Harris),2.520,1.630
4,11:48,2,15,JAX 46,30,20,Justin Herbert pass complete short middle to Tre' McKitty for 11 yards (tackle by Rayshawn Jenkins),1.630,2.410
4,11:09,3,4,JAX 35,30,20,Justin Herbert pass complete short middle to Keenan Allen for 6 yards (tackle by Andre Cisco),2.410,3.640
4,10:28,1,10,JAX 29,30,20,Austin Ekeler left end for 4 yards (tackle by Foyesade Oluokun),3.640,3.640
4,9:45,2,6,JAX 25,30,20,Joshua Kelley left end for 3 yards (tackle by Foyesade Oluokun),3.640,3.340
4,9:02,3,3,JAX 22,30,20,"Justin Herbert pass incomplete deep right intended for Josh Palmer. Penalty on Austin Ekeler: Offensive Holding, 10 yards (declined)",3.340,2.090
4,8:51,4,3,JAX 22,30,20,Cameron Dicker 40 yard field goal no good,2.090,-0.940
4,8:47,1,10,JAX 30,30,20,Trevor Lawrence sacked by Khalil Mack for -9 yards,0.940,-0.820
4,7:59,2,19,JAX 21,30,20,"Trevor Lawrence pass incomplete short left intended for Marvin Jones. Penalty on Ja'Sir Taylor: Defensive Pass Interference, 6 yards (accepted) (no play)",-0.820,0.740
4,7:57,1,10,JAX 27,30,20,Travis Etienne left tackle for 6 yards (tackle by Breiden Fehoko),0.740,1.010
4,7:27,2,4,JAX 33,30,20,"Trevor Lawrence pass complete short right to Zay Jones for 8 yards (tackle by Bryce Callahan) LAC challenged the pass completion ruling, and the play was upheld.",1.010,1.660
4,7:04,1,10,JAX 41,30,20,Trevor Lawrence pass complete short left to Christian Kirk for 12 yards (tackle by Drue Tranquill),1.660,2.460
4,6:35,1,10,LAC 47,30,20,Trevor Lawrence pass incomplete short right intended for Marvin Jones,2.460,1.910
4,6:30,2,10,LAC 47,30,20,Trevor Lawrence pass complete short left to Christian Kirk for 17 yards (tackle by Derwin James),1.910,3.580
4,6:15,1,10,LAC 30,30,20,Trevor Lawrence pass complete short middle to Evan Engram for 21 yards (tackle by Ja'Sir Taylor),3.580,5.140
4,5:36,1,9,LAC 9,30,20,Trevor Lawrence pass incomplete short middle intended for Evan Engram,5.140,4.380
4,5:30,2,9,LAC 9,30,26,"Trevor Lawrence pass complete short right to Christian Kirk for 9 yards, touchdown",4.380,7.000
4,5:25,,,LAC 15,30,26,"Penalty on Joey Bosa: Unsportsmanlike Conduct / Defense, 1 yard (accepted) (no play)",0.000,1.000
4,5:25,1,1,LAC 1,30,28,"Two Point Attempt: Trevor Lawrence rushes, conversion succeeds.",1.000,1.000
4,5:25,,,JAX 35,30,28,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
4,5:25,1,10,LAC 25,30,28,Justin Herbert sacked by Roy Robertson-Harris for -7 yards,0.610,-0.980
4,4:45,2,17,LAC 18,30,28,Justin Herbert pass complete short right to Austin Ekeler for 4 yards (tackle by Josh Allen and Darious Williams),-0.980,-1.020
4,4:04,3,13,LAC 22,30,28,Justin Herbert pass complete short right to Joshua Kelley for 8 yards (tackle by Foyesade Oluokun),-1.020,-1.370
4,3:20,4,5,LAC 30,30,28,JK Scott punts 49 yards downed by Josh Harris,-1.370,-0.340
4,3:09,1,10,JAX 21,30,28,Trevor Lawrence pass incomplete short right intended for Marvin Jones (defended by Kyle Van Noy),0.340,-0.200
4,3:06,2,10,JAX 21,30,28,Trevor Lawrence pass complete short left to Christian Kirk for 12 yards (tackle by Kenneth Murray),-0.200,1.140
4,2:34,1,10,JAX 33,30,28,Trevor Lawrence scrambles left end for 8 yards (tackle by Ja'Sir Taylor),1.140,1.670
4,2:25,2,2,JAX 41,30,28,Trevor Lawrence pass complete short right to Christian Kirk for 9 yards (tackle by Bryce Callahan),1.670,2.260
4,2:01,1,10,JAX 50,30,28,Trevor Lawrence pass complete short right to Zay Jones for 5 yards (tackle by Ja'Sir Taylor),2.260,2.390
4,1:56,2,5,LAC 45,30,28,Travis Etienne left end for 4 yards (tackle by Drue Tranquill and Kenneth Murray),2.390,2.210
4,1:30,3,1,LAC 41,30,28,Trevor Lawrence pass incomplete short left intended for Christian Kirk,2.210,0.530
4,1:28,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,1:28,4,1,LAC 41,30,28,Travis Etienne right end for 25 yards (tackle by Drue Tranquill),0.530,4.510
4,0:39,1,10,LAC 16,30,28,Travis Etienne up the middle for -2 yards (tackle by Morgan Fox),4.510,3.640
4,0:03,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,0:03,,,,,,Timeout #3 by Los Angeles Chargers,,
4,0:03,2,12,LAC 18,30,31,"Riley Patterson 36 yard field goal good. Penalty on Asante Samuel: Defensive Offside, 5 yards (declined)",3.640,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
