Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
David Quessenberry,G,62,100%,0,0%,4,17%
Aaron Brewer,C,62,100%,0,0%,4,17%
Dillon Radunz,T,62,100%,0,0%,4,17%
Nate Davis,G,62,100%,0,0%,4,17%
Ben Jones,C,62,100%,0,0%,0,0%
Ryan Tannehill,QB,62,100%,0,0%,0,0%
A.J. Brown,WR,46,74%,0,0%,0,0%
Geoff Swaim,TE,39,63%,0,0%,13,57%
Nick Westbrook-Ikhine,WR,39,63%,0,0%,2,9%
Chester Rogers,WR,31,50%,0,0%,6,26%
Julio Jones,WR,31,50%,0,0%,0,0%
MyCole Pruitt,TE,27,44%,0,0%,0,0%
Jeremy McNichols,RB,26,42%,0,0%,0,0%
D'Onta Foreman,RB,21,34%,0,0%,0,0%
Anthony Firkser,TE,16,26%,0,0%,4,17%
Dontrell Hilliard,RB,13,21%,0,0%,1,4%
Racey McMath,WR,10,16%,0,0%,14,61%
Khari Blasingame,FB,9,15%,0,0%,14,61%
Corey Levin,C,2,3%,0,0%,4,17%
Kevin Byard,FS,0,0%,59,100%,0,0%
Kristian Fulton,CB,0,0%,59,100%,0,0%
Amani Hooker,FS,0,0%,58,98%,6,26%
Buster Skrine,CB,0,0%,58,98%,5,22%
Jeffery Simmons,DT,0,0%,54,92%,4,17%
Harold Landry,LB,0,0%,54,92%,0,0%
Rashaan Evans,LB,0,0%,44,75%,0,0%
Zach Cunningham,LB,0,0%,43,73%,5,22%
Denico Autry,DE,0,0%,38,64%,4,17%
Jackrabbit Jenkins,CB,0,0%,37,63%,0,0%
Bud Dupree,LB,0,0%,37,63%,0,0%
Naquan Jones,DT,0,0%,35,59%,3,13%
Teair Tart,DT,0,0%,17,29%,4,17%
Jayon Brown,LB,0,0%,16,27%,9,39%
Dane Cruikshank,SS,0,0%,15,25%,18,78%
Kyle Peko,DT,0,0%,14,24%,5,22%
Kevin Strong,DE,0,0%,7,12%,0,0%
Nick Dzubnar,LB,0,0%,1,2%,19,83%
Dylan Cole,LB,0,0%,1,2%,19,83%
Matthias Farley,FS,0,0%,1,2%,18,78%
Greg Mabin,CB,0,0%,1,2%,0,0%
Olasunkanmi Adeniyi,LB,0,0%,0,0%,19,83%
Chris Jackson,CB,0,0%,0,0%,10,43%
Morgan Cox,LS,0,0%,0,0%,9,39%
Randy Bullock,K,0,0%,0,0%,9,39%
Brett Kern,P,0,0%,0,0%,9,39%
Christian DiLauro,T,0,0%,0,0%,4,17%
