Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jeremy McNichols,TEN,12,8,74,0,4,-18,-2.3,92,11.5,-1.8,0,,1,8.3,0,83.3
Josh Reynolds,TEN,9,6,59,0,4,42,7.0,17,2.8,15.2,0,,0,0.0,0,85.0
Chester Rogers,TEN,6,5,63,0,3,48,9.6,15,3.0,9.2,0,,0,0.0,0,110.4
Nick Westbrook-Ikhine,TEN,8,3,29,0,1,16,5.3,13,4.3,12.6,0,,0,0.0,0,48.4
Anthony Firkser,TEN,5,3,23,0,1,15,5.0,8,2.7,7.2,0,,2,40.0,0,71.2
Derrick Henry,TEN,2,2,20,0,1,5,2.5,15,7.5,2.5,0,,0,0.0,0,108.3
Tommy Hudson,TEN,1,1,14,0,1,12,12.0,2,2.0,12.0,0,,0,0.0,0,118.7
MyCole Pruitt,TEN,1,1,14,0,1,-6,-6.0,20,20.0,-6.0,0,,0,0.0,0,118.7
Cameron Batson,TEN,4,1,2,1,1,1,1.0,1,1.0,17.8,0,,0,0.0,0,79.2
Geoff Swaim,TEN,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jamison Crowder,NYJ,9,7,61,1,4,42,6.0,19,2.7,5.9,0,,1,11.1,0,131.9
Corey Davis,NYJ,7,4,111,1,4,92,23.0,19,4.8,19.7,0,,1,14.3,1,101.8
Keelan Cole,NYJ,4,3,92,0,2,83,27.7,9,3.0,23.5,0,,0,0.0,0,116.7
Ty Johnson,NYJ,2,2,12,0,1,5,2.5,7,3.5,2.5,0,,0,0.0,0,91.7
Tevin Coleman,NYJ,2,2,17,0,0,-6,-3.0,23,11.5,-3.0,0,,0,0.0,0,102.1
Ryan Griffin,NYJ,4,1,8,0,,2,2.0,6,6.0,7.3,0,,0,0.0,0,39.6
Michael Carter,NYJ,3,1,-4,0,0,-4,-4.0,0,0.0,1.3,0,,0,0.0,0,42.4
Braxton Berrios,NYJ,1,1,0,0,,-6,-6.0,6,6.0,-6.0,0,,0,0.0,0,79.2
Tyler Kroft,NYJ,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
Trevon Wesco,NYJ,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
