Quarter,Time,Down,ToGo,Location,CAR,CLE,Detail,EPB,EPA
1,6:56,,,CLE 30,0,3,"Phil Dawson kicks off 62 yards, returned by Isaac Byrd for 28 yards (tackle by Michael Jameson)",0.000,1.330
1,6:46,1,10,CAR 36,0,3,Dee Brown left guard for 24 yards (tackle by Robert Griffith),1.330,2.920
1,6:20,1,10,CLE 40,0,3,Rodney Peete pass complete to Steve Smith for 3 yards (tackle by Anthony Henry),2.920,2.780
1,5:45,2,7,CLE 37,0,3,Rodney Peete pass complete to Muhsin Muhammad for 17 yards (tackle by Robert Griffith),2.780,4.240
1,5:45,1,10,CLE 20,0,3,"Penalty on Melvin Tuten: False Start, 5 yards (no play)",4.240,3.910
1,4:47,1,15,CLE 25,0,3,"Rodney Peete pass complete to Brad Hoover for 4 yards (tackle by Corey Fuller). Penalty on Kevin Donnalley: Chop Block, 15 yards (no play)",3.910,2.920
1,4:21,1,30,CLE 40,0,3,Rodney Peete pass complete to Kris Mangum for 9 yards (tackle by Earl Holmes and Orpheus Roye),2.920,2.210
1,3:40,2,21,CLE 31,0,3,Dee Brown left guard for 5 yards (tackle by Darren Hambrick and Earl Little),2.210,2.210
1,3:00,3,16,CLE 26,0,3,Dee Brown middle for 12 yards (tackle by Robert Griffith),2.210,2.580
1,2:21,4,4,CLE 14,0,3,Shayne Graham 32 yard field goal no good,2.580,-0.410
1,2:17,1,10,CLE 22,0,3,Tim Couch pass incomplete intended for Quincy Morgan is intercepted by Mike Minter at CLE-45 and returned for 23 yards,0.410,-4.110
1,2:05,1,10,CLE 22,0,3,Dee Brown left tackle for 1 yard (tackle by Anthony Henry and Courtney Brown),4.110,3.700
1,1:24,2,9,CLE 21,0,3,"Penalty on Todd Steussie: False Start, 5 yards (no play)",3.700,3.020
1,1:02,2,14,CLE 26,0,3,Dee Brown middle for 2 yards (tackle by Robert Griffith),3.020,2.610
1,0:18,3,12,CLE 24,6,3,"Rodney Peete pass complete to Wesley Walls for 24 yards, touchdown",2.610,7.000
1,0:18,,,CLE 24,7,3,Shayne Graham kicks extra point good,0.000,0.000
1,0:18,,,CAR 30,7,3,"Todd Sauerbrun kicks off 48 yards, returned by Andre' Davis for 26 yards (tackle by Mike Minter)",0.000,2.130
1,0:02,1,10,CLE 48,7,3,William Green for 7 yards,2.130,2.530
Quarter,Time,Down,ToGo,Location,CAR,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,CAR 45,7,3,William Green left end for 2 yards (tackle by Terry Cousin and Will Witherspoon),2.530,2.080
2,14:20,3,1,CAR 43,7,3,William Green left guard for 2 yards (tackle by Mike Rucker),2.080,2.850
2,13:38,1,10,CAR 41,7,3,James Jackson left guard for 3 yards (tackle by Will Witherspoon and Shane Burton),2.850,2.710
2,13:02,2,7,CAR 38,7,3,William Green left tackle for 12 yards (tackle by Will Witherspoon and Dante Wesley),2.710,3.840
2,12:20,1,10,CAR 26,7,3,Tim Couch pass complete to Kevin Johnson for 4 yards (tackle by Mark Fields and Terry Cousin),3.840,3.840
2,11:39,2,6,CAR 22,7,3,Tim Couch pass complete to Steve Heiden for 9 yards (tackle by Brian Allen),3.840,4.710
2,11:14,1,10,CAR 13,7,3,Tim Couch pass incomplete intended for Quincy Morgan (defended by Josh Taves),4.710,4.050
2,11:06,2,10,CAR 13,7,3,William Green left guard for no gain (tackle by Mike Rucker). Penalty on CLE: Illegal Shift (Declined),4.050,3.120
2,10:51,3,10,CAR 13,7,3,Tim Couch pass incomplete intended for Jamel White (defended by Al Wallace),3.120,2.570
2,10:44,4,10,CAR 13,7,3,Phil Dawson 30 yard field goal no good,2.570,-0.340
2,10:40,1,10,CAR 21,7,3,Rodney Peete pass incomplete intended for Muhsin Muhammad,0.340,-0.200
2,10:38,2,10,CAR 21,7,3,Dee Brown left end for 7 yards (tackle by Alvin McKinley and Earl Little),-0.200,0.040
2,9:55,3,3,CAR 28,7,3,Rodney Peete pass incomplete intended for Wesley Walls (defended by Courtney Brown),0.040,-1.500
2,9:50,4,3,CAR 28,7,3,"Todd Sauerbrun punts 42 yards, returned by Dennis Northcutt for 17 yards (tackle by Damien Richardson). Dennis Northcutt fumbles (forced by Damien Richardson), recovered by Jason Kyle at CAR-49",-1.500,2.190
2,9:36,1,10,CAR 49,7,3,Dee Brown left end for 4 yards (tackle by Darren Hambrick),2.190,2.190
2,8:54,2,6,CLE 47,7,3,Rodney Peete pass incomplete intended for Muhsin Muhammad (defended by Corey Fuller),2.190,1.490
2,8:47,3,6,CLE 47,7,3,Randy Fasani for 7 yards (tackle by Robert Griffith),1.490,2.920
2,8:09,1,10,CLE 40,7,3,Dee Brown left guard for 2 yards (tackle by Kenard Lang and Orpheus Roye),2.920,2.640
2,7:32,2,8,CLE 38,7,3,Dee Brown left guard for 5 yards (tackle by Darren Hambrick and Dwayne Rudd),2.640,2.610
2,6:50,3,3,CLE 33,7,3,Rodney Peete pass complete to Muhsin Muhammad for 12 yards (tackle by Lewis Sanders),2.610,4.170
2,6:08,1,10,CLE 21,7,3,Dee Brown right tackle for 13 yards (tackle by Robert Griffith),4.170,5.370
2,5:28,1,8,CLE 8,7,3,Dee Brown right end for 2 yards (tackle by Earl Holmes and Darren Hambrick),5.370,4.950
2,4:47,2,6,CLE 6,7,3,Randy Fasani for 2 yards (tackle by Tyrone Rogers and Earl Little),4.950,4.490
2,4:05,3,4,CLE 4,7,3,Rodney Peete pass incomplete intended for Muhsin Muhammad,4.490,3.030
2,3:59,4,4,CLE 4,7,3,"Shayne Graham 22 yard field goal no good, blocked by Gerard Warren",3.030,-0.280
2,3:55,1,10,CLE 20,7,3,William Green right end for 3 yards (tackle by Mark Fields),0.280,0.140
2,3:20,2,7,CLE 23,7,3,William Green right guard for 10 yards (tackle by Reggie Howard),0.140,1.140
2,2:37,1,10,CLE 33,7,3,Dennis Northcutt left end for 34 yards (tackle by Reggie Howard),1.140,3.380
2,2:00,1,10,CAR 33,7,3,William Green left tackle for -1 yards (tackle by Shane Burton),3.380,2.700
2,1:26,2,11,CAR 34,7,3,William Green left tackle for 7 yards (tackle by Deon Grant),2.700,2.940
2,1:11,2,11,CAR 34,,,Timeout #1 by Cleveland Browns,2.700,2.940
2,1:11,3,4,CAR 27,7,3,Tim Couch sacked by Julius Peppers for -10 yards. Penalty on CLE: Illegal Shift (Declined),2.940,0.790
2,1:05,4,14,CAR 37,7,3,"Chris Gardocki punts 26 yards, fair catch by Isaac Byrd",0.790,0.370
2,0:57,1,10,CAR 11,7,3,Dee Brown left tackle for 5 yards (tackle by Anthony Henry),-0.370,-0.300
2,0:13,2,5,CAR 16,7,3,Dee Brown left guard for 1 yard (tackle by Courtney Brown and Kenard Lang),-0.300,-0.720
Quarter,Time,Down,ToGo,Location,CAR,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,7,3,"Todd Sauerbrun kicks off 50 yards, out of bounds",0.000,1.600
3,15:00,1,10,CLE 40,7,3,William Green right end for 3 yards (tackle by Terry Cousin),1.600,1.460
3,14:19,2,7,CLE 43,7,3,Tim Couch pass incomplete intended for Kevin Johnson,1.460,0.760
3,14:16,3,7,CLE 43,7,3,Tim Couch pass complete to Kevin Johnson for 18 yards (tackle by Deon Grant),0.760,2.980
3,13:34,1,10,CAR 39,7,3,Tim Couch pass incomplete intended for William Green,2.980,2.440
3,13:32,2,10,CAR 39,7,3,William Green right tackle for 3 yards (tackle by Reggie Howard),2.440,2.150
3,12:59,2,10,CAR 39,,,Timeout #1 by Cleveland Browns,2.440,2.150
3,12:59,3,7,CAR 36,7,3,Tim Couch pass incomplete intended for Kevin Johnson is intercepted by Emmanuel McDaniel at CAR-18 and returned for 13 yards,2.150,-1.000
3,12:48,1,10,CAR 31,7,3,Dee Brown right guard for 1 yard (tackle by Earl Holmes),1.000,0.600
3,12:13,2,9,CAR 32,7,3,Rodney Peete pass incomplete intended for Muhsin Muhammad,0.600,-0.100
3,12:07,3,9,CAR 32,7,3,Rodney Peete pass complete to Muhsin Muhammad for 6 yards,-0.100,-0.850
3,11:50,4,3,CAR 38,7,3,"Todd Sauerbrun punts 51 yards, returned by Andre' Davis for no gain",-0.850,0.370
3,11:41,1,10,CLE 11,7,3,William Green right guard for 3 yards (tackle by Shane Burton and Mark Fields),-0.370,-0.530
3,11:02,2,7,CLE 14,7,3,Tim Couch pass complete to William Green for 15 yards (tackle by Will Witherspoon and Mark Fields),-0.530,0.870
3,10:18,1,10,CLE 29,7,3,Tim Couch pass incomplete intended for Jamel White,0.870,0.330
3,10:10,2,10,CLE 29,7,3,William Green left guard for 8 yards (tackle by Kris Jenkins and Shane Burton),0.330,0.700
3,9:28,3,2,CLE 37,7,3,Tim Couch pass incomplete intended for Steve Heiden (defended by Julius Peppers),0.700,-0.910
3,9:22,4,2,CLE 37,7,3,Chris Gardocki punts 37 yards,-0.910,-0.670
3,9:11,1,10,CAR 26,7,3,Dee Brown left guard for 3 yards (tackle by Earl Holmes),0.670,0.540
3,8:30,2,7,CAR 29,7,3,"Dee Brown for -2 yards. Dee Brown fumbles, recovered by Dee Brown at CAR-23",0.540,-0.430
3,7:49,3,9,CAR 27,7,3,Randy Fasani pass incomplete intended for Muhsin Muhammad,-0.430,-1.570
3,7:43,4,9,CAR 27,7,3,"Todd Sauerbrun punts 36 yards, returned by Andre' Davis for 9 yards (tackle by Damien Richardson)",-1.570,-1.990
3,7:35,1,10,CLE 46,7,3,Tim Couch pass incomplete intended for Quincy Morgan (defended by Deon Grant),1.990,1.450
3,7:27,2,10,CLE 46,7,3,William Green left end for no gain (tackle by Mike Rucker and Reggie Howard),1.450,0.760
3,6:45,3,10,CLE 46,7,3,Tim Couch pass incomplete intended for Kevin Johnson (defended by Julius Peppers),0.760,-0.320
3,6:40,4,10,CLE 46,7,3,"Chris Gardocki punts 36 yards, returned by Steve Smith for 6 yards (tackle by Michael Jameson)",-0.320,-0.540
3,6:31,1,10,CAR 24,7,3,Brad Hoover right guard for 9 yards (tackle by Earl Little),0.540,1.210
3,5:55,2,1,CAR 33,7,3,Brad Hoover left guard for 2 yards (tackle by Courtney Brown),1.210,1.270
3,5:13,1,10,CAR 35,7,3,Dee Brown pass incomplete intended for Muhsin Muhammad is intercepted by Corey Fuller at CLE-31,1.270,-1.000
3,5:05,1,10,CLE 31,7,3,William Green left guard for 4 yards (tackle by Mark Fields),1.000,1.000
3,4:30,2,6,CLE 35,7,3,Tim Couch pass incomplete intended for Kevin Johnson (defended by Mike Rucker),1.000,0.300
3,4:25,3,6,CLE 35,7,3,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",0.300,-0.360
3,4:25,3,11,CLE 30,7,3,Tim Couch pass complete to Jamel White for 10 yards (tackle by Terry Cousin and Reggie Howard),-0.360,-0.720
3,4:01,4,1,CLE 40,7,3,"Chris Gardocki punts 31 yards, fair catch by Isaac Byrd",-0.720,-0.870
3,3:55,1,10,CAR 29,7,3,Rodney Peete pass incomplete intended for Wesley Walls is intercepted by Earl Little at CAR-43 and returned for 7 yards,0.870,-3.180
3,3:39,1,10,CAR 36,7,3,Tim Couch pass incomplete intended for Darnell Sanders,3.180,2.640
3,3:34,2,10,CAR 36,7,3,William Green right end for 3 yards (tackle by Mike Rucker and Mark Fields),2.640,2.350
3,2:55,3,7,CAR 33,7,3,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",2.350,1.690
3,2:34,3,12,CAR 38,7,3,Tim Couch pass complete to Kevin Johnson for 15 yards (tackle by Mike Minter),1.690,4.040
3,1:54,1,10,CAR 23,7,3,William Green left guard for -3 yards (tackle by Brian Allen),4.040,3.090
3,1:11,2,13,CAR 26,7,3,Tim Couch pass complete to Steve Heiden for 9 yards (tackle by Will Witherspoon),3.090,3.660
3,0:28,3,4,CAR 17,7,3,Tim Couch pass complete to Jamel White for 1 yard (tackle by Reggie Howard),3.660,2.480
3,0:11,3,4,CAR 17,,,Timeout #2 by Cleveland Browns,3.660,2.480
3,0:10,4,3,CAR 16,7,6,Phil Dawson 33 yard field goal good,2.480,3.000
3,0:10,,,CLE 30,7,6,"Phil Dawson kicks off 54 yards, returned by Isaac Byrd for 14 yards (tackle by Lenoy Jones)",0.000,0.940
Quarter,Time,Down,ToGo,Location,CAR,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 30,7,6,Brad Hoover middle for 8 yards (tackle by Robert Griffith and Earl Little),0.940,1.470
4,14:25,2,2,CAR 38,7,6,Brad Hoover left guard for 1 yard (tackle by Earl Holmes),1.470,0.890
4,13:45,3,1,CAR 39,7,6,Dee Brown left tackle for 6 yards (tackle by Earl Little),0.890,1.930
4,13:08,1,10,CAR 45,7,6,Dee Brown left tackle for 16 yards (tackle by Anthony Henry),1.930,2.980
4,12:43,1,10,CLE 39,7,6,Dee Brown right tackle for 2 yards (tackle by Earl Holmes and Gerard Warren),2.980,2.710
4,12:06,2,8,CLE 37,7,6,Dee Brown left tackle for -1 yards (tackle by Courtney Brown and Earl Holmes),2.710,1.880
4,11:21,2,8,CLE 37,,,Timeout #1 by Carolina Panthers,2.710,1.880
4,11:21,3,9,CLE 38,7,6,Rodney Peete pass complete to Muhsin Muhammad for 14 yards (tackle by Devin Bush),1.880,3.970
4,10:39,1,10,CLE 24,7,6,Dee Brown right end for -1 yards (tackle by Dwayne Rudd),3.970,3.300
4,9:59,2,11,CLE 25,7,6,Rodney Peete pass incomplete intended for Dee Brown (defended by Courtney Brown),3.300,2.610
4,9:54,3,11,CLE 25,7,6,Randy Fasani for no gain (tackle by Dwayne Rudd),2.610,1.800
4,9:18,4,11,CLE 25,10,6,Shayne Graham 43 yard field goal good,1.800,3.000
4,9:18,,,CAR 30,10,6,"Todd Sauerbrun kicks off 62 yards, returned by Andre' Davis for 18 yards (tackle by Damien Richardson)",0.000,0.670
4,9:09,1,10,CLE 26,10,6,Tim Couch pass complete to William Green for 11 yards (tackle by Julius Peppers),0.670,1.400
4,8:34,1,10,CLE 37,10,6,William Green right end for 2 yards (tackle by Will Witherspoon),1.400,1.130
4,7:53,2,8,CLE 39,10,6,"Tim Couch sacked by Mark Fields for -6 yards. Tim Couch fumbles (forced by Mark Fields), recovered by Deon Grant at CLE-40",1.130,-2.920
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
4,7:42,1,10,CLE 40,10,6,Dee Brown left tackle for 2 yards (tackle by Anthony Henry),2.920,2.640
4,7:01,2,8,CLE 38,10,6,Dee Brown left end for 6 yards (tackle by Dwayne Rudd),2.640,2.740
4,6:17,3,2,CLE 32,10,6,Dee Brown left end for 1 yard (tackle by Earl Holmes),2.740,1.410
4,5:31,3,2,CLE 32,,,Timeout #2 by Carolina Panthers,2.740,1.410
4,5:31,4,1,CLE 31,10,6,Dee Brown left end for 3 yards (tackle by Darren Hambrick),1.410,3.710
4,4:48,1,10,CLE 28,10,6,Randy Fasani for -3 yards (tackle by Earl Holmes and Dwayne Rudd),3.710,2.760
4,4:21,2,13,CLE 31,10,6,Dee Brown right tackle for no gain (tackle by Gerard Warren and Darren Hambrick),2.760,2.080
4,3:40,3,13,CLE 31,10,6,Rodney Peete pass complete to Dee Brown for 4 yards (tackle by Dwayne Rudd),2.080,1.670
4,2:57,4,9,CLE 27,13,6,Shayne Graham 44 yard field goal good,1.670,3.000
4,2:57,,,CAR 30,13,6,"Todd Sauerbrun kicks off 65 yards, returned by Andre' Davis for 24 yards (tackle by Kory Minor)",0.000,0.870
4,2:46,1,10,CLE 29,13,6,Tim Couch pass complete to Kevin Johnson for 9 yards (tackle by Reggie Howard),0.870,1.540
4,2:26,2,1,CLE 38,13,6,Jamel White right guard for 7 yards (tackle by Terry Cousin and Mike Minter),1.540,1.930
4,2:08,1,10,CLE 45,13,6,Tim Couch pass incomplete intended for Kevin Johnson,1.930,1.380
4,1:57,2,10,CLE 45,13,6,Tim Couch pass incomplete intended for Andre' Davis is intercepted by Emmanuel McDaniel at 50,1.380,-2.260
4,1:45,1,10,,13,6,Rodney Peete kneels for -1 yards,2.260,1.580
4,1:08,2,11,CAR 49,13,6,Rodney Peete kneels for -1 yards,1.580,0.760
4,0:30,3,12,CAR 48,13,6,Rodney Peete kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
