#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CAR 27,3,1:17,3,Punt
2,1,6:52,CAR 36,7,4:35,50,Missed FG
3,1,2:05,CLE 22,3,1:56,22,Touchdown
4,2,10:40,CAR 21,3,1:04,7,Punt
5,2,9:36,CAR 49,11,5:41,47,Missed FG
6,2,0:57,CAR 11,2,0:57,6,End of Half
7,3,12:48,CAR 31,3,1:07,7,Punt
8,3,9:11,CAR 26,3,1:36,1,Punt
9,3,6:31,CAR 24,3,1:26,11,Interception
10,3,3:55,CAR 29,1,0:16,0,Interception
11,3,0:07,CAR 30,11,5:54,45,Field Goal
12,4,7:42,CLE 40,8,4:49,13,Field Goal
13,4,1:45,,3,1:45,-3,End of Game
