Quarter,Time,Tm,Detail,ATL,CAR
1.0,5:29,Falcons,Roddy White 5 yard pass from Matt Ryan (Matt Bryant kick),7,0
,0:03,Panthers,Jeremy Shockey 6 yard pass from Cam Newton (Olindo Mare kick),7,7
2.0,7:12,Panthers,"Safety, Matt Ryan sacked by Antwan Applewhite in the end zone.",7,9
,6:51,Panthers,DeAngelo Williams 74 yard rush (Olindo Mare kick),7,16
,3:03,Panthers,Greg Olsen 44 yard pass from Cam Newton (Olindo Mare kick),7,23
3.0,10:55,Falcons,Matt Bryant 30 yard field goal,10,23
,8:55,Falcons,Jacquizz Rodgers 31 yard pass from Matt Ryan (Matt Bryant kick),17,23
4.0,12:42,Falcons,Julio Jones 17 yard pass from Matt Ryan (Matt Bryant kick),24,23
,4:17,Falcons,Julio Jones 75 yard pass from Matt Ryan (Matt Bryant kick),31,23
