Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
2,8:02,2,8,ATL 6,7,7,Jason Snelling up the middle for 2 yards (tackle by Ogemdi Nwagbuo),-0.630,-0.950
2,7:18,3,6,ATL 8,7,9,"Matt Ryan sacked by Antwan Applewhite for -8 yards, safety",-0.950,-2.000
2,,,,ATL 20,7,9,"Matt Bosher kicks off 68 yards, returned by Armanti Edwards for 14 yards (tackle by Akeem Dent)",0.000,0.670
2,7:06,1,10,CAR 26,7,9,Cam Newton pass incomplete deep left intended for Steve Smith,0.670,0.130
2,7:02,2,10,CAR 26,7,15,"DeAngelo Williams right end for 74 yards, touchdown",0.130,7.000
2,,,,ATL 2,7,16,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,7,16,"Olindo Mare kicks off 69 yards, returned by Eric Weems for 23 yards (tackle by Kealoha Pilares)",0.000,0.150
2,6:46,1,10,ATL 19,7,16,"Matt Ryan sacked by Jason Shirley for 0 yards. Matt Ryan fumbles (forced by Jason Shirley), recovered by Matt Ryan at ATL-19",0.150,-0.390
2,5:57,2,10,ATL 19,7,16,Matt Ryan pass complete short right to Jason Snelling for -1 yards (tackle by Sherrod Martin),-0.390,-1.250
2,5:18,3,11,ATL 18,7,16,Matt Ryan pass incomplete short middle intended for Julio Jones,-1.250,-2.240
2,5:14,4,11,ATL 18,7,16,"Matt Bosher punts 45 yards, returned by Armanti Edwards for 3 yards (tackle by Eric Weems)",-2.240,-1.600
2,5:02,1,10,CAR 40,7,16,Cam Newton pass complete deep left to Steve Smith for 20 yards (tackle by Dunta Robinson),1.600,2.920
2,4:24,1,10,ATL 40,7,16,Cam Newton sacked by Sean Weatherspoon for -6 yards,2.920,1.560
2,3:50,2,16,ATL 46,7,16,Jonathan Stewart right end for 2 yards (tackle by Christopher Owens),1.560,1.160
2,3:15,3,14,ATL 44,7,22,"Cam Newton pass complete short right to Greg Olsen for 44 yards, touchdown",1.160,7.000
2,,,,ATL 2,7,23,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,7,23,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,3:03,1,10,ATL 20,7,23,Jason Snelling up the middle for 2 yards (tackle by Jordan Senn and James Anderson),0.280,0.000
2,2:40,2,8,ATL 22,7,23,Matt Ryan pass complete short left to Julio Jones for 12 yards (tackle by Captain Munnerlyn),0.000,1.200
2,2:05,1,10,ATL 34,7,23,"Matt Ryan pass incomplete short left intended for Julio Jones. Penalty on Joe Hawley: Offensive Holding, 10 yards (no play)",1.200,0.540
2,2:01,1,20,ATL 24,7,23,Matt Ryan pass complete short middle to Tony Gonzalez for 6 yards (tackle by James Anderson),0.540,0.120
2,1:56,2,14,ATL 30,7,23,Matt Ryan pass incomplete short right intended for Tony Gonzalez,0.120,-0.560
2,1:52,3,14,ATL 30,7,23,Matt Ryan pass incomplete deep right intended for Harry Douglas,-0.560,-1.370
2,1:39,4,14,ATL 30,7,23,"Matt Bosher punts 46 yards, returned by Armanti Edwards for 1 yard (tackle by Akeem Dent). Penalty on Jordan Pugh: Offensive Holding, 10 yards",-1.370,0.280
2,1:30,1,10,CAR 14,7,23,Jonathan Stewart left end for 5 yards (tackle by Dunta Robinson),-0.280,-0.040
2,1:04,2,5,CAR 19,7,23,Jonathan Stewart left guard for 4 yards (tackle by Jonathan Babineaux and Curtis Lofton),-0.040,-0.320
2,1:00,,,,7,23,Timeout #1 by Atlanta Falcons,0.000,-0.320
2,1:00,3,1,CAR 23,7,23,Jonathan Stewart left guard for -1 yards (tackle by Vance Walker),-0.320,-1.900
2,0:55,,,,7,23,Timeout #2 by Atlanta Falcons,0.000,-1.900
2,0:55,4,2,CAR 22,7,23,Jason Baker punts 35 yards,-1.900,-1.800
2,0:47,1,10,ATL 43,7,23,Matt Ryan pass incomplete short right intended for Tony Gonzalez,1.800,1.250
2,0:41,2,10,ATL 43,7,23,Matt Ryan pass complete short left to Harry Douglas for 9 yards (tackle by James Anderson),1.250,1.750
2,0:21,3,1,CAR 48,7,23,Matt Ryan pass incomplete short right intended for Roddy White (defended by Chris Gamble),1.750,0.070
2,0:20,4,1,CAR 48,7,23,Matt Bosher punts 47 yards,0.070,0.380
2,0:11,1,10,CAR 1,7,23,Cam Newton up the middle for 1 yard (tackle by Jonathan Babineaux),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,7,23,"Matt Bosher kicks off 58 yards, returned by Kealoha Pilares for 18 yards (tackle by Matt Bosher). Penalty on Omar Gaither: Offensive Holding, 10 yards",0.000,-0.220
3,14:55,1,10,CAR 15,7,23,Cam Newton pass incomplete deep left intended for Jeremy Shockey,-0.220,-0.710
3,14:51,2,10,CAR 15,7,23,Jonathan Stewart left end for 7 yards (tackle by Sean Weatherspoon),-0.710,-0.510
3,14:06,3,3,CAR 22,7,23,Cam Newton pass incomplete short middle intended for Jeremy Shockey (defended by Sean Weatherspoon),-0.510,-1.900
3,14:02,4,3,CAR 22,7,23,"Jason Baker punts 47 yards, returned by Eric Weems for 12 yards (tackle by Omar Gaither)",-1.900,-1.800
3,13:50,1,10,ATL 43,7,23,Michael Turner up the middle for 4 yards (tackle by Greg Hardy),1.800,1.790
3,13:28,2,6,ATL 47,7,23,Matt Ryan pass complete short right to Harry Douglas for 3 yards (tackle by Captain Munnerlyn),1.790,1.490
3,12:46,3,3,,7,23,Matt Ryan pass complete short middle to Tony Gonzalez for 20 yards (tackle by James Anderson),1.490,3.580
3,12:26,1,10,CAR 30,7,23,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Darius Butler),3.580,3.030
3,12:21,2,10,CAR 30,7,23,Michael Turner right tackle for 5 yards (tackle by Jordan Senn),3.030,3.010
3,11:45,3,5,CAR 25,7,23,Matt Ryan pass complete short right to Tony Gonzalez for 13 yards,3.010,4.780
3,11:14,1,10,CAR 12,7,23,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Darius Butler),4.780,4.100
3,11:07,2,10,CAR 12,7,23,Matt Ryan pass incomplete short left intended for Julio Jones,4.100,3.120
3,11:02,3,10,CAR 12,7,23,Matt Ryan pass incomplete short right intended for Tony Gonzalez,3.120,2.630
3,10:59,4,10,CAR 12,10,23,Matt Bryant 30 yard field goal good,2.630,3.000
3,,,,ATL 35,10,23,"Matt Bosher kicks off 65 yards, returned by Kealoha Pilares for 22 yards (tackle by Jacquizz Rodgers)",0.000,0.410
3,10:50,1,10,CAR 22,10,23,DeAngelo Williams left end for 4 yards (tackle by William Moore),0.410,0.410
3,10:15,2,6,CAR 26,10,23,Cam Newton pass complete short right to Legedu Naanee for 14 yards (tackle by Christopher Owens and Curtis Lofton),0.410,1.600
3,9:34,1,10,CAR 40,10,23,Cam Newton pass incomplete short left intended for Jonathan Stewart is intercepted by Mike Peterson at CAR-39 and returned for 4 yards (tackle by Ryan Kalil),1.600,-3.250
3,9:27,1,10,CAR 35,10,23,Jacquizz Rodgers left tackle for 4 yards (tackle by James Anderson),3.250,3.240
3,9:03,2,6,CAR 31,16,23,"Matt Ryan pass complete deep left to Jacquizz Rodgers for 31 yards, touchdown",3.240,7.000
3,,,,CAR 2,17,23,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 35,17,23,"Matt Bosher kicks off 69 yards, returned by Kealoha Pilares for 30 yards (tackle by Kroy Biermann). Penalty on Omar Gaither: Offensive Holding, 10 yards",0.000,-0.350
3,8:48,1,10,CAR 12,17,23,Cam Newton left end for 3 yards (tackle by Sean Weatherspoon),-0.350,-0.500
3,8:12,2,7,CAR 15,17,23,Cam Newton pass complete short left to Jonathan Stewart for 6 yards (tackle by Ray Edwards and Jonathan Babineaux),-0.500,-0.370
3,7:33,3,1,CAR 21,17,23,Cam Newton left guard for 1 yard (tackle by Curtis Lofton),-0.370,0.410
3,6:49,1,10,CAR 22,17,23,Cam Newton pass complete short left to Legedu Naanee for 15 yards (tackle by Curtis Lofton),0.410,1.400
3,6:05,1,10,CAR 37,17,23,Cam Newton left tackle for 3 yards (tackle by Corey Peters),1.400,1.260
3,5:24,2,7,CAR 40,17,23,"Jonathan Stewart up the middle for no gain. Penalty on Greg Olsen: Offensive Holding, 10 yards (no play)",1.260,-0.090
3,4:57,2,17,CAR 30,17,23,Cam Newton pass incomplete deep middle intended for Brandon LaFell is intercepted by William Moore at ATL-47 and returned for 29 yards (tackle by Ryan Kalil),-0.090,-3.970
3,4:46,1,10,CAR 24,17,23,Matt Ryan pass incomplete short right intended for Michael Palmer,3.970,3.430
3,4:40,2,10,CAR 24,17,23,Matt Ryan pass incomplete short right intended for Julio Jones,3.430,2.740
3,4:34,3,10,CAR 24,17,23,Matt Ryan sacked by James Anderson and Charles Johnson for -4 yards,2.740,1.590
3,4:03,4,14,CAR 28,17,23,Matt Bryant 46 yard field goal no good,1.590,-1.330
3,3:58,1,10,CAR 36,17,23,"DeAngelo Williams left tackle for no gain (tackle by Dunta Robinson). Penalty on Travelle Wharton: Offensive Holding, 10 yards (no play)",1.330,0.670
3,3:30,1,20,CAR 26,17,23,Cam Newton pass incomplete short left intended for Greg Olsen,0.670,-0.560
3,3:25,2,20,CAR 26,17,23,Cam Newton pass complete short right to DeAngelo Williams for 4 yards (tackle by Christopher Owens),-0.560,-0.690
3,2:54,3,16,CAR 30,17,23,Cam Newton pass complete short right to Jonathan Stewart for 5 yards (tackle by Christopher Owens),-0.690,-1.040
3,2:18,4,11,CAR 35,17,23,"Jason Baker punts 48 yards, returned by Eric Weems for 2 yards (tackle by Jason Williams). Penalty on Jacquizz Rodgers: Illegal Block Above the Waist, 10 yards",-1.040,0.380
3,2:06,1,10,ATL 10,17,23,Michael Turner left guard for 13 yards (tackle by Greg Hardy),-0.380,0.480
3,1:24,1,10,ATL 23,17,23,Michael Turner up the middle for 4 yards (tackle by James Anderson),0.480,0.470
3,0:37,2,6,ATL 27,17,23,Matt Ryan pass incomplete short left intended for Michael Turner (defended by Jordan Senn),0.470,-0.230
3,0:31,3,6,ATL 27,17,23,Matt Ryan pass complete short right to Roddy White for 26 yards (tackle by Captain Munnerlyn),-0.230,2.460
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 47,17,23,Michael Turner left tackle for 7 yards (tackle by James Anderson),2.460,2.860
4,14:38,2,3,CAR 40,17,23,Michael Turner left end for 1 yard (tackle by Charles Godfrey and James Anderson),2.860,2.280
4,13:56,3,2,CAR 39,17,23,Matt Ryan pass complete short right to Tony Gonzalez for 4 yards (tackle by James Anderson),2.280,3.250
4,13:29,1,10,CAR 35,17,23,Matt Ryan pass complete short left to Tony Gonzalez for 18 yards (tackle by Jordan Senn and James Anderson),3.250,4.440
4,12:57,1,10,CAR 17,17,23,Matt Ryan pass incomplete short right intended for Roddy White (defended by James Anderson),4.440,3.850
4,12:49,2,10,CAR 17,23,23,"Matt Ryan pass complete deep left to Julio Jones for 17 yards, touchdown",3.850,7.000
4,,,,CAR 2,24,23,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 35,24,23,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
4,12:42,1,10,CAR 20,24,23,DeAngelo Williams right tackle for 2 yards (tackle by John Abraham),0.280,0.000
4,12:02,2,8,CAR 22,24,23,Jonathan Stewart up the middle for 6 yards (tackle by John Abraham),0.000,0.100
4,11:26,3,2,CAR 28,24,23,Cam Newton pass complete short right to Jonathan Stewart for -1 yards (tackle by Sean Weatherspoon),0.100,-1.570
4,10:49,4,3,CAR 27,24,23,"Jason Baker punts 38 yards, fair catch by Eric Weems",-1.570,-1.270
4,10:41,1,10,ATL 35,24,23,Michael Turner left tackle for -1 yards (tackle by Charles Johnson),1.270,0.590
4,10:08,2,11,ATL 34,24,23,Matt Ryan pass complete short right to Roddy White for 9 yards (tackle by Chris Gamble),0.590,1.090
4,9:32,3,2,ATL 43,24,23,Matt Ryan pass incomplete deep right intended for Roddy White,1.090,-0.520
4,9:26,4,2,ATL 43,24,23,"Matt Bosher punts 44 yards, fair catch by Armanti Edwards",-0.520,0.320
4,9:18,1,10,CAR 13,24,23,Cam Newton pass incomplete deep left intended for Greg Olsen,-0.320,-0.770
4,9:11,2,10,CAR 13,24,23,Cam Newton pass incomplete short middle intended for Jonathan Stewart,-0.770,-1.420
4,9:05,3,10,CAR 13,24,23,Cam Newton pass complete short left to Jonathan Stewart for 17 yards (tackle by James Sanders and William Moore),-1.420,0.940
4,8:21,1,10,CAR 30,24,23,Cam Newton pass complete short left to Steve Smith for 17 yards (tackle by Sean Weatherspoon),0.940,2.060
4,7:35,1,10,CAR 47,24,23,Cam Newton pass incomplete deep middle intended for Legedu Naanee,2.060,1.520
4,7:28,2,10,CAR 47,24,23,Cam Newton left guard for 12 yards (tackle by William Moore),1.520,2.850
4,6:43,1,10,ATL 41,24,23,"Cam Newton pass complete short right to Jeremy Shockey for 4 yards (tackle by Mike Peterson). Penalty on Ray Edwards: Roughing the Passer, 15 yards",2.850,4.110
4,6:11,1,10,ATL 22,24,23,DeAngelo Williams up the middle for 4 yards (tackle by Lawrence Sidbury),4.110,4.130
4,5:33,2,6,ATL 18,24,23,Cam Newton pass incomplete deep right intended for Greg Olsen (defended by Dominique Franks),4.130,3.400
4,5:27,,,,24,23,Timeout #1 by Carolina Panthers,0.000,3.400
4,5:26,3,6,ATL 18,24,23,Cam Newton pass incomplete short left intended for Jonathan Stewart,3.400,2.270
4,5:16,4,6,ATL 18,24,23,Olindo Mare 36 yard field goal no good,2.270,-0.670
4,5:12,1,10,ATL 26,24,23,Michael Turner left tackle for -1 yards (tackle by James Anderson),0.670,-0.010
4,4:28,2,11,ATL 25,30,23,"Matt Ryan pass complete deep left to Julio Jones for 75 yards, touchdown",-0.010,7.000
4,,,,CAR 2,31,23,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 35,31,23,"Matt Bosher kicks off 54 yards, returned by Kealoha Pilares for 9 yards (tackle by Akeem Dent)",0.000,0.280
4,4:11,1,10,CAR 20,31,23,Cam Newton pass incomplete short left intended for Brandon LaFell,0.280,-0.270
4,4:08,2,10,CAR 20,31,23,Cam Newton pass incomplete short left intended for Legedu Naanee. Penalty on Travelle Wharton: Offensive Holding (Declined),-0.270,-0.960
4,4:08,3,10,CAR 20,31,23,Cam Newton pass complete deep left to Steve Smith for 48 yards (tackle by Dunta Robinson),-0.960,3.450
,,,,,,,"ATL challenged the pass completion ruling, and the play was upheld.",,
4,3:54,1,10,ATL 32,31,23,"Penalty on John Abraham: Neutral Zone Infraction, 5 yards (no play)",3.450,4.180
4,3:54,1,5,ATL 27,31,23,Cam Newton pass incomplete deep right intended for Brandon LaFell,4.180,3.580
4,3:49,2,5,ATL 27,31,23,Cam Newton pass incomplete short left intended for Jonathan Stewart,3.580,2.870
4,3:44,3,5,ATL 27,31,23,Cam Newton pass incomplete deep left intended for Steve Smith (defended by Dunta Robinson),2.870,1.720
4,3:37,4,5,ATL 27,31,23,Cam Newton pass incomplete deep left intended for Legedu Naanee,1.720,-0.810
4,3:31,1,10,ATL 28,31,23,Michael Turner left end for 8 yards (tackle by Dan Connor),0.810,1.340
4,3:21,,,,31,23,Timeout #2 by Carolina Panthers,0.000,1.340
4,3:21,2,2,ATL 36,31,23,Michael Turner up the middle for 3 yards (tackle by Andre Neblett and James Anderson),1.340,1.530
4,3:12,,,,31,23,Timeout #3 by Carolina Panthers,0.000,1.530
4,3:12,1,10,ATL 39,31,23,Michael Turner left guard for 2 yards (tackle by Andre Neblett),1.530,1.260
4,2:26,2,8,ATL 41,31,23,Jason Snelling left tackle for 2 yards (tackle by Jordan Senn),1.260,0.830
4,2:00,3,6,ATL 43,31,23,Matt Ryan pass complete deep left to Roddy White for 16 yards (tackle by Charles Godfrey),0.830,2.850
4,1:12,1,10,CAR 41,31,23,Matt Ryan kneels for -1 yards,2.850,2.170
4,0:32,2,11,CAR 42,31,23,Matt Ryan kneels for -1 yards,2.170,1.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
