Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
1,4:50,1,10,DET 17,7,0,Kevin Jones right end for -2 yards (tackle by Melvin Oliver),-0.060,-0.850
1,4:14,2,12,DET 15,7,0,Jon Kitna for 13 yards (tackle by Derek Smith),-0.850,0.810
1,3:52,1,10,DET 28,7,0,"Kevin Jones middle for 4 yards (tackle by Keith Lewis). Kevin Jones fumbles (forced by Keith Lewis), recovered by Mark Roman at DET-32 (tackle by Dominic Raiola)",0.810,-3.450
1,3:43,1,10,DET 32,7,0,Alex Smith pass complete short right to Arnaz Battle for 12 yards (tackle by Dre' Bly),3.450,4.240
1,3:12,1,10,DET 20,7,0,Frank Gore right end for 8 yards (tackle by Kenoy Kennedy and Terrence Holt),4.240,5.040
1,2:30,2,2,DET 12,7,0,Alex Smith pass incomplete short right intended for Arnaz Battle,5.040,4.340
1,2:23,3,2,DET 12,7,0,Frank Gore right end for 1 yard (tackle by Fernando Bryant),4.340,2.850
1,1:38,4,1,DET 11,10,0,Joe Nedney 28 yard field goal good,2.850,3.000
1,,,,SFO 30,10,0,"Joe Nedney kicks off 63 yards, returned by Eddie Drummond for 28 yards (tackle by Keith Lewis)",0.000,1.270
1,1:29,1,10,DET 35,10,0,Kevin Jones left end for 7 yards (tackle by Keith Lewis),1.270,1.670
1,1:04,2,3,DET 42,10,0,Kevin Jones left end for 2 yards (tackle by Walt Harris),1.670,1.220
1,0:23,3,1,DET 44,10,0,Jon Kitna pass incomplete short left intended for Dan Campbell. Penalty on Mike Furrey: Illegal Motion (Declined),1.220,-0.460
1,0:18,4,1,DET 44,10,0,"Nick Harris punts 36 yards, returned by Brandon Williams for 2 yards (tackle by Keith Smith)",-0.460,-0.410
1,0:09,1,10,SFO 22,10,0,Frank Gore middle for 2 yards (tackle by Marcus Bell),0.410,0.140
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,SFO 24,10,0,Alex Smith pass complete deep right to Antonio Bryant for 23 yards,0.140,2.060
2,14:12,1,10,SFO 47,10,0,Frank Gore right tackle for 4 yards (tackle by Paris Lenon and Stanley Wilson),2.060,2.060
2,13:53,2,6,DET 49,10,0,"Alex Smith pass incomplete deep left intended for Antonio Bryant. Penalty on Dre' Bly: Defensive Holding, 5 yards (no play)",2.060,2.730
2,13:43,2,1,DET 44,10,0,Frank Gore left end for 20 yards (tackle by Terrence Holt),2.730,3.970
2,13:15,1,10,DET 24,10,0,Frank Gore middle for 8 yards (tackle by Jared DeVries),3.970,4.650
2,12:34,2,2,DET 16,10,0,Michael Robinson left tackle for 1 yard (tackle by Kenoy Kennedy and Alex Lewis),4.650,4.170
2,11:52,3,1,DET 15,10,0,Maurice Hicks right end for 1 yard (tackle by Terrence Holt and Kenoy Kennedy),4.170,4.650
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
2,10:59,1,10,DET 14,10,0,Frank Gore left tackle for 2 yards (tackle by Marcus Bell),4.650,4.330
2,10:19,2,8,DET 12,10,0,Alex Smith pass incomplete short right intended for Antonio Bryant (defended by Stanley Wilson),4.330,3.430
2,10:13,3,8,DET 12,10,0,Alex Smith left end for 7 yards (tackle by Cory Redding),3.430,3.030
2,9:54,4,1,DET 5,13,0,Joe Nedney 23 yard field goal good,3.030,3.000
2,,,,SFO 30,13,0,"Joe Nedney kicks off 62 yards, returned by Eddie Drummond for 36 yards (tackle by Jeff Ulbrich)",0.000,1.860
2,9:39,1,10,DET 44,13,0,"Jon Kitna pass incomplete short left intended for Marcus Pollard (defended by Manny Lawson). Penalty on Shawntae Spencer: Illegal Contact, 5 yards (no play)",1.860,2.190
2,9:33,1,10,DET 49,13,0,Jon Kitna sacked by Brandon Moore for -9 yards,2.190,0.430
2,9:11,2,19,DET 40,13,0,Jon Kitna middle for 5 yards (tackle by Marques Douglas and Melvin Oliver),0.430,0.430
2,8:35,3,14,DET 45,13,0,Jon Kitna pass incomplete deep right intended for Roy Williams (defended by Shawntae Spencer),0.430,-0.390
2,8:29,4,14,DET 45,13,0,"Nick Harris punts 38 yards, fair catch by Brandon Williams",-0.390,0.060
2,8:21,1,10,SFO 17,13,0,Frank Gore left end for 6 yards (tackle by Ernie Sims),-0.060,0.350
2,7:37,,,,13,0,Timeout #1 by San Francisco 49ers,0.000,0.350
2,7:37,2,4,SFO 23,13,0,Frank Gore middle for 8 yards (tackle by Fernando Bryant),0.350,1.000
2,6:56,1,10,SFO 31,13,0,Frank Gore middle for 7 yards (tackle by Boss Bailey),1.000,1.410
2,6:17,2,3,SFO 38,13,0,Frank Gore left tackle for 6 yards (tackle by Ernie Sims and Kenoy Kennedy),1.410,1.860
2,5:42,1,10,SFO 44,13,0,Alex Smith sacked by Marcus Bell for -9 yards,1.860,0.100
2,5:05,2,19,SFO 35,13,0,Maurice Hicks right end for 1 yard (tackle by Fernando Bryant),0.100,-0.430
2,4:20,3,18,SFO 36,13,0,Maurice Hicks middle for 4 yards (tackle by Kalimba Edwards),-0.430,-0.720
2,3:45,4,14,SFO 40,13,0,"Andy Lee punts 43 yards, returned by Eddie Drummond for 8 yards (tackle by Brian Jennings)",-0.720,-0.610
2,3:34,1,10,DET 25,13,0,Jon Kitna pass complete short right to Kevin Jones for 5 yards (tackle by Brandon Moore and Anthony Adams),0.610,0.740
2,2:57,2,5,DET 30,13,0,Jon Kitna middle for 6 yards (tackle by Bryant Young),0.740,1.330
2,2:16,1,10,DET 36,13,0,Jon Kitna pass complete short middle to Kevin Jones for 4 yards (tackle by Brandon Moore),1.330,1.330
2,2:00,2,6,DET 40,13,0,Jon Kitna pass complete deep left to Roy Williams for 20 yards (tackle by Sammy Davis),1.330,2.920
2,1:54,1,10,SFO 40,13,0,Jon Kitna pass complete short right to Kevin Jones for 6 yards (tackle by Mark Roman),2.920,3.180
2,1:30,2,4,SFO 34,13,0,Jon Kitna pass complete short left to Roy Williams for 14 yards (tackle by Sammy Davis),3.180,4.240
2,1:11,1,10,SFO 20,13,0,"Penalty on Barry Stokes: False Start, 5 yards (no play)",4.240,3.910
2,1:11,1,15,SFO 25,13,0,Jon Kitna for 3 yards (tackle by Walt Harris),3.910,3.420
2,0:49,2,12,SFO 22,13,0,Jon Kitna pass complete short middle to Kevin Jones for 8 yards (tackle by Jeff Ulbrich),3.420,3.890
2,0:42,,,,13,0,Timeout #2 by Detroit Lions,0.000,3.890
2,0:42,3,4,SFO 14,13,0,Jon Kitna pass complete short left to Mike Furrey for 7 yards (tackle by Walt Harris and Sammy Davis),3.890,5.600
2,0:33,1,7,SFO 7,13,0,Jon Kitna pass incomplete short middle intended for Kevin Kasper,5.600,4.760
2,0:31,2,7,SFO 7,13,0,Kevin Jones left end for no gain (tackle by Brandon Moore),4.760,3.810
2,0:27,,,,13,0,Timeout #3 by Detroit Lions,0.000,3.810
2,0:27,3,7,SFO 7,13,0,Jon Kitna pass incomplete short right intended for Roy Williams (defended by Shawntae Spencer),3.810,2.970
2,0:22,4,7,SFO 7,13,3,Jason Hanson 25 yard field goal good,2.970,3.000
2,,,,DET 30,13,3,"Jason Hanson kicks off 72 yards, returned by Brandon Williams for 21 yards (tackle by Jon McGraw)",0.000,0.150
2,0:12,1,10,SFO 19,13,3,Alex Smith kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,13,3,"Joe Nedney kicks off 62 yards, returned by Eddie Drummond for 21 yards (tackle by Maurice Hicks)",0.000,0.870
3,14:53,1,10,DET 29,13,3,"Jon Kitna sacked by Shawntae Spencer for -7 yards. Jon Kitna fumbles (forced by Shawntae Spencer), recovered by Marques Douglas at DET-26 (tackle by Dominic Raiola)",0.870,-3.840
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
3,14:47,1,10,DET 26,13,3,Frank Gore middle for 8 yards (tackle by Kenoy Kennedy and Terrence Holt),3.840,4.450
3,14:10,2,2,DET 18,13,3,Frank Gore left tackle for -1 yards (tackle by Jared DeVries),4.450,3.570
3,13:29,3,3,DET 19,13,3,Alex Smith pass complete short right to Frank Gore for 7 yards (tackle by Tyoka Jackson),3.570,4.780
3,12:48,1,10,DET 12,13,3,Michael Robinson right tackle for 2 yards (tackle by Paris Lenon),4.780,4.450
3,12:00,2,8,DET 10,13,3,Michael Robinson middle for 7 yards (tackle by Kenoy Kennedy and Fernando Bryant),4.450,5.060
3,11:14,3,1,DET 3,13,3,Michael Robinson left end for -2 yards (tackle by Kalimba Edwards),5.060,3.020
3,10:58,4,3,DET 5,16,3,Joe Nedney 23 yard field goal good,3.020,3.000
3,,,,SFO 30,16,3,"Joe Nedney kicks off 62 yards, returned by Eddie Drummond for 18 yards (tackle by Bryan Gilmore)",0.000,0.670
3,10:49,1,10,DET 26,16,3,Kevin Jones left end for 1 yard (tackle by Ronald Fields),0.670,0.270
3,10:17,2,9,DET 27,16,3,"Jon Kitna pass complete deep left to Roy Williams for 22 yards (tackle by Derek Smith). Roy Williams fumbles (forced by Derek Smith), recovered by Manny Lawson at SFO-49 (tackle by Arlen Harris)",0.270,-2.190
3,10:08,1,10,SFO 49,16,3,Frank Gore left tackle for 3 yards (tackle by Terrence Holt and Ernie Sims),2.190,2.050
3,9:30,2,7,DET 48,16,3,Alex Smith sacked by Cory Redding for -4 yards,2.050,0.830
3,8:55,3,11,SFO 48,16,3,"Alex Smith middle for -2 yards (tackle by Cory Redding). Alex Smith fumbles (forced by Cory Redding), recovered by Jon McGraw at DET-46 (tackle by Jonas Jennings)",0.830,-1.990
3,8:47,1,10,DET 46,16,3,Kevin Jones middle for 4 yards (tackle by Brandon Moore),1.990,1.990
3,8:17,2,6,DET 50,16,3,Jon Kitna pass incomplete deep left intended for Roy Williams,1.990,1.290
3,8:11,3,6,DET 50,16,3,Jon Kitna pass complete deep middle to Roy Williams for 18 yards (tackle by Shawntae Spencer),1.290,3.450
3,7:31,1,10,SFO 32,16,3,Jon Kitna pass complete short middle to Kevin Jones for 8 yards (tackle by Derek Smith),3.450,3.980
3,6:52,2,2,SFO 24,16,3,Jon Kitna pass complete short left to Marcus Pollard for 5 yards (tackle by Walt Harris),3.980,4.310
3,6:12,1,10,SFO 19,16,3,Jon Kitna pass incomplete short left intended for Kevin Jones,4.310,3.750
3,6:07,2,10,SFO 19,16,3,Kevin Jones left end for 5 yards (tackle by Derek Smith and Marques Douglas),3.750,3.760
3,5:24,3,5,SFO 14,16,3,Jon Kitna pass complete short middle to Kevin Jones for 8 yards (tackle by Chad Williams),3.760,5.830
3,4:47,1,6,SFO 6,16,3,"Penalty on Rex Tucker: False Start, 5 yards (no play)",5.830,4.770
3,4:27,1,11,SFO 11,16,3,Kevin Jones middle for 3 yards (tackle by Ronald Fields),4.770,4.570
3,3:49,2,8,SFO 8,16,9,"Jon Kitna pass complete short left to Dan Campbell for 8 yards, touchdown",4.570,7.000
3,,,,SFO 2,16,10,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,16,10,"Jason Hanson kicks off 67 yards, returned by Brandon Williams for 24 yards (tackle by Kenoy Kennedy)",0.000,0.740
3,3:34,1,10,SFO 27,16,10,Frank Gore middle for 1 yard (tackle by Paris Lenon and Ernie Sims),0.740,0.330
3,2:52,2,9,SFO 28,16,10,Alex Smith pass complete short left to Eric Johnson for 5 yards (tackle by Dre' Bly),0.330,0.300
3,2:08,3,4,SFO 33,16,10,Alex Smith pass complete short right to Arnaz Battle for 7 yards (tackle by Kenoy Kennedy),0.300,1.600
3,1:17,1,10,SFO 40,16,10,Alex Smith pass complete short right to Frank Gore for 7 yards (tackle by Stanley Wilson),1.600,2.000
3,0:31,2,3,SFO 47,16,10,Maurice Hicks middle for 2 yards (tackle by Marcus Bell),2.000,1.550
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,SFO 49,16,10,Alex Smith for 5 yards (tackle by Kenoy Kennedy),1.550,2.520
4,14:31,1,10,DET 46,16,10,"Alex Smith pass incomplete deep left intended for Antonio Bryant. Penalty on Jon McGraw: Face Mask (15 Yards), 15 yards (no play)",2.520,3.510
4,14:23,1,10,DET 31,16,10,Maurice Hicks right tackle for no gain (tackle by Paris Lenon),3.510,2.970
4,13:54,2,10,DET 31,16,10,Michael Robinson middle for -4 yards (tackle by Cory Redding),2.970,1.750
4,13:09,3,14,DET 35,16,10,Alex Smith pass complete short right to Maurice Hicks for 6 yards (tackle by Terrence Holt and Ernie Sims),1.750,1.500
4,12:34,,,,16,10,Timeout #1 by San Francisco 49ers,0.000,1.500
4,12:34,4,8,DET 29,19,10,Joe Nedney 47 yard field goal good,1.500,3.000
4,,,,SFO 30,19,10,"Joe Nedney kicks off 55 yards, returned by Eddie Drummond for 20 yards (tackle by Keith Lewis)",0.000,1.270
4,12:23,1,10,DET 35,19,10,Jon Kitna pass complete deep middle to Dan Campbell for 24 yards (tackle by Mark Roman),1.270,2.850
4,11:45,1,10,SFO 41,19,10,Jon Kitna pass complete short right to Mike Furrey for 6 yards (tackle by Keith Lewis),2.850,3.120
4,11:08,2,4,SFO 35,19,10,Kevin Jones left tackle for 5 yards (tackle by Derek Smith and Brandon Moore),3.120,3.580
4,10:23,1,10,SFO 30,19,10,Jon Kitna pass incomplete deep right intended for Roy Williams,3.580,3.030
4,10:14,2,10,SFO 30,19,10,Kevin Jones right end for 13 yards (tackle by Keith Lewis and Mark Roman),3.030,4.440
4,9:35,1,10,SFO 17,19,10,Kevin Jones left end for 3 yards (tackle by Brandon Moore and Walt Harris),4.440,4.320
4,8:51,2,7,SFO 14,19,10,Kevin Jones left end for -1 yards (tackle by Marques Douglas),4.320,3.340
4,8:07,3,8,SFO 15,19,10,Jon Kitna pass incomplete short right intended for Aveion Cason. Penalty on Rex Tucker: Offensive Holding (Declined),3.340,2.440
4,8:00,4,8,SFO 15,19,13,Jason Hanson 33 yard field goal good,2.440,3.000
4,,,,DET 30,19,13,"Jason Hanson kicks off 71 yards, returned by Brandon Williams for 54 yards (tackle by Stanley Wilson). Penalty on Marcus Hudson: Offensive Holding, 10 yards",0.000,-0.220
4,7:49,1,10,SFO 15,19,13,Maurice Hicks left end for 5 yards (tackle by Terrence Holt),-0.220,0.080
4,7:14,2,5,SFO 20,19,13,Alex Smith pass complete short right to Eric Johnson for 2 yards (tackle by Kenoy Kennedy),0.080,-0.510
4,6:22,,,,19,13,Timeout #2 by San Francisco 49ers,0.000,-0.510
4,6:22,3,3,SFO 22,19,13,Alex Smith middle for 6 yards (tackle by Terrence Holt),-0.510,0.810
4,5:40,1,10,SFO 28,19,13,Maurice Hicks right tackle for 1 yard (tackle by Terrence Holt),0.810,0.400
4,4:53,2,9,SFO 29,19,13,Alex Smith pass incomplete short right intended for Arnaz Battle,0.400,-0.300
4,4:48,3,9,SFO 29,19,13,Alex Smith sacked by Cory Redding for -6 yards,-0.300,-1.830
4,4:24,4,15,SFO 23,19,13,"Andy Lee punts 45 yards, returned by Eddie Drummond for 8 yards (tackle by Jeff Ulbrich). Penalty on Alex Lewis: Illegal Block Above the , 10 yards",-1.830,-0.940
4,4:22,1,10,DET 30,19,13,"Jon Kitna pass incomplete deep middle intended for Roy Williams. Penalty on Keith Lewis: Defensive Pass Interfere, 26 yards (no play)",0.940,2.650
4,4:16,1,10,SFO 44,19,13,"Jon Kitna pass incomplete short right intended for Marcus Pollard. Penalty on Manny Lawson: Illegal Contact, 5 yards, Penalty on Ronald Fields: Illegal Use of Hands (Declined) (no play)",2.650,2.980
4,4:10,1,10,SFO 39,19,13,Jon Kitna pass complete short middle to Kevin Jones for 23 yards (tackle by Bryant Young),2.980,4.510
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
4,3:52,1,10,SFO 16,19,13,Jon Kitna sacked by Brandon Moore for -10 yards,4.510,2.610
4,3:26,2,20,SFO 26,19,13,Jon Kitna pass complete short left to Kevin Jones for 7 yards (tackle by Brandon Moore),2.610,2.850
4,2:45,3,13,SFO 19,19,13,Jon Kitna pass incomplete short right intended for Mike Furrey,2.850,2.180
4,2:41,4,13,SFO 19,19,13,Jon Kitna pass incomplete deep middle intended for Mike Furrey is intercepted by Keith Lewis at SFO-2 and returned for 24 yards,2.180,-0.670
4,2:31,1,10,SFO 26,19,13,Maurice Hicks right tackle for 3 yards (tackle by Alex Lewis),0.670,0.540
4,2:25,,,,19,13,Timeout #2 by Detroit Lions,0.000,0.540
4,2:25,2,7,SFO 29,19,13,Maurice Hicks left tackle for 3 yards (tackle by Kenoy Kennedy),0.540,0.230
4,2:20,,,,19,13,Timeout #3 by Detroit Lions,0.000,0.230
4,2:20,3,4,SFO 32,19,13,Alex Smith pass complete short right to Arnaz Battle for 7 yards (tackle by Kenoy Kennedy),0.230,1.530
4,2:00,1,10,SFO 39,19,13,Alex Smith kneels for -1 yards,1.530,0.850
4,1:18,2,11,SFO 38,19,13,Alex Smith kneels for -1 yards,0.850,0.040
4,0:37,3,12,SFO 37,19,13,Alex Smith kneels for -2 yards,0.040,-1.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
