Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
DaRon Bland,DAL,0,5,4,80.0%,82,20.5,16.4,1,158.3,14.6,32,50,0,0,0,0.0,0,6,2,25.0%
Leighton Vander Esch,DAL,0,3,3,100.0%,17,5.7,5.7,0,90.3,5.3,16,1,3,0,0,0.0,0,7,0,0.0%
Kelvin Joseph,DAL,0,3,2,66.7%,32,16.0,10.7,0,102.1,17.0,32,0,0,0,0,0.0,0,5,0,0.0%
Malik Hooker,DAL,0,2,2,100.0%,46,23.0,23.0,2,158.3,17.5,35,11,0,0,0,0.0,0,3,2,40.0%
Micah Parsons,DAL,0,1,1,100.0%,11,11.0,11.0,0,112.5,0.0,0,11,6,1,0,0.0,1,7,0,0.0%
Donovan Wilson,DAL,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,1,0,0,0.0,0,7,0,0.0%
Trevon Diggs,DAL,0,2,1,50.0%,9,9.0,4.5,0,62.5,1.5,-3,12,0,0,0,0.0,0,5,0,0.0%
Anthony Brown,DAL,0,3,1,33.3%,58,58.0,19.3,1,121.5,22.0,43,15,0,0,0,0.0,0,0,0,
Sam Williams,DAL,0,0,0,,,,,,,,,,1,0,0,1.0,1,2,0,0.0%
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,0,0,0,1.0,1,7,1,12.5%
Johnathan Hankins,DAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Jayron Kearse,DAL,0,0,0,,,,,,,,,,3,0,0,0.0,0,5,0,0.0%
Damone Clark,DAL,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jaire Alexander,GNB,0,13,8,61.5%,42,5.3,3.2,1,92.5,7.2,28,14,0,0,0,0.0,0,9,0,0.0%
Darnell Savage Jr.,GNB,0,9,8,88.9%,127,15.9,14.1,1,155.8,11.2,81,46,5,0,0,0.0,0,8,0,0.0%
Isaiah McDuffie,GNB,0,9,6,66.7%,45,7.5,5.0,0,78.5,4.7,20,25,1,0,0,0.0,0,12,1,7.7%
Adrian Amos,GNB,0,5,3,60.0%,33,11.0,6.6,1,119.2,11.2,33,0,1,0,0,1.0,1,9,1,10.0%
Quay Walker,GNB,0,7,2,28.6%,-1,-0.5,-0.1,0,39.6,1.7,-2,1,4,1,0,0.0,1,8,0,0.0%
Rudy Ford,GNB,2,5,2,40.0%,10,5.0,2.0,1,47.9,6.6,6,4,0,0,0,0.0,0,4,1,20.0%
Rasul Douglas,GNB,0,2,2,100.0%,28,14.0,14.0,0,118.7,9.0,18,10,0,0,0,0.0,0,2,0,0.0%
Kingsley Enagbare,GNB,0,1,1,100.0%,6,6.0,6.0,0,91.7,-4.0,-4,10,2,0,1,0.0,1,5,0,0.0%
Jarran Reed,GNB,0,0,0,,,,,,,,,,0,2,2,0.0,4,2,0,0.0%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Ladarius Hamilton,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Preston Smith,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Keisean Nixon,GNB,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,0,0,
Jonathan Garvin,GNB,0,0,0,,,,,,,,,,4,0,0,0.0,0,1,0,0.0%
