Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
2,3:30,3,6,DAL 36,7,7,Tony Pollard left end for 5 yards (tackle by Quay Walker and Isaiah McDuffie),0.370,-0.650
2,2:58,,,,,,Timeout #1 by Green Bay Packers,,
2,2:58,4,1,DAL 41,7,7,Dak Prescott right guard for 1 yard (tackle by Darnell Savage),-0.650,1.730
2,2:37,1,10,DAL 42,7,7,Dak Prescott pass incomplete short right intended for Tony Pollard,1.730,1.190
2,2:34,2,10,DAL 42,7,7,Dak Prescott pass incomplete short middle intended for Michael Gallup,1.190,0.500
2,2:30,,,,,,Timeout #2 by Green Bay Packers,,
2,2:30,3,10,DAL 42,7,7,Dak Prescott pass deep middle intended for CeeDee Lamb is intercepted by Rudy Ford at GB-42 and returned for 34 yards (tackle by Peyton Hendershot),0.500,-3.970
2,2:20,1,10,DAL 24,7,7,Aaron Jones right end for 2 yards (tackle by Micah Parsons),3.970,3.700
2,2:00,2,8,DAL 22,7,7,"Aaron Rodgers pass complete short left to Robert Tonyan for no gain. Penalty on Trevon Diggs: Defensive Holding, 5 yards (accepted) (no play)",3.700,4.440
2,1:54,1,10,DAL 17,7,7,Aaron Jones right end for 5 yards (tackle by Dante Fowler),4.440,4.690
2,1:48,,,,,,Timeout #1 by Dallas Cowboys,,
2,1:48,2,5,DAL 12,7,13,"Aaron Jones up the middle for 12 yards, touchdown",4.690,7.000
2,1:42,,,DAL 15,7,14,Mason Crosby kicks extra point good,0.000,0.000
2,1:42,,,GNB 35,7,14,"Ramiz Ahmed kicks off 49 yards, returned by Peyton Hendershot for 18 yards. Peyton Hendershot fumbles (forced by Corey Ballentine), recovered by Luke Gifford at DAL-34 (tackle by Corey Ballentine)",0.000,1.200
2,1:37,1,10,DAL 34,7,14,Dak Prescott pass complete short left to CeeDee Lamb for 7 yards (tackle by Jaire Alexander),1.200,1.600
2,1:31,2,3,DAL 41,7,14,Dak Prescott pass complete short left to CeeDee Lamb for 9 yards (tackle by Isaiah McDuffie),1.600,2.260
2,1:10,1,10,GNB 50,7,14,Dak Prescott pass complete short left to Dalton Schultz for 13 yards (tackle by Adrian Amos),2.260,3.120
2,0:52,1,10,GNB 37,7,14,Dak Prescott pass complete short right to Tony Pollard for -2 yards (tackle by Quay Walker),3.120,2.300
2,0:45,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:45,2,12,GNB 39,7,14,Tony Pollard up the middle for 11 yards (tackle by Isaiah McDuffie),2.300,3.070
2,0:25,3,1,GNB 28,7,14,Dak Prescott pass complete short right to Michael Gallup for 23 yards (tackle by Rasul Douglas),3.070,6.060
2,0:19,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:19,1,5,GNB 5,7,14,Dak Prescott pass incomplete short middle intended for Noah Brown,6.060,5.150
2,0:14,2,5,GNB 5,13,14,"Dak Prescott pass complete short right to Dalton Schultz for 5 yards, touchdown",5.150,7.000
2,0:08,,,GNB 15,14,14,Brett Maher kicks extra point good,0.000,0.000
2,0:08,,,DAL 35,14,14,"Brett Maher kicks off 64 yards, returned by Keisean Nixon for 18 yards (tackle by DaRon Bland)",0.000,1.270
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,14,14,"Brett Maher kicks off 60 yards, returned by Keisean Nixon for 25 yards (tackle by Qadree Ollison and Luke Gifford)",0.000,0.940
3,14:54,1,10,GNB 30,14,14,Aaron Rodgers pass complete short left to Aaron Jones for 11 yards (tackle by Micah Parsons),0.940,1.660
3,14:17,1,10,GNB 41,14,14,Aaron Jones left tackle for -2 yards (tackle by DeMarcus Lawrence and Donovan Wilson),1.660,0.850
3,13:33,2,12,GNB 39,14,14,"Aaron Rodgers pass complete short left to AJ Dillon for no gain (tackle by Leighton Vander Esch). Penalty on Yosuah Nijman: Offensive Holding, 10 yards (accepted) (no play)",0.850,-0.500
3,13:02,2,22,GNB 29,14,14,Aaron Rodgers pass complete deep right to Sammy Watkins for 23 yards (tackle by Kelvin Joseph),-0.500,2.390
3,12:19,1,10,DAL 48,14,14,Aaron Jones right end for 3 yards (tackle by DeMarcus Lawrence),2.390,2.250
3,11:37,2,7,DAL 45,14,14,Aaron Jones left tackle for 3 yards (tackle by Neville Gallimore and Micah Parsons),2.250,1.950
3,10:52,3,4,DAL 42,14,14,Aaron Rodgers pass incomplete deep right intended for Christian Watson,1.950,0.460
3,10:46,4,4,DAL 42,14,14,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",0.460,0.130
3,10:46,4,9,DAL 47,14,14,"Pat O'Donnell punts 37 yards, fair catch by KaVontae Turpin at DAL-10. Penalty on Peyton Hendershot: Unnecessary Roughness / Defense, 5 yards (accepted)",0.130,0.380
3,10:39,1,10,DAL 5,14,14,Dak Prescott sacked by Kenny Clark for -1 yards,-0.380,-0.850
3,10:00,2,11,DAL 4,14,14,Tony Pollard up the middle for 5 yards (tackle by Jarran Reed and Dean Lowry),-0.850,-0.950
3,9:22,3,6,DAL 9,14,14,Dak Prescott pass complete short left to Noah Brown for 3 yards (tackle by Isaiah McDuffie and Darnell Savage),-0.950,-2.490
3,8:42,4,3,DAL 12,14,14,"Bryan Anger punts 55 yards, returned by Amari Rodgers for 11 yards. Amari Rodgers fumbles (forced by C.J. Goodwin), recovered by Sean McKeon at GB-45 (tackle by C.J. Goodwin) (tackle by C.J. Goodwin)",-2.490,2.590
3,8:29,1,10,GNB 45,14,14,Tony Pollard left end for 2 yards (tackle by Dean Lowry and Jaire Alexander),2.590,2.310
3,7:56,2,8,GNB 43,14,14,Dak Prescott pass complete deep left to CeeDee Lamb for 30 yards (tackle by Darnell Savage),2.310,4.710
3,7:24,1,10,GNB 13,14,14,Dak Prescott pass incomplete short middle intended for Dalton Schultz,4.710,4.050
3,7:19,2,10,GNB 13,20,14,"Tony Pollard up the middle for 13 yards, touchdown",4.050,7.000
3,7:14,,,GNB 15,21,14,Brett Maher kicks extra point good,0.000,0.000
3,7:14,,,DAL 35,21,14,"Brett Maher kicks off 58 yards, returned by Keisean Nixon for 26 yards (tackle by DaRon Bland)",0.000,1.140
3,7:08,1,10,GNB 33,21,14,Aaron Rodgers pass incomplete deep right intended for Christian Watson,1.140,0.590
3,7:03,2,10,GNB 33,21,14,AJ Dillon left end for 6 yards (tackle by Donovan Wilson),0.590,0.700
3,6:24,3,4,GNB 39,21,14,Aaron Rodgers sacked by Sam Williams for -9 yards,0.700,-1.370
3,5:45,4,13,GNB 30,21,14,"Pat O'Donnell punts 42 yards, returned by KaVontae Turpin for no gain (tackle by Dallin Leavitt). Penalty on Kelvin Joseph: Defensive Illegal Blindside Block, 14 yards (accepted)",-1.370,0.280
3,5:34,1,10,DAL 14,21,14,Malik Davis left tackle for 5 yards (tackle by Devonte Wyatt),-0.280,-0.040
3,4:57,2,5,DAL 19,21,14,Malik Davis up the middle for 17 yards (tackle by Jaire Alexander and Quay Walker),-0.040,1.330
3,4:29,1,10,DAL 36,21,14,"Dak Prescott pass incomplete short right. Penalty on Dak Prescott: Intentional Grounding, 11 yards (accepted)",1.330,-0.700
3,4:29,2,21,DAL 25,21,14,Dak Prescott pass complete short middle to Dalton Schultz for 12 yards (tackle by Isaiah McDuffie),-0.700,0.230
3,3:43,3,9,DAL 37,21,14,Dak Prescott pass complete short middle to CeeDee Lamb for 14 yards (tackle by Darnell Savage),0.230,2.320
3,3:25,1,10,GNB 49,21,14,Malik Davis right end for 14 yards (tackle by Adrian Amos),2.320,3.250
3,2:55,1,10,GNB 35,27,14,"Dak Prescott pass complete deep left to CeeDee Lamb for 35 yards, touchdown",3.250,7.000
3,2:47,,,GNB 15,28,14,Brett Maher kicks extra point good,0.000,0.000
3,2:47,,,DAL 35,28,14,"Brett Maher kicks off 57 yards, returned by Keisean Nixon for 16 yards (tackle by Luke Gifford)",0.000,0.540
3,2:43,1,10,GNB 24,28,14,Aaron Jones right end for 2 yards (tackle by Sam Williams and Quinton Bohanna),0.540,0.270
3,2:09,2,8,GNB 26,28,14,Aaron Jones right tackle for 5 yards (tackle by Jayron Kearse),0.270,0.230
3,1:23,,,,,,Timeout #1 by Green Bay Packers,,
3,1:23,3,3,GNB 31,28,14,Aaron Rodgers scrambles up the middle for 7 yards (tackle by Neville Gallimore),0.230,1.470
3,0:45,1,10,GNB 38,28,14,AJ Dillon right end for 5 yards (tackle by DeMarcus Lawrence and Damone Clark),1.470,1.600
3,0:04,2,5,GNB 43,28,14,Aaron Rodgers pass complete short middle to Sammy Watkins for 15 yards (tackle by Leighton Vander Esch),1.600,2.790
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 42,28,14,Aaron Rodgers pass complete short middle to Marcedes Lewis for -1 yards (tackle by Leighton Vander Esch),2.790,2.110
4,14:18,2,11,DAL 43,28,14,AJ Dillon left tackle for 4 yards (tackle by Quinton Bohanna),2.110,1.950
4,13:36,3,7,DAL 39,28,14,Aaron Rodgers pass incomplete short right intended for Allen Lazard,1.950,0.660
4,13:31,4,7,DAL 39,28,20,"Aaron Rodgers pass complete deep middle to Christian Watson for 39 yards, touchdown",0.660,7.000
4,13:23,,,DAL 15,28,21,Mason Crosby kicks extra point good,0.000,0.000
4,13:23,,,GNB 35,28,21,"Ramiz Ahmed kicks off 64 yards, returned by KaVontae Turpin for 11 yards (tackle by Tariq Carpenter)",0.000,-0.350
4,13:17,1,10,DAL 12,28,21,Dak Prescott pass incomplete short left intended for CeeDee Lamb,-0.350,-0.780
4,13:12,2,10,DAL 12,28,21,Tony Pollard left tackle for 4 yards (tackle by Jarran Reed),-0.780,-0.950
4,12:29,3,6,DAL 16,28,21,Dak Prescott pass complete short left to Michael Gallup for 9 yards (tackle by Jaire Alexander),-0.950,0.610
4,11:56,1,10,DAL 25,28,21,Tony Pollard left guard for 7 yards (tackle by Adrian Amos),0.610,1.010
4,11:13,2,3,DAL 32,28,21,Tony Pollard right guard for 4 yards (tackle by Adrian Amos),1.010,1.330
4,10:31,1,10,DAL 36,28,21,Dak Prescott pass complete short left to Michael Gallup for no gain (tackle by Jaire Alexander),1.330,0.790
4,9:51,2,10,DAL 36,28,21,Tony Pollard up the middle for 1 yard (tackle by Kenny Clark and Isaiah McDuffie),0.790,0.230
4,9:14,3,9,DAL 37,28,21,Dak Prescott pass incomplete short left intended for Peyton Hendershot,0.230,-0.910
4,9:09,4,9,DAL 37,28,21,"Bryan Anger punts 58 yards, returned by Keisean Nixon for 6 yards (tackle by Luke Gifford)",-0.910,0.370
4,8:57,1,10,GNB 11,28,21,Aaron Jones left end for 6 yards (tackle by Donovan Wilson),-0.370,-0.160
4,8:25,2,4,GNB 17,28,21,Aaron Jones right end for 2 yards (tackle by Donovan Wilson),-0.160,-0.480
4,7:46,3,2,GNB 19,28,21,Aaron Rodgers pass complete short middle to Christian Watson for 3 yards (tackle by Leighton Vander Esch),-0.480,0.410
4,7:06,1,10,GNB 22,28,21,Aaron Rodgers pass complete short left to Allen Lazard for 9 yards (tackle by Malik Hooker),0.410,1.080
4,6:23,2,1,GNB 31,28,21,AJ Dillon up the middle for 17 yards (tackle by Kelvin Joseph),1.080,2.130
4,5:41,1,10,GNB 48,28,21,AJ Dillon right guard for 4 yards (tackle by Micah Parsons and Donovan Wilson),2.130,2.120
4,4:57,2,6,DAL 48,28,21,"Aaron Jones right tackle for 30 yards. Aaron Jones fumbles (forced by Kelvin Joseph), recovered by Aaron Jones at DAL-18 (tackle by Kelvin Joseph)",2.120,4.370
4,4:01,1,10,DAL 18,28,21,Aaron Rodgers pass complete short middle to Sammy Watkins for 9 yards (tackle by Kelvin Joseph),4.370,5.420
4,3:14,2,1,DAL 9,28,21,AJ Dillon right guard for 2 yards (tackle by DeMarcus Lawrence),5.420,5.600
4,2:35,1,7,DAL 7,28,27,"Aaron Rodgers pass complete short left to Christian Watson for 7 yards, touchdown",5.600,7.000
4,2:29,,,DAL 15,28,28,Mason Crosby kicks extra point good,0.000,0.000
4,2:29,,,GNB 35,28,28,"Ramiz Ahmed kicks off 65 yards, touchback.",0.000,0.610
4,2:29,1,10,DAL 25,28,28,Tony Pollard left tackle for 3 yards (tackle by Adrian Amos),0.610,0.470
4,2:00,2,7,DAL 28,28,28,Dak Prescott pass incomplete short middle intended for Noah Brown (defended by Quay Walker),0.470,-0.230
4,1:56,3,7,DAL 28,28,28,Dak Prescott pass incomplete deep left intended for Michael Gallup,-0.230,-1.500
4,1:49,4,7,DAL 28,28,28,"Bryan Anger punts 52 yards, returned by Keisean Nixon for 13 yards (tackle by Matt Overton)",-1.500,-1.140
4,1:38,1,10,GNB 33,28,28,Aaron Jones left guard for 2 yards (tackle by Trevon Diggs and Jayron Kearse),1.140,0.860
4,0:57,2,8,GNB 35,28,28,Aaron Jones right tackle for 7 yards (tackle by Trevon Diggs and DaRon Bland),0.860,1.090
4,0:30,,,,,,Timeout #2 by Green Bay Packers,,
4,0:30,3,1,GNB 42,28,28,Aaron Rodgers pass incomplete short left,1.090,-0.590
4,0:22,4,1,GNB 42,28,28,"Pat O'Donnell punts 39 yards, fair catch by KaVontae Turpin at DAL-19",-0.590,-0.150
4,0:16,1,10,DAL 19,28,28,Dak Prescott pass incomplete deep left,0.150,-0.390
4,0:09,2,10,DAL 19,28,28,Tony Pollard up the middle for 10 yards (tackle by Preston Smith and Darnell Savage),-0.390,0.870
4,0:02,,,,,,Timeout #1 by Dallas Cowboys,,
4,0:02,,,,,,Timeout #3 by Green Bay Packers,,
4,0:02,1,10,DAL 29,28,28,Dak Prescott pass complete short middle to KaVontae Turpin for 9 yards (tackle by Isaiah McDuffie),0.870,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the overtime kickoff.",,
OT,10:00,,,GNB 35,28,28,"Ramiz Ahmed kicks off 65 yards, touchback.. Penalty on Johnathan Abram: Unsportsmanlike Conduct / Offense, 15 yards (offset) . Penalty on C.J. Goodwin: Unsportsmanlike Conduct / Defense, 15 yards (offset)",0.000,0.610
OT,10:00,1,10,DAL 25,28,28,Tony Pollard right end for 7 yards (tackle by Adrian Amos and Quay Walker),0.610,1.010
OT,9:26,2,3,DAL 32,28,28,Dak Prescott pass complete short middle to CeeDee Lamb for 15 yards (tackle by Adrian Amos),1.010,2.060
OT,8:41,1,10,DAL 47,28,28,Tony Pollard left guard for 7 yards (tackle by Darnell Savage),2.060,2.460
OT,8:13,2,3,GNB 46,28,28,"Tony Pollard up the middle for no gain (tackle by Isaiah McDuffie). Penalty on Jalen Tolbert: Offensive Offside, 5 yards (accepted) (no play)",2.460,1.790
OT,8:04,2,8,DAL 49,28,28,Dak Prescott pass complete short left to Tony Pollard for 9 yards (tackle by Rudy Ford),1.790,2.790
OT,7:32,1,10,GNB 42,28,28,Dak Prescott pass incomplete short right intended for Sean McKeon (defended by Jonathan Garvin),2.790,2.240
OT,7:29,2,10,GNB 42,28,28,"Malik Davis up the middle for 1 yard (tackle by Quay Walker). Penalty on Connor McGovern: Offensive Holding, 10 yards (accepted)",2.240,1.030
OT,7:04,2,19,DAL 49,28,28,Dak Prescott pass complete short left to Dalton Schultz for 16 yards (tackle by Jaire Alexander),1.030,2.480
OT,6:25,,,,,,Timeout #1 by Green Bay Packers,,
OT,6:25,3,3,GNB 35,28,28,Dak Prescott pass incomplete short middle intended for CeeDee Lamb (defended by Jaire Alexander),2.480,0.990
OT,6:21,4,3,GNB 35,28,28,Dak Prescott pass incomplete short left intended for Tony Pollard,0.990,-1.270
OT,6:15,1,10,GNB 35,28,28,Aaron Jones right guard for 1 yard (tackle by Dante Fowler and Quinton Bohanna),1.270,0.860
OT,5:32,2,9,GNB 36,28,28,Aaron Jones left tackle for 8 yards (tackle by Jayron Kearse and Leighton Vander Esch),0.860,1.220
OT,4:48,3,1,GNB 44,28,28,Aaron Rodgers pass complete short middle to Allen Lazard for 36 yards (tackle by Donovan Wilson and Kelvin Joseph),1.220,4.240
OT,4:01,1,10,DAL 20,28,28,"Aaron Jones up the middle for 5 yards (tackle by Dante Fowler and Malik Hooker). Penalty on Dante Fowler: Face Mask (15 Yards), 8 yards (accepted)",4.240,5.600
OT,3:52,1,7,DAL 7,28,28,Aaron Rodgers kneels for -3 yards,5.600,4.190
OT,3:11,2,10,DAL 10,28,31,Mason Crosby 28 yard field goal good,4.190,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
