Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,11,77,0,4,14,1.3,63,5.7,2,5.5
Melvin Gordon,LAC,9,28,1,1,16,1.8,12,1.3,1,9.0
Philip Rivers,LAC,3,5,0,0,5,1.7,0,0.0,0,
JJ Jones,LAC,1,0,0,,-2,-2.0,2,2.0,0,
Detrez Newsome,LAC,1,0,0,,0,0.0,0,0.0,0,
Geno Smith,LAC,1,-1,0,,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
LeSean McCoy,BUF,9,39,0,1,30,3.3,9,1.0,0,
Josh Allen,BUF,8,32,0,3,14,1.8,18,2.3,0,
Marcus Murphy,BUF,3,6,0,,2,0.7,4,1.3,1,3.0
Chris Ivory,BUF,2,7,1,1,1,0.5,6,3.0,0,
