Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Ryan Succop kicks off 66 yards, returned by Jonathan Holland for 26 yards (tackle by Andy Studebaker)",0.000,0.940
1,14:53,1,10,OAK 30,0,0,JaMarcus Russell pass complete short middle to Chaz Schilens for 6 yards (tackle by Corey Mays and Demorrio Williams),0.940,1.200
1,14:19,2,4,OAK 36,0,0,Michael Bush left tackle for 60 yards (tackle by Brandon Carr),1.200,6.280
1,13:28,1,4,KAN 4,0,0,Justin Fargas left tackle for 3 yards (tackle by Corey Mays),6.280,5.910
1,12:46,2,1,KAN 1,0,6,"Justin Fargas left tackle for 1 yard, touchdown",5.910,7.000
1,,,,KAN 2,0,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,,,,OAK 30,0,7,"Sebastian Janikowski kicks off 69 yards, returned by Jamaal Charles for 14 yards (tackle by Jonathan Holland)",0.000,-0.220
1,12:38,1,10,KAN 15,0,7,"Penalty on Leonard Pope: False Start, 5 yards (no play)",-0.220,-0.570
1,12:38,1,15,KAN 10,0,7,Kolby Smith middle for -2 yards (tackle by Kirk Morrison),-0.570,-1.290
1,12:06,2,17,KAN 8,0,7,Matt Cassel pass incomplete deep left intended for Dwayne Bowe (defended by Nnamdi Asomugha),-1.290,-2.240
1,11:59,3,17,KAN 8,0,7,"Penalty on Tommy Kelly: Neutral Zone Infraction, 5 yards (no play)",-2.240,-1.640
1,11:44,3,12,KAN 13,0,7,Matt Cassel pass incomplete deep right intended for Chris Chambers is intercepted by Chris Johnson at OAK-33,-1.640,-1.140
1,11:33,1,10,OAK 33,0,7,JaMarcus Russell pass complete short middle to Michael Bush for 8 yards (tackle by Corey Mays),1.140,1.670
1,10:55,2,2,OAK 41,0,7,Justin Fargas right end for 5 yards (tackle by Brandon Flowers),1.670,1.990
1,10:15,1,10,OAK 46,0,7,Darren McFadden middle for 3 yards (tackle by Demorrio Williams),1.990,1.860
1,9:37,2,7,OAK 49,0,7,Johnnie Lee Higgins right end for 2 yards (tackle by Glenn Dorsey),1.860,1.420
1,8:54,3,5,KAN 49,0,7,JaMarcus Russell pass complete short middle to Johnnie Lee Higgins for 3 yards (tackle by Brandon Flowers),1.420,0.200
1,8:14,4,2,KAN 46,0,7,"Shane Lechler punts 37 yards, fair catch by Dantrell Savage",0.200,0.380
1,8:05,1,10,KAN 9,0,7,Kolby Smith left end for 1 yard (tackle by Richard Seymour),-0.380,-0.710
1,7:34,2,9,KAN 10,0,7,Matt Cassel pass incomplete short right intended for Lance Long,-0.710,-1.300
1,7:30,3,9,KAN 10,0,7,"Penalty on Matt Cassel: Delay of Game, 5 yards (no play)",-1.300,-1.890
1,7:30,3,14,KAN 5,0,7,"Penalty on Tommy Kelly: Neutral Zone Infraction, 5 yards (no play)",-1.890,-1.300
1,7:30,3,9,KAN 10,0,7,Matt Cassel pass incomplete (defended by Richard Seymour),-1.300,-2.490
1,7:25,4,9,KAN 10,0,7,"Dustin Colquitt punts 46 yards, returned by Johnnie Lee Higgins for 3 yards (tackle by Corey Mays). Penalty on Jon Alston: Illegal Block Above the , 10 yards",-2.490,-1.400
1,7:13,1,10,OAK 37,0,7,JaMarcus Russell pass incomplete short left intended for Darren McFadden (defended by Glenn Dorsey),1.400,0.860
1,7:09,2,10,OAK 37,0,7,Michael Bush right tackle for -1 yards (tackle by Brandon Carr),0.860,0.040
1,6:36,3,11,OAK 36,0,7,"JaMarcus Russell pass incomplete short middle intended for Justin Fargas. Penalty on Justin Fargas: Delay of Game, 5 yards",0.040,-1.310
1,6:28,4,16,OAK 31,0,7,"Shane Lechler punts 56 yards, returned by Dantrell Savage for 19 yards (tackle by Luke Lawton)",-1.310,-1.070
1,6:16,1,10,KAN 32,0,7,Matt Cassel pass complete deep right to Chris Chambers for 30 yards (tackle by Chris Johnson),1.070,3.050
1,5:56,1,10,OAK 38,0,7,Matt Cassel pass complete short right to Leonard Pope for 4 yards (tackle by Sam Williams),3.050,3.050
1,5:39,2,6,OAK 34,0,7,Jamaal Charles left end for 2 yards (tackle by Tyvon Branch),3.050,2.610
1,4:58,3,4,OAK 32,0,7,Matt Cassel pass incomplete short right intended for Dantrell Savage,2.610,1.270
1,4:54,4,4,OAK 32,3,7,Ryan Succop 50 yard field goal good,1.270,3.000
1,,,,KAN 30,3,7,"Ryan Succop kicks off 62 yards, returned by Jonathan Holland for 13 yards (tackle by Jamaal Charles)",0.000,0.340
