Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Johnnie Lee Higgins,OAK,0,0,,0,0,2,2,1.0,0,2
Marcel Reece,OAK,2,46,23.0,0,23,0,0,,0,0
Gary Russell,OAK,2,31,15.5,0,20,0,0,,0,0
Sam Williams,OAK,1,7,7.0,0,7,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Josh Cribbs,CLE,1,27,27.0,0,27,4,21,5.3,0,14
Jerome Harrison,CLE,2,39,19.5,0,39,0,0,,0,0
