Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kenny Golladay,DET,7,6,114,0,5,110,18.3,4,0.7,17.9,0,,0,0.0,0,118.7
Marvin Jones,DET,6,5,80,0,4,68,13.6,12,2.4,12.0,0,,0,0.0,0,118.7
T.J. Hockenson,DET,6,5,59,1,4,40,8.0,19,3.8,8.3,0,,0,0.0,0,147.2
D'Andre Swift,DET,5,4,21,0,0,3,0.8,18,4.5,0.6,0,,0,0.0,0,84.2
Danny Amendola,DET,4,3,62,0,2,36,12.0,26,8.7,11.3,0,,1,25.0,0,116.7
Isaac Nauta,DET,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Adrian Peterson,DET,1,1,1,0,0,0,0.0,1,1.0,0.0,0,,0,0.0,0,79.2
Marvin Hall,DET,1,0,0,0,,0,,0,,45.0,0,,0,0.0,0,39.6
Jamal Agnew,DET,1,0,0,0,,0,,0,,-2.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Julio Jones,ATL,9,8,97,0,5,68,8.5,29,3.6,8.1,0,,0,0.0,0,111.6
Hayden Hurst,ATL,7,6,68,0,6,41,6.8,27,4.5,6.7,0,,1,14.3,0,107.1
Russell Gage,ATL,7,6,54,0,3,45,7.5,9,1.5,6.6,0,,0,0.0,0,98.8
Calvin Ridley,ATL,7,5,69,1,4,68,13.6,1,0.2,13.6,0,,0,0.0,0,142.3
Brian Hill,ATL,3,3,27,0,1,4,1.3,23,7.7,1.3,0,,0,0.0,0,104.2
Todd Gurley,ATL,3,2,19,0,0,5,2.5,14,7.0,2.0,0,,1,33.3,0,84.0
Brandon Powell,ATL,2,1,4,0,,4,4.0,0,0.0,4.5,0,,1,50.0,0,56.2
Ito Smith,ATL,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
Luke Stocker,ATL,1,0,0,0,,0,,0,,1.0,0,,1,100.0,0,39.6
