Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,9,19,0,0,3,0.3,16,1.8,0,
Derek Carr,NOR,2,2,0,0,2,1.0,0,0.0,0,
Taysom Hill,NOR,2,2,0,1,0,0.0,2,1.0,0,
Jamaal Williams,NOR,2,8,0,1,3,1.5,5,2.5,0,
Rashid Shaheed,NOR,1,4,0,0,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kyren Williams,LAR,22,104,1,3,44,2.0,60,2.7,2,11.0
Ronnie Rivers,LAR,6,20,0,,6,1.0,14,2.3,0,
Puka Nacua,LAR,2,16,0,1,5,2.5,11,5.5,2,1.0
Cooper Kupp,LAR,1,-3,0,0,-3,-3.0,0,0.0,0,
Matthew Stafford,LAR,1,-4,0,0,-4,-4.0,0,0.0,0,
