Quarter,Time,Down,ToGo,Location,NOR,LAR,Detail,EPB,EPA
1,3:14,2,3,NOR 3,0,0,Kyren Williams left guard for 1 yard (tackle by Carl Granderson and Khalen Saunders),5.530,4.950
1,2:36,3,2,NOR 2,0,0,Matthew Stafford pass incomplete short right intended for Cooper Kupp,4.950,3.250
1,2:32,4,2,NOR 2,0,6,"Matthew Stafford pass complete short right to Puka Nacua for 2 yards, touchdown",3.250,7.000
1,2:28,,,NOR 15,0,7,Lucas Havrisik kicks extra point good,0.000,0.000
1,2:28,,,LAR 35,0,7,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
1,2:28,1,10,NOR 25,0,7,Alvin Kamara right tackle for 5 yards (tackle by Larrell Murchison and Bobby Brown),0.610,0.740
1,1:55,2,5,NOR 30,0,7,Derek Carr pass complete deep right to Rashid Shaheed for 16 yards (tackle by Ahkello Witherspoon),0.740,1.990
1,1:15,1,10,NOR 46,0,7,Jamaal Williams up the middle for 4 yards (tackle by Bobby Brown and John Johnson),1.990,1.990
1,0:40,2,6,LAR 50,0,7,Derek Carr pass incomplete short right intended for Foster Moreau,1.990,1.290
1,0:36,3,6,LAR 50,0,7,Derek Carr pass complete short left to Chris Olave for 6 yards (tackle by Quentin Lake),1.290,2.650
Quarter,Time,Down,ToGo,Location,NOR,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LAR 44,0,7,Alvin Kamara up the middle for 2 yards (tackle by Larrell Murchison),2.650,2.380
2,14:22,2,8,LAR 42,0,7,Derek Carr pass complete short left to Alvin Kamara for 3 yards (tackle by Christian Rozeboom),2.380,2.080
2,13:42,3,5,LAR 39,0,7,Derek Carr pass incomplete short middle intended for Chris Olave (defended by Quentin Lake),2.080,0.660
2,13:38,4,5,LAR 39,0,7,Derek Carr sacked by Kobie Turner for -9 yards,0.660,-2.130
2,13:32,1,10,LAR 48,0,7,Matthew Stafford pass complete deep middle to Puka Nacua for 28 yards (tackle by Jordan Howden),2.130,3.970
2,12:51,1,10,NOR 24,0,7,Kyren Williams right tackle for 4 yards (tackle by Tyrann Mathieu and Kyle Phillips),3.970,3.970
2,12:09,2,6,NOR 20,0,7,Matthew Stafford pass complete short right to Cooper Kupp for 11 yards (tackle by Isaac Yiadom),3.970,5.140
2,11:35,1,9,NOR 9,0,7,Kyren Williams left guard for 3 yards (tackle by Isaac Yiadom and Nathan Shepherd),5.140,4.950
2,10:58,2,6,NOR 6,0,7,Kyren Williams right end for 4 yards (tackle by Paulson Adebo and Pete Werner),4.950,4.950
2,10:31,3,2,NOR 2,0,7,Matthew Stafford pass incomplete short left intended for Cooper Kupp,4.950,3.250
2,10:26,4,2,NOR 2,0,10,Lucas Havrisik 20 yard field goal good,3.250,3.000
2,10:23,,,LAR 35,0,10,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,10:23,1,10,NOR 25,0,10,Derek Carr pass complete short left to Chris Olave for 14 yards (tackle by John Johnson),0.610,1.530
2,9:42,1,10,NOR 39,0,10,Derek Carr pass incomplete short right intended for Rashid Shaheed (defended by Cobie Durant),1.530,0.990
2,9:37,2,10,NOR 39,0,10,"Jamaal Williams for no gain (tackle by Ernest Jones and Michael Hoecht). Penalty on Landon Young: Offensive Holding, 10 yards (accepted) (no play)",0.990,-0.360
2,9:10,2,20,NOR 29,0,10,Derek Carr pass incomplete short right intended for Rashid Shaheed,-0.360,-1.020
2,9:06,3,20,NOR 29,0,10,Alvin Kamara up the middle for no gain (tackle by Ernest Jones and Kobie Turner),-1.020,-1.440
2,8:31,4,20,NOR 29,0,10,Lou Hedley punts 39 yards downed by D'Marco Jackson,-1.440,-1.070
2,8:21,1,10,LAR 32,0,10,Matthew Stafford pass complete short right to Cooper Kupp for 5 yards (tackle by Paulson Adebo),1.070,1.200
2,7:41,2,5,LAR 37,0,10,Ronnie Rivers right guard for 1 yard (tackle by Demario Davis),1.200,0.630
2,7:00,3,4,LAR 38,0,10,Matthew Stafford pass complete short left to Demarcus Robinson for 10 yards (tackle by Paulson Adebo),0.630,2.130
2,6:13,1,10,LAR 48,0,10,Matthew Stafford pass incomplete short middle,2.130,1.580
2,6:09,2,10,LAR 48,0,10,Matthew Stafford pass complete deep right to Demarcus Robinson for 16 yards (tackle by Paulson Adebo),1.580,3.180
2,5:23,1,10,NOR 36,0,10,Ronnie Rivers right tackle for 3 yards (tackle by Cameron Jordan and Paulson Adebo),3.180,3.040
2,4:40,2,7,NOR 33,0,10,Matthew Stafford pass complete short left to Puka Nacua for 5 yards (tackle by Isaac Yiadom),3.040,3.010
2,4:01,3,2,NOR 28,0,10,Matthew Stafford pass incomplete short right intended for Cooper Kupp,3.010,1.700
2,3:57,4,2,NOR 28,0,10,Lucas Havrisik 47 yard field goal no good,1.700,-1.400
2,3:53,1,10,NOR 37,0,10,Derek Carr pass complete short right to Juwan Johnson for 20 yards (tackle by Keir Thomas),1.400,2.720
2,3:16,1,10,LAR 43,0,10,Alvin Kamara left tackle for -2 yards (tackle by Aaron Donald),2.720,1.910
2,2:34,2,12,LAR 45,6,10,"Derek Carr pass complete deep middle to Rashid Shaheed for 45 yards, touchdown",1.910,7.000
2,2:28,,,LAR 15,7,10,Blake Grupe kicks extra point good,0.000,0.000
2,2:28,,,NOR 35,7,10,"Blake Grupe kicks off 59 yards,",0.000,0.610
2,2:28,1,10,LAR 25,7,10,Matthew Stafford pass complete short right to Demarcus Robinson for 5 yards (tackle by Paulson Adebo and Demario Davis),0.610,0.740
2,2:00,2,5,LAR 30,7,10,Matthew Stafford pass incomplete deep left intended for Cooper Kupp (defended by Jordan Howden),0.740,0.040
2,1:54,3,5,LAR 30,7,10,Matthew Stafford sacked by Carl Granderson for -3 yards,0.040,-1.570
2,1:48,,,,,,Timeout #1 by New Orleans Saints,,
2,1:48,4,8,LAR 27,7,10,Ethan Evans punts 38 yards out of bounds,-1.570,-1.270
2,1:41,1,10,NOR 35,7,10,Derek Carr pass complete short middle to Chris Olave for 18 yards (tackle by John Johnson),1.270,2.460
2,1:24,1,10,LAR 47,7,10,Derek Carr pass complete short middle to Rashid Shaheed for 5 yards (tackle by John Johnson and Quentin Lake),2.460,2.590
2,1:06,2,5,LAR 42,7,10,Derek Carr pass incomplete short right intended for Rashid Shaheed,2.590,1.880
2,1:04,3,5,LAR 42,7,10,Derek Carr pass incomplete short middle intended for Chris Olave,1.880,0.460
2,1:00,4,5,LAR 42,7,10,Derek Carr pass incomplete deep left intended for Juwan Johnson,0.460,-1.730
2,0:56,1,10,LAR 42,7,10,Matthew Stafford pass complete deep left to Demarcus Robinson for 32 yards (tackle by Isaac Yiadom),1.730,3.840
2,0:45,,,,,,Timeout #1 by Los Angeles Rams,,
2,0:45,1,10,NOR 26,7,10,Matthew Stafford pass complete short right to Tyler Higbee for 4 yards (tackle by Alontae Taylor),3.840,3.840
2,0:40,2,6,NOR 22,7,10,Matthew Stafford pass complete short middle to Puka Nacua for 11 yards (tackle by Paulson Adebo and Jordan Howden),3.840,4.840
2,0:31,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:31,1,10,NOR 11,7,10,Kyren Williams right guard for 7 yards (tackle by Tyrann Mathieu and Carl Granderson),4.840,5.470
2,0:25,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:25,2,3,NOR 4,7,16,"Matthew Stafford pass complete short middle to Demarcus Robinson for 4 yards, touchdown",5.470,7.000
2,0:21,,,NOR 15,7,17,Lucas Havrisik kicks extra point good,0.000,0.000
2,0:21,,,LAR 35,7,17,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,0:21,1,10,NOR 25,7,17,Derek Carr pass incomplete deep left intended for Rashid Shaheed,0.610,0.060
2,0:15,2,10,NOR 25,7,17,Derek Carr kneels for -1 yards,0.060,-0.760
Quarter,Time,Down,ToGo,Location,NOR,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,7,17,"Blake Grupe kicks off 62 yards,",0.000,0.610
3,15:00,1,10,LAR 25,7,17,Matthew Stafford pass complete deep right to Puka Nacua for 41 yards (tackle by Alontae Taylor),0.610,3.310
3,14:29,1,10,NOR 34,7,17,Matthew Stafford pass complete short right to Tyler Higbee for 4 yards (tackle by Alontae Taylor),3.310,3.310
3,13:59,2,6,NOR 30,7,17,Kyren Williams up the middle for 8 yards (tackle by Tyrann Mathieu and Carl Granderson),3.310,4.110
3,13:32,1,10,NOR 22,7,17,Matthew Stafford pass incomplete deep right intended for Puka Nacua,4.110,3.560
3,13:28,2,10,NOR 22,7,17,Matthew Stafford pass incomplete deep right intended for Puka Nacua (defended by Paulson Adebo),3.560,2.870
3,13:23,3,10,NOR 22,7,17,Matthew Stafford pass complete short left to Cooper Kupp for 11 yards (tackle by Tyrann Mathieu and Jordan Howden),2.870,4.840
3,12:43,1,10,NOR 11,7,17,Kyren Williams left guard for 6 yards (tackle by Cameron Jordan),4.840,5.280
3,12:04,2,4,NOR 5,7,17,Kyren Williams up the middle for 2 yards (tackle by Carl Granderson and Khalen Saunders),5.280,4.890
3,11:18,3,2,NOR 3,7,17,Matthew Stafford pass incomplete short middle,4.890,3.050
3,11:14,4,2,NOR 3,7,20,Lucas Havrisik 22 yard field goal good,3.050,3.000
3,11:10,,,LAR 35,7,20,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
3,11:10,1,10,NOR 25,7,20,Alvin Kamara right guard for 5 yards (tackle by Michael Hoecht and Ernest Jones),0.610,0.740
3,10:34,2,5,NOR 30,7,20,Taysom Hill left tackle for -1 yards (tackle by Ernest Jones),0.740,-0.100
3,9:52,,,,,,Timeout #1 by New Orleans Saints,,
3,9:52,3,6,NOR 29,7,20,Derek Carr pass complete short left to Foster Moreau for 13 yards (tackle by John Johnson),-0.100,1.730
3,9:12,1,10,NOR 42,7,20,Rashid Shaheed right end for 4 yards (tackle by Cobie Durant),1.730,1.730
3,8:41,2,6,NOR 46,7,20,Derek Carr pass incomplete short left intended for Alvin Kamara,1.730,1.030
3,8:38,3,6,NOR 46,7,20,Derek Carr pass deep right (defended by Ernest Jones) intended for Juwan Johnson is intercepted by Jordan Fuller at LA-38 and returned for 21 yards (tackle by Alvin Kamara and Derek Carr),1.030,-2.850
3,8:27,1,10,NOR 41,7,20,Puka Nacua right end for 7 yards (tackle by Demario Davis),2.850,3.250
3,7:52,2,3,NOR 34,7,20,Matthew Stafford pass complete short right to Cooper Kupp for 7 yards (tackle by Alontae Taylor),3.250,3.780
3,7:11,1,10,NOR 27,7,20,Kyren Williams right guard for 10 yards (tackle by Tyrann Mathieu),3.780,4.440
3,6:27,1,10,NOR 17,7,20,Kyren Williams right guard for 7 yards (tackle by Carl Granderson and Alontae Taylor),4.440,5.100
3,5:47,2,3,NOR 10,7,26,"Kyren Williams left guard for 10 yards, touchdown",5.100,7.000
3,5:42,,,NOR 15,7,27,Lucas Havrisik kicks extra point good,0.000,0.000
3,5:42,,,LAR 35,7,27,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
3,5:42,1,10,NOR 25,7,27,Derek Carr pass complete deep middle to Chris Olave for 28 yards (tackle by John Johnson),0.610,2.460
3,4:58,1,10,LAR 47,7,27,Alvin Kamara up the middle for 1 yard (tackle by Ernest Jones and John Johnson),2.460,2.050
3,4:18,2,9,LAR 46,7,27,Derek Carr pass complete short right to Keith Kirkwood for 9 yards,2.050,3.120
3,3:40,1,10,LAR 37,7,27,Alvin Kamara up the middle for 3 yards (tackle by Nick Hampton),3.120,2.980
3,2:59,2,7,LAR 34,7,27,Derek Carr pass incomplete deep left intended for Chris Olave,2.980,2.280
3,2:54,3,7,LAR 34,7,27,Derek Carr pass incomplete short left intended for Chris Olave,2.280,1.060
3,2:48,4,7,LAR 34,7,27,Derek Carr pass complete short left to Juwan Johnson for 3 yards (tackle by John Johnson),1.060,-1.000
3,2:39,1,10,LAR 31,7,27,"Ronnie Rivers left guard for no gain (tackle by Isaac Yiadom and Tyrann Mathieu). Penalty on Tyler Higbee: Offensive Holding, 10 yards (accepted) (no play)",1.000,0.340
3,2:10,1,20,LAR 21,7,27,Ronnie Rivers up the middle for 5 yards (tackle by Paulson Adebo),0.340,-0.220
3,1:38,2,15,LAR 26,7,27,Matthew Stafford pass complete short right to Puka Nacua for 15 yards (tackle by Paulson Adebo),-0.220,1.660
3,1:01,1,10,LAR 41,7,27,Ronnie Rivers right tackle for -1 yards (tackle by Pete Werner),1.660,0.990
3,0:21,2,11,LAR 40,7,27,Ronnie Rivers up the middle for 10 yards (tackle by PJ Mustipher and Ugo Amadi),0.990,1.620
Quarter,Time,Down,ToGo,Location,NOR,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NOR 50,7,27,Matthew Stafford pass complete short left to Puka Nacua for 29 yards (tackle by Ugo Amadi),1.620,4.170
4,14:20,1,10,NOR 21,7,27,Ronnie Rivers left tackle for 2 yards (tackle by Ugo Amadi),4.170,3.900
4,13:36,2,8,NOR 19,7,27,Matthew Stafford pass incomplete short left intended for Cooper Kupp (defended by Tyrann Mathieu),3.900,3.180
4,13:31,,,,,,Timeout #1 by Los Angeles Rams,,
4,13:31,3,8,NOR 19,7,27,Matthew Stafford pass complete short right to Cooper Kupp for 6 yards (tackle by Tyrann Mathieu and Pete Werner),3.180,2.690
4,12:47,4,2,NOR 13,7,30,Lucas Havrisik 32 yard field goal good,2.690,3.000
4,12:44,,,LAR 35,7,30,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
4,12:44,1,10,NOR 25,7,30,Derek Carr pass complete short right to Alvin Kamara for 2 yards (tackle by Ahkello Witherspoon and Christian Rozeboom),0.610,0.330
4,12:12,2,8,NOR 27,7,30,Derek Carr pass complete short right to Alvin Kamara for 9 yards (tackle by Quentin Lake),0.330,1.330
4,11:44,1,10,NOR 36,7,30,Derek Carr pass complete short middle to Chris Olave for 14 yards (tackle by Ernest Jones),1.330,2.260
4,11:18,1,10,NOR 50,7,30,Derek Carr pass complete short left to Rashid Shaheed for 4 yards (tackle by Quentin Lake),2.260,2.250
4,10:52,2,6,LAR 46,7,30,Derek Carr pass complete short left to Jamaal Williams for 5 yards (tackle by Cobie Durant and Christian Rozeboom),2.250,2.210
4,10:14,3,1,LAR 41,7,30,Jamaal Williams up the middle for 4 yards (tackle by Kobie Turner and Troy Reeder),2.210,3.120
4,9:42,1,10,LAR 37,7,30,Derek Carr pass complete short left to Alvin Kamara for -3 yards (tackle by Quentin Lake),3.120,2.170
4,9:09,2,13,LAR 40,7,30,Derek Carr pass complete short right to Chris Olave for 7 yards (tackle by Quentin Lake),2.170,2.410
4,8:40,3,6,LAR 33,7,30,Derek Carr pass complete short right to Juwan Johnson for 20 yards (tackle by Jordan Fuller),2.410,4.710
4,8:02,1,10,LAR 13,7,30,Derek Carr scrambles right end for 3 yards (tackle by Jordan Fuller),4.710,4.580
4,7:23,2,7,LAR 10,7,30,Derek Carr pass complete short left to Alvin Kamara for 5 yards (tackle by Christian Rozeboom),4.580,4.780
4,6:38,3,2,LAR 5,13,30,"Derek Carr pass complete short left to Juwan Johnson for 5 yards, touchdown",4.780,7.000
4,6:33,,,LAR 15,14,30,Blake Grupe kicks extra point good,0.000,0.000
4,6:33,,,NOR 35,14,30,"Blake Grupe kicks off 51 yards, returned by Austin Trammell for 3 yards (tackle by Ugo Amadi)",0.000,-0.060
4,6:31,1,10,LAR 17,14,30,"Matthew Stafford pass complete short left to Puka Nacua for 16 yards (tackle by Isaac Yiadom and Jordan Howden). Penalty on Paulson Adebo: Defensive Holding, 5 yards (declined)",-0.060,1.140
4,6:03,1,10,LAR 33,14,30,Kyren Williams up the middle for 1 yard (tackle by Khalen Saunders and Jordan Howden),1.140,0.730
4,5:21,2,9,LAR 34,14,30,"Kyren Williams right tackle for no gain (tackle by Paulson Adebo). Penalty on Davis Allen: Offensive Holding, 10 yards (accepted) (no play)",0.730,-0.620
4,4:48,2,19,LAR 24,14,30,Kyren Williams right tackle for 2 yards (tackle by Nathan Shepherd and Pete Werner),-0.620,-1.020
4,4:44,,,,,,Timeout #2 by New Orleans Saints,,
4,4:44,3,17,LAR 26,14,30,Kyren Williams up the middle for 1 yard (tackle by Zack Baun and Tyrann Mathieu),-1.020,-1.570
4,4:40,,,,,,Timeout #3 by New Orleans Saints,,
4,4:40,4,16,LAR 27,14,30,Ethan Evans punts 8 yards out of bounds,-1.570,-3.250
4,4:33,1,10,LAR 35,14,30,Derek Carr pass complete short right to Rashid Shaheed for no gain (tackle by Christian Rozeboom and Quentin Lake),3.250,2.700
4,3:59,2,10,LAR 35,20,30,"Derek Carr pass complete deep left to A.T. Perry for 35 yards, touchdown",2.700,7.000
4,3:53,,,LAR 2,22,30,Two Point Attempt: Derek Carr pass complete to to Chris Olave for no gain,1.000,1.000
4,3:53,,,NOR 35,22,30,"Blake Grupe kicks onside 9 yards, returned by Puka Nacua for no gain",0.000,2.650
4,3:52,1,10,NOR 44,22,30,Kyren Williams up the middle for 5 yards (tackle by PJ Mustipher and Nathan Shepherd),2.650,2.780
4,3:10,2,5,NOR 39,22,30,Puka Nacua left end for 9 yards (tackle by Isaac Yiadom and Carl Granderson),2.780,3.580
4,2:21,1,10,NOR 30,22,30,Kyren Williams up the middle for 3 yards (tackle by Tyrann Mathieu),3.580,3.440
4,2:00,2,7,NOR 27,22,30,Kyren Williams right guard for 2 yards (tackle by Nathan Shepherd and Demario Davis),3.440,3.010
4,1:16,3,5,NOR 25,22,30,"Penalty on Cameron Jordan: Neutral Zone Infraction, 4 yards (accepted) (no play)",3.010,3.530
4,0:42,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:42,3,1,NOR 21,22,30,Matthew Stafford kneels for -4 yards,3.530,1.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
