Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
1,,,,SEA 2,7,0,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,7,0,"Jason Hanson kicks off 63 yards, returned by Louis Rankin for 12 yards (tackle by Kalvin Pearson)",0.000,0.150
1,6:13,1,10,SEA 19,7,0,"Matt Hasselbeck pass complete short middle to Justin Griffith for 10 yards (tackle by Julian Peterson). Justin Griffith fumbles (forced by Julian Peterson), recovered by Ko Simpson at SEA-29 (tackle by Rob Sims)",0.150,-3.640
1,6:06,1,10,SEA 29,7,0,"Penalty on Stephen Peterman: False Start, 5 yards (no play)",3.640,3.310
1,6:06,1,15,SEA 34,7,0,Maurice Morris right guard for 5 yards (tackle by Marcus Trufant),3.310,3.100
1,5:31,2,10,SEA 29,7,0,Matthew Stafford pass incomplete short left intended for Maurice Morris,3.100,2.410
1,5:26,3,10,SEA 29,13,0,"Matthew Stafford pass complete deep left to Bryant Johnson for 29 yards, touchdown",2.410,7.000
1,,,,SEA 2,14,0,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,14,0,"Jason Hanson kicks off 57 yards, returned by Justin Forsett for 16 yards (tackle by Turk McBride)",0.000,0.870
1,5:14,1,10,SEA 29,14,0,Julius Jones right tackle for -1 yards (tackle by Jason Hunter),0.870,0.190
1,4:50,2,11,SEA 28,14,0,Julius Jones right tackle for -1 yards (tackle by Larry Foote),0.190,-0.630
1,4:11,3,12,SEA 27,14,0,Matt Hasselbeck pass complete short right to Justin Forsett for 11 yards (tackle by Julian Peterson),-0.630,-0.850
1,3:40,4,1,SEA 38,14,0,Julius Jones right guard for no gain (tackle by Larry Foote),-0.850,-3.050
1,3:33,1,10,SEA 38,14,0,Matthew Stafford pass complete short right to Casey Fitzsimmons for 9 yards (tackle by Marcus Trufant),3.050,3.720
1,3:11,2,1,SEA 29,14,0,Matthew Stafford pass incomplete short left intended for Will Heller,3.720,3.010
1,3:03,3,1,SEA 29,14,0,Kevin Smith right end for 5 yards (tackle by Marcus Trufant),3.010,3.970
1,2:24,1,10,SEA 24,14,0,Matthew Stafford pass incomplete short left intended for Calvin Johnson,3.970,3.430
1,2:18,2,10,SEA 24,14,0,Kevin Smith left end for no gain (tackle by Kelly Jennings),3.430,2.740
1,1:52,3,10,SEA 24,14,0,"Matthew Stafford pass complete short left to Aaron Brown for no gain. Penalty on Dominic Raiola: Illegal Block Above the , 10 yards (no play)",2.740,1.420
1,1:26,3,20,SEA 34,14,0,Matthew Stafford pass complete short left to Maurice Morris for 11 yards (tackle by Darryl Tapp),1.420,1.930
1,0:47,4,9,SEA 23,17,0,Jason Hanson 41 yard field goal good,1.930,3.000
1,,,,DET 30,17,0,"Jason Hanson kicks off 59 yards, returned by Louis Rankin for 29 yards (tackle by Anthony Henry)",0.000,1.600
1,0:36,1,10,SEA 40,17,0,Matt Hasselbeck pass complete short left to T.J. Houshmandzadeh for no gain,1.600,1.050
1,0:07,2,10,SEA 40,17,0,Matt Hasselbeck pass complete short right to Deion Branch for 8 yards (tackle by Ko Simpson),1.050,1.420
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,SEA 48,17,0,"Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 3 yards (tackle by Kevin Hobbs). T.J. Houshmandzadeh fumbles (forced by Kevin Hobbs), recovered by Max Unger at DET-49",1.420,2.320
2,14:13,1,10,DET 49,17,0,Matt Hasselbeck pass complete short middle to Julius Jones for 2 yards (tackle by Larry Foote),2.320,2.050
2,13:51,2,8,DET 47,17,0,Matt Hasselbeck pass complete short left to T.J. Houshmandzadeh for 8 yards (tackle by Jordon Dizon),2.050,2.980
2,13:17,1,10,DET 39,17,0,Matt Hasselbeck pass complete short left to Justin Griffith for 11 yards (tackle by Julian Peterson),2.980,3.710
2,12:42,1,10,DET 28,17,0,Matt Hasselbeck pass complete short right to Julius Jones for 6 yards (tackle by Will Peterson),3.710,3.980
2,12:02,2,4,DET 22,17,0,Justin Forsett middle for 14 yards (tackle by Louis Delmas and Kevin Hobbs),3.980,5.370
2,11:27,1,8,DET 8,17,0,Matt Hasselbeck pass complete short right to Justin Forsett for 5 yards (tackle by Kevin Hobbs and Ernie Sims),5.370,5.530
2,10:51,2,3,DET 3,17,6,"Julius Jones left guard for 3 yards, touchdown",5.530,7.000
2,,,,DET 2,17,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,17,7,"Olindo Mare kicks off 55 yards, returned by Derrick Williams for 23 yards (tackle by Roy Lewis). Penalty on Roy Lewis: Personal Foul, 15 yards",0.000,2.460
2,10:42,1,10,SEA 47,17,7,Matthew Stafford pass complete short left to Brandon Pettigrew for 7 yards (tackle by Josh Wilson and LeRoy Hill),2.460,2.860
2,9:53,2,3,SEA 40,17,7,Matthew Stafford pass complete short left to Bryant Johnson for 6 yards (tackle by Josh Wilson),2.860,3.310
2,9:28,1,10,SEA 34,17,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.310,2.770
2,9:21,2,10,SEA 34,17,7,Kevin Smith right tackle for 1 yard (tackle by David Hawthorne),2.770,2.210
2,8:40,3,9,SEA 33,17,7,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew is intercepted by David Hawthorne at SEA-22 and returned for 5 yards,2.210,-0.740
2,8:32,1,10,SEA 27,17,7,Matt Hasselbeck pass complete short right to Nate Burleson for 13 yards (tackle by Ko Simpson and Louis Delmas),0.740,1.600
2,7:57,1,10,SEA 40,17,7,Julius Jones left tackle for 3 yards (tackle by Sammie Lee Hill),1.600,1.460
2,7:26,2,7,SEA 43,17,7,Julius Jones right end for 3 yards (tackle by Will Peterson),1.460,1.160
2,6:47,3,4,SEA 46,17,7,Matt Hasselbeck pass complete short right to John Carlson for 11 yards (tackle by Turk McBride),1.160,2.720
2,6:08,1,10,DET 43,17,7,Matt Hasselbeck pass complete short left to Nate Burleson for 8 yards (tackle by Phillip Buchanon),2.720,3.260
2,5:27,2,2,DET 35,17,7,Matt Hasselbeck pass complete short right to Julius Jones for 10 yards (tackle by Julian Peterson),3.260,3.910
2,4:48,1,10,DET 25,17,7,"Matt Hasselbeck pass incomplete short right intended for T.J. Houshmandzadeh. Penalty on Louis Delmas: Defensive Pass Interfere, 12 yards (no play)",3.910,4.710
2,4:43,1,10,DET 13,17,7,Julius Jones left end for -5 yards (tackle by Louis Delmas),4.710,3.400
2,4:07,2,15,DET 18,17,7,Matt Hasselbeck pass complete short right to Justin Griffith for 4 yards (tackle by Kevin Hobbs),3.400,3.080
2,3:32,3,11,DET 14,17,7,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",3.080,2.670
2,3:11,3,16,DET 19,17,7,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson. Penalty on Nate Burleson: Offensive Pass Interfere (Declined),2.670,2.180
2,3:05,4,16,DET 19,17,10,Olindo Mare 37 yard field goal good,2.180,3.000
2,,,,SEA 30,17,10,"Olindo Mare kicks off 64 yards, returned by Derrick Williams for 22 yards (tackle by D.D. Lewis)",0.000,0.810
2,2:53,1,10,DET 28,17,10,Kevin Smith left end for 7 yards (tackle by David Hawthorne),0.810,1.210
2,2:22,2,3,DET 35,17,10,Kevin Smith right tackle for 8 yards (tackle by David Hawthorne),1.210,1.800
2,2:00,1,10,DET 43,17,10,Aaron Brown right end for 19 yards (tackle by Jordan Babineaux),1.800,3.050
2,1:26,1,10,SEA 38,17,10,Matthew Stafford pass incomplete short left intended for Casey Fitzsimmons,3.050,2.510
2,1:21,2,10,SEA 38,17,10,Matthew Stafford pass incomplete deep middle intended for Bryant Johnson is intercepted by Deon Grant at SEA-9 and returned for 7 yards,2.510,0.140
2,1:13,1,10,SEA 16,17,10,Matt Hasselbeck pass complete short right to John Carlson for 2 yards (tackle by Will Peterson),-0.140,-0.350
2,0:58,2,8,SEA 18,17,10,Matt Hasselbeck pass complete short right to Deion Branch for 11 yards (tackle by Larry Foote),-0.350,0.870
2,0:52,,,,17,10,Timeout #1 by Seattle Seahawks,0.000,0.870
2,0:50,1,10,SEA 29,17,10,Matt Hasselbeck pass complete short right to Nate Burleson for 15 yards (tackle by Ernie Sims),0.870,1.860
2,0:33,1,10,SEA 44,17,10,Matt Hasselbeck pass incomplete short right intended for John Carlson,1.860,1.320
2,0:29,2,10,SEA 44,17,10,Matt Hasselbeck pass incomplete short middle intended for Nate Burleson,1.320,0.630
2,0:25,3,10,SEA 44,17,10,Matt Hasselbeck pass complete short right to Justin Forsett for 11 yards (tackle by Ko Simpson),0.630,2.590
2,0:19,1,10,DET 45,17,10,Matt Hasselbeck pass complete short right to Justin Forsett for 6 yards (tackle by Will Peterson),2.590,2.850
2,0:13,2,4,DET 39,17,10,"Matt Hasselbeck pass complete short left to John Carlson for 10 yards (tackle by Kevin Hobbs). Penalty on Kevin Hobbs: Face Mask (15 Yards), 15 yards",2.850,4.650
2,0:06,,,,17,10,Timeout #2 by Detroit Lions,0.000,4.650
2,0:06,1,10,DET 14,17,10,"Penalty on Chris Spencer: False Start, 5 yards (no play)",4.650,4.260
2,0:06,1,15,DET 19,17,13,Olindo Mare 37 yard field goal good,4.260,3.000
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,,,"Olindo Mare kicks off 62 yards, returned by Derrick Williams for 8 yards",,
3,,,,DET 30,17,13,"Jason Hanson kicks off 67 yards, returned by Louis Rankin for 41 yards (tackle by Jason Hanson)",0.000,1.860
3,14:53,1,10,SEA 44,17,13,Matt Hasselbeck pass complete short right to Justin Griffith for 4 yards (tackle by Ko Simpson),1.860,1.860
3,14:25,2,6,SEA 48,17,13,"Matt Hasselbeck sacked by Jordon Dizon for -6 yards. Matt Hasselbeck fumbles (forced by Jordon Dizon), recovered by Deion Branch at SEA-46",1.860,0.890
3,13:41,3,8,SEA 46,17,13,Matt Hasselbeck pass incomplete short right intended for Justin Forsett,0.890,-0.320
3,13:31,4,8,SEA 46,17,13,"Jon Ryan punts 42 yards, fair catch by Dennis Northcutt",-0.320,0.350
3,13:28,1,10,DET 12,17,13,Kevin Smith right end for 4 yards (tackle by David Hawthorne),-0.350,-0.370
3,12:59,2,6,DET 16,17,13,Matthew Stafford pass complete short right to Kevin Smith for 4 yards (tackle by LeRoy Hill),-0.370,-0.480
3,12:32,3,2,DET 20,17,13,Matthew Stafford pass incomplete short right intended for Casey Fitzsimmons,-0.480,-2.030
3,12:26,4,2,DET 20,17,13,"Nick Harris punts 55 yards, returned by Nate Burleson for -3 yards (tackle by Zack Follett)",-2.030,-0.410
3,12:10,1,10,SEA 22,17,13,Julius Jones left tackle for 8 yards (tackle by Ernie Sims and Larry Foote),0.410,0.950
3,11:39,2,2,SEA 30,17,13,Matt Hasselbeck pass incomplete short middle intended for John Carlson (defended by Ko Simpson),0.950,0.230
3,11:34,3,2,SEA 30,17,13,Matt Hasselbeck pass complete short left to T.J. Houshmandzadeh for 6 yards (tackle by Kevin Hobbs). Penalty on DET: Defensive 12 On-field (Declined),0.230,1.330
3,11:15,1,10,SEA 36,17,13,Matt Hasselbeck pass complete short right to Julius Jones for 49 yards (tackle by Louis Delmas),1.330,4.580
3,10:46,1,10,DET 15,17,13,Julius Jones left guard for 5 yards (tackle by Sammie Lee Hill),4.580,4.840
3,10:11,2,5,DET 10,17,13,Matt Hasselbeck pass complete short right to Owen Schmitt for 4 yards (tackle by DeAndre Levy),4.840,4.900
3,9:32,3,1,DET 6,17,13,Matt Hasselbeck pass incomplete short right intended for Owen Schmitt,4.900,3.020
3,9:27,4,1,DET 6,17,16,Olindo Mare 24 yard field goal good,3.020,3.000
3,,,,SEA 30,17,16,"Olindo Mare kicks off 55 yards, returned by Derrick Williams for 15 yards (tackle by Nick Reed)",0.000,0.940
3,9:18,1,10,DET 30,17,16,Maurice Morris right end for 4 yards (tackle by Cory Redding),0.940,0.930
3,8:42,2,6,DET 34,17,16,Matthew Stafford pass complete short middle to Terrelle Smith for 4 yards (tackle by LeRoy Hill),0.930,0.760
3,8:02,3,2,DET 38,17,16,Matthew Stafford pass complete short right to Maurice Morris for 6 yards (tackle by David Hawthorne),0.760,1.860
3,7:24,1,10,DET 44,17,16,"Matthew Stafford sacked by Patrick Kerney for -8 yards. Matthew Stafford fumbles (forced by Patrick Kerney), recovered by Matthew Stafford at DET-37",1.860,0.370
3,6:57,2,17,DET 37,17,16,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",0.370,-0.300
3,6:33,2,22,DET 32,17,16,Maurice Morris right end for 4 yards (tackle by Patrick Kerney),-0.300,-0.430
3,5:54,3,18,DET 36,17,16,Matthew Stafford pass incomplete deep left intended for Casey Fitzsimmons (defended by Josh Wilson),-0.430,-0.980
3,5:47,4,18,DET 36,17,16,"Nick Harris punts 50 yards, returned by Nate Burleson for 18 yards (tackle by Don Muhlbach)",-0.980,-1.070
3,5:36,1,10,SEA 32,17,16,Matt Hasselbeck pass complete short right to Deon Butler for 8 yards (tackle by Will Peterson),1.070,1.610
3,5:03,2,2,SEA 40,17,16,Julius Jones right guard for 5 yards (tackle by Jason Hunter),1.610,1.930
3,4:44,1,10,SEA 45,17,16,"Penalty on SEA: Offensive 12 On-field, 5 yards (no play)",1.930,1.600
3,4:30,1,15,SEA 40,17,16,Matt Hasselbeck pass incomplete short left intended for Justin Forsett,1.600,0.710
3,4:24,2,15,SEA 40,17,16,Matt Hasselbeck pass complete short right to Justin Forsett for 12 yards (tackle by Cliff Avril),0.710,1.620
3,3:43,3,3,DET 48,17,16,"Matt Hasselbeck pass incomplete deep right intended for Nate Burleson. Penalty on Will Peterson: Defensive Pass Interfere, 16 yards (no play)",1.620,3.450
3,3:38,1,10,DET 32,17,16,Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 15 yards (tackle by Will Peterson),3.450,4.440
3,3:06,1,10,DET 17,17,16,Matt Hasselbeck pass complete short middle to John Carlson for 15 yards (tackle by Ko Simpson),4.440,6.740
3,2:37,1,2,DET 2,17,22,"Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 2 yards, touchdown",6.740,7.000
3,,,,,17,22,"Two Point Attempt: Jon Ryan pass incomplete intended for Steve Vallos, conversion fails",1.000,-1.000
3,,,,SEA 30,17,22,"Olindo Mare kicks off 64 yards, returned by Derrick Williams for 24 yards (tackle by Lawyer Milloy)",0.000,0.940
3,2:26,1,10,DET 30,17,22,Matthew Stafford pass complete short left to Brandon Pettigrew for 12 yards (tackle by Aaron Curry),0.940,1.730
3,1:46,1,10,DET 42,17,22,Aaron Brown left end for -6 yards (tackle by Jordan Babineaux),1.730,0.380
3,1:07,2,16,DET 36,17,22,Matthew Stafford pass incomplete short right intended for Kevin Smith,0.380,-0.290
3,1:02,3,16,DET 36,17,22,Matthew Stafford pass incomplete deep right intended for Calvin Johnson is intercepted by David Hawthorne at SEA-43 and returned for 1 yard. Penalty on Derrick Williams: Illegal Formation (Declined),-0.290,-1.860
3,0:54,1,10,SEA 44,17,22,Julius Jones left guard for -3 yards (tackle by DeAndre Levy),1.860,0.910
3,0:24,2,13,SEA 41,17,22,Matt Hasselbeck pass complete short right to Julius Jones for 7 yards (tackle by Cliff Avril),0.910,1.160
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,SEA 48,17,22,Matt Hasselbeck pass complete deep right to Nate Burleson for 25 yards,1.160,3.780
4,14:32,1,10,DET 27,17,22,Matt Hasselbeck pass complete short right to Justin Griffith for 4 yards (tackle by Will Peterson),3.780,3.770
4,13:56,2,6,DET 23,17,22,Julius Jones middle for 2 yards (tackle by Larry Foote),3.770,3.340
4,13:18,3,4,DET 21,17,22,Matt Hasselbeck pass complete short left to Nate Burleson for 5 yards (tackle by Phillip Buchanon),3.340,4.510
4,12:40,1,10,DET 16,17,22,Matt Hasselbeck pass complete short right to Nate Burleson for 6 yards (tackle by Ko Simpson),4.510,4.970
4,12:01,2,4,DET 10,17,22,Matt Hasselbeck pass incomplete short middle intended for T.J. Houshmandzadeh (defended by DeAndre Levy),4.970,4.170
4,11:56,3,4,DET 10,17,22,Matt Hasselbeck pass complete short right to John Carlson for 3 yards (tackle by DeAndre Levy and Will Peterson),4.170,3.010
4,11:25,4,1,DET 7,17,22,"Penalty on Landon Cohen: Neutral Zone Infraction, 4 yards (no play)",3.010,6.510
4,11:01,1,3,DET 3,17,22,Matt Hasselbeck pass incomplete short right intended for T.J. Houshmandzadeh,6.510,5.530
4,10:56,2,3,DET 3,17,22,Julius Jones right tackle for 1 yard (tackle by Andre Fluellen and Louis Delmas),5.530,4.950
4,10:16,3,2,DET 2,17,22,Matt Hasselbeck pass incomplete short left intended for John Carlson (defended by Louis Delmas),4.950,3.250
4,10:12,4,2,DET 2,17,25,Olindo Mare 20 yard field goal good,3.250,3.000
4,,,,SEA 30,17,25,"Olindo Mare kicks off 71 yards, returned by Derrick Williams for 32 yards (tackle by Lawyer Milloy)",0.000,1.000
4,10:03,1,10,DET 31,17,25,Kevin Smith left tackle for 31 yards (tackle by LeRoy Hill),1.000,3.050
4,9:20,1,10,SEA 38,17,25,Matthew Stafford pass complete short right to Casey Fitzsimmons for 5 yards,3.050,3.180
4,8:56,2,5,SEA 33,17,25,Kevin Smith left end for 2 yards (tackle by Brandon Mebane),3.180,2.740
4,8:13,3,3,SEA 31,17,25,Matthew Stafford pass incomplete short left intended for Casey Fitzsimmons,2.740,1.380
4,8:09,4,3,SEA 31,20,25,Jason Hanson 50 yard field goal good,1.380,3.000
4,,,,DET 30,20,25,"Jason Hanson kicks off 64 yards, returned by Justin Forsett for 46 yards (tackle by Anthony Henry)",0.000,2.390
4,7:56,1,10,DET 48,20,25,Matt Hasselbeck pass complete short right to John Carlson for 1 yard (tackle by Ko Simpson),2.390,1.980
4,7:24,2,9,DET 47,20,25,Matt Hasselbeck pass complete short middle to Julius Jones for 4 yards (tackle by Larry Foote and DeAndre Levy),1.980,1.820
4,6:58,3,5,DET 43,20,25,Matt Hasselbeck pass incomplete short middle intended for Justin Forsett,1.820,0.400
4,6:53,4,5,DET 43,20,25,"Jon Ryan punts 32 yards, fair catch by Dennis Northcutt",0.400,0.370
4,6:46,1,10,DET 11,20,25,Kevin Smith left tackle for 6 yards (tackle by David Hawthorne and Colin Cole),-0.370,-0.160
4,6:11,2,4,DET 17,20,25,Matthew Stafford pass complete short left to Brandon Pettigrew for 6 yards (tackle by David Hawthorne),-0.160,0.480
4,5:28,1,10,DET 23,20,25,Kevin Smith middle for 1 yard (tackle by Patrick Kerney),0.480,0.070
4,4:46,2,9,DET 24,20,25,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Josh Wilson),0.070,-0.630
4,4:43,3,9,DET 24,20,25,Matthew Stafford pass incomplete deep right intended for Calvin Johnson is intercepted by Marcus Trufant at SEA-40,-0.630,-1.600
4,4:34,1,10,SEA 40,20,25,"Julius Jones middle for 3 yards (tackle by Sammie Lee Hill). Penalty on Rob Sims: Offensive Holding, 10 yards (no play)",1.600,0.940
4,4:29,1,20,SEA 30,20,25,Julius Jones left guard for 11 yards (tackle by Ko Simpson),0.940,1.190
4,4:02,2,9,SEA 41,20,25,Matt Hasselbeck right end for 5 yards (tackle by Jason Hunter),1.190,1.160
4,3:54,,,,20,25,Timeout #1 by Detroit Lions,0.000,1.160
4,3:54,3,4,SEA 46,20,25,Matt Hasselbeck pass complete short left to Deion Branch for 6 yards (tackle by Kevin Hobbs),1.160,2.390
4,3:46,,,,20,25,Timeout #2 by Detroit Lions,0.000,2.390
4,3:46,1,10,DET 48,20,25,Julius Jones right tackle for no gain (tackle by Landon Cohen),2.390,1.850
4,3:41,,,,20,25,Timeout #3 by Detroit Lions,0.000,1.850
4,3:41,2,10,DET 48,20,25,Julius Jones middle for 5 yards (tackle by Marquand Manuel and Turk McBride),1.850,1.820
4,2:56,3,5,DET 43,20,25,Matt Hasselbeck pass complete short right to Nate Burleson for 3 yards (tackle by Will Peterson),1.820,0.590
4,2:14,4,2,DET 40,20,25,Jon Ryan punts 35 yards,0.590,0.380
4,2:03,1,10,DET 5,20,25,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,-0.380,-0.780
4,1:57,2,10,DET 5,20,25,Matthew Stafford pass complete short left to Casey Fitzsimmons for 6 yards (tackle by Josh Wilson),-0.780,-0.720
4,1:34,3,4,DET 11,20,25,Matthew Stafford pass complete short right to Casey Fitzsimmons for 8 yards (tackle by Josh Wilson),-0.720,0.150
4,1:13,1,10,DET 19,20,25,Matthew Stafford pass complete short right to Brandon Pettigrew for 14 yards (tackle by LeRoy Hill),0.150,1.140
4,0:56,1,10,DET 33,20,25,Matthew Stafford spiked the ball,1.140,0.590
4,0:56,2,10,DET 33,20,25,Matthew Stafford pass complete short middle to Calvin Johnson for 14 yards (tackle by Deon Grant),0.590,2.060
4,0:40,1,10,DET 47,20,25,Matthew Stafford spiked the ball,2.060,1.520
4,0:40,2,10,DET 47,20,25,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by David Hawthorne),1.520,0.830
4,0:35,3,10,DET 47,20,31,"Matthew Stafford pass incomplete short left intended for Bryant Johnson is intercepted by Josh Wilson at SEA-39 and returned for 61 yards, touchdown",0.830,-7.000
4,,,,DET 2,20,32,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,20,32,"Olindo Mare kicks off 67 yards, returned by Derrick Williams for 27 yards (tackle by Will Herring)",0.000,0.940
4,0:16,1,10,DET 30,20,32,Maurice Morris middle for 7 yards (tackle by Brandon Mebane),0.940,1.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
