Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
1,5:26,3,4,LAR 23,0,3,Kyler Murray pass complete short middle to James Conner for 18 yards (tackle by Jordan Fuller),,
1,4:43,1,5,LAR 5,0,3,James Conner right end for 1 yard (tackle by Troy Reeder),,
1,3:59,2,4,LAR 4,0,3,Kyler Murray pass short middle (defended by Aaron Donald) intended for Zach Ertz is intercepted by Ernest Jones at LA-1 and returned for 31 yards (tackle by Rodney Hudson),,
1,3:50,1,10,LAR 32,0,3,Matthew Stafford pass complete short right to Odell Beckham for 5 yards (tackle by Robert Alford),,
1,3:13,2,5,LAR 37,0,3,Matthew Stafford pass complete short right to Cooper Kupp for 13 yards,,
1,2:40,1,10,LAR 50,0,3,Sony Michel left tackle for 3 yards (tackle by Jordan Phillips and Jordan Hicks),,
1,2:03,2,7,ARI 47,0,3,Matthew Stafford pass complete short right to Cooper Kupp for 1 yard (tackle by Byron Murphy),,
1,1:17,3,6,ARI 46,0,3,Matthew Stafford pass complete short middle to Cooper Kupp for 7 yards (tackle by Jordan Hicks),,
1,0:33,1,10,ARI 39,0,3,Matthew Stafford pass complete short left to Cooper Kupp for 11 yards (tackle by Jalen Thompson),,
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 28,0,3,Sony Michel right end for 19 yards (tackle by Robert Alford and Budda Baker),,
2,14:13,1,9,ARI 9,0,3,Sony Michel left end for -1 yards (tackle by Marco Wilson),,
2,13:33,2,10,ARI 10,0,3,Matthew Stafford pass complete short left to Cooper Kupp for 8 yards (tackle by Byron Murphy),,
2,12:56,3,2,ARI 2,6,3,"Matthew Stafford pass complete short left to Odell Beckham for 2 yards, touchdown",,
2,12:53,,,ARI 15,7,3,Matt Gay kicks extra point good,,
2,12:53,,,LAR 35,7,3,"Matt Gay kicks off 65 yards, touchback.",,
2,12:53,1,10,ARI 25,7,3,Kyler Murray pass complete short middle to Rondale Moore for -2 yards (tackle by Von Miller),,
2,12:20,2,12,ARI 23,7,3,Kyler Murray sacked by Aaron Donald for -11 yards,,
2,11:36,3,23,ARI 12,7,3,"Kyler Murray pass complete deep right to DeAndre Hopkins for 26 yards (tackle by Jordan Fuller). Penalty on Leonard Floyd: Defensive Offside, 5 yards (offset) . Penalty on Max Garcia: Offensive Holding, 10 yards (offset) (no play)",,
2,11:16,3,23,ARI 12,7,3,Kyler Murray scrambles right end for 7 yards (tackle by Greg Gaines),,
2,10:22,4,16,ARI 19,7,3,"Andy Lee punts 52 yards, fair catch by Brandon Powell at LA-29",,
2,10:17,1,10,LAR 29,7,3,Sony Michel up the middle for 11 yards (tackle by Jordan Hicks),,
2,9:56,1,10,LAR 40,7,3,Matthew Stafford pass incomplete deep right intended for Cooper Kupp (defended by Byron Murphy),,
2,9:48,2,10,LAR 40,7,3,"Matthew Stafford pass complete short left to Cooper Kupp for no gain (tackle by Marco Wilson). Penalty on Ben Skowronek: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,9:19,2,20,LAR 30,7,3,Sony Michel up the middle for 12 yards (tackle by Zach Allen),,
2,8:53,3,8,LAR 42,7,3,Matthew Stafford pass complete deep middle to Odell Beckham for 17 yards (tackle by Robert Alford),,
2,8:06,,,,,,Timeout #1 by Los Angeles Rams,,
2,8:06,1,10,ARI 41,7,3,Sony Michel right end for 4 yards (tackle by Jalen Thompson and Isaiah Simmons),,
2,7:36,2,6,ARI 37,7,3,Matthew Stafford pass incomplete short right intended for Odell Beckham,,
2,7:28,3,6,ARI 37,7,3,"Matthew Stafford pass incomplete short right intended for Sony Michel. Penalty on David Edwards: Ineligible Downfield Pass, 5 yards (declined)",,
2,7:28,4,6,ARI 37,10,3,Matt Gay 55 yard field goal good,,
2,7:23,,,LAR 35,10,3,"Matt Gay kicks off 65 yards, touchback.",,
2,7:23,1,10,ARI 25,10,3,Kyler Murray pass complete short left to James Conner for 10 yards (tackle by Ernest Jones),,
2,6:46,1,10,ARI 35,10,3,James Conner up the middle for 2 yards (tackle by Leonard Floyd and Aaron Donald),,
2,6:14,2,8,ARI 37,10,3,Kyler Murray pass complete deep left to Christian Kirk for 41 yards (tackle by Darious Williams),,
2,5:30,1,10,LAR 22,10,3,Rondale Moore left end for 5 yards (tackle by Ernest Jones),,
2,4:56,2,5,LAR 17,10,3,Kyler Murray pass complete short left to James Conner for 13 yards (tackle by Taylor Rapp and Ernest Jones),,
2,4:12,1,4,LAR 4,10,3,Kyler Murray pass incomplete short left intended for DeAndre Hopkins (defended by Leonard Floyd),,
2,4:08,2,4,LAR 4,10,3,Kyler Murray pass incomplete short left intended for DeAndre Hopkins (defended by Darious Williams),,
2,4:05,3,4,LAR 4,10,3,Kyler Murray pass complete short right to Zach Ertz for 3 yards (tackle by Jordan Fuller),,
2,3:22,4,1,LAR 1,10,9,"James Conner up the middle for 1 yard, touchdown",,
2,3:18,,,LAR 15,10,10,Matt Prater kicks extra point good,,
2,3:18,,,ARI 35,10,10,"Matt Prater kicks off 62 yards, returned by Brandon Powell for 27 yards (tackle by Deionte Thompson)",,
2,3:13,1,10,LAR 30,10,10,Sony Michel left tackle for no gain (tackle by Isaiah Simmons),,
2,2:29,2,10,LAR 30,10,10,Matthew Stafford pass complete short right to Van Jefferson for 6 yards (tackle by Jalen Thompson),,
2,2:00,3,4,LAR 36,10,10,Matthew Stafford pass complete short left to Odell Beckham for 40 yards (tackle by Budda Baker),,
2,1:51,1,10,ARI 24,10,10,Sony Michel up the middle for -1 yards (tackle by Leki Fotu and Jalen Thompson),,
2,1:29,2,11,ARI 25,10,10,Matthew Stafford pass complete short right to Kendall Blanton for 6 yards (tackle by Jordan Hicks),,
2,0:46,3,5,ARI 19,10,10,Matthew Stafford pass complete short left to Cooper Kupp for 2 yards (tackle by Jordan Hicks and Robert Alford),,
2,0:38,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:38,4,3,ARI 17,13,10,Matt Gay 35 yard field goal good,,
2,0:35,,,LAR 35,13,10,"Matt Gay kicks off 65 yards, touchback.",,
2,0:35,1,10,ARI 25,13,10,Kyler Murray pass complete short right to A.J. Green for 9 yards (tackle by Kareem Orr),,
2,0:29,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:29,2,1,ARI 34,13,10,Kyler Murray scrambles up the middle for 12 yards (tackle by David Long),,
2,0:22,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:22,1,10,ARI 46,13,10,"Penalty on A.J. Green: False Start, 5 yards (accepted) (no play)",,
2,0:22,1,15,ARI 41,13,10,Kyler Murray scrambles right end for 8 yards (tackle by Kareem Orr),,
2,0:16,2,7,ARI 49,13,10,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins,,
2,0:10,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:10,3,7,ARI 49,13,10,Kyler Murray scrambles left end for 16 yards (tackle by Leonard Floyd),,
2,0:01,1,10,LAR 35,13,13,Matt Prater 53 yard field goal good,,
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,13,"Matt Prater kicks off 65 yards, touchback.",,
3,15:00,1,10,LAR 25,13,13,Sony Michel right tackle for 2 yards (tackle by Chandler Jones and Jordan Phillips),,
3,14:16,,,,,,Timeout #3 by Los Angeles Rams,,
3,14:16,2,8,LAR 27,13,13,"Matthew Stafford pass complete short right to Cooper Kupp for 6 yards (tackle by Robert Alford). Penalty on Isaiah Simmons: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,13:44,1,10,LAR 48,19,13,"Matthew Stafford pass complete to Van Jefferson for 52 yards, touchdown",,
3,13:36,,,ARI 15,20,13,Matt Gay kicks extra point good,,
3,13:36,,,LAR 35,20,13,"Matt Gay kicks off 65 yards, touchback.",,
3,13:36,1,10,ARI 25,20,13,Kyler Murray pass complete short left to Rondale Moore for no gain (tackle by Leonard Floyd),,
3,13:15,2,10,ARI 25,20,13,Kyler Murray pass intended for Zach Ertz is intercepted by Leonard Floyd at ARI-30 and returned for 11 yards,,
3,13:04,1,10,ARI 19,20,13,Sony Michel left tackle for 5 yards (tackle by Jordan Hicks and Corey Peters),,
3,12:22,2,5,ARI 14,20,13,Matthew Stafford pass complete short left to Cooper Kupp for 4 yards (tackle by Jalen Thompson and Marco Wilson),,
3,12:09,3,1,ARI 10,20,13,Sony Michel up the middle for 2 yards (tackle by Jalen Thompson and Isaiah Simmons),,
3,11:28,1,8,ARI 8,20,13,Sony Michel up the middle for 2 yards (tackle by Zach Allen),,
3,10:48,2,6,ARI 6,20,13,"Matthew Stafford sacked by Chandler Jones for -2 yards. Matthew Stafford fumbles (forced by Chandler Jones), recovered by Matthew Stafford at ARI-8 (tackle by Chandler Jones)",,
3,10:00,3,8,ARI 8,20,13,"Matthew Stafford pass incomplete short middle intended for Van Jefferson (defended by Jordan Hicks). Penalty on Robert Alford: Defensive Holding, 4 yards (accepted) (no play)",,
3,9:54,1,4,ARI 4,20,13,Matthew Stafford pass incomplete short left intended for Cooper Kupp,,
3,9:50,2,4,ARI 4,26,13,"Matthew Stafford pass complete short left to Cooper Kupp for 4 yards, touchdown",,
3,9:45,,,ARI 15,27,13,Matt Gay kicks extra point good,,
3,9:45,,,LAR 35,27,13,"Matt Gay kicks off 65 yards, touchback.",,
3,9:45,1,10,ARI 25,27,13,James Conner left end for no gain (tackle by Aaron Donald and Leonard Floyd),,
3,9:11,2,10,ARI 25,27,13,Kyler Murray pass complete short right to A.J. Green for 5 yards (tackle by David Long),,
3,8:38,3,5,ARI 30,27,13,Kyler Murray pass complete short right to James Conner for 12 yards (tackle by Justin Hollins),,
3,8:19,1,10,ARI 42,27,13,Kyler Murray pass complete short right to A.J. Green for 6 yards (tackle by David Long),,
3,7:42,2,4,ARI 48,27,13,Kyler Murray pass complete short right to A.J. Green for 6 yards,,
3,7:19,1,10,LAR 46,27,13,Kyler Murray pass complete short left to James Conner for 7 yards (tackle by Jordan Fuller),,
3,6:44,2,3,LAR 39,27,13,Kyler Murray scrambles up the middle for 17 yards (tackle by David Long),,
3,6:10,1,10,LAR 22,27,13,Rondale Moore right end for 6 yards (tackle by A'Shawn Robinson),,
3,5:34,2,4,LAR 16,27,13,Kyler Murray pass incomplete deep right intended for A.J. Green,,
3,5:25,3,4,LAR 16,27,13,James Conner up the middle for 2 yards (tackle by Taylor Rapp and Greg Gaines),,
3,4:44,,,,,,Timeout #1 by Arizona Cardinals,,
3,4:44,4,2,LAR 14,27,13,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,,
3,4:39,1,10,LAR 14,27,13,Matthew Stafford pass complete deep middle to Kendall Blanton for 23 yards (tackle by Budda Baker),,
3,3:59,1,10,LAR 37,27,13,Matthew Stafford pass complete short right to Cooper Kupp for 4 yards (tackle by Jalen Thompson),,
3,3:16,2,6,LAR 41,27,13,Sony Michel up the middle for no gain (tackle by Jordan Hicks and Jalen Thompson),,
3,2:31,3,6,LAR 41,27,13,Matthew Stafford sacked by Zach Allen for -10 yards,,
3,1:52,4,16,LAR 31,27,13,"Johnny Hekker punts 42 yards, fair catch by Rondale Moore at ARI-27",,
3,1:45,1,10,ARI 27,27,13,James Conner left tackle for 1 yard (tackle by A'Shawn Robinson and Von Miller),,
3,1:13,2,9,ARI 28,27,13,Kyler Murray pass incomplete deep left intended for Rondale Moore,,
3,1:09,3,9,ARI 28,27,13,Kyler Murray pass complete deep right to A.J. Green for 23 yards (tackle by Kareem Orr),,
3,0:11,1,10,LAR 49,27,13,"Kyler Murray pass complete short left to DeAndre Hopkins for no gain (tackle by Darious Williams). Penalty on Sean Harlow: Offensive Holding, 10 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,ARI 41,27,13,Kyler Murray pass complete short right to DeAndre Hopkins for 15 yards (tackle by Darious Williams),,
4,14:25,2,5,LAR 44,27,13,Kyler Murray pass complete deep right to A.J. Green for 36 yards (tackle by Taylor Rapp),,
4,13:45,1,8,LAR 8,27,19,"James Conner left tackle for 8 yards, touchdown",,
4,13:38,,,LAR 15,27,20,Matt Prater kicks extra point good,,
4,13:38,,,ARI 35,27,20,"Matt Prater kicks off 65 yards, touchback.",,
4,13:38,1,10,LAR 25,27,20,Sony Michel up the middle for no gain (tackle by Jordan Phillips),,
4,12:59,2,10,LAR 25,27,20,Matthew Stafford pass complete deep left to Odell Beckham for 17 yards,,
4,12:25,1,10,LAR 42,27,20,"Matthew Stafford pass complete short right to Cooper Kupp for no gain (tackle by Robert Alford). Penalty on Van Jefferson: Offensive Holding, 10 yards (accepted) (no play)",,
4,11:56,1,20,LAR 32,27,20,Matthew Stafford pass complete deep left to Cooper Kupp for 44 yards (tackle by Byron Murphy),,
4,11:15,1,10,ARI 24,27,20,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",,
4,10:53,1,15,ARI 29,27,20,Van Jefferson right end for 10 yards (tackle by Robert Alford),,
4,10:17,2,5,ARI 19,27,20,"Matthew Stafford pass incomplete deep right intended for Van Jefferson. Penalty on Van Jefferson: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,10:18,2,15,ARI 29,27,20,Matthew Stafford pass complete short left to Cooper Kupp for 7 yards (tackle by Isaiah Simmons),,
4,9:34,3,8,ARI 22,27,20,Matthew Stafford pass complete short middle to Cooper Kupp for 12 yards (tackle by Robert Alford),,
4,8:53,1,10,ARI 10,27,20,Sony Michel left tackle for 3 yards (tackle by Corey Peters and Budda Baker),,
4,8:11,2,7,ARI 7,27,20,Matthew Stafford pass incomplete short middle intended for Van Jefferson,,
4,8:04,3,7,ARI 7,27,20,Matthew Stafford sacked by Jordan Phillips for -8 yards,,
4,7:24,4,15,ARI 15,30,20,Matt Gay 33 yard field goal good,,
4,7:20,,,LAR 35,30,20,"Matt Gay kicks off 65 yards, touchback.",,
4,7:20,1,10,ARI 25,30,20,Kyler Murray pass complete short right to James Conner for 17 yards (tackle by Jordan Fuller and Nick Scott),,
4,6:48,1,10,ARI 42,30,20,Kyler Murray pass complete short middle to Zach Ertz for 12 yards (tackle by Taylor Rapp),,
4,6:25,1,10,LAR 46,30,20,James Conner up the middle for 1 yard (tackle by Greg Gaines and Leonard Floyd),,
4,6:00,2,9,LAR 45,30,20,Kyler Murray pass complete short middle to Zach Ertz for 8 yards (tackle by Nick Scott),,
4,5:31,3,1,LAR 37,30,20,Kyler Murray pass incomplete deep right intended for Christian Kirk,,
4,5:24,4,1,LAR 37,30,20,James Conner up the middle for no gain (tackle by Von Miller),,
4,5:17,1,10,LAR 37,30,20,Sony Michel left tackle for 6 yards (tackle by Budda Baker),,
4,4:35,2,4,LAR 43,30,20,Sony Michel up the middle for 5 yards (tackle by Jordan Phillips and Zach Allen),,
4,3:51,1,10,LAR 48,30,20,Sony Michel up the middle for 1 yard (tackle by Corey Peters),,
4,3:45,,,,,,Timeout #2 by Arizona Cardinals,,
4,3:45,2,9,LAR 49,30,20,Sony Michel left tackle for 2 yards (tackle by Chandler Jones and Devon Kennard),,
4,3:41,,,,,,Timeout #3 by Arizona Cardinals,,
4,3:41,3,7,ARI 49,30,20,Matthew Stafford pass complete short right to Odell Beckham for -4 yards (tackle by Antonio Hamilton),,
4,2:55,4,11,LAR 47,30,20,Johnny Hekker punts 40 yards downed by Ben Skowronek,,
4,2:44,1,10,ARI 13,30,20,Kyler Murray pass complete short left to Christian Kirk for -2 yards (tackle by Darious Williams),,
4,2:21,2,12,ARI 11,30,20,Kyler Murray pass incomplete short right intended for Christian Kirk,,
4,2:16,3,12,ARI 11,30,20,Kyler Murray pass complete short middle to DeAndre Hopkins for 3 yards (tackle by Jordan Fuller),,
4,2:00,4,9,ARI 14,30,20,Kyler Murray pass complete deep left to Christian Kirk for 47 yards (tackle by Jordan Fuller),,
4,1:33,,,,,,Timeout #2 by Los Angeles Rams,,
4,1:33,1,10,LAR 39,30,20,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins (defended by Darious Williams),,
4,1:27,2,10,LAR 39,30,20,Kyler Murray pass incomplete short right intended for A.J. Green,,
4,1:23,3,10,LAR 39,30,20,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by Darious Williams),,
4,1:19,1,10,LAR 28,30,20,Kyler Murray scrambles left end for 1 yard (tackle by Darious Williams),,
4,1:13,,,,,,Timeout #3 by Los Angeles Rams,,
4,1:13,2,9,LAR 27,30,20,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins (defended by Darious Williams),,
4,1:06,3,9,LAR 27,30,20,Kyler Murray sacked by Greg Gaines for -4 yards,,
4,0:41,4,13,LAR 31,30,23,Matt Prater 49 yard field goal good,,
4,0:37,,,ARI 35,30,23,"Matt Prater kicks onside 13 yards, recovered by Zaven Collins",,
4,0:34,1,10,ARI 48,30,23,"Kyler Murray scrambles left end for no gain (tackle by Darious Williams). Penalty on Sean Harlow: Offensive Holding, 10 yards (accepted) (no play)",,
4,0:26,1,20,ARI 38,30,23,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",,
4,0:26,1,25,ARI 33,30,23,Kyler Murray pass complete short middle to James Conner for 9 yards (tackle by Ernest Jones),,
4,0:03,2,16,ARI 42,30,23,Kyler Murray sacked by Aaron Donald for -18 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
