Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
2,5:04,2,9,TEN 44,12,7,"Vince Young pass incomplete deep right intended for Lavelle Hawkins. Penalty on Quentin Jammer: Defensive Pass Interfere, 27 yards (no play)",1.390,3.640
2,4:58,1,10,SDG 29,18,7,"Chris Johnson left end for 29 yards, touchdown",3.640,7.000
2,,,,SDG 2,19,7,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,19,7,"Rob Bironas kicks off 65 yards, returned by Darren Sproles for 23 yards (tackle by Marc Mariani)",0.000,0.810
2,4:37,1,10,SDG 28,19,7,Philip Rivers pass complete short left to Jacob Hester for 8 yards (tackle by Will Witherspoon),0.810,1.340
2,4:12,2,2,SDG 36,19,7,Ryan Mathews right tackle for -1 yards (tackle by Jason Babin),1.340,0.500
2,3:33,3,3,SDG 35,19,7,Philip Rivers pass complete short left to Seyi Ajirotutu for 25 yards (tackle by Alterraun Verner),0.500,2.920
2,2:48,1,10,TEN 40,19,7,Philip Rivers pass complete short right to Antonio Gates for 33 yards (tackle by Michael Griffin and Chris Hope),2.920,5.600
2,2:00,1,7,TEN 7,19,13,"Ryan Mathews left end for 7 yards, touchdown",5.600,7.000
2,,,,TEN 2,19,14,Kris Brown kicks extra point good,0.000,0.000
2,,,,SDG 30,19,14,"Kris Brown kicks off 71 yards, returned by Marc Mariani for 16 yards (tackle by Quinton Teal)",0.000,-0.220
2,1:50,1,10,TEN 15,19,14,Chris Johnson left end for 8 yards (tackle by Eric Weddle and Shaun Phillips),-0.220,0.480
2,1:19,2,2,TEN 23,19,14,Vince Young pass incomplete short left intended for Bo Scaife,0.480,-0.390
2,1:16,3,2,TEN 23,19,14,Javon Ringer middle for 1 yard (tackle by Jacques Cesaire),-0.390,-1.770
2,1:10,,,,19,14,Timeout #1 by San Diego Chargers,0.000,-1.770
2,1:10,4,1,TEN 24,19,14,"Brett Kern punts 49 yards, fair catch by Darren Sproles. Penalty on David Herron: Offensive Holding, 10 yards",-1.770,0.060
2,1:03,1,10,SDG 17,19,14,Philip Rivers pass complete short left to Darren Sproles for no gain,-0.060,-0.580
2,0:41,2,10,SDG 17,19,14,Darren Sproles middle for 9 yards (tackle by Jacob Ford),-0.580,-0.120
2,0:29,,,,19,14,Timeout #2 by San Diego Chargers,0.000,-0.120
2,0:29,3,1,SDG 26,19,14,Philip Rivers pass complete short left to Darren Sproles for 6 yards (tackle by Jason McCourty and Will Witherspoon),-0.120,1.070
2,0:22,,,,19,14,Timeout #3 by San Diego Chargers,0.000,1.070
2,0:22,1,10,SDG 32,19,14,Philip Rivers pass complete short left to Patrick Crayton for 6 yards,1.070,1.340
2,0:17,2,4,SDG 38,19,14,"Philip Rivers pass incomplete deep left intended for Seyi Ajirotutu is intercepted by Jason McCourty at TEN-42 and returned for 11 yards. Penalty on Alterraun Verner: Illegal Block Above the , 10 yards",1.340,-1.800
2,0:02,1,10,TEN 43,19,14,Vince Young kneels for -1 yards,1.800,1.120
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,19,14,"Kris Brown kicks off 61 yards, returned by Marc Mariani for 36 yards (tackle by Kris Brown)",0.000,1.930
3,14:52,1,10,TEN 45,19,14,Vince Young pass incomplete short right intended for Damian Williams (defended by Shaun Phillips),1.930,1.380
3,14:48,2,10,TEN 45,19,14,Chris Johnson middle for -3 yards (tackle by Kevin Burnett and Antonio Garay),1.380,0.300
3,14:09,3,13,TEN 42,19,14,Vince Young pass incomplete deep left intended for Damian Williams,0.300,-0.590
3,14:02,4,13,TEN 42,19,14,"Brett Kern punts 42 yards, returned by Darren Sproles for 11 yards (tackle by Ken Amato). Penalty on Ken Amato: Offensive Holding, 10 yards",-0.590,-1.400
3,13:49,1,10,SDG 37,19,14,Philip Rivers pass complete short right to Ryan Mathews for 2 yards (tackle by Michael Griffin),1.400,1.130
3,13:15,2,8,SDG 39,19,14,Philip Rivers pass incomplete short middle intended for Randy McMichael (defended by Stephen Tulloch),1.130,0.430
3,13:10,3,8,SDG 39,19,14,Philip Rivers pass complete short right to Seyi Ajirotutu for 14 yards (tackle by Cortland Finnegan and Chris Hope),0.430,2.460
3,12:31,1,10,TEN 47,19,14,Ryan Mathews left end for 2 yards (tackle by Gerald McRath),2.460,2.180
3,11:49,2,8,TEN 45,19,14,Philip Rivers pass complete short middle to Jacob Hester for 4 yards (tackle by Stephen Tulloch),2.180,2.010
3,11:05,3,4,TEN 41,19,14,Philip Rivers pass complete short right to Darren Sproles for 17 yards (tackle by Michael Griffin),2.010,3.970
3,10:19,1,10,TEN 24,19,14,Ryan Mathews middle for 7 yards (tackle by Amon Gordon and Cortland Finnegan),3.970,4.460
3,9:40,2,3,TEN 17,19,14,"Philip Rivers pass complete short left to Seyi Ajirotutu for no gain. Penalty on Jason Babin: Defensive Offside, 5 yards (no play)",4.460,4.780
3,9:23,1,10,TEN 12,19,14,Ryan Mathews right end for -1 yards (tackle by Michael Griffin and Stephen Tulloch),4.780,3.940
3,8:52,2,11,TEN 13,19,14,Philip Rivers pass complete short left to Gary Banks for 2 yards (tackle by Jason McCourty),3.940,3.290
3,8:07,3,9,TEN 11,19,14,Philip Rivers sacked by Jason Babin for -5 yards,3.290,2.380
3,7:49,4,14,TEN 16,19,17,Kris Brown 34 yard field goal good,2.380,3.000
3,,,,SDG 30,19,17,"Kris Brown kicks off 65 yards, returned by Marc Mariani for 26 yards (tackle by Tyrone Carter)",0.000,1.000
3,7:40,1,10,TEN 31,19,17,Vince Young pass complete short middle to Nate Washington for 25 yards (tackle by Eric Weddle),1.000,2.650
3,7:12,1,10,SDG 44,19,17,Chris Johnson left tackle for no gain (tackle by Antonio Garay),2.650,2.110
3,6:34,2,10,SDG 44,19,17,Vince Young pass incomplete short left intended for Damian Williams (defended by Antoine Cason),2.110,1.420
3,6:29,3,10,SDG 44,19,17,Vince Young pass incomplete short left intended for Damian Williams (defended by Paul Oliver),1.420,0.330
3,6:23,4,10,SDG 44,19,17,Brett Kern punts 35 yards,0.330,0.380
3,6:12,1,10,SDG 9,19,17,Philip Rivers pass incomplete short left intended for Patrick Crayton,-0.380,-0.780
3,6:07,2,10,SDG 9,19,17,Mike Tolbert left end for 2 yards (tackle by Jacob Ford and Stephen Tulloch),-0.780,-1.190
3,5:24,3,8,SDG 11,19,17,"Philip Rivers pass incomplete short left intended for Antonio Gates is intercepted by Michael Griffin at SDG-17 and returned for 17 yards. Penalty on Michael Griffin: Defensive Holding, 5 yards (no play)",-1.190,-0.140
3,5:16,1,10,SDG 16,19,17,Mike Tolbert left end for 36 yards (tackle by Alterraun Verner),-0.140,2.390
3,4:29,1,10,TEN 48,19,23,"Philip Rivers pass complete deep left to Antonio Gates for 48 yards, touchdown. Penalty on Jason Babin: Roughing the Passer, 15 yards",2.390,7.000
3,,,,TEN 2,19,24,Kris Brown kicks extra point good,0.000,0.000
3,,,,SDG 45,19,24,"Kris Brown kicks off 64 yards, touchback",0.000,0.280
3,4:20,1,10,TEN 20,19,24,Chris Johnson middle for -5 yards (tackle by Eric Weddle),0.280,-1.070
3,3:39,2,15,TEN 15,19,24,Vince Young pass complete short left to Chris Johnson for 7 yards (tackle by Kevin Burnett),-1.070,-0.690
3,3:12,3,8,TEN 22,19,24,Vince Young pass incomplete deep right intended for Nate Washington,-0.690,-1.900
3,3:06,4,8,TEN 22,19,24,"Brett Kern punts 63 yards, returned by Darren Sproles for 3 yards (tackle by Ahmard Hall). Penalty on Brandon Lang: Offensive Holding, 9 yards",-1.900,0.380
3,2:52,1,10,SDG 9,19,24,Mike Tolbert middle for 5 yards (tackle by Stephen Tulloch),-0.380,-0.390
3,2:15,2,5,SDG 14,19,24,"Penalty on Sen'Derrick Marks: Encroachment, 5 yards (no play)",-0.390,0.150
3,1:50,1,10,SDG 19,19,24,Mike Tolbert left tackle for 4 yards (tackle by Jacob Ford),0.150,0.210
3,1:11,2,6,SDG 23,19,24,Philip Rivers pass complete short right to Mike Tolbert for 5 yards (tackle by Gerald McRath),0.210,0.100
3,0:32,3,1,SDG 28,19,24,Darren Sproles middle for 32 yards (tackle by Michael Griffin),0.100,2.920
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 40,19,24,Ryan Mathews middle for 9 yards (tackle by Chris Hope and Cortland Finnegan),2.920,3.590
4,14:25,2,1,TEN 31,19,24,"Jacob Hester middle for no gain (tackle by Will Witherspoon). Penalty on Jovan Haye: Defensive Offside, 5 yards (no play)",3.590,3.840
4,14:05,1,10,TEN 26,19,24,Ryan Mathews middle for no gain (tackle by Dave Ball),3.840,3.300
4,13:26,2,10,TEN 26,19,24,Philip Rivers pass complete short middle to Mike Tolbert for 9 yards (tackle by Gerald McRath),3.300,3.950
4,12:40,3,1,TEN 17,19,24,Mike Tolbert right tackle for -1 yards (tackle by Tim Shaw),3.950,2.370
4,12:05,4,2,TEN 18,19,27,Kris Brown 36 yard field goal good,2.370,3.000
4,,,,SDG 30,19,27,"Kris Brown kicks off 65 yards, returned by Marc Mariani for 24 yards (tackle by Jacob Hester)",0.000,0.870
4,11:53,1,10,TEN 29,25,27,"Vince Young pass complete deep middle to Nate Washington for 71 yards, touchdown",0.870,7.000
4,,,,,25,27,"Two Point Attempt: Vince Young pass incomplete intended for Chris Johnson, conversion fails",1.000,-1.000
4,,,,TEN 30,25,27,"Rob Bironas kicks off 64 yards, returned by Darren Sproles for 27 yards (tackle by Rennie Curran). Penalty on Donnie Nickey: Disqualification, 15 yards",0.000,2.130
4,11:35,1,10,SDG 48,25,27,Philip Rivers pass complete short left to Mike Tolbert for 8 yards (tackle by Alterraun Verner and Sen'Derrick Marks),2.130,2.660
4,10:53,2,2,TEN 44,25,27,Mike Tolbert middle for 6 yards (tackle by Gerald McRath and Jacob Ford),2.660,3.050
4,10:14,1,10,TEN 38,25,27,Mike Tolbert middle for 3 yards (tackle by Jason Babin and Jason Jones),3.050,2.910
4,9:45,2,7,TEN 35,25,27,Philip Rivers pass complete short left to Ryan Mathews for -4 yards (tackle by Jovan Haye),2.910,1.680
4,9:03,,,,25,27,Timeout #1 by Tennessee Titans,0.000,1.680
4,9:03,3,11,TEN 39,25,27,Philip Rivers pass complete short middle to Antonio Gates for 21 yards (tackle by Michael Griffin),1.680,4.370
4,8:22,1,10,TEN 18,25,27,Mike Tolbert middle for 3 yards (tackle by Jovan Haye),4.370,4.250
4,7:44,2,7,TEN 15,25,27,Jacob Hester right guard for 2 yards (tackle by Jovan Haye and Will Witherspoon),4.250,3.820
4,6:59,3,5,TEN 13,25,33,"Philip Rivers pass complete short left to Darren Sproles for 13 yards, touchdown",3.820,7.000
4,,,,TEN 2,25,33,Kris Brown kicks extra point no good,0.000,-1.000
4,,,,SDG 30,25,33,"Kris Brown kicks off 62 yards, returned by Marc Mariani for 18 yards (tackle by Kion Wilson)",0.000,0.670
4,6:45,1,10,TEN 26,25,33,Chris Johnson left end for 10 yards (tackle by Ogemdi Nwagbuo),0.670,1.330
4,6:10,1,10,TEN 36,25,33,Vince Young middle for 4 yards (tackle by Stephen Cooper),1.330,1.330
4,5:46,2,6,TEN 40,25,33,"Penalty on David Stewart: False Start, 5 yards (no play)",1.330,0.660
4,5:29,2,11,TEN 35,25,33,Kerry Collins pass complete short middle to Chris Johnson for 8 yards (tackle by Kevin Burnett),0.660,1.030
4,4:59,3,3,TEN 43,25,33,"Kerry Collins pass complete short middle to Damian Williams for 4 yards (tackle by Donald Strickland). Penalty on Antwan Barnes: Defensive Offside, 5 yards (no play)",1.030,2.130
4,4:51,1,10,TEN 48,25,33,Kerry Collins pass incomplete short left intended for Bo Scaife,2.130,1.580
4,4:45,2,10,TEN 48,25,33,Kerry Collins pass incomplete deep middle intended for Nate Washington,1.580,0.890
4,4:40,3,10,TEN 48,25,33,Kerry Collins pass complete short left to Chris Johnson for 1 yard (tackle by Kevin Burnett),0.890,-0.130
4,3:57,4,9,TEN 49,25,33,"Brett Kern punts 48 yards. Penalty on Antoine Cason: Offensive Holding, 1 yards",-0.130,0.380
4,3:45,1,10,SDG 2,25,33,"Penalty on Randy McMichael: False Start, 1 yards (no play)",-0.380,-0.420
4,3:45,1,11,SDG 1,25,33,Philip Rivers pass complete short right to Jacob Hester for no gain,-0.420,-0.850
4,3:04,2,11,SDG 1,25,33,Jacob Hester middle for 4 yards (tackle by Gerald McRath),-0.850,-1.070
4,2:52,,,,25,33,Timeout #2 by Tennessee Titans,0.000,-1.070
4,2:52,3,7,SDG 5,25,33,Darren Sproles middle for 5 yards (tackle by Stephen Tulloch). Penalty on Antonio Gates: Offensive Holding (Declined),-1.070,-2.490
4,2:46,4,2,SDG 10,25,33,"Mike Scifres punts 48 yards, fair catch by Marc Mariani",-2.490,-1.730
4,2:38,1,10,TEN 42,25,33,Kerry Collins pass incomplete short right intended for Nate Washington,1.730,1.190
4,2:34,2,10,TEN 42,25,33,Kerry Collins pass complete short left to Chris Johnson for 4 yards (tackle by Kevin Burnett),1.190,1.030
4,2:27,3,6,TEN 46,25,33,Kerry Collins pass complete deep left to Damian Williams for 17 yards (tackle by Eric Weddle),1.030,3.120
4,2:00,1,10,SDG 37,25,33,Kerry Collins pass complete short left to Lavelle Hawkins for 4 yards,3.120,3.110
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:54,2,6,SDG 33,25,33,Kerry Collins pass incomplete deep left intended for Damian Williams,3.110,2.410
4,1:49,3,6,SDG 33,25,33,Kerry Collins pass incomplete deep right intended for Lavelle Hawkins,2.410,1.160
4,1:40,4,6,SDG 33,25,33,Kerry Collins pass complete short middle to Lavelle Hawkins for 10 yards (tackle by Donald Strickland),1.160,4.040
4,1:12,1,10,SDG 23,25,33,Kerry Collins pass complete short left to Chris Johnson for 4 yards (tackle by Kevin Burnett and Antoine Cason),4.040,4.050
4,0:48,2,6,SDG 19,25,33,Kerry Collins pass complete short right to Nate Washington for 4 yards (tackle by Quentin Jammer),4.050,4.050
4,0:42,,,,25,33,Timeout #1 by San Diego Chargers,0.000,4.050
4,0:42,3,2,SDG 15,25,33,Kerry Collins pass incomplete short left intended for Nate Washington,4.050,2.570
4,0:37,4,2,SDG 15,25,33,Kerry Collins pass incomplete short middle intended for Chris Johnson,2.570,0.220
4,0:30,1,10,SDG 15,25,33,Philip Rivers kneels for -1 yards,-0.220,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
