Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Bills to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,BUF 25,0,0,Devin Singletary up the middle for 14 yards (tackle by Bobby McCain),0.610,1.530
1,14:26,1,10,BUF 39,0,0,Devin Singletary left guard for 3 yards (tackle by Davon Godchaux and Shaq Lawson),1.530,1.390
1,13:57,2,7,BUF 42,0,0,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Byron Jones and Nik Needham),1.390,1.360
1,13:15,3,2,BUF 47,0,0,Josh Allen pass incomplete short right intended for Stefon Diggs,1.360,-0.260
1,13:11,4,2,BUF 47,0,0,"Corey Bojorquez punts 39 yards, fair catch by Jakeem Grant at MIA-14",-0.260,0.280
1,13:03,1,10,MIA 14,0,0,Jordan Howard left guard for 1 yard (tackle by A.J. Klein),-0.280,-0.640
1,12:25,2,9,MIA 15,0,0,Ryan Fitzpatrick pass complete short middle to Mike Gesicki for 17 yards (tackle by Micah Hyde),-0.640,1.070
1,11:50,1,10,MIA 32,0,0,Ryan Fitzpatrick pass complete short middle to Jakeem Grant for 2 yards (tackle by Trent Murphy),1.070,0.800
1,11:10,2,8,MIA 34,0,0,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker,0.800,0.100
1,11:06,3,8,MIA 34,0,0,Ryan Fitzpatrick sacked by Ed Oliver for no gain,0.100,-1.110
1,10:26,4,8,MIA 34,0,0,Matt Haack punts 63 yards downed by Mack Hollins,-1.110,0.380
1,10:14,1,10,BUF 3,0,0,Zack Moss left guard for 1 yard (tackle by Davon Godchaux),-0.380,-0.710
1,9:33,2,9,BUF 4,0,0,Josh Allen pass complete deep right to Stefon Diggs for 25 yards (tackle by Noah Igbinoghene),-0.710,0.870
1,8:53,1,10,BUF 29,0,0,Josh Allen pass incomplete short left intended for Dawson Knox,0.870,0.330
1,8:47,2,10,BUF 29,0,0,Josh Allen pass incomplete short right intended for Stefon Diggs,0.330,-0.360
1,8:43,3,10,BUF 29,0,0,Josh Allen pass complete short left to John Brown for 15 yards (tackle by Xavien Howard),-0.360,1.860
1,8:00,1,10,BUF 44,0,0,Josh Allen up the middle for 16 yards (tackle by Bobby McCain),1.860,2.920
1,7:22,1,10,MIA 40,0,0,Josh Allen pass complete deep left to Cole Beasley for 26 yards (tackle by Nik Needham),2.920,4.650
1,6:41,1,10,MIA 14,0,0,Josh Allen pass complete short right to Stefon Diggs for 8 yards (tackle by Nik Needham and Kamu Grugier-Hill),4.650,5.470
1,5:57,2,2,MIA 6,0,0,Gabriel Davis left guard for no gain (tackle by Jamal Perry and Andrew Van Ginkel),5.470,4.730
1,5:13,3,2,MIA 6,0,0,Josh Allen pass complete short right to Cole Beasley for 5 yards (tackle by Nik Needham). Penalty on Nik Needham: Defensive Pass Interference (Declined),4.730,6.970
1,5:00,1,1,MIA 1,6,0,"Josh Allen pass complete short right to Reggie Gilliam for 1 yard, touchdown",6.970,7.000
1,4:55,,,MIA 15,7,0,Tyler Bass kicks extra point good,0.000,0.000
1,4:55,,,BUF 35,7,0,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,4:55,1,10,MIA 25,7,0,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 13 yards (tackle by Tre'Davious White),0.610,1.470
1,4:18,1,10,MIA 38,7,0,Myles Gaskin left guard for 3 yards (tackle by Tyrel Dodson),1.470,1.330
1,3:39,2,7,MIA 41,7,0,Ryan Fitzpatrick pass complete short left to Myles Gaskin for 13 yards (tackle by Tre'Davious White and Micah Hyde),1.330,2.520
1,3:03,1,10,BUF 46,7,0,Myles Gaskin right guard for 1 yard (tackle by Taron Johnson),2.520,2.110
1,2:23,2,9,BUF 45,7,0,Myles Gaskin up the middle for 8 yards (tackle by Levi Wallace),2.110,2.480
1,1:41,3,1,BUF 37,7,0,Matt Breida left end for 9 yards (tackle by Levi Wallace),2.480,3.710
1,1:03,1,10,BUF 28,7,0,Ryan Fitzpatrick pass incomplete short right intended for Preston Williams (defended by Tyrel Dodson),3.710,3.170
1,1:00,2,10,BUF 28,7,0,Ryan Fitzpatrick pass complete deep right to Preston Williams for 26 yards (tackle by Tre'Davious White),3.170,6.740
1,0:45,1,2,BUF 2,7,0,Ryan Fitzpatrick pass incomplete short right intended for Adam Shaheen,6.740,5.720
1,0:41,2,2,BUF 2,7,6,"Ryan Fitzpatrick pass complete short middle to DeVante Parker for 2 yards, touchdown",5.720,7.000
