Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Stefon Diggs,BUF,13,8,153,1,5,115,14.4,38,4.8,11.7,2,4.0,2,15.4,0,128.0
Cole Beasley,BUF,6,5,70,0,4,44,8.8,26,5.2,7.7,0,,0,0.0,0,115.3
John Brown,BUF,6,4,82,1,2,77,19.3,5,1.3,19.8,0,,0,0.0,0,149.3
Devin Singletary,BUF,3,2,20,0,1,-1,-0.5,21,10.5,-2.0,0,,0,0.0,0,85.4
Isaiah McKenzie,BUF,2,2,47,0,1,12,6.0,35,17.5,6.0,0,,0,0.0,0,118.7
Gabriel Davis,BUF,1,1,6,1,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,131.2
Reggie Gilliam,BUF,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7
Dawson Knox,BUF,3,1,36,0,,7,7.0,29,29.0,10.7,0,,0,0.0,0,79.9
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mike Gesicki,MIA,11,8,130,1,8,98,12.3,32,4.0,10.6,0,,0,0.0,0,142.2
Isaiah Ford,MIA,9,7,76,0,7,55,7.9,21,3.0,7.8,0,,0,0.0,0,101.9
Myles Gaskin,MIA,7,6,36,0,1,-6,-1.0,42,7.0,0.0,0,,1,14.3,0,88.1
DeVante Parker,MIA,8,5,53,1,3,41,8.2,12,2.4,9.8,0,,0,0.0,0,121.4
Preston Williams,MIA,5,1,26,0,1,25,25.0,1,1.0,10.6,0,,1,20.0,0,48.7
Adam Shaheen,MIA,2,1,4,0,,0,0.0,4,4.0,1.0,1,1.0,0,0.0,0,56.2
Jakeem Grant,MIA,1,1,2,0,,-4,-4.0,6,6.0,-4.0,0,,0,0.0,0,79.2
Matt Breida,MIA,2,1,2,0,0,-1,-1.0,3,3.0,-1.0,0,,0,0.0,0,56.2
Lynn Bowden Jr.,MIA,1,1,-1,0,,-1,-1.0,0,0.0,-1.0,0,,0,0.0,0,79.2
