Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,18,87,0,4,79,4.4,8,0.4,0,
Corey Clement,DAL,7,58,0,3,26,3.7,32,4.6,1,7.0
JaQuan Hardy,DAL,3,26,1,1,12,4.0,14,4.7,0,
Cooper Rush,DAL,3,-4,0,,-4,-1.3,0,0.0,0,
Ito Smith,DAL,1,4,1,1,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jason Huntley,PHI,13,51,0,2,38,2.9,13,1.0,0,
Kenneth Gainwell,PHI,12,78,1,6,70,5.8,8,0.7,0,
Gardner Minshew II,PHI,5,10,0,1,10,2.0,0,0.0,0,
Jalen Reagor,PHI,3,10,0,0,7,2.3,3,1.0,0,
