Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Elijah McGuire,NYJ,17,60,1,4,-6,-0.4,66,3.9,2,8.5
Trenton Cannon,NYJ,5,3,1,1,-4,-0.8,7,1.4,1,5.0
Sam Darnold,NYJ,4,10,0,0,3,0.8,7,1.8,0,
Isaiah Crowell,NYJ,2,5,0,,0,0.0,5,2.5,1,2.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Ivory,BUF,12,42,0,3,7,0.6,35,2.9,1,12.0
Josh Allen,BUF,9,101,1,6,27,3.0,74,8.2,1,9.0
Isaiah McKenzie,BUF,4,22,1,1,18,4.5,4,1.0,0,
Marcus Murphy,BUF,4,10,0,0,3,0.8,7,1.8,2,2.0
LeSean McCoy,BUF,2,1,0,,-1,-0.5,2,1.0,0,
