Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
1,9:34,2,8,DAL 35,0,0,Jon Kitna pass complete short left to Felix Jones for 10 yards (tackle by Kyle Vanden Bosch),0.860,1.930
1,8:54,1,10,DAL 45,0,0,"Felix Jones left tackle for no gain (tackle by Julian Peterson). Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",1.930,2.660
1,8:24,1,5,,0,0,Jon Kitna pass complete deep left to Jason Witten for 16 yards (tackle by Amari Spievey),2.660,3.310
1,7:46,1,10,DET 34,0,0,Jon Kitna pass complete short right to Roy Williams for 15 yards (tackle by Chris Houston),3.310,4.310
1,7:18,1,10,DET 19,0,0,Felix Jones left end for 9 yards (tackle by Ashlee Palmer),4.310,5.360
1,6:42,2,1,DET 10,0,0,Felix Jones right tackle for 9 yards (tackle by Amari Spievey),5.360,6.970
1,6:00,1,1,DET 1,0,0,Marion Barber middle for no gain (tackle by DeAndre Levy),6.970,5.910
1,5:22,2,1,DET 1,0,0,Jon Kitna pass incomplete short right intended for Chris Gronkowski,5.910,5.170
1,5:14,3,1,DET 1,0,6,"Jon Kitna pass complete short right to Dez Bryant for 1 yard, touchdown",5.170,7.000
1,5:14,,,DET 2,0,7,David Buehler kicks extra point good,0.000,0.000
1,5:14,,,DAL 30,0,7,"David Buehler kicks off 75 yards, touchback",0.000,0.280
1,5:10,1,10,DET 20,0,7,Nate Burleson left end for 15 yards (tackle by Mike Jenkins),0.280,1.270
1,4:37,1,10,DET 35,0,7,Shaun Hill pass complete short right to Jahvid Best for -2 yards (tackle by Orlando Scandrick),1.270,0.450
1,3:52,2,12,DET 33,0,7,Shaun Hill pass complete short middle to Brandon Pettigrew for 8 yards (tackle by Keith Brooking),0.450,0.830
1,3:14,3,4,DET 41,0,7,Shaun Hill pass complete short left to Jahvid Best for 13 yards (tackle by Keith Brooking),0.830,2.520
1,2:52,1,10,DAL 46,0,7,Shaun Hill pass complete short middle to Calvin Johnson for 6 yards (tackle by Terence Newman),2.520,2.790
1,2:17,2,4,DAL 40,0,7,Jahvid Best middle for 2 yards (tackle by Jason Hatcher and Igor Olshansky),2.790,2.350
1,1:40,3,2,DAL 38,0,7,Shaun Hill pass complete short left to Calvin Johnson for 5 yards (tackle by Mike Jenkins),2.350,3.380
1,1:03,1,10,DAL 33,0,7,"Shaun Hill sacked by Anthony Spencer for -6 yards. Penalty on Dominic Raiola: Offensive Holding, 10 yards (no play)",3.380,2.720
1,0:35,1,20,DAL 43,0,7,Shaun Hill pass complete short left to Maurice Morris for 10 yards (tackle by Keith Brooking),2.720,2.840
1,0:00,2,10,DAL 33,0,7,Maurice Morris left guard for 4 yards (tackle by Jason Hatcher),2.840,2.680
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,DAL 29,0,7,Shaun Hill pass incomplete deep left intended for Calvin Johnson,2.680,1.520
2,14:54,4,6,DAL 29,3,7,Dave Rayner 47 yard field goal good,1.520,3.000
2,14:54,,,DET 30,3,7,"Dave Rayner kicks off 68 yards, returned by Bryan McCann for 38 yards (tackle by Dave Rayner)",0.000,1.600
2,14:41,1,10,DAL 40,3,7,Jon Kitna pass incomplete deep middle intended for Jason Witten,1.600,1.050
2,14:36,2,10,DAL 40,3,7,Jon Kitna pass complete short right to Dez Bryant for -5 yards (tackle by Kyle Vanden Bosch),1.050,-0.300
2,13:51,3,15,DAL 35,3,7,Jon Kitna pass complete short left to Felix Jones for 1 yard (tackle by Louis Delmas),-0.300,-0.980
2,13:14,4,14,DAL 36,3,7,Mat McBriar punts 58 yards,-0.980,0.380
2,13:06,1,10,DET 6,3,7,Jerome Felton left guard for 3 yards (tackle by Anthony Spencer),-0.380,-0.560
2,12:33,2,7,DET 9,3,7,Jerome Felton left guard for 5 yards (tackle by Josh Brent),-0.560,-0.480
2,11:49,3,2,DET 14,3,7,Shaun Hill pass complete short left to Brandon Pettigrew for 6 yards (tackle by Keith Brooking),-0.480,0.280
2,11:19,1,10,DET 20,3,7,Maurice Morris right guard for 3 yards (tackle by Keith Brooking and Victor Butler),0.280,0.140
2,10:46,2,7,DET 23,3,7,Stefan Logan middle for 4 yards (tackle by Bradie James and Keith Brooking),0.140,-0.030
2,10:04,3,3,DET 27,3,7,Shaun Hill pass complete short right to Nate Burleson for 17 yards (tackle by Terence Newman),-0.030,1.860
2,9:42,1,10,DET 44,3,7,Maurice Morris middle for no gain (tackle by Anthony Spencer),1.860,1.320
2,9:10,2,10,DET 44,3,7,Shaun Hill pass complete short right to Calvin Johnson for 8 yards (tackle by Bryan McCann),1.320,1.690
2,8:34,3,2,DAL 48,3,7,Jerome Felton middle for 1 yard (tackle by Bradie James and DeMarcus Ware),1.690,0.130
2,7:58,4,1,DAL 47,3,7,"Nick Harris punts 47 yards, touchback",0.130,-0.280
2,7:53,1,10,DAL 20,3,7,"Penalty on Turk McBride: Encroachment, 5 yards (no play)",0.280,1.010
2,7:53,1,5,DAL 25,3,7,Felix Jones left tackle for no gain (tackle by DeAndre Levy),1.010,0.410
2,7:14,2,5,DAL 25,3,7,Felix Jones left tackle for -3 yards (tackle by Sammie Lee Hill),0.410,-0.690
2,6:26,3,8,DAL 22,3,7,"Penalty on Jon Kitna: Delay of Game, 5 yards (no play)",-0.690,-1.510
2,6:05,3,13,DAL 17,3,7,Jon Kitna pass complete short middle to Jason Witten for 8 yards (tackle by DeAndre Levy),-1.510,-1.700
2,5:31,4,5,DAL 25,3,7,"Mat McBriar punts 48 yards, returned by Stefan Logan for 7 yards (tackle by Sam Hurd)",-1.700,-1.200
2,5:20,1,10,DET 34,3,7,Shaun Hill pass complete short left to Maurice Morris for 4 yards (tackle by Victor Butler),1.200,1.200
2,4:46,2,6,DET 38,3,7,Maurice Morris right end for 5 yards (tackle by Terence Newman),1.200,1.160
2,4:04,3,1,DET 43,3,7,Shaun Hill pass complete short left to Calvin Johnson for 4 yards (tackle by Terence Newman),1.160,2.060
2,3:35,1,10,DET 47,3,7,Shaun Hill pass incomplete deep middle intended for Brandon Pettigrew (defended by Gerald Sensabaugh),2.060,1.520
2,3:28,2,10,DET 47,3,7,Shaun Hill pass complete short left to Nate Burleson for 3 yards (tackle by DeMarcus Ware),1.520,1.220
2,2:48,3,7,DAL 50,3,7,Shaun Hill pass complete short left to Tony Scheffler for 10 yards (tackle by Keith Brooking),1.220,2.920
2,2:10,1,10,DAL 40,3,7,"Shaun Hill pass complete short right to Nate Burleson for 30 yards (tackle by Terence Newman). Penalty on Stephen Peterman: Illegal Block Above the , 10 yards (no play)",2.920,2.260
2,2:00,1,20,DAL 50,3,7,"Penalty on Nate Burleson: False Start, 5 yards (no play)",2.260,1.930
2,2:00,1,20,DAL 50,3,7,Timeout #1 by Detroit Lions,2.260,1.930
2,2:00,1,25,DET 45,3,7,Shaun Hill pass complete short left to Brandon Pettigrew for 9 yards (tackle by Orlando Scandrick),1.930,1.560
2,1:31,2,16,DAL 46,3,7,Shaun Hill pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Orlando Scandrick),1.560,1.550
2,1:03,3,11,DAL 41,3,7,Shaun Hill pass incomplete short middle intended for Maurice Morris,1.550,0.530
2,0:57,4,11,DAL 41,3,7,Nick Harris punts 37 yards,0.530,0.380
2,0:48,1,10,DAL 4,3,7,"Felix Jones middle for 8 yards (tackle by Kyle Vanden Bosch). Felix Jones fumbles (forced by Kyle Vanden Bosch), recovered by DeAndre Levy at DAL-14",-0.380,-4.650
2,0:36,1,10,DAL 4,3,7,Timeout #2 by Dallas Cowboys,-0.380,-4.650
2,0:36,1,10,DAL 14,3,7,Shaun Hill pass incomplete short middle intended for Calvin Johnson,4.650,4.000
2,0:31,2,10,DAL 14,3,7,Shaun Hill pass complete short middle to Nate Burleson for 5 yards (tackle by Barry Church),4.000,4.050
2,0:24,2,10,DAL 14,3,7,Timeout #2 by Detroit Lions,4.000,4.050
2,0:24,3,5,DAL 9,9,7,"Shaun Hill pass complete short right to Nate Burleson for 9 yards, touchdown",4.050,7.000
2,0:24,,,DAL 2,10,7,Dave Rayner kicks extra point good,0.000,0.000
2,0:24,,,DET 30,10,7,"Dave Rayner kicks off 48 yards, returned by Tashard Choice for 12 yards (tackle by Jerome Felton)",0.000,1.200
2,0:17,1,10,DAL 34,10,7,Jon Kitna kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,7,"Dave Rayner kicks off no gain, returned by Bryan McCann for 17 yards (tackle by C.C. Brown)",0.000,0.280
3,14:52,1,10,DAL 20,10,7,Jon Kitna pass incomplete short left intended for Chris Gronkowski,0.280,-0.270
3,14:48,2,10,DAL 20,10,7,Jon Kitna pass complete short left to Chris Gronkowski for no gain,-0.270,-0.960
3,14:03,3,10,DAL 20,10,7,"Penalty on Doug Free: False Start, 5 yards (no play)",-0.960,-1.860
3,13:49,3,15,DAL 15,10,7,Jon Kitna sacked by Ndamukong Suh and Lawrence Jackson for -8 yards,-1.860,-2.490
3,13:30,4,23,DAL 7,10,7,"Mat McBriar punts 57 yards, returned by Stefan Logan for 7 yards (tackle by Sam Hurd)",-2.490,-1.800
3,13:18,1,10,DET 43,10,7,Maurice Morris left end for 4 yards (tackle by DeMarcus Ware),1.800,1.790
3,12:46,2,6,DET 47,10,7,Shaun Hill sacked by Jason Hatcher for -8 yards,1.790,0.040
3,12:16,3,14,DET 39,10,7,Shaun Hill pass complete short middle to Brandon Pettigrew for 10 yards (tackle by Keith Brooking and Gerald Sensabaugh),0.040,-0.130
3,11:43,4,4,DET 49,10,7,Nick Harris punts 47 yards,-0.130,0.380
3,11:32,1,10,DAL 4,12,7,"Jon Kitna pass complete short right to Marion Barber for no gain, safety. Penalty on Leonard Davis: Offensive Holding, 4 yards",-0.380,-2.000
3,11:32,,,DAL 20,12,7,"Mat McBriar kicks off 69 yards, returned by Stefan Logan for 19 yards (tackle by Leon Williams)",0.000,0.940
3,11:19,1,10,DET 30,12,7,Maurice Morris left guard for 8 yards (tackle by Jay Ratliff),0.940,1.470
3,10:54,2,2,DET 38,12,7,Maurice Morris middle for 4 yards (tackle by Jay Ratliff and Keith Brooking),1.470,1.730
3,10:29,1,10,DET 42,12,7,Shaun Hill pass incomplete short right intended for Maurice Morris,1.730,1.190
3,10:24,2,10,DET 42,12,7,Maurice Morris middle for 2 yards (tackle by Anthony Spencer),1.190,0.760
3,9:41,3,8,DET 44,12,7,Shaun Hill pass incomplete (defended by Orlando Scandrick),0.760,-0.460
3,9:38,4,8,DET 44,12,13,"Nick Harris punts 53 yards, returned by Bryan McCann for 97 yards, touchdown",-0.460,-7.000
3,9:16,,,DET 2,12,14,David Buehler kicks extra point good,0.000,0.000
3,,,,DAL 30,,,"David Buehler kicks off 70 yards, returned by Stefan Logan for 20 yards. Penalty on Andre Fluellen: Unnecessary Roughness, 10 yards",,
3,9:08,1,10,DET 10,12,14,Shaun Hill pass complete short right to Jahvid Best for 2 yards (tackle by Sean Lee),-0.380,-0.630
3,8:46,2,8,DET 12,12,14,"Jerome Felton middle for 5 yards (tackle by Sean Lee). Jerome Felton fumbles (forced by Sean Lee), recovered by Jason Hatcher at DET-19 (tackle by Jerome Felton)",-0.630,-4.310
3,8:40,1,10,DET 19,12,14,Jon Kitna pass complete short right to Tashard Choice for 9 yards (tackle by Ndamukong Suh),4.310,5.360
3,8:04,2,1,DET 10,12,14,Tashard Choice middle for 5 yards (tackle by Chris Houston and Julian Peterson),5.360,6.060
3,7:24,1,5,DET 5,12,14,Tashard Choice right tackle for 2 yards (tackle by Julian Peterson),6.060,5.530
3,6:39,2,3,DET 3,12,20,"Jon Kitna pass complete short right to Miles Austin for 3 yards, touchdown",5.530,7.000
3,6:39,,,DET 2,12,21,David Buehler kicks extra point good,0.000,0.000
3,6:39,,,DAL 30,12,21,"David Buehler kicks off 73 yards, touchback",0.000,0.280
3,6:33,1,10,DET 20,12,21,Shaun Hill pass complete short left to Maurice Morris for 11 yards (tackle by Alan Ball),0.280,1.000
3,5:51,1,10,DET 31,12,21,Jahvid Best right tackle for -1 yards (tackle by Sean Lee),1.000,0.320
3,5:23,2,11,DET 30,12,21,Shaun Hill pass incomplete short right intended for Jahvid Best,0.320,-0.360
3,5:18,3,11,DET 30,12,21,Shaun Hill pass complete deep left to Nate Burleson for 58 yards (tackle by Gerald Sensabaugh),-0.360,4.780
3,4:52,1,10,DAL 12,12,21,Shaun Hill pass complete short right to Nate Burleson for -2 yards (tackle by Orlando Scandrick),4.780,3.790
3,4:17,2,12,DAL 14,18,21,"Shaun Hill pass complete short right to Calvin Johnson for 14 yards, touchdown",3.790,7.000
3,4:17,,,DAL 2,19,21,Dave Rayner kicks extra point good,0.000,0.000
3,4:17,,,DET 30,19,21,"Dave Rayner kicks off 56 yards, returned by Dez Bryant for 15 yards (tackle by Bobby Carpenter)",0.000,0.870
3,4:03,1,10,DAL 29,19,21,Jon Kitna pass incomplete deep left intended for Dez Bryant,0.870,0.330
3,3:56,2,10,DAL 29,19,21,Felix Jones right tackle for 5 yards (tackle by Ndamukong Suh and Julian Peterson),0.330,0.300
3,3:12,3,5,DAL 34,19,21,Jon Kitna pass complete short right to Marion Barber for 15 yards (tackle by Brandon McDonald),0.300,2.190
3,2:32,1,10,DAL 49,19,21,Jon Kitna middle for 3 yards (tackle by Kyle Vanden Bosch),2.190,2.050
3,1:51,2,7,DET 48,19,21,Jon Kitna pass complete short left to Jason Witten for 13 yards (tackle by Alphonso Smith),2.050,3.250
3,1:24,1,10,DET 35,19,21,Felix Jones right tackle for 2 yards (tackle by DeAndre Levy),3.250,2.970
3,0:47,2,8,DET 33,19,21,Jon Kitna pass incomplete short right intended for Miles Austin,2.970,2.280
3,0:41,3,8,DET 33,19,21,Jon Kitna middle for 9 yards (tackle by DeAndre Levy),2.280,3.970
3,0:15,1,10,DET 24,19,21,Jon Kitna pass complete short left to Tashard Choice for 5 yards (tackle by Louis Delmas),3.970,4.120
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,DET 19,19,21,"Jon Kitna pass complete short left to Jason Witten for 9 yards (tackle by Julian Peterson). Penalty on Jason Witten: Offensive Pass Interfere, 10 yards (no play)",4.120,2.760
4,14:33,2,15,DET 29,19,21,Jon Kitna pass incomplete,2.760,2.080
4,14:27,3,15,DET 29,19,21,Marion Barber left guard for 24 yards (tackle by Amari Spievey),2.080,6.060
4,13:39,1,5,DET 5,19,21,Jon Kitna sacked by Lawrence Jackson for -8 yards,6.060,3.720
4,13:03,2,13,DET 13,19,21,"Marion Barber left tackle for 2 yards (tackle by Ndamukong Suh). Penalty on Ndamukong Suh: Horse Collar Tackle, 6 yards",3.720,6.060
4,12:42,1,5,DET 5,19,21,Marion Barber left tackle for no gain (tackle by Ndamukong Suh),6.060,5.150
4,11:56,2,5,DET 5,19,21,Felix Jones middle for 1 yard (tackle by Julian Peterson),5.150,4.490
4,11:20,3,4,DET 4,19,27,"Jon Kitna pass complete short right to Miles Austin for 4 yards, touchdown",4.490,7.000
4,11:20,,,DET 2,19,28,David Buehler kicks extra point good,0.000,0.000
4,11:20,,,DAL 30,19,28,"David Buehler kicks off 66 yards, out of bounds",0.000,1.600
4,11:15,1,10,DET 40,19,28,Shaun Hill pass complete short middle to Calvin Johnson for 9 yards (tackle by Terence Newman),1.600,2.270
4,10:48,2,1,DET 49,19,28,Maurice Morris middle for 2 yards (tackle by Gerald Sensabaugh),2.270,2.320
4,10:18,1,10,DAL 49,19,28,Shaun Hill pass incomplete short left intended for Nate Burleson,2.320,1.780
4,10:14,2,10,DAL 49,19,28,Shaun Hill pass complete short middle to Brandon Pettigrew for 11 yards (tackle by Keith Brooking),1.780,3.050
4,9:44,1,10,DAL 38,19,28,Jahvid Best left end for 1 yard (tackle by Mike Jenkins),3.050,2.640
4,9:14,2,9,DAL 37,19,28,Shaun Hill pass complete short middle to Jahvid Best for 2 yards (tackle by Bradie James),2.640,2.210
4,8:30,3,7,DAL 35,19,28,Shaun Hill sacked by Jay Ratliff and DeMarcus Ware for -11 yards,2.210,0.200
4,8:09,4,18,DAL 46,19,28,"Nick Harris punts 46 yards, touchback",0.200,-0.280
4,7:57,1,10,DAL 20,19,28,Felix Jones middle for 14 yards (tackle by Louis Delmas),0.280,1.200
4,7:10,1,10,DAL 34,19,28,Felix Jones left tackle for 3 yards (tackle by C.C. Brown),1.200,1.060
4,6:32,2,7,DAL 37,19,28,"Jon Kitna middle for 5 yards (tackle by Ndamukong Suh). Penalty on Marc Colombo: Offensive Holding, 10 yards (no play)",1.060,-0.290
4,5:59,2,17,DAL 27,19,28,Jon Kitna pass complete short left to Felix Jones for 24 yards (tackle by Ashlee Palmer),-0.290,2.320
4,5:10,1,10,DET 49,19,28,Marion Barber right guard for 3 yards (tackle by Ndamukong Suh),2.320,2.190
4,5:10,2,7,DET 46,19,28,"Penalty on Marc Colombo: False Start, 5 yards (no play)",2.190,1.510
4,4:25,2,12,DAL 49,19,28,"Marion Barber right end for -2 yards (tackle by Julian Peterson). Penalty on Julian Peterson: Horse Collar Tackle, 15 yards",1.510,3.050
4,4:17,1,10,DET 38,19,28,Marion Barber right tackle for 3 yards (tackle by DeAndre Levy and Ndamukong Suh),3.050,2.910
4,3:34,2,7,DET 35,19,28,Marion Barber left tackle for 3 yards (tackle by Landon Johnson),2.910,2.610
4,3:30,2,7,DET 35,19,28,Timeout #1 by Detroit Lions,2.910,2.610
4,3:30,3,4,DET 32,19,28,Felix Jones left tackle for 3 yards (tackle by Sammie Lee Hill),2.610,1.620
4,3:26,3,4,DET 32,19,28,Timeout #2 by Detroit Lions,2.610,2.610
4,3:26,3,4,DET 32,19,28,Timeout #1 by Dallas Cowboys,2.610,1.620
4,3:26,4,1,DET 29,19,34,"Jon Kitna left end for 29 yards, touchdown",1.620,7.000
4,3:26,,,DET 2,19,35,David Buehler kicks extra point good,0.000,0.000
4,3:26,,,DAL 30,19,35,"David Buehler kicks off 76 yards, returned by Stefan Logan for 16 yards (tackle by Orlando Scandrick). Penalty on C.C. Brown: Illegal Block Above the , 5 yards",0.000,-0.380
4,3:11,1,10,DET 5,19,35,Shaun Hill pass complete short left to Aaron Brown for 2 yards (tackle by Sean Lee),-0.380,-0.630
4,2:43,2,8,DET 7,19,35,Shaun Hill pass incomplete deep middle intended for Nate Burleson (defended by Orlando Scandrick),-0.630,-1.190
4,2:43,3,8,DET 7,19,35,Shaun Hill pass incomplete deep right intended for Calvin Johnson is intercepted by Terence Newman at DET-48,-1.190,-2.390
4,2:33,1,10,DET 48,19,35,Marion Barber left tackle for no gain (tackle by Landon Johnson),2.390,1.850
4,2:00,2,10,DET 48,19,35,Marion Barber left tackle for no gain (tackle by Ndamukong Suh),1.850,1.160
4,1:15,3,10,DET 48,19,35,Marion Barber middle for 3 yards (tackle by Ashlee Palmer),1.160,0.270
4,1:10,3,10,DET 48,19,35,Timeout #3 by Detroit Lions,1.160,0.270
4,1:10,4,7,DET 45,19,35,"Mat McBriar punts 36 yards, fair catch by Stefan Logan",0.270,0.380
4,1:03,1,10,DET 9,19,35,Shaun Hill pass complete short middle to Nate Burleson for 7 yards (tackle by Orlando Scandrick),-0.380,-0.160
4,0:44,2,3,DET 16,19,35,Shaun Hill pass incomplete short left intended for Nate Burleson (defended by Orlando Scandrick),-0.160,-0.600
4,0:40,3,3,DET 16,19,35,Shaun Hill pass complete short middle to Aaron Brown for 4 yards (tackle by Anthony Spencer),-0.600,0.280
4,0:40,1,10,DET 20,19,35,Shaun Hill spiked the ball,0.280,-0.270
4,0:22,2,10,DET 20,19,35,Shaun Hill pass complete deep right to Brandon Pettigrew for 20 yards (tackle by Danny McCray),-0.270,1.600
4,0:05,1,10,DET 40,19,35,Shaun Hill spiked the ball,1.600,1.050
4,0:03,2,10,DET 40,19,35,Aaron Brown left end for 9 yards (tackle by Mike Jenkins). Penalty on Derrick Williams: Illegal Block Above the (Declined),1.050,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
