Player,Pos
Doug Johnson,QB
T.J. Duckett,RB
Peerless Price,WR
Brian Finneran,WR
Alge Crumpler,TE
Brian Kozlowski,TE
Roberto Garza,LT
Kevin Shaffer,LG
Todd McClure,C
Kynan Forney,RG
Todd Weiner,RT
Patrick Kerney,LDE
Ed Jasper,NT
Brady Smith,RDE
Keith Newman,OLB
Matt Stewart,OLB
Chris Draft,ILB
Keith Brooking,ILB
Juran Bolden,LCB
Tod McBride,RCB
Keion Carpenter,SS
Cory Hall,FS
