Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Myles Gaskin,MIA,14,87,0,3,55,3.9,32,2.3,1,14.0
Salvon Ahmed,MIA,6,2,0,,-2,-0.3,4,0.7,0,
Tua Tagovailoa,MIA,3,11,0,1,11,3.7,0,0.0,0,
Lynn Bowden Jr.,MIA,1,8,0,1,0,0.0,8,8.0,2,0.5
Clayton Fejedelem,MIA,1,22,0,1,22,22.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,13,69,0,3,40,3.1,29,2.2,1,13.0
Devontae Booker,LVR,6,11,0,1,3,0.5,8,1.3,0,
Derek Carr,LVR,2,-2,1,1,-2,-1.0,0,0.0,0,
Jalen Richard,LVR,2,19,0,,15,7.5,4,2.0,0,
Henry Ruggs III,LVR,1,7,0,,4,4.0,3,3.0,0,
