Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
1,7:41,1,10,ATL 30,0,3,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Bryant McFadden),0.940,0.930
1,7:06,2,6,ATL 34,0,3,Michael Turner middle for 2 yards (tackle by James Farrior and Lawrence Timmons),0.930,0.500
1,6:27,3,4,ATL 36,0,3,Matt Ryan pass incomplete short left intended for Roddy White,0.500,-0.980
1,6:24,4,4,ATL 36,0,3,"Michael Koenen punts 41 yards, fair catch by Antwaan Randle El. Penalty on Keyaron Fox: Offensive Holding, 10 yards",-0.980,0.320
1,6:15,1,10,PIT 13,0,3,Rashard Mendenhall left guard for 3 yards (tackle by Mike Peterson and Dunta Robinson),-0.320,-0.440
1,5:33,2,7,PIT 16,0,3,Isaac Redman middle for 3 yards (tackle by Curtis Lofton),-0.440,-0.710
1,4:52,3,4,PIT 19,0,3,Dennis Dixon pass incomplete short middle intended for Antwaan Randle El,-0.710,-2.140
1,4:49,4,4,PIT 19,0,3,"Daniel Sepulveda punts 55 yards, returned by Eric Weems for 6 yards (tackle by Jason Worilds)",-2.140,-1.070
1,4:37,1,10,ATL 32,0,3,Michael Turner right tackle for 3 yards (tackle by James Farrior and Lawrence Timmons),1.070,0.930
1,4:01,2,7,ATL 35,0,3,Matt Ryan pass incomplete deep left intended for Roddy White,0.930,0.230
1,3:56,3,7,ATL 35,0,3,Matt Ryan sacked by LaMarr Woodley for -10 yards,0.230,-1.700
1,3:37,4,17,ATL 25,0,3,"Michael Koenen punts 54 yards, returned by Antwaan Randle El for 7 yards (tackle by Stephen Nicholas)",-1.700,-0.810
1,3:26,1,10,PIT 28,0,3,"Penalty on Matt Spaeth: False Start, 5 yards (no play)",0.810,0.480
1,3:26,1,15,PIT 23,0,3,Rashard Mendenhall right guard for 4 yards (tackle by Mike Peterson and Curtis Lofton),0.480,0.130
1,2:47,2,11,PIT 27,0,3,Rashard Mendenhall left tackle for 3 yards (tackle by Curtis Lofton and Dunta Robinson),0.130,-0.160
1,2:06,3,8,PIT 30,0,3,Dennis Dixon pass incomplete short right intended for Mike Wallace,-0.160,-1.370
1,1:59,4,8,PIT 30,0,3,"Daniel Sepulveda punts 46 yards, returned by Eric Weems for 14 yards (tackle by Jason Worilds)",-1.370,-1.470
1,1:50,1,10,ATL 38,0,3,Matt Ryan pass incomplete deep left intended for Roddy White (defended by Ike Taylor),1.470,0.920
1,1:45,2,10,ATL 38,0,3,Matt Ryan pass complete short left to Roddy White for 10 yards (tackle by Ike Taylor),0.920,2.130
1,1:24,1,10,ATL 48,0,3,Michael Turner left guard for 4 yards (tackle by Brett Keisel and James Harrison),2.130,2.120
1,0:48,2,6,PIT 48,0,3,Matt Ryan pass complete short right to Eric Weems for 5 yards (tackle by Bryant McFadden),2.120,2.080
1,0:11,3,1,PIT 43,0,3,Michael Turner right tackle for -2 yards (tackle by Lawrence Timmons and Bryant McFadden),2.080,0.270
Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,PIT 45,0,3,"Michael Koenen punts 35 yards, fair catch by Antwaan Randle El",0.270,0.380
2,14:53,1,10,PIT 10,0,3,Rashard Mendenhall right guard for no gain (tackle by John Abraham and Erik Coleman),-0.380,-0.780
2,14:10,2,10,PIT 10,0,3,Rashard Mendenhall left guard for 5 yards (tackle by Erik Coleman and Trey Lewis),-0.780,-0.840
2,13:24,3,5,PIT 15,0,3,Dennis Dixon pass complete short right to Antwaan Randle El for 4 yards (tackle by Dunta Robinson),-0.840,-2.140
2,12:48,4,1,PIT 19,0,3,"Daniel Sepulveda punts 53 yards, fair catch by Eric Weems",-2.140,-0.810
2,12:40,1,10,ATL 28,0,3,Michael Turner left end for 3 yards (tackle by James Harrison and Ike Taylor),0.810,0.670
2,12:15,2,7,ATL 31,0,3,Michael Turner left guard for 1 yard (tackle by Lawrence Timmons and Casey Hampton),0.670,0.100
2,11:41,3,6,ATL 32,0,3,Matt Ryan pass complete short right to Roddy White for 16 yards (tackle by Bryant McFadden),0.100,2.130
2,11:17,1,10,ATL 48,0,3,Michael Turner left tackle for -2 yards (tackle by Lawrence Timmons),2.130,1.310
2,10:41,2,12,ATL 46,0,3,Matt Ryan pass complete short middle to Harry Douglas for 13 yards (tackle by LaMarr Woodley),1.310,2.850
2,10:04,1,10,PIT 41,0,3,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez,2.850,2.310
2,9:59,2,10,PIT 41,0,3,Jason Snelling left guard for 1 yard (tackle by James Farrior and Ryan Clark),2.310,1.750
2,9:26,3,9,PIT 40,0,3,Matt Ryan pass incomplete deep right intended for Tony Gonzalez,1.750,0.590
2,9:18,4,9,PIT 40,0,3,"Michael Koenen punts 33 yards, fair catch by Antwaan Randle El",0.590,0.380
2,9:11,1,10,PIT 7,0,3,Rashard Mendenhall middle for 9 yards (tackle by Dunta Robinson and Brent Grimes),-0.380,-0.020
2,8:33,2,1,PIT 16,0,3,Rashard Mendenhall middle for no gain (tackle by Jamaal Anderson and Mike Peterson),-0.020,-0.370
2,8:03,3,1,PIT 16,0,3,Isaac Redman left guard for 5 yards (tackle by Curtis Lofton),-0.370,0.340
2,7:19,1,10,PIT 21,0,3,Dennis Dixon pass complete short middle to Heath Miller for 17 yards (tackle by Sean Weatherspoon). Penalty on Sean Weatherspoon: Defensive Holding (Declined),0.340,1.470
2,6:52,1,10,PIT 38,0,3,Rashard Mendenhall middle for 2 yards (tackle by Curtis Lofton and Corey Peters),1.470,1.190
2,6:12,2,8,PIT 40,0,3,Dennis Dixon pass complete deep middle to Hines Ward for 21 yards (tackle by Chauncey Davis),1.190,2.980
2,5:24,1,10,ATL 39,0,3,Rashard Mendenhall left guard for 4 yards (tackle by Erik Coleman),2.980,2.980
2,4:41,2,6,ATL 35,0,3,Dennis Dixon pass incomplete short right intended for Heath Miller is intercepted by Mike Peterson at ATL-27 and returned for 1 yard,2.980,-0.810
2,4:34,1,10,ATL 28,0,3,Matt Ryan pass complete deep right to Harry Douglas for 23 yards (tackle by Troy Polamalu),0.810,2.320
2,3:59,1,10,PIT 49,0,3,Matt Ryan pass complete short left to Jerious Norwood for 9 yards (tackle by Ryan Clark),2.320,3.000
2,3:16,2,1,PIT 40,0,3,Michael Turner right tackle for 5 yards (tackle by James Harrison),3.000,3.250
2,2:39,1,10,PIT 35,0,3,Michael Turner left tackle for 5 yards (tackle by Evander Hood and Ike Taylor),3.250,3.380
2,2:00,2,5,PIT 30,0,3,Matt Ryan pass complete short right to Justin Peelle for 2 yards,3.380,2.940
2,1:54,3,3,PIT 28,0,3,Matt Ryan pass incomplete short left intended for Jerious Norwood,2.940,1.680
2,1:49,4,3,PIT 28,0,3,Matt Bryant 46 yard field goal no good,1.680,-1.330
2,1:45,1,10,PIT 36,0,3,Dennis Dixon pass complete short right to Heath Miller for 13 yards (tackle by Erik Coleman and Thomas DeCoud),1.330,2.190
2,1:18,1,10,PIT 49,0,3,Mewelde Moore right end for no gain (tackle by Sean Weatherspoon and Stephen Nicholas),2.190,1.650
2,1:11,,,,0,3,Timeout #1 by Pittsburgh Steelers,0.000,1.650
2,1:11,2,10,PIT 49,0,3,Dennis Dixon pass incomplete short middle intended for Hines Ward (defended by John Abraham),1.650,0.960
2,1:07,3,10,PIT 49,0,3,Dennis Dixon pass complete short left to Mike Wallace for 10 yards (tackle by Dunta Robinson),0.960,2.850
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
2,0:59,,,,0,3,Timeout #2 by Pittsburgh Steelers,0.000,2.850
2,0:59,1,10,ATL 41,0,3,Dennis Dixon pass complete short left to Mewelde Moore for 4 yards (tackle by Stephen Nicholas),2.850,2.850
2,0:34,2,6,ATL 37,0,3,Dennis Dixon pass incomplete short left intended for Antwaan Randle El,2.850,2.150
2,0:24,3,6,ATL 37,0,3,Dennis Dixon pass incomplete short left intended for Antwaan Randle El,2.150,0.790
2,0:22,,,,0,3,Timeout #1 by Atlanta Falcons,0.000,0.790
2,0:22,4,6,ATL 37,0,3,Jeff Reed 55 yard field goal no good,0.790,-1.930
2,0:17,1,10,ATL 45,0,3,Matt Ryan pass complete deep middle to Eric Weems for 17 yards (tackle by William Gay),1.930,3.050
2,0:10,,,,0,3,Timeout #2 by Atlanta Falcons,0.000,3.050
2,0:10,1,10,PIT 38,0,3,Matt Ryan pass complete short left to Roddy White for 7 yards (tackle by Ike Taylor),3.050,3.450
2,0:07,2,3,PIT 31,0,3,Matt Ryan pass incomplete short right intended for Roddy White,3.450,2.740
2,0:04,,,,0,3,Timeout #3 by Pittsburgh Steelers,0.000,2.740
2,0:04,3,3,PIT 31,3,3,Matt Bryant 49 yard field goal good,2.740,3.000
Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,3,3,"Jeff Reed kicks off 67 yards, returned by Jerious Norwood for 20 yards (tackle by Will Allen)",0.000,0.480
3,14:55,1,10,ATL 23,3,3,Matt Ryan pass complete short right to Eric Weems for 5 yards (tackle by Bryant McFadden),0.480,0.610
3,14:25,2,5,ATL 28,3,3,Michael Turner left end for 7 yards (tackle by Brett Keisel and Ryan Clark),0.610,1.270
3,13:59,1,10,ATL 35,3,3,Matt Ryan pass complete short right to Eric Weems for 9 yards,1.270,1.940
3,13:37,2,1,ATL 44,3,3,Michael Turner left guard for 2 yards (tackle by Aaron Smith and James Farrior),1.940,1.990
3,13:11,1,10,ATL 46,3,3,Matt Ryan pass incomplete short left intended for Roddy White,1.990,1.450
3,13:07,2,10,ATL 46,3,3,Matt Ryan pass complete short left to Roddy White for 5 yards (tackle by Ike Taylor),1.450,1.420
3,12:33,3,5,PIT 49,3,3,"Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by Ryan Clark). Penalty on Tony Gonzalez: Illegal Touch Pass, 5 yards (no play)",1.420,0.760
3,12:19,3,10,ATL 46,3,3,Matt Ryan pass complete short right to Roddy White for 14 yards (tackle by Bryant McFadden),0.760,2.920
3,12:02,1,10,PIT 40,3,3,Michael Turner left guard for -1 yards (tackle by James Harrison),2.920,2.240
3,11:26,2,11,PIT 41,3,3,Matt Ryan pass complete deep middle to Tony Gonzalez for 20 yards (tackle by James Farrior),2.240,4.170
3,11:01,1,10,PIT 21,3,3,Matt Ryan pass incomplete deep left intended for Brian Finneran,4.170,3.630
3,10:55,2,10,PIT 21,3,3,Matt Ryan pass incomplete short right intended for Roddy White,3.630,2.940
3,10:51,3,10,PIT 21,3,3,Matt Ryan pass incomplete short right intended for Roddy White,2.940,2.060
3,10:45,4,10,PIT 21,6,3,Matt Bryant 39 yard field goal good,2.060,3.000
3,,,,ATL 30,6,3,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,10:40,1,10,PIT 20,6,3,Rashard Mendenhall middle for 2 yards (tackle by Erik Coleman),0.280,0.000
3,10:01,2,8,PIT 22,6,3,Dennis Dixon pass complete deep right to Mike Wallace for 52 yards (tackle by Erik Coleman),0.000,3.840
3,9:27,1,10,ATL 26,6,3,Rashard Mendenhall left guard for 2 yards (tackle by Curtis Lofton),3.840,3.570
3,8:45,2,8,ATL 24,6,3,Dennis Dixon sacked by John Abraham for -6 yards,3.570,2.080
3,8:09,3,14,ATL 30,6,3,"Penalty on Flozell Adams: False Start, 5 yards (no play)",2.080,1.420
3,7:47,3,19,ATL 35,6,3,Dennis Dixon pass complete deep right to Hines Ward for 17 yards (tackle by Brent Grimes and Curtis Lofton),1.420,2.370
3,6:58,4,2,ATL 18,6,6,Jeff Reed 36 yard field goal good,2.370,3.000
3,,,,PIT 30,6,6,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
3,6:53,1,10,ATL 20,6,6,Michael Turner right guard for 6 yards (tackle by Bryant McFadden),0.280,0.540
3,6:16,2,4,ATL 26,6,6,Matt Ryan pass complete short right to Harry Douglas for 3 yards (tackle by Troy Polamalu),0.540,0.230
3,5:56,3,1,ATL 29,6,6,Matt Ryan middle for 2 yards (tackle by LaMarr Woodley and Chris Hoke),0.230,1.000
3,5:12,1,10,ATL 31,6,6,Matt Ryan pass complete short left to Roddy White for 7 yards (tackle by Ike Taylor and James Harrison),1.000,1.410
3,4:37,2,3,ATL 38,6,6,Michael Turner left guard for 2 yards (tackle by Troy Polamalu and Ryan Clark),1.410,0.960
3,3:57,3,1,ATL 40,6,6,Matt Ryan pass complete short middle to Justin Peelle for 9 yards (tackle by Bryant McFadden and Troy Polamalu),0.960,2.190
3,3:19,1,10,ATL 49,6,6,Matt Ryan sacked by James Harrison for -5 yards,2.190,0.970
3,2:47,2,15,ATL 44,6,6,Matt Ryan pass complete short middle to Jason Snelling for 4 yards (tackle by Lawrence Timmons),0.970,0.830
3,2:11,3,11,ATL 48,6,6,Matt Ryan pass incomplete short right intended for Roddy White (defended by Bryant McFadden),0.830,-0.190
3,2:05,4,11,ATL 48,6,6,Michael Koenen punts 44 yards,-0.190,0.380
3,1:53,1,10,PIT 8,6,6,Dennis Dixon pass complete short middle to Rashard Mendenhall for 6 yards (tackle by Sean Weatherspoon),-0.380,-0.320
3,1:13,2,4,PIT 14,6,6,Rashard Mendenhall right guard for 1 yard (tackle by Erik Coleman),-0.320,-0.600
3,0:33,3,3,PIT 15,6,6,Dennis Dixon right end for 2 yards (tackle by Curtis Lofton),-0.600,-2.320
3,0:21,4,1,PIT 17,6,6,"Daniel Sepulveda punts 46 yards, fair catch by Eric Weems",-2.320,-1.400
3,0:13,1,10,ATL 37,6,6,Michael Turner right guard for 1 yard (tackle by James Farrior and Chris Hoke),1.400,0.990
Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,ATL 38,6,6,Matt Ryan pass complete short middle to Michael Turner for 7 yards (tackle by James Farrior and James Harrison),0.990,1.220
4,14:15,3,2,ATL 45,6,6,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by William Gay),1.220,-0.390
4,14:10,4,2,ATL 45,6,6,"Michael Koenen punts 38 yards, returned by Antwaan Randle El for no gain",-0.390,0.060
4,14:01,1,10,PIT 17,6,6,Rashard Mendenhall middle for 2 yards (tackle by Mike Peterson),-0.060,-0.250
4,13:19,2,8,PIT 19,6,6,Dennis Dixon pass incomplete short right intended for Mike Wallace (defended by Chris Owens),-0.250,-1.000
4,13:15,3,8,PIT 19,6,6,Dennis Dixon pass complete deep middle to Hines Ward for 24 yards (tackle by Dunta Robinson),-1.000,1.800
4,12:26,1,10,PIT 43,6,6,Dennis Dixon pass complete deep right to Hines Ward for 25 yards (tackle by Thomas DeCoud and Erik Coleman),1.800,3.450
4,11:44,1,10,ATL 32,6,6,Rashard Mendenhall middle for no gain (tackle by Jamaal Anderson and Mike Peterson),3.450,2.900
4,11:02,2,10,ATL 32,6,6,Rashard Mendenhall left tackle for 13 yards (tackle by Chauncey Davis),2.900,4.310
4,10:23,1,10,ATL 19,6,6,Rashard Mendenhall right guard for -1 yards (tackle by Peria Jerry),4.310,3.630
4,9:43,2,11,ATL 20,6,6,Dennis Dixon pass incomplete short left intended for Mike Wallace (defended by Chauncey Davis),3.630,2.940
4,9:40,3,11,ATL 20,6,6,Dennis Dixon pass complete short right to Antwaan Randle El for 4 yards (tackle by Stephen Nicholas),2.940,2.380
4,8:58,4,7,ATL 16,6,9,Jeff Reed 34 yard field goal good,2.380,3.000
4,,,,PIT 30,6,9,"Jeff Reed kicks off 61 yards, returned by Jerious Norwood for 22 yards (tackle by Keyaron Fox)",0.000,1.000
4,8:49,1,10,ATL 31,6,9,Jerious Norwood right end for 6 yards (tackle by Lawrence Timmons),1.000,1.270
4,8:10,2,4,ATL 37,6,9,Michael Turner left tackle for 3 yards (tackle by Lawrence Timmons),1.270,0.960
4,7:27,3,1,ATL 40,6,9,Jerious Norwood right end for 2 yards (tackle by Bryant McFadden),0.960,1.730
4,6:51,1,10,ATL 42,6,9,Matt Ryan pass incomplete,1.730,1.190
,,,,,,,"ATL challenged the fumble ruling, and the original play was overturned.",,
4,6:48,2,10,ATL 42,6,9,Matt Ryan pass complete deep middle to Roddy White for 18 yards (tackle by Bryant McFadden),1.190,2.920
4,6:11,1,10,PIT 40,6,9,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Ryan Clark),2.920,3.180
4,5:58,2,4,PIT 34,6,9,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by James Harrison and Bryant McFadden),3.180,2.870
4,5:45,3,1,PIT 31,6,9,Matt Ryan middle for 2 yards (tackle by Lawrence Timmons),2.870,3.640
4,5:05,1,10,PIT 29,6,9,Matt Ryan pass complete short right to Tony Gonzalez for 15 yards (tackle by Troy Polamalu),3.640,4.650
4,4:58,1,10,PIT 14,6,9,Michael Turner middle for -3 yards (tackle by Lawrence Timmons),4.650,3.590
4,4:15,2,13,PIT 17,6,9,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Bryant McFadden),3.590,3.430
4,4:07,3,8,PIT 12,6,9,Matt Ryan pass complete short middle to Roddy White for 7 yards (tackle by Ike Taylor),3.430,3.030
4,3:28,4,1,PIT 5,9,9,Matt Bryant 23 yard field goal good,3.030,3.000
4,,,,ATL 30,9,9,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
4,3:24,1,10,PIT 20,9,9,Rashard Mendenhall left guard for 7 yards (tackle by Corey Peters and Chris Owens),0.280,0.680
4,2:50,2,3,PIT 27,9,9,Dennis Dixon pass complete short middle to Hines Ward for 12 yards (tackle by Sean Weatherspoon and Chris Owens),0.680,1.530
4,2:16,1,10,PIT 39,9,9,Dennis Dixon pass complete short right to Heath Miller for 5 yards (tackle by Sean Weatherspoon),1.530,1.660
4,2:05,,,,9,9,Timeout #1 by Pittsburgh Steelers,0.000,1.660
4,2:05,2,5,PIT 44,9,9,Dennis Dixon sacked by Curtis Lofton for -9 yards,1.660,-0.230
4,1:59,3,14,PIT 35,9,9,Dennis Dixon sacked by Kroy Biermann for -10 yards,-0.230,-1.700
4,1:53,,,,9,9,Timeout #1 by Atlanta Falcons,0.000,-1.700
4,1:53,4,24,PIT 25,9,9,"Daniel Sepulveda punts 54 yards, fair catch by Eric Weems",-1.700,-0.340
4,1:45,1,10,ATL 21,9,9,Matt Ryan pass incomplete short right intended for Roddy White is intercepted by Troy Polamalu at ATL-31 and returned for 1 yard,0.340,-3.580
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
4,1:40,1,10,ATL 30,9,9,Rashard Mendenhall right end for 3 yards (tackle by Thomas DeCoud),3.580,3.440
4,1:33,,,,9,9,Timeout #2 by Atlanta Falcons,0.000,3.440
4,1:33,2,7,ATL 27,9,9,Isaac Redman middle for 6 yards (tackle by Jamaal Anderson),3.440,3.530
4,1:28,,,,9,9,Timeout #3 by Atlanta Falcons,0.000,3.530
4,1:28,3,1,ATL 21,9,9,Isaac Redman middle for no gain (tackle by Curtis Lofton),3.530,2.210
4,0:43,,,,9,9,Timeout #2 by Pittsburgh Steelers,0.000,2.210
4,0:43,4,1,ATL 21,9,9,Jeff Reed 40 yard field goal no good,2.210,-0.940
4,0:39,1,10,ATL 30,9,9,Jason Snelling middle for 3 yards (tackle by LaMarr Woodley and James Harrison),0.940,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
,,,,,,,"Falcons won the coin toss, Falcons to receive the overtime kickoff.",,
OT,,,,PIT 30,9,9,"Jeff Reed kicks off 71 yards, returned by Eric Weems for 19 yards (tackle by Ryan Mundy). Penalty on Ovie Mughelli: Offensive Holding, 9 yards",0.000,-0.380
OT,14:55,1,10,ATL 9,9,9,Michael Turner left guard for 3 yards (tackle by Lawrence Timmons and James Farrior),-0.380,-0.560
OT,14:19,2,7,ATL 12,9,9,Matt Ryan pass complete short right to Roddy White for 9 yards (tackle by Bryant McFadden),-0.560,0.340
OT,13:50,1,10,ATL 21,9,9,Michael Turner right tackle for 3 yards (tackle by Bryant McFadden),0.340,0.210
OT,13:16,2,7,ATL 24,9,9,Matt Ryan pass incomplete short right intended for Roddy White,0.210,-0.490
OT,13:10,3,7,ATL 24,9,9,"Matt Ryan pass complete short right to Jason Snelling for 9 yards (tackle by Bryant McFadden and James Farrior). Penalty on Sam Baker: Offensive Holding, 10 yards (no play)",-0.490,-2.130
OT,12:52,3,17,ATL 14,9,9,Matt Ryan pass incomplete short left intended for Jerious Norwood,-2.130,-2.470
OT,12:48,4,17,ATL 14,9,9,Michael Koenen punts 36 yards,-2.470,-2.260
OT,12:36,1,10,PIT 50,9,15,"Rashard Mendenhall right tackle for 50 yards, touchdown",2.260,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
