Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
2,10:44,2,15,BAL 41,21,7,"Jimmy Clausen pass incomplete short left intended for Terrence Magee (defended by Derrick Johnson). Penalty on Maxx Williams: Offensive Pass Interference, 10 yards (no play)",0.780,-0.570
2,10:36,2,25,BAL 31,21,7,Jimmy Clausen pass complete short left to Maxx Williams for 4 yards (tackle by Eric Berry),-0.570,-0.690
2,9:59,3,21,BAL 35,21,7,Jimmy Clausen pass incomplete short right intended for Daniel Brown (defended by Marcus Peters),-0.690,-1.040
2,9:47,4,21,BAL 35,21,7,"Sam Koch punts 50 yards, returned by Frankie Hammond for 12 yards (tackle by Kyle Juszczyk). Penalty on Tyvon Branch: Illegal Block Above the Waist, 10 yards",-1.040,0.220
2,9:37,1,10,KAN 15,21,7,Charcandrick West right tackle for -1 yards (tackle by Brandon Williams),-0.220,-0.820
2,8:58,2,11,KAN 14,21,7,Alex Smith pass complete short left to Jeremy Maclin for 6 yards (tackle by Kendrick Lewis),-0.820,-0.760
2,8:19,3,5,KAN 20,21,7,Alex Smith pass complete short right to Travis Kelce for 21 yards (tackle by Will Hill),-0.760,1.660
2,7:38,1,10,KAN 41,21,7,Alex Smith pass incomplete short middle intended for Jeremy Maclin,1.660,1.120
2,7:32,2,10,KAN 41,21,7,"Alex Smith pass complete short left to Jeremy Maclin for -2 yards. Jeremy Maclin fumbles, recovered by Albert Wilson at KAN-39",1.120,1.120
2,6:44,2,10,KAN 41,21,7,Timeout #1 by Kansas City Chiefs,1.120,0.170
2,6:44,3,12,KAN 39,21,7,Alex Smith pass complete short left to Albert Wilson for 11 yards (tackle by Shareece Wright),0.170,-0.060
2,6:14,4,1,KAN 50,21,7,"Dustin Colquitt punts 36 yards, fair catch by Lardarius Webb",-0.060,0.280
2,6:04,1,10,BAL 14,21,7,Terrence Magee left guard for 4 yards (tackle by Ron Parker and Josh Mauga),-0.280,-0.210
2,5:35,2,6,BAL 18,21,7,Terrance West left guard for 5 yards (tackle by Nicholas Williams and Derrick Johnson),-0.210,-0.320
2,4:54,3,1,BAL 23,21,7,Chris Givens left end for -2 yards (tackle by Dee Ford),-0.320,-1.960
2,4:13,4,3,BAL 21,21,7,"Sam Koch punts 43 yards, out of bounds",-1.960,-1.330
2,4:06,1,10,KAN 36,21,7,Alex Smith pass complete short middle to Jeremy Maclin for 13 yards (tackle by Lardarius Webb),1.330,2.190
2,3:30,1,10,KAN 49,21,7,Alex Smith pass complete short left to Albert Wilson for 2 yards (tackle by Timmy Jernigan),2.190,1.920
2,2:48,2,8,BAL 49,21,7,Alex Smith middle for 1 yard (tackle by Za'Darius Smith and Timmy Jernigan),1.920,1.360
2,2:04,3,7,BAL 48,21,7,Alex Smith left end for 8 yards (tackle by Courtney Upshaw),1.360,2.920
2,1:57,1,10,BAL 40,21,7,Charcandrick West left guard for 3 yards (tackle by Brandon Williams),2.920,2.780
2,1:18,2,7,BAL 37,21,7,Alex Smith pass incomplete short left intended for Jeremy Maclin,2.780,2.080
2,1:11,3,7,BAL 37,21,7,Alex Smith left end for 2 yards (tackle by Kendrick Lewis),2.080,2.080
2,0:54,3,7,BAL 37,21,7,Timeout #2 by Baltimore Ravens,2.080,0.980
2,0:54,4,5,BAL 35,24,7,Cairo Santos 53 yard field goal good,0.980,3.000
2,0:54,,,KAN 35,24,7,"Cairo Santos kicks off 68 yards, returned by Kaelin Clay for 31 yards (tackle by Demetrius Harris)",0.000,-0.810
2,0:44,1,10,BAL 28,24,7,Jimmy Clausen pass complete short middle to Terrence Magee for 2 yards (tackle by Derrick Johnson),0.810,0.530
2,0:22,2,8,BAL 30,24,7,"Jimmy Clausen middle for 7 yards (tackle by Daniel Sorensen). Penalty on Daniel Sorensen: Unnecessary Roughness, 15 yards",0.530,2.390
2,0:11,1,10,KAN 48,24,7,Jimmy Clausen pass incomplete short right intended for Jeremy Butler,2.390,1.850
2,0:09,2,10,KAN 48,24,7,Jimmy Clausen pass incomplete short left intended for Kamar Aiken,1.850,1.850
2,0:04,2,10,KAN 48,24,7,Timeout #3 by Baltimore Ravens,1.850,1.160
2,0:04,3,10,KAN 48,24,13,"Jimmy Clausen pass complete deep left to Kamar Aiken for 48 yards, touchdown",1.160,7.000
2,0:04,,,KAN 48,24,14,Justin Tucker kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,24,14,"Cairo Santos kicks off 65 yards, returned by Kaelin Clay for 16 yards (tackle by Chris Conley). Penalty on Za'Darius Smith: Offensive Holding, 8 yards",0.000,-0.380
3,14:55,1,10,BAL 8,24,14,Jimmy Clausen pass complete short right to Kamar Aiken for 2 yards (tackle by Josh Mauga),-0.380,-0.630
3,14:16,2,8,BAL 10,24,14,Jimmy Clausen pass incomplete short right intended for Chris Givens (defended by Marcus Peters),-0.630,-1.190
3,14:11,3,8,BAL 10,24,14,Jimmy Clausen right end for 7 yards (tackle by Derrick Johnson),-1.190,-2.320
3,13:33,4,1,BAL 17,24,14,"Sam Koch punts 46 yards, returned by Frankie Hammond for 11 yards (tackle by Anthony Levine)",-2.320,-2.130
3,13:23,1,10,KAN 48,24,14,Alex Smith pass complete short left to Charcandrick West for -3 yards (tackle by Daryl Smith),2.130,1.180
3,12:41,2,13,KAN 45,24,14,Charcandrick West left guard for -2 yards (tackle by Elvis Dumervil),1.180,0.230
3,12:00,3,15,KAN 43,24,14,Alex Smith pass complete short right to Jeremy Maclin for 9 yards (tackle by Lawrence Guy and C.J. Mosley),0.230,0.070
3,11:21,4,6,BAL 48,24,14,"Dustin Colquitt punts 32 yards, out of bounds",0.070,0.140
3,11:13,1,10,BAL 16,24,14,Jimmy Clausen for 5 yards (tackle by Josh Mauga),-0.140,0.150
3,10:33,2,5,BAL 21,24,14,Terrance West right guard for 1 yard (tackle by Tamba Hali),0.150,-0.570
3,10:04,3,4,BAL 22,24,14,Jimmy Clausen pass complete short right to Kyle Juszczyk for 4 yards (tackle by Daniel Sorensen),-0.570,0.670
3,9:44,1,10,BAL 26,24,14,Jimmy Clausen sacked by Ron Parker for -3 yards,0.670,-0.280
3,8:59,2,13,BAL 23,24,14,Jimmy Clausen pass complete short left to Jeremy Butler for 12 yards (tackle by Derrick Johnson),-0.280,0.630
3,8:12,3,1,BAL 35,24,14,Terrance West left tackle for 5 yards (tackle by Tyvon Branch),0.630,1.600
3,7:33,1,10,BAL 40,24,14,Jimmy Clausen pass complete short middle to Terrance West for 8 yards (tackle by Derrick Johnson and Josh Mauga),1.600,2.130
3,6:58,2,2,BAL 48,24,14,"Terrance West middle for 7 yards (tackle by Josh Mauga and Allen Bailey). Penalty on Marshal Yanda: Clipping, 15 yards (no play)",2.130,0.110
3,6:41,2,17,BAL 33,24,14,Jimmy Clausen pass complete short left to Chris Matthews for 6 yards (tackle by Sean Smith),0.110,0.230
3,6:15,3,11,BAL 39,24,14,Jimmy Clausen pass incomplete deep right intended for Daniel Brown,0.230,-0.780
3,6:09,4,11,BAL 39,24,14,"Sam Koch punts 44 yards, returned by Frankie Hammond for -10 yards (tackle by Brynden Trawick)",-0.780,0.380
3,5:57,1,10,KAN 7,24,14,Charcandrick West right guard for -1 yards (tackle by Brandon Williams),-0.380,-0.850
3,5:21,2,11,KAN 6,24,14,Charcandrick West right guard for 6 yards (tackle by Timmy Jernigan and C.J. Mosley),-0.850,-0.840
3,4:39,3,5,KAN 12,24,14,Alex Smith pass complete short middle to Jason Avant for 6 yards (tackle by Jumal Rolle),-0.840,0.040
3,4:01,1,10,KAN 18,24,14,Charcandrick West right end for -2 yards (tackle by C.J. Mosley),0.040,-0.800
3,3:21,2,12,KAN 16,24,14,Charcandrick West right guard for 2 yards (tackle by Daryl Smith),-0.800,-1.170
3,2:37,3,10,KAN 18,24,14,Alex Smith pass complete short left to Jason Avant for 6 yards (tackle by C.J. Mosley and Kendrick Lewis). Penalty on Jeremy Maclin: Offensive Pass Interference (Declined),-1.170,-1.770
3,2:18,4,4,KAN 24,24,14,Dustin Colquitt punts 57 yards,-1.770,-0.150
3,2:07,1,10,BAL 19,24,14,Jimmy Clausen pass complete deep right to Jeremy Butler for 41 yards (tackle by Marcus Peters and Josh Mauga),0.150,2.920
3,1:26,1,10,KAN 40,24,14,Jimmy Clausen pass incomplete deep right intended for Chris Matthews,2.920,2.370
3,1:26,2,10,KAN 40,24,14,Jimmy Clausen pass incomplete short left intended for Jeremy Butler (defended by Tamba Hali),2.370,1.680
3,1:17,3,10,KAN 40,24,14,Jimmy Clausen pass complete short right to Kyle Juszczyk for no gain,1.680,0.590
3,0:35,4,10,KAN 40,24,14,"Sam Koch punts 35 yards, out of bounds",0.590,0.380
3,0:26,1,10,KAN 5,24,14,Charcandrick West left guard for 5 yards (tackle by Timmy Jernigan),-0.380,-0.420
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 10,24,14,Charcandrick West right guard for 6 yards (tackle by C.J. Mosley),-0.420,-0.140
4,14:20,1,10,KAN 16,24,14,Alex Smith pass complete short left to Albert Wilson for 7 yards (tackle by Zach Orr),-0.140,0.420
4,13:43,2,3,KAN 23,24,14,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",0.420,-0.350
4,13:18,2,8,KAN 18,24,14,Alex Smith pass incomplete short right intended for Jeremy Maclin (defended by Shareece Wright),-0.350,-1.070
4,13:14,3,8,KAN 18,24,14,Alex Smith pass complete short left to Charcandrick West for 12 yards (tackle by C.J. Mosley),-1.070,0.940
4,12:32,1,10,KAN 30,24,14,Alex Smith pass complete deep middle to Travis Kelce for 29 yards (tackle by Kendrick Lewis),0.940,2.850
4,11:49,1,10,BAL 41,24,14,Knile Davis left guard for 4 yards (tackle by Carl Davis and Daryl Smith),2.850,2.850
4,11:09,2,6,BAL 37,24,14,Alex Smith pass complete short left to Jeremy Maclin for 7 yards (tackle by Daryl Smith and Shareece Wright),2.850,3.580
4,10:25,1,10,BAL 30,24,14,Alex Smith pass complete short right to Travis Kelce for 7 yards (tackle by Will Hill),3.580,3.980
4,9:41,2,3,BAL 23,24,14,Charcandrick West left guard for 5 yards (tackle by Lardarius Webb),3.980,4.370
4,8:58,1,10,BAL 18,24,14,Knile Davis right guard for 2 yards (tackle by Daryl Smith),4.370,4.090
4,8:15,2,8,BAL 16,24,14,Alex Smith sacked by Za'Darius Smith for -1 yards,4.090,3.170
4,7:35,3,9,BAL 17,24,14,Charcandrick West right guard for 3 yards (tackle by Zach Orr and C.J. Mosley),3.170,2.530
4,6:50,4,6,BAL 14,27,14,Cairo Santos 32 yard field goal good,2.530,3.000
4,6:50,,,KAN 35,27,14,"Cairo Santos kicks off 70 yards, returned by Kaelin Clay for 27 yards (tackle by Frank Zombo)",0.000,-0.410
4,6:40,1,10,BAL 22,27,14,Terrance West left guard for 4 yards (tackle by Nicholas Williams),0.410,0.410
4,6:17,2,6,BAL 26,27,14,Jimmy Clausen pass complete short right to Jeremy Butler for 7 yards (tackle by Ron Parker),0.410,1.140
4,5:56,1,10,BAL 33,27,14,Jimmy Clausen pass complete short left to Kamar Aiken for 9 yards (tackle by Sean Smith),1.140,1.810
4,5:28,2,1,BAL 42,27,14,Terrance West left guard for 12 yards (tackle by Tyvon Branch),1.810,2.520
4,5:02,1,10,KAN 46,27,14,Jimmy Clausen pass complete deep left to Chris Givens for 17 yards (tackle by Sean Smith),2.520,3.640
4,4:55,1,10,KAN 29,27,14,Jimmy Clausen pass complete short right to Maxx Williams for 13 yards (tackle by Marcus Peters),3.640,4.510
4,4:50,1,10,KAN 16,33,14,"Jimmy Clausen pass incomplete short right intended for Daniel Brown is intercepted by Marcus Peters at KAN-10 and returned for 90 yards, touchdown",4.510,-7.000
4,4:36,,,BAL 16,34,14,Cairo Santos kicks extra point good,0.000,0.000
4,4:36,,,KAN 35,34,14,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,4:36,1,10,BAL 20,34,14,Jimmy Clausen pass complete short left to Maxx Williams for 5 yards (tackle by Eric Berry),0.280,0.410
4,4:31,2,5,BAL 25,34,14,Jimmy Clausen pass incomplete deep left intended for Maxx Williams,0.410,-0.300
4,4:26,3,5,BAL 25,34,14,Jimmy Clausen pass incomplete short left intended for Kamar Aiken (defended by Sean Smith),-0.300,-1.700
4,4:22,4,5,BAL 25,34,14,Jimmy Clausen pass complete short middle to Maxx Williams for 6 yards (tackle by Derrick Johnson),-1.700,1.000
4,3:56,1,10,BAL 31,34,14,Jimmy Clausen pass complete short middle to Kyle Juszczyk for 11 yards (tackle by Derrick Johnson and Ron Parker),1.000,1.730
4,3:33,1,10,BAL 42,34,14,Jimmy Clausen pass incomplete deep right intended for Chris Matthews,1.730,1.190
4,3:28,2,10,BAL 42,34,14,Jimmy Clausen pass complete short middle to Kyle Juszczyk for 10 yards (tackle by Allen Bailey and Tyvon Branch),1.190,2.390
4,3:07,1,10,KAN 48,34,14,Jimmy Clausen pass incomplete short left intended for Chris Givens (defended by Sean Smith),2.390,1.850
4,3:01,2,10,KAN 48,34,14,Jimmy Clausen pass incomplete deep right intended for Chris Givens is intercepted by Marcus Peters at KAN-17 and returned for 3 yards,1.850,-0.280
4,2:50,1,10,KAN 20,34,14,Knile Davis right tackle for 3 yards (tackle by Elvis Dumervil),0.280,0.140
4,2:08,2,7,KAN 23,34,14,Knile Davis right tackle for -1 yards (tackle by C.J. Mosley),0.140,-0.690
4,2:00,3,8,KAN 22,34,14,Knile Davis right guard for 6 yards (tackle by Courtney Upshaw and Brandon Williams),-0.690,-0.690
4,1:50,3,8,KAN 22,34,14,Timeout #1 by Baltimore Ravens,-0.690,-1.500
4,1:50,4,2,KAN 28,34,14,"Dustin Colquitt punts 51 yards, returned by Kaelin Clay for 17 yards (tackle by Dezman Moses)",-1.500,-1.470
4,1:40,1,10,BAL 38,34,14,Jimmy Clausen pass incomplete deep left intended for Kamar Aiken (defended by Jamell Fleming),1.470,0.920
4,1:33,2,10,BAL 38,34,14,Jimmy Clausen pass complete short right to Maxx Williams for 3 yards (tackle by Tyvon Branch),0.920,0.630
4,1:07,3,7,BAL 41,34,14,Jimmy Clausen pass incomplete deep left intended for Chris Matthews,0.630,-0.650
4,1:01,4,7,BAL 41,34,14,Jimmy Clausen pass incomplete short left intended for Chris Givens (defended by Jamell Fleming),-0.650,-2.850
4,0:57,1,10,BAL 41,34,14,Chase Daniel kneels for -1 yards,2.850,2.170
4,0:57,2,11,BAL 42,34,14,Chase Daniel kneels for -1 yards,2.170,1.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
