Quarter,Time,Down,ToGo,Location,SDG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,19,PHI 36,0,0,"Penalty on Artis Hicks: False Start, 5 yards (no play)",-0.490,-1.150
2,15:00,3,24,PHI 31,0,0,Donovan McNabb pass complete to Brian Westbrook for 6 yards (tackle by Donnie Edwards),-1.150,-0.910
2,14:31,4,18,PHI 37,0,0,"Dirk Johnson punts 39 yards, returned by Eric Parker for 1 yard (tackle by Reggie Brown)",-0.910,-0.610
2,14:23,1,10,SDG 25,0,0,Drew Brees pass complete to Keenan McCardell for 24 yards (tackle by Dhani Jones),0.610,2.190
2,13:45,1,10,SDG 49,0,0,Drew Brees pass incomplete intended for Keenan McCardell is intercepted by Lito Sheppard at PHI-42 and returned for 33 yards,2.190,-3.910
2,13:32,1,10,SDG 25,0,0,"Lamar Gordon for no gain (tackle by Shawne Merriman). Penalty on Jon Runyan: Offensive Holding, 10 yards (no play)",3.910,3.250
2,13:09,1,20,SDG 35,0,0,Donovan McNabb pass incomplete intended for Greg Lewis is intercepted by Donnie Edwards at SDG-15 and returned for 14 yards,3.250,-0.870
2,12:57,1,10,SDG 29,0,0,Drew Brees pass complete to Lorenzo Neal for 21 yards (tackle by Michael Lewis),0.870,2.260
2,12:23,1,10,PHI 50,0,0,LaDainian Tomlinson left tackle for 7 yards (tackle by Michael Lewis),2.260,2.660
2,11:41,2,3,PHI 43,0,0,LaDainian Tomlinson up the middle for 1 yard (tackle by Jeremiah Trotter and Keith Adams),2.660,2.080
2,11:03,3,2,PHI 42,0,0,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.080,0.460
2,11:03,4,2,PHI 42,0,0,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",0.460,0.130
2,10:54,4,7,PHI 47,0,0,"Mike Scifres punts 33 yards, fair catch by Reno Mahe",0.130,0.280
2,10:49,1,10,PHI 14,0,0,Donovan McNabb pass complete to Terrell Owens for 9 yards (tackle by Sammy Davis),-0.280,0.550
2,10:09,2,1,PHI 23,0,0,Donovan McNabb pass incomplete intended for Stephen Spach (defended by Steve Foley),0.550,-0.320
2,10:04,3,1,PHI 23,0,0,Donovan McNabb pass complete to L.J. Smith for 8 yards (tackle by Donnie Edwards),-0.320,1.000
2,9:27,1,10,PHI 31,0,0,Donovan McNabb sacked by Randall Godfrey for -2 yards,1.000,0.190
2,8:51,,,,0,0,Timeout #1 by Philadelphia Eagles,0.000,0.190
2,8:51,2,12,PHI 29,0,0,"Penalty on Jon Runyan: False Start, 5 yards (no play)",0.190,-0.490
2,8:51,2,17,PHI 24,0,0,Donovan McNabb pass complete to Brian Westbrook for 15 yards (tackle by Quentin Jammer and Donnie Edwards),-0.490,0.830
2,8:08,3,2,PHI 39,0,0,"Donovan McNabb right end for 2 yards (tackle by Shawne Merriman). Penalty on Shawne Merriman: Personal Foul, 15 yards",0.830,2.650
2,8:08,,,,0,0,Timeout #2 by Philadelphia Eagles,0.000,2.650
2,7:37,1,10,SDG 44,0,0,"Donovan McNabb pass complete to L.J. Smith for 9 yards (tackle by Terrence Kiel). L.J. Smith fumbles (forced by Terrence Kiel), recovered by Steve Foley at SDG-27. Penalty on Randall Godfrey: Roughing the Passer, 15 yards (no play)",2.650,3.640
2,7:25,1,10,SDG 29,0,0,Donovan McNabb pass complete to Terrell Owens for 6 yards (tackle by Quentin Jammer),3.640,3.910
2,7:06,2,4,SDG 23,0,0,"Brian Westbrook up the middle for 1 yard (tackle by Igor Olshansky). Penalty on Jamal Williams: Defensive Holding, 5 yards",3.910,4.440
2,6:46,1,10,SDG 17,0,0,Donovan McNabb pass complete to Greg Lewis for 6 yards (tackle by Sammy Davis),4.440,4.890
2,6:10,2,4,SDG 11,0,0,Donovan McNabb pass complete to Josh Parry for 4 yards (tackle by Sammy Davis),4.890,5.600
2,5:24,,,,0,0,Timeout #3 by Philadelphia Eagles,0.000,5.600
2,5:23,1,7,SDG 7,0,0,Donovan McNabb pass complete to Lamar Gordon for 3 yards (tackle by Donnie Edwards),5.600,5.340
2,4:52,2,4,SDG 4,0,6,"Donovan McNabb pass complete to Terrell Owens for 4 yards, touchdown",5.340,7.000
2,,,,SDG 2,0,7,Todd France kicks extra point good,0.000,0.000
2,,,,PHI 30,0,7,"Todd France kicks off 55 yards, returned by Darren Sproles for 12 yards (tackle by Juqua Thomas)",0.000,0.740
2,4:41,1,10,SDG 27,0,7,Drew Brees pass incomplete intended for Reche Caldwell (defended by Sheldon Brown),0.740,0.200
2,4:35,2,10,SDG 27,0,7,Drew Brees pass incomplete intended for Antonio Gates (defended by Jevon Kearse),0.200,-0.490
2,4:31,3,10,SDG 27,0,7,"Drew Brees pass complete to Reche Caldwell for 13 yards (tackle by Lito Sheppard). Penalty on Brian Dawkins: Roughing the Passer, 15 yards",-0.490,2.590
2,4:07,1,10,PHI 45,0,7,Drew Brees pass incomplete intended for Justin Peelle,2.590,2.040
2,4:04,2,10,PHI 45,0,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.040,1.360
2,4:00,3,10,PHI 45,0,7,Drew Brees pass incomplete intended for Eric Parker (defended by Brian Dawkins),1.360,0.270
2,3:52,4,10,PHI 45,0,7,"Mike Scifres punts 45 yards, touchback",0.270,-0.280
2,3:44,1,10,PHI 20,0,7,Donovan McNabb pass complete to Brian Westbrook for 11 yards,0.280,1.000
2,3:21,1,10,PHI 31,0,7,Donovan McNabb pass complete to Greg Lewis for 11 yards (tackle by Jamar Fletcher),1.000,1.730
2,2:54,1,10,PHI 42,0,7,"Penalty on Tra Thomas: False Start, 5 yards (no play)",1.730,1.400
2,2:40,1,15,PHI 37,0,7,Donovan McNabb pass complete to Terrell Owens for 12 yards (tackle by Quentin Jammer and Bhawoh Jue),1.400,2.130
2,2:05,2,3,PHI 49,0,7,Donovan McNabb pass complete to Stephen Spach for 4 yards (tackle by Quentin Jammer),2.130,2.460
2,2:00,1,10,SDG 47,0,7,Donovan McNabb pass complete to Brian Westbrook for 4 yards (tackle by Jerry Wilson),2.460,2.450
2,1:25,2,6,SDG 43,0,7,Donovan McNabb pass complete to L.J. Smith for 8 yards (tackle by Terrence Kiel),2.450,3.250
2,1:04,1,10,SDG 35,0,7,Donovan McNabb pass complete to Brian Westbrook for 11 yards (tackle by Quentin Jammer),3.250,3.970
2,0:42,1,10,SDG 24,0,7,Donovan McNabb spiked the ball,3.970,3.430
2,0:41,2,10,SDG 24,0,7,Donovan McNabb pass complete to Brian Westbrook for 6 yards (tackle by DeQuincy Scott),3.430,3.570
2,0:15,3,4,SDG 18,0,7,Donovan McNabb pass complete to Terrell Owens for 5 yards (tackle by Jerry Wilson),3.570,4.710
2,0:10,1,10,SDG 13,0,7,Donovan McNabb pass complete to L.J. Smith for 9 yards (tackle by Quentin Jammer),4.710,5.730
2,0:01,2,1,SDG 4,0,7,"Penalty on L.J. Smith: False Start, 5 yards (no play)",5.730,5.010
Quarter,Time,Down,ToGo,Location,SDG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,0,7,"Todd France kicks off 60 yards, returned by Darren Sproles for 15 yards (tackle by Keith Adams)",0.000,0.610
3,14:55,1,10,SDG 25,0,7,LaDainian Tomlinson left end for -3 yards (tackle by Darwin Walker),0.610,-0.340
3,14:22,2,13,SDG 22,0,7,Drew Brees pass complete to Antonio Gates for 5 yards (tackle by Sheldon Brown and Jeremiah Trotter),-0.340,-0.360
3,13:44,3,8,SDG 27,0,7,Drew Brees sacked by Sheldon Brown for -11 yards,-0.360,-2.390
3,13:44,4,19,SDG 16,0,7,"Mike Scifres punts 50 yards, fair catch by Lito Sheppard",-2.390,-1.200
3,13:21,1,10,PHI 34,0,7,Donovan McNabb pass complete to Terrell Owens for 11 yards (tackle by Terrence Kiel and Quentin Jammer),1.200,1.930
3,12:49,1,10,PHI 45,0,7,Donovan McNabb pass complete to L.J. Smith for 10 yards (tackle by Terrence Kiel and Bhawoh Jue),1.930,2.590
3,12:14,1,10,SDG 45,0,7,Donovan McNabb pass complete to Terrell Owens for 6 yards (tackle by Terrence Kiel),2.590,2.850
3,11:55,2,4,SDG 39,0,7,Donovan McNabb pass complete to Greg Lewis for 9 yards (tackle by Ben Leber),2.850,3.580
3,11:15,1,10,SDG 30,0,7,Donovan McNabb pass complete to Reggie Brown for 11 yards (tackle by Terrence Kiel),3.580,4.310
3,10:38,1,10,SDG 19,0,7,Donovan McNabb pass complete to L.J. Smith for 14 yards (tackle by Terrence Kiel),4.310,6.060
3,9:57,1,5,SDG 5,0,7,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Donnie Edwards),6.060,5.150
3,9:55,2,5,SDG 5,0,7,Donovan McNabb pass incomplete intended for L.J. Smith,5.150,4.260
3,9:49,3,5,SDG 5,0,7,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Donnie Edwards),4.260,3.010
3,9:49,4,5,SDG 5,0,10,Todd France 23 yard field goal good,3.010,3.000
3,,,,PHI 30,0,10,"Todd France kicks off 64 yards, returned by Darren Sproles for 20 yards (tackle by Juqua Thomas)",0.000,0.670
3,9:35,1,10,SDG 26,0,10,LaDainian Tomlinson left guard for -1 yards (tackle by N.D. Kalu and Dhani Jones),0.670,-0.010
3,8:59,2,11,SDG 25,0,10,Drew Brees pass complete to Antonio Gates for 16 yards (tackle by Michael Lewis),-0.010,1.660
3,8:21,1,10,SDG 41,0,10,LaDainian Tomlinson right guard for 2 yards (tackle by Dhani Jones),1.660,1.390
3,7:48,2,8,SDG 43,0,10,"Drew Brees sacked by Jeremiah Trotter for -9 yards. Drew Brees fumbles (forced by Jeremiah Trotter), recovered by Roman Oben at SDG-36",1.390,-0.230
3,7:14,3,15,SDG 36,0,10,Drew Brees pass complete to Keenan McCardell for 17 yards (tackle by Sheldon Brown and Jeremiah Trotter),-0.230,2.460
3,6:40,1,10,PHI 47,0,10,Drew Brees pass incomplete intended for Reche Caldwell (defended by Jevon Kearse),2.460,1.910
3,6:40,2,10,PHI 47,0,10,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Mark Simoneau),1.910,2.010
3,6:00,3,4,PHI 41,0,10,Drew Brees pass complete to Justin Peelle for 5 yards (tackle by Jeremiah Trotter),2.010,3.180
3,5:16,1,10,PHI 36,0,10,Drew Brees pass incomplete intended for Reche Caldwell (defended by Lito Sheppard),3.180,2.640
3,5:07,2,10,PHI 36,0,10,Drew Brees pass complete to Antonio Gates for 9 yards (tackle by Sheldon Brown and Mark Simoneau),2.640,3.140
3,4:32,3,1,PHI 27,0,10,Lorenzo Neal up the middle for 5 yards (tackle by Dhani Jones),3.140,4.110
3,3:52,1,10,PHI 22,0,10,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by N.D. Kalu),4.110,3.970
3,3:26,2,7,PHI 19,6,10,"Drew Brees pass complete to Keenan McCardell for 19 yards, touchdown",3.970,7.000
3,,,,PHI 2,7,10,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,10,"Nate Kaeding kicks off 66 yards, returned by Ryan Moats for 11 yards (tackle by Hanik Milligan)",0.000,-0.220
3,3:08,1,10,PHI 15,7,10,Donovan McNabb pass complete to Greg Lewis for 4 yards (tackle by Jamar Fletcher),-0.220,-0.110
3,2:48,2,6,PHI 19,7,10,Brian Westbrook up the middle for 2 yards (tackle by Jamal Williams),-0.110,-0.630
3,2:07,3,4,PHI 21,7,10,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Clinton Hart),-0.630,-1.960
3,2:01,4,4,PHI 21,7,10,Dirk Johnson punts 22 yards,-1.960,-2.720
3,1:56,1,10,PHI 43,7,10,LaDainian Tomlinson right guard for 1 yard (tackle by Sam Rayburn),2.720,2.310
3,1:22,2,9,PHI 42,7,10,Drew Brees pass complete to Antonio Gates for 12 yards (tackle by Hollis Thomas),2.310,3.580
3,0:48,1,10,PHI 30,7,10,Drew Brees pass incomplete intended for Kassim Osgood (defended by Jeremiah Trotter),3.580,3.030
3,0:44,2,10,PHI 30,7,10,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Mark Simoneau),3.030,3.140
Quarter,Time,Down,ToGo,Location,SDG,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,PHI 24,7,10,Drew Brees pass complete to Antonio Gates for 8 yards (tackle by Jeremiah Trotter),3.140,4.510
4,14:20,1,10,PHI 16,7,10,Drew Brees pass complete to Keenan McCardell for 8 yards (tackle by Michael Lewis),4.510,5.350
4,13:52,2,2,PHI 8,13,10,"Drew Brees pass complete to Antonio Gates for 8 yards, touchdown",5.350,7.000
4,,,,PHI 2,14,10,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,14,10,"Nate Kaeding kicks off 60 yards, returned by Ryan Moats for 15 yards (tackle by Andrew Pinnock). Penalty on Stephen Spach: Offensive Holding, 10 yards",0.000,-0.220
4,13:39,1,10,PHI 15,14,10,Donovan McNabb pass incomplete intended for Terrell Owens is intercepted by Jamar Fletcher at PHI-33 and returned for 19 yards,-0.220,-4.650
4,13:29,1,10,PHI 14,14,10,LaDainian Tomlinson up the middle for 1 yard (tackle by Keith Adams),4.650,4.160
4,12:51,2,9,PHI 13,14,10,Drew Brees pass complete to Keenan McCardell for 10 yards (tackle by Michael Lewis),4.160,6.510
4,12:14,1,3,PHI 3,14,10,"LaDainian Tomlinson up the middle for 2 yards (tackle by Hollis Thomas). Penalty on PHI: Defensive 12 On-field, 2 yards (no play)",6.510,6.970
4,11:48,1,1,PHI 1,14,10,"LaDainian Tomlinson left end for no gain (tackle by Sheldon Brown). Penalty on Bob Hallen: Offensive Holding, 10 yards (no play)",6.970,4.770
4,11:21,,,,14,10,Timeout #1 by San Diego Chargers,0.000,4.770
4,11:21,1,11,PHI 11,14,10,LaDainian Tomlinson right tackle for 5 yards (tackle by Keith Adams),4.770,4.950
4,10:38,,,,14,10,Timeout #2 by San Diego Chargers,0.000,4.950
4,10:38,2,6,PHI 6,14,10,Drew Brees sacked by Jevon Kearse for -9 yards,4.950,2.930
4,10:38,3,15,PHI 15,14,10,LaDainian Tomlinson up the middle for no gain (tackle by N.D. Kalu),2.930,2.440
4,10:38,4,15,PHI 15,17,10,Nate Kaeding 34 yard field goal good,2.440,3.000
4,,,,SDG 30,17,10,"Nate Kaeding kicks off 68 yards, returned by Roderick Hood for 20 yards (tackle by Michael Turner)",0.000,0.410
4,9:12,1,10,PHI 22,17,10,Donovan McNabb pass incomplete intended for Stephen Spach,0.410,-0.130
4,9:09,2,10,PHI 22,17,10,Donovan McNabb pass complete to Brian Westbrook for 3 yards (tackle by Jamar Fletcher),-0.130,-0.430
4,8:26,3,7,PHI 25,17,10,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Clinton Hart),-0.430,-1.700
4,8:17,4,7,PHI 25,17,10,"Dirk Johnson punts 49 yards, returned by Eric Parker for 5 yards (tackle by Roderick Hood). Penalty on Terrence Kiel: Illegal Block Above the , 10 yards",-1.700,-0.340
4,8:12,1,10,SDG 21,17,10,LaDainian Tomlinson left tackle for -1 yards (tackle by Keith Adams),0.340,-0.340
4,7:34,2,11,SDG 20,17,10,Drew Brees pass incomplete intended for Antonio Gates is intercepted by Jeremiah Trotter at SDG-25 and returned for 2 yards,-0.340,-4.040
4,7:26,1,10,SDG 23,17,10,Brian Westbrook right end for 1 yard (tackle by Steve Foley),4.040,3.630
4,6:40,2,9,SDG 22,17,10,Donovan McNabb pass incomplete intended for Josh Parry,3.630,2.940
4,6:34,3,9,SDG 22,17,10,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Terrence Kiel),2.940,1.990
4,6:34,4,9,SDG 22,17,13,Todd France 40 yard field goal good,1.990,3.000
4,,,,PHI 30,17,13,"Todd France kicks off 63 yards, returned by Darren Sproles for 16 yards (tackle by Quintin Mikell)",0.000,0.480
4,6:21,1,10,SDG 23,17,13,"LaDainian Tomlinson up the middle for no gain (tackle by Jeremiah Trotter). Penalty on Keenan McCardell: False Start, 5 yards (no play)",0.480,0.000
4,6:21,1,15,SDG 18,17,13,Drew Brees pass incomplete,0.000,-0.840
4,6:14,2,15,SDG 18,17,13,Drew Brees pass complete to Antonio Gates for 5 yards (tackle by Mark Simoneau and Brian Dawkins),-0.840,-0.760
4,5:35,3,10,SDG 23,17,13,Drew Brees for 9 yards (tackle by Jeremiah Trotter),-0.760,-1.240
4,5:35,4,1,SDG 32,17,13,"Mike Scifres punts 47 yards, fair catch by Lito Sheppard",-1.240,-0.340
4,4:42,1,10,PHI 21,17,13,Donovan McNabb pass incomplete intended for Stephen Spach,0.340,-0.200
4,4:36,2,10,PHI 21,17,13,Brian Westbrook up the middle for 2 yards (tackle by Luis Castillo),-0.200,-0.630
4,3:59,3,8,PHI 23,17,13,Donovan McNabb pass complete to Brian Westbrook for 7 yards (tackle by Quentin Jammer),-0.630,-1.370
4,3:37,,,,17,13,Timeout #1 by Philadelphia Eagles,0.000,-1.370
4,3:37,4,1,PHI 30,17,13,Donovan McNabb pass incomplete intended for Lamar Gordon,-1.370,-3.580
4,3:29,1,10,PHI 30,17,13,LaDainian Tomlinson up the middle for 2 yards (tackle by Hollis Thomas),3.580,3.300
4,3:27,,,,17,13,Timeout #2 by Philadelphia Eagles,0.000,3.300
4,3:27,2,8,PHI 28,17,13,LaDainian Tomlinson right end for 5 yards (tackle by Lito Sheppard),3.300,3.270
4,3:21,,,,17,13,Timeout #3 by Philadelphia Eagles,0.000,3.270
4,3:21,3,3,PHI 23,17,13,LaDainian Tomlinson up the middle for 1 yard (tackle by Keith Adams),3.270,2.120
4,2:37,,,,17,13,Timeout #3 by San Diego Chargers,0.000,2.120
4,2:37,4,2,PHI 22,17,19,"Nate Kaeding 40 yard field goal no good, blocked by Quintin Mikell, recovered by Matt Ware and returned for 65 yards, touchdown",2.120,-7.000
4,,,,SDG 2,17,20,Todd France kicks extra point good,0.000,0.000
4,,,,PHI 30,17,20,"Todd France kicks off 56 yards, returned by Darren Sproles for 18 yards (tackle by Juqua Thomas)",0.000,1.070
4,2:18,1,10,SDG 32,17,20,Drew Brees pass complete to Antonio Gates for 9 yards (tackle by Sheldon Brown),1.070,1.740
4,1:59,2,1,SDG 41,17,20,Drew Brees pass complete to Reche Caldwell for 22 yards (tackle by Brian Dawkins),1.740,3.120
4,1:54,1,10,PHI 37,17,20,Drew Brees pass incomplete intended for Eric Parker,3.120,2.570
4,1:50,2,10,PHI 37,17,20,Drew Brees pass incomplete intended for Keenan McCardell,2.570,1.880
4,1:44,3,10,PHI 37,17,20,"Drew Brees pass complete to Reche Caldwell for 19 yards (tackle by Sheldon Brown). Reche Caldwell fumbles (forced by Sheldon Brown), recovered by Darwin Walker at PHI-19 (tackle by Reche Caldwell)",1.880,-0.150
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:34,1,10,PHI 19,17,20,Donovan McNabb kneels for -1 yards,0.150,-0.560
4,0:59,2,11,PHI 18,17,20,Donovan McNabb kneels for -1 yards,-0.560,-1.420
4,0:21,3,12,PHI 17,17,20,Donovan McNabb kneels for -1 yards,-1.420,-2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
